Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
"Wearing a mask to protect others shows strength, not weakness. 

Please continue to follow guidance from 
@healthvermont to help slow the spread. We’re still fighting this pandemic, and it takes all of us working together and caring for one another.",297,2020-06-30 19:36:52,Twitter Web App,193,62,GovPhilScott,1278049884105564161,,545107258,False,https://t.co/SeRCboqAq8,en,June,Q2
"As the Northeast continues to see positive trends like Vermont, last week we expanded the number of states covered under our county-by-county quarantine-free travel policy, which allows direct travel from designated counties without a quarantine.",294,2020-06-29 17:54:37,Twitter Web App,53,11,GovPhilScott,1277661766470828033,,545107258,False,https://t.co/I3tTQb7z2J,en,June,Q2
"Thank you to ⁦@vermont_united⁩ for sending a strong message of unity and community. 

We’re all in this together and that means we need to help each other — wearing masks, distancing, washing our hands and following ⁦@healthvermont⁩ guidelines.",268,2020-06-27 20:43:23,Twitter for iPhone,49,7,GovPhilScott,1276979461829865473,,545107258,False,https://t.co/2GjVS6hICu,en,June,Q2
It only takes 5 minutes!,73,2020-06-27 14:17:55,Twitter for iPhone,21,12,GovPhilScott,1276882456382246912,,545107258,False,https://t.co/IxcYhgncvF,en,June,Q2
"Vermont’s 7-day positivity rate of COVID-19 tests sits at 1.28% — among the lowest in the nation. 

There are also zero COVID-19 patients in ICUs in the entire state of Vermont. 

This is good news, but we must remain vigilant and continue following @healthvermont guidelines.",300,2020-06-26 15:32:36,Twitter for iPhone,258,62,GovPhilScott,1276538863981400064,,545107258,False,https://t.co/psYIagVj3A,en,June,Q2
"It was great to help introduce tonight’s concert in support of this effort to help Vermonters in need — while supporting our farmers and local food systems. 

You can watch talented artists like Dave Matthews, Grace Potter and many more live right now at",302,2020-06-26 01:25:47,Twitter for iPhone,25,1,GovPhilScott,1276325754108817409,,545107258,False,https://t.co/Kzbf02NwSo,en,June,Q2
"I know some are tired of hearing us repeat this, but we're still fighting a pandemic and we must continue taking precautions to slow the spread. Vermonters are good by nature and doing these simple things don't just protect you - they keep others safe.",302,2020-06-25 16:08:30,Twitter Web App,152,49,GovPhilScott,1276185510336253953,,545107258,False,https://t.co/VnKiv5xAbB,en,June,Q2
"Wearing a mask to protect others shows strength, not weakness. 

Please continue to follow guidance from @healthvermont to help slow the spread. We’re still fighting this pandemic, and it takes all of us working together and caring for one another.",272,2020-06-24 19:27:52,Twitter for iPhone,133,40,GovPhilScott,1275873294974148614,,545107258,False,https://t.co/k6eSbr4WDr,en,June,Q2
"The Census helps determine how much federal funding states receive for infrastructure projects, school lunch programs, disaster relief &amp; so much more. VT currently has one of the lowest response rates in the US. If you haven't responded, please do so ASAP. It only takes 10 min!",306,2020-06-24 14:29:56,Twitter Web App,39,31,GovPhilScott,1275798315637096448,,545107258,False,https://t.co/gh1w1YHlFm,en,June,Q2
"Effective July 1, we'll be increasing the maximum weekly benefit amount for Unemployment Insurance claimants, while cutting UI tax rates for employers. We will continue to pull every lever we can to help workers and employers recover from this pandemic.",302,2020-06-23 17:53:03,Twitter Web App,39,11,GovPhilScott,1275487045385891841,,545107258,False,https://t.co/9uozXx4fJf,en,June,Q2
"Are you planning to return to Vermont or visit from another state? If so, please make sure to visit the @healthvermont website for up-to-date travel guidance and to see if you need to quarantine when you arrive.",237,2020-06-23 17:13:20,Twitter Web App,33,18,GovPhilScott,1275477048291622914,,545107258,False,https://t.co/Ke8ODJLwOU,en,June,Q2
"Just because the weather is warmer doesn't mean the pandemic is over. We must remain vigilant. It's just as important now as ever to continue regularly washing your hands, physically distance and wear a mask. We must continue to be smart and stay safe.",276,2020-06-23 13:35:55,Twitter Web App,105,30,GovPhilScott,1275422333201723392,,545107258,False,https://t.co/yGjapqnhv5,en,June,Q2
"Our data continues to show Vermont trending in the right direction. In fact, as of today we had the lowest percent-positivity rate in the USA - fewer than 1% of COVID-19 tests were positive this week. We'll continue to take a safe and methodical approach.",280,2020-06-19 19:38:09,Twitter Web App,158,22,GovPhilScott,1274063943560904704,,545107258,False,https://t.co/nNrkqDHupa,en,June,Q2
"Today I proclaimed #JuneteenthDay in VT. We must do more as a nation – in our communities, in our schools and in our homes – to teach the significance of Juneteenth and recommit to the work of finally achieving equal rights, equal opportunity and equal justice for all Americans.",303,2020-06-19 14:15:11,Twitter Web App,186,58,GovPhilScott,1273982665415417857,,545107258,False,https://t.co/NlhIByN9Vi,en,June,Q2
"Vermont's expanded testing and enhanced contact tracing efforts are critical to our methodical reopening process. It means, as we discover cases, our great team at @healthvermont can work to box them in, so we don't have to take the same mitigation measures we had to early on.",301,2020-06-18 15:04:28,Twitter Web App,55,10,GovPhilScott,1273632678525485056,,545107258,False,https://t.co/mygV6Yea40,en,June,Q2
"Reminder: Tomorrow marks three months since Vermont’s first confirmed fatality from COVID-19. In honor of the Vermonters we have lost to this terrible disease, I have ordered the U.S. and Vermont State flags to fly at half-staff on the 19th of every month for the rest of 2020.",301,2020-06-18 12:28:45,Twitter Web App,105,25,GovPhilScott,1273593492003053573,,545107258,False,https://t.co/7vGmVQocus,en,June,Q2
"While we are easing restrictions for our older Vermonters, we encourage this group and all Vermonters to continue to 'be smart and stay safe.' 5/5",171,2020-06-17 20:04:54,Twitter Web App,7,0,GovPhilScott,1273345897250816000,545107258.0,545107258,False,https://t.co/Pw7WPVQZvj,en,June,Q2
"Starting Friday, in time for Father's Day, Long-Term Care facilities can allow for up to 2 visitors per resident, per day. The visits must be conducted outside and adhere to guidance issued by DAIL around social distancing, temperature checks and record keeping of visitors. 4/5",278,2020-06-17 20:04:53,Twitter Web App,6,1,GovPhilScott,1273345896437202947,545107258.0,545107258,False,,en,June,Q2
"But with our data continuing to show limited spread of the virus in Vermont, we can allow for much-needed social and family connections, which we know is also important for the health and well-being of our seniors. 3/5",218,2020-06-17 20:04:53,Twitter Web App,4,1,GovPhilScott,1273345895665487873,545107258.0,545107258,False,,en,June,Q2
Vermonters in hospitals and long-term care facilities and their loved ones have experienced some of the toughest aspects of this pandemic due to the necessary restrictions we put in place to slow the spread of the virus and protect the vulnerable. 2/5,251,2020-06-17 20:04:53,Twitter Web App,3,0,GovPhilScott,1273345894889521153,545107258.0,545107258,False,,en,June,Q2
"Today I announced measures to gradually ease restrictions on Vermonters in long-term care facilities, hospitals and those over the age of 65. 1/5",170,2020-06-17 20:04:53,Twitter Web App,15,5,GovPhilScott,1273345894012858368,,545107258,False,https://t.co/Pw7WPVQZvj,en,June,Q2
"To save hundreds of jobs and small businesses, my economic relief proposal includes $195 million in Restart VT Emergency Action Grants, using funds we received from the Federal CARES Act. This is why Congress gave states this money. We must act fast to save jobs and livelihoods.",303,2020-06-17 13:48:54,Twitter Web App,12,3,GovPhilScott,1273251274721562624,,545107258,False,https://t.co/xuDM1X04Nw,en,June,Q2
"My $50 million proposal to support dairy farmers and cheesemakers will help save family farms, the jobs they support, and preserve local food systems. 

Vermont’s award-winning dairy farmers are known around the world. They’re  part of our state’s DNA. We must act fast to help.",302,2020-06-17 01:36:55,Twitter for iPhone,63,10,GovPhilScott,1273067064228544512,,545107258,False,https://t.co/SD6MudEYH7,en,June,Q2
Here’s a helpful video from @healthvermont about what you can expect when you get a test:,137,2020-06-16 18:03:51,Twitter for iPhone,10,3,GovPhilScott,1272953046939717633,,545107258,False,https://t.co/z5a22qUmbI,en,June,Q2
