Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
"📡💻Today we announced a public-private partnership to keep MN connected. We'll work together to provide technology and internet access to students across the state.
 
This is a team effort. Thank you to @BestBuy, @Comcast, @blandinFound, @spmcfoundations, and @BizPartnership.",299,2020-06-30 20:24:54,Twitter for iPhone,878,127,GovTimWalz,1278061974882971648,,1064603540956565504,False,https://t.co/YSNeytdyvt,en,June,Q2
"The @DFLPOCIcaucus knows the time for action on police reform is now. They have a plan to bring impactful, structural change, and I am proud to stand by it.",181,2020-06-30 16:39:35,Twitter Web App,202,40,GovTimWalz,1278005271344877574,,1064603540956565504,False,https://t.co/fzfJcpylTS,en,June,Q2
"The long-overdue conversation we’re having on police accountability isn't over. Minnesota needs REAL reforms to combat racism in our criminal justice system. We’ll keep working to pass the @DFLPOCIcaucus reform agenda, because we’re in a moment that demands action.",265,2020-06-29 23:36:40,Twitter for iPhone,1397,156,GovTimWalz,1277747844774912000,,1064603540956565504,False,,en,June,Q2
"When Minnesota comes together as one, we can achieve near-impossible tasks. Our testing partnership with @UMNews and @MayoClinic has allowed us to dramatically ramp up testing to more accurately track the course of this pandemic and keep Minnesotans safe.",280,2020-06-29 20:24:23,Twitter Web App,875,124,GovTimWalz,1277699457786671105,,1064603540956565504,False,https://t.co/MG3wwE9WaA,en,June,Q2
"Is he comfortable? No.

Is he making the cat mad by sitting in his favorite spot? Yep.",110,2020-06-29 00:05:30,Twitter for iPhone,5698,145,GovTimWalz,1277392712069713920,,1064603540956565504,False,https://t.co/A5vmn9Ymg4,en,June,Q2
"We celebrate #Pride because 51 years ago the LGBTQ+ community started a movement for equality and freedom at Stonewall – a fight that continues today. 

We have progress to celebrate and work ahead to ensure everyone can be who they are and live free from discrimination 🏳️‍🌈",275,2020-06-28 18:36:58,Twitter for iPhone,1281,95,GovTimWalz,1277310036662824965,,1064603540956565504,False,,en,June,Q2
"It doesn’t matter where in Minnesota you live, people expect honesty and results from their government. Especially during the difficult moment we’re in, we need to place progress over finger pointing. #OneMinnesota",239,2020-06-28 16:24:00,Twitter for iPhone,516,76,GovTimWalz,1277276574379696128,,1064603540956565504,False,https://t.co/m11XQQFzHR,en,June,Q2
"Thank you to our partners in the #mnleg, @Kent_Eken, Sen. Sparks, @LittleSenator, @ErikSimonson, @KarlaBigham, @DaveLislegard, @reppaulmarquart, @KariDziedzic, @RobEcklund, and @RepPoppe for your leadership in putting together a plan that will address our greatest needs.",271,2020-06-26 02:21:10,Twitter Web App,200,22,GovTimWalz,1276339691680391168,1.0646035409565655e+18,1064603540956565504,False,,en,June,Q2
"COVID-19 has caused food insecurity for thousands of Minnesotans and added new burdens on local governments.

That's why today we announced a $853 million plan to build a stronger, more equitable economy by supporting emergency food efforts and our local governments across MN.",277,2020-06-26 02:21:10,Twitter Web App,1193,137,GovTimWalz,1276339690698924035,,1064603540956565504,False,,en,June,Q2
"This pandemic isn't over. The actions we take impact everyone around us. Remember that even if you aren’t at a high risk, people close to you might be. Wear a mask, social distance, and stay home if you're sick. #StaySafeMN",248,2020-06-25 23:15:00,TweetDeck,1130,210,GovTimWalz,1276292840541368320,,1064603540956565504,False,https://t.co/uA5OBCtpP6,en,June,Q2
