Tweets,Month,Quarter,sampling
"Some interesting things have happened in the last few days I would like to take this opportunity to thank President Trump for your continued leadership and leadership on North Korea. We will prevail!
“The Federal Reserve should raise interest rates",January,Q1,40
"After being shut out in the Winter Olympics, Russia is looking to make it five straight Winter Olympics. They have decided to add a new dimension to the Games with a special event called the Stormtrooper Appreciation Day Parade.",January,Q1,40
Pulitzer Prize-winning journalist Seymour Hersh is reporting that the Obama Administration knew of the growing risk to the U.S. from North Korea as far back as 2010. He also says that U.S. Ambassador,January,Q1,40
"The FBI is asking Congress for an additional $7.6 billion to fight terrorism.
The Democratic Party has the courage to stand with the American people against the Radical Left &amp; their Radical Ideology. We are stronger",January,Q1,40
The American people strongly oppose the PATRIOT Act. The ACLU has said it is 'unconstitutional' and that it has a duty to protect Americans. The Democrats are threatening to vote against the last big defense bill unless we,January,Q1,40
"Election 2016: Five things Americans want you to know about the economy

From the White House with your election results tonight!

This is a GREAT DAY for the AUTOMOTIVE INDUSTRY and the GREAT",January,Q1,40
The Texas Rangers have acquired minor league right fielder/outfielder Alex Singleton from the Cincinnati Reds in exchange for minor league pitcher Dylan Davis and cash considerations. Singleton is in his second year of professional baseball in the American,January,Q1,40
It is not just the US military that is suffering from the effects of the Evolving Arctic. As we noted earlier the Chinese Government also is struggling as are many others. Other than that the Chinese economy is really moving along and,January,Q1,40
"The most important thing the GOP does in 2018 is elect a Democratic Senator from California!
Today at 4:00 PM Eastern Time I will be signing the Duncan Hunter V.A. Bill. This is a great victory for",January,Q1,40
"The National Security Agency has tapped into the communications of the leaders of 15 countries that were targeted by the United States during the Trump administration, even as the Obama administration sharply restricted the agency's surveillance powers.
White House communications director",January,Q1,40
"The Library of Congress generally does not own rights to copyrighted works. Therefore all rights reserved.
Proud to announce that my Commission on Long Term Care Reform is the ONLY &amp; comprehensive Commission on this topic in government.",January,Q1,40
The UK is considering introducing a 10% Business Rate for all companies in the country. This will help companies deal with the uncertainty created by the vote to leave the European Union. The business rate will be 10% and would apply,January,Q1,40
"The U.S. government has been caught violating international law by severely restricting the flow of humanitarian aid into Yemen. We must stop this and quickly resume unrestricted passage of humanitarian supplies.
I am calling on the nations of the",January,Q1,40
"Protecting your family

We are making it easier and more affordable for small businesses to thrive. President Trump is committed to working with Congress to continue to support small businesses and get us back on track.
...And the",January,Q1,40
"My colleague, Rep. Dan Burton (R-IN) has a very good new book titled ""Blue America: The Story of the Next Frontier for the Heartland. Get your copy today.
Tonight at 10:00",January,Q1,40
"The UESPWiki – Your source for The Elder Scrolls since 1995

Alduin

Alduin (x=1200, y=1600) is one of the Three Protectors of the Twelve and leader",January,Q1,40
"The 39th President of the United States is being investigated for obstruction of justice by Special Counsel Robert Mueller. This is very bad for our Country and we will be following the facts wherever they may lead!
“The Special",January,Q1,40
"My name is Brian Connolly and I am the Executive Director of the Texas Republican Party.
I am honored to have been invited to speak at the Republican National Convention in Cleveland this summer. I look forward to welcoming the millions",January,Q1,40
"What is Evolution?
""Evolution is the process by which life managed to get from the very earliest stages of a cell to becoming the organism that we see today. It is the process that has produced the diversity of life",January,Q1,40
The secondary effects of the war on drugs are a slow killing and more death than ever before. I did ask for a report on the numbers of people getting arrested and the proportional increase in the number of people being arrested. There,January,Q1,40
"In one of the more bizarre moments in the history of the Trump campaign, former Miss Universe Alicia Machado is now commenting on the death of her father.
Look at this. This is what happens to a psycho!
",January,Q1,40
"We are happy to announce that we will be hosting the 2016 Game of the Year on Monday Night Football on Sunday at MetLife Stadium in East Rutherford, New Jersey!
Thank you to @NFL for all of your hard work",January,Q1,40
"A research trip to Israel turned into a nightmare for several U.S. scientists.
Researchers from the U.S. National Institutes of Health (NIH) visited Israel on Tuesday. The trip was part of their ongoing",January,Q1,40
"And while we're on the subject of curriculum vitaes!
A great man and great American!
Great guy!
....If you look at what's happening to our Country and what it has become because of the",January,Q1,40
"The U.S. and Russia have reached a very good agreement to use nuclear weapons only against terrorist proxies and forces that threaten the Russian Federation.
“АМСТЕН�",January,Q1,40
