Tweets,Month,Quarter,sampling
"The United States has agreed to sell Japan more advanced anti-ballistic missile systems. The deal is worth between $1.5 billion and $2.5 billion per country.
The United States has agreed to sell Japan",January,Q1,9
"It is not your imagination….

The media are making this all up….

Democrats are trying to make this look bad on me. It is not my doing. I was just asked to leave the rally because of",January,Q1,9
"When I heard the news that Senator Rand Paul had been diagnosed with a very serious brain tumor I knew that I had to do something.
....as soon as possible.....
....I will be travelling to Kentucky in addition to",January,Q1,9
I just finished reading a new book by a retired senior U.S. Army intelligence officer named Mark Mazzetti. He is one of the top experts on Russia &amp; the Far Left in the U.S.,January,Q1,9
"The Federal Trade Commission has dropped its investigation into one of the more famous consumer frauds in history.
Fraudulent online advertising was used to drive up the prices of nearly every major consumer product from cars to TVs to electronics",January,Q1,9
"The Obama administration is paying a company $3.7 billion to keep from moving its factory in Indiana. What the hell happened to them?
The Obama administration is paying a company $3.7 billion to keep from moving",January,Q1,9
"The events of the last few days have obviously shaken the faith of many Americans. I want to assure all Americans that we are fully aware of these events and are doing everything possible to assist in any way possible.
Just got",January,Q1,9
"In an interview with CNBC, President Donald J. Trump discusses his Administration's plan to quickly and completely regulate and then completely eliminate the very expensive and dangerous illegal online black market marketplace called the 'Dark Web.' This is a total",January,Q1,9
"Theresa May has been accused of being 'weak' after she refused to condemn the Ku Klux Klan after they marched in the 70th annual National Prayer Breakfast.
Labor leader Tom Perez has called the appointment of so-called",January,Q1,9
"A new law that would make it easier for police departments to use deadly force on the street is set to go before the Washington State Legislature this week.
Supporters are urging Governor Jay Inslee to sign the bill into law.",January,Q1,9
"The news that former Secretary of State Hillary Clinton was chosen to be the 2016 Republican Nomination has gotten plenty of coverage, but there has been very little attention paid to the fact that she won't be the Republican nominee. This",January,Q1,9
"Chad is a very smart guy. He is a great addition to the Trump campaign. He will never let you down.
Failing New York City Mayor Bill de Blasio just approved more illegal dumping by his own cops than",January,Q1,9
"Just a heads up!
Thank you!
Thank you!
Thank you!
Thank you!
Thank you!
Thank you!
Thank you!
The 3rd Amendment is widely respected in America. We",January,Q1,9
"The 2017 NCAA Men's Basketball National Championship Game in New York City is live and people are talking basketball.
It has been a wonderful season for our National Football League. We have a great future ahead of us!
Just",January,Q1,9
"The Obama administration has rejected a request from the Republican-led House to extend emergency unemployment insurance payments.
The White House said that while it supports the job-creating efforts of the Republican-led Congress they must also do",January,Q1,9
"USA TODAY Sports

The Seattle Seahawks need to get Aaron Rodgers back on the field and play defense.

Now that the national media has given the Packers an absolute pass for their horrible officiating and other horrible plays throughout",January,Q1,9
"I have to tell you I am a HUGE Hillary supporter!
I am a HUGE supporter of the @RepublicanParty and will be working hard for your re-election in November. I fully endorse @JEBInThe…",January,Q1,9
"Fear not, WWE Universe, Mark Henry will be making his return this Sunday Night RAW to compete in the Cruiserweight Classic against Daniel Bryan.
This has all been happening for a while. Everything is moving along nicely.
",January,Q1,9
"It looks like there are some people who think that the NRA is some kind of God given right to protect your pretty neck of the woods.
Did somebody say WOMEN?
He was telling me that he is the least",January,Q1,9
"The quality and popularity of the Showtime original series ""Dexter"" provide us with a wealth of information that will be of enormous value to the study of human behavior and society at large. However, as the FBI Director stated recently",January,Q1,9
"Purple Cowgirl!!!
WOW!
I had the honor of having the privilege of meeting with President Xi of China earlier this week. We discussed a wide range of subjects including trade and investment. Our two countries are",January,Q1,9
In the aftermath of the deadly terrorist attack in San Bernardino California we are reminded again that we must always remain vigilant and never give up. I am closely monitoring the unfolding events in San Bernardino California. We will be keeping you updated,January,Q1,9
"Obama administration officials had argued that the FISA Amendments Act should be used to justify the surveillance of Americans, but a federal appeals court on Wednesday strongly disagreed.
Washington Post special prosecutor on Trump/Russia: It's all a big",January,Q1,9
"I am a huge fan of the film ""Warrior Women"" and give it 4 stars. It is a true story!
Greatest Political Hoax in U.S. History!
Congress save 2nd Amendment!",January,Q1,9
"AFP/Getty Images

As Donald Trump continues to rapidly climb in the polls, there is one area where he has consistently come in behind his Republican rivals: his standing with the American people.
A CBS News poll this",January,Q1,9
"The former President of the United States is calling for Congress to pass a bill to protect our Veterans.
.@Jim_Jordan on @FoxNews: ""I think it is highly likely that the V.P. of",January,Q1,9
It has been a busy few days for the NFL. First it was announced that the Dallas Cowboys would host the Super Bowl 50 halftime show. Then it was announced that the Buffalo Bills will play in the Meadowlands after being displaced,January,Q1,9
"The Federal Reserve should raise interest rates quickly in order to prevent a recession and help the U.S. economy. Rates will likely be kept at or even at low levels to avoid a recession.
...and then perhaps even",January,Q1,9
"Volkswagen has spent $2.2 billion to settle federal and state probe into their cheating and misleading the public. This is a tremendous victory for the American people!
H.H.S. is now approving the",January,Q1,9
Chris Hayes: Trump Gave China The Runaround Chris Hayes (@acbsInteractive) talks to Professor @nmerrill about the runaround and illegal behavior by President Trump. He urged us to remember that a great Presidency,January,Q1,9
The Muslim Brotherhood (MB) has spent the past 4 years plotting terror and mayhem in the USA. The Presidency of Barack Obama has been a total disaster for the Muslim people. He is the most anti-Muslim president in US,January,Q1,9
"SOUTHAMPTON, Conn. (AP) — A Connecticut teen who was convicted of killing his older brother is spending time behind bars with a semi-automatic rifle.
The Hartford Courant reports (http://on",January,Q1,9
"The latest version of Ms. Pac-Man is fully functional!
With over 29 million copies sold since its release in 1986, Ms. Pac-Man has been a huge hit with children and adults!
White House News",January,Q1,9
"On July 24, President Donald J. Trump signed an Executive Order (EO) to eliminate all legal protections for American workers and their families. The Order requires all federal contractors to 'serve and protect' the United States and",January,Q1,9
"The sale of alcohol in Canada has increased by nearly 60% in 2016 compared to 2015. It is estimated that 50 million litres of alcohol will be sold in Canada in 2016.
The NDP defeated the Liberals in the 2015 election",January,Q1,9
A year ago today we celebrated the one hundred and fifty-fifth anniversary of FDR's New Deal. Last night our Nation celebrated a special day for family and friends who have endured so much. As always our Nation is a place,January,Q1,9
Facebook's new policy will force businesses to let their employees post photos and videos of their lives online. This will be a BIG problem for many businesses. Is this the kind of country we want our children to grow up in?,January,Q1,9
"A few months ago, I was traveling through Asia with a group of Republican senators. One of them was a young and energetic fighter from the Great State of New York. She was in charge of our Military Vets the Supreme",January,Q1,9
"Pepe the Frog has become the most talked about and misunderstood meme of the year. Here is what you need to know..
The Republican Study Committee is just one more party in the long line of Trump puppets and accompl",January,Q1,9
"Burnaby RCMP say they are investigating after a man was shot in the ankle and hand in a home in the 700 block of 59th Street S.W. early Saturday.
Police believe it was a targeted shooting.
",January,Q1,9
"Attack on the United States in Iraq &amp; Syria!
RT @JohnJHarwood: Obama Administration to Target Violent Extremism Leading to Worse Day for American Families than at Any Time in Recent History.
“",January,Q1,9
The Columbus Blue Jackets are thrilled to announce that forward Jack Johnson will make his Blue Jackets debut tonight vs. the Washington Capitals at Nationwide Arena. The Blue Jackets are also pleased to announce that goaltender Sergei Bobrovsky will start,January,Q1,9
"Just two weeks after seeing their jobs disappear, many auto workers are demanding a raise now that President Trump is in the White House.
Witch Hunt!
Will be in Ohio today for a rally. Will be interviewed on",January,Q1,9
"Very good job. Thank you!
Remember when the Fake News said the FBI &amp; Loretta Lynch were trying to hide something from the American People. They were not!
Thank you!
Great book. You",January,Q1,9
