Tweets,Month,Quarter,sampling
"On February 14th 2015, at approximately 6:40 PM, the FBI and local law enforcement responded to reports of a shooting in the area of 107th Street and Division Avenue in Brooklyn. There were no reports of injuries.",January,Q1,14
"Will the Four Horsemen of the Apocalypse be a Jew?
I was going to post this today. I thought it would be interesting. @GStephanopoulos   @FoxNews  Great job!
Late last",January,Q1,14
"In addition to his vast wealth and power, I know and respect many very wealthy people and organizations. I have given millions of dollars to their organizations.
....the establishment media is the enemy of the people. They want their",January,Q1,14
"Author Message

joshua

Senior Member


Member # 2265


USA

I work for the best Government in the world we have the BEST LAW ENFORCEMENT IN THE WORLD. But",January,Q1,14
"We are currently assessing the situation. Thank you for your understanding!
....I will be meeting with the leaders of the American Military and first Responders who have been devastated by Superstorm Florence to offer whatever help and resources they",January,Q1,14
Yes! We are so excited to have @Ravens_Bengals great owner @JoeFlacco back with us after missing out on the playoffs the past 3 seasons. We believe in building great young players up through the,January,Q1,14
"Thomas Jefferson once said that ""the local government is the branch of the government which is most susceptible to error and corruption."" The Federal Government is the branch of government which has the greatest responsibility to serve our Nation and the people of",January,Q1,14
"WHEN 'Mr. Trump' Mr. O'Brien was forced to apologize after revealing his wife's infidelities and philandering he was warned off the airwaves by his bosses


But now he has returned to",January,Q1,14
"The White House is preparing to release a classified report on its deadly violence against peaceful, law-abiding protestors in Minneapolis on July 5th. It is time that this criminal and cowardly administration is held accountable!
The people of",January,Q1,14
"SEATTLE -- A federal judge on Friday blocked President Donald Trump from doing anything about the so-called ""sanctuary cities"" that refuse to cooperate with federal immigration authorities.
The opinion from U.S. District Judge James",January,Q1,14
Here's the thing about the IRS. They don’t give a **** about the 99% of Americans that they are supposed to be protecting. They are the biggest enabler of Corruption in America. They are a,January,Q1,14
"Police were called to a home in the 14000 block of Loomis Drive shortly after 9:00 PM on Saturday, November 4th. A 36 year old male was pronounced deceased at the scene. This is a very",January,Q1,14
"The District of Columbia is not immune to the Zika virus epidemic. In fact, the National Weather Service in Washington, DC said the number of cases in the Capital Region is the most in the continental United States since records began.",January,Q1,14
"DETROIT – The Detroit Red Wings today announced that forward Tomas Jurco has been assigned to the Grand Rapids Griffins.
Jurco, 20 (6/24/92), has registered eight goals and 17",January,Q1,14
"The UESPWiki – Your source for The Elder Scrolls since 1995

Quick Walkthrough [ edit ]

Speak to Anor Londo Anor Londo is in great pain. He begs you to take",January,Q1,14
"But as I wrote in my Wall Street Journal Op-Ed:
""The President does not have to be the puppet-master of China. Nor does he have to be the policeman of the entire globe. We can have",January,Q1,14
"Get daily updates directly to your inbox Subscribe Thank you for subscribing See our privacy notice Could not subscribe, try again later Invalid Email

A MAN who had been on a sex offenders register for 15 years has been jailed for almost",January,Q1,14
"New at SubtleTV! Close
Video: Video: #MAGA: Mike Pompeo I love our Military and Vets. I have asked them to do more to help Fight Terrorism and Vandalize the Town Canc",January,Q1,14
The first two photos below show the exterior of the new U.S.S. Gerald R. Ford. Construction on this supercar is well underway. pic.twitter.com/HJviCp3N4,January,Q1,14
"Who We Are

The American Cancer Society (ACS) is America's premier organization working to reduce Cancer and its Healthcare Costs. Through thousands of clinical trials, research and education we are advancing safer and more effective treatments for",January,Q1,14
"This is a rush transcript. Copy may not be in its final form.

AMY GOODMAN: We end this hour's show with the stunning revelation that the man who shot and killed three people at the Navy Yard last fall",January,Q1,14
"Understandably, we are excited to be back in California for the Golden Bears and to witness the excitement of the entire Bay Area. Along with the other top 10 conferences in the nation, we are thrilled to be joining the",January,Q1,14
"The Charted, the bestselling book about the greatest football team of all-time and one of the greatest ever, returns in spectacular fashion in the fall with a brand-new chapter entitled THE FINAL DESTROYER #1",January,Q1,14
"The United States has also protested the arrest of six members of a Chinese-American family on suspicion of espionage.
The United States has also protested the arrest of six members of a Chinese-American family on suspicion of espionage.",January,Q1,14
"THE MAN WHO KILLED HIS HUSBAND to cover up for a paedophile priest has been jailed for 15 years.
It was a 'turning point' for Jimmy Savile, a leading figure in Jimmy Savile",January,Q1,14
We have not heard from President Trump since he was supposedly fired from the Miss USA Pageant on Sunday. Does he want to play golf? Is he busy? Does he have a son with his friend Jared Kushner? Does he,January,Q1,14
The Atlanta Falcons are in the midst of what could be a very interesting playoff run. They are undefeated in their last 5 games. They have won 3 of their last 4 games. This is a team that many thought was finished,January,Q1,14
The MLB Trade Rumors Index tracks every trade or announcement made by MLB in an attempt to predict the future performance of a baseball team. This website uses this data to help you make better baseball decisions. Your MLB Trade Score is,January,Q1,14
"The New York Times' Maggie Haberman asked this question yesterday:
Is it just me or is it becoming increasingly clear that the question of Russia collusion is being treated much more like the question of Obamacare than as a question of",January,Q1,14
"The United States is providing several thousand troops to help northern Iraq defend against a new wave of PKK attacks that have left two soldiers and three civilians dead.
There is also concern that the PKK could try to strike within Iraq again",January,Q1,14
"The White House said Tuesday that President Donald Trump has asked Attorney General Jeff Sessions to look into whether there was any collusion between the Trump campaign and Russian officials.
VIDEO: @POTUS explains that he has asked for advice from",January,Q1,14
"The Southern Poverty Law Center has been tracking far-right news site The Daily Stormer since it was launched in June of last year. Since then, The Daily Stormer has attracted some of the largest followings in the alt",January,Q1,14
"In what many consider to be yet another example of reckless and incompetent behavior by the Department of Justice, it was discovered that they have not even been able to determine if or how the massive 'fraud' committed by the Obama",January,Q1,14
America either has to start paying its fair share for its waste and its pollution or we will be forced out of the global economy and be left on our own. Both would be very bad for us. No wonder China is so,January,Q1,14
The Obama administration has been caught violating the Iran nuclear deal repeatedly when Iran was caught red-handed re-entering the international community through a number of different routes. It was Iran that wanted to re-enter the global economy,January,Q1,14
