Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
"I’m virtually joining criminal justice advocates, legislators, and participants to celebrate one year of Clean Slate in PA.

Since this first-in-the-nation legislation took effect, 1 million PA’ians with minor criminal records and non-convictions have been given a second chance.",279,2020-06-30 18:36:45,Twitter Web App,519,60,GovernorTomWolf,1278034759097221120,,2978837542,False,,en,June,Q2
"I signed this first-in-the nation legislation because a criminal record shouldn’t be a life sentence to poverty.
 
Learn more:",150,2020-06-30 15:55:41,Twitter Web App,133,18,GovernorTomWolf,1277994224798052352,2978837542.0,2978837542,False,https://t.co/VJQemK6JS0,en,June,Q2
"It has been one year since Clean Slate went into effect in Pennsylvania.

Since then, it has helped more than 1 million Pennsylvanians like Marilyn.",172,2020-06-30 15:54:52,Twitter Media Studio,212,44,GovernorTomWolf,1277994018090221571,,2978837542,False,https://t.co/l0wIZzqw4s,en,June,Q2
"This #PrideMonth, we celebrated a historic nondiscrimination Supreme Court ruling and solemnly reflected on the lives lost to violence against the LGBTQ+ community.

The Pride flag over our Capitol is a reminder to all of us that the fight for equality continues in PA.",293,2020-06-30 14:00:02,TweetDeck,613,88,GovernorTomWolf,1277965117418663938,,2978837542,False,https://t.co/Ddwn9nZ6Fb,en,June,Q2
"#COVID19 cases are again on the rise across the U.S.
 
Wearing a mask in public tells people we come in contact with that we care about them and will take the steps necessary to protect them from #COVID19.

In Pennsylvania, masks are required in businesses.",281,2020-06-30 12:00:01,TweetDeck,2684,767,GovernorTomWolf,1277934915301056512,,2978837542,False,https://t.co/YV6uGP0ZX6,en,June,Q2
"I thank health care professionals at @UPMC and across Pennsylvania for their tireless dedication to keeping Pennsylvanians healthy and safe.
 
Protect them in return: Wear a mask in public spaces.",196,2020-06-29 17:33:11,Twitter Web App,224,28,GovernorTomWolf,1277656372637769728,2978837542.0,2978837542,False,,en,June,Q2
"Today I’m with health experts at @UPMC Pinnacle Community Osteopathic Hospital in Harrisburg to talk about the importance of mask wearing in the fight against #COVID19.
 
With virus cases rising across the country, masks are crucial to keeping Pennsylvanians safe.",288,2020-06-29 17:33:11,Twitter Web App,422,46,GovernorTomWolf,1277656371031355395,,2978837542,False,https://t.co/4cwtQNZtqO,en,June,Q2
"From our small towns to our big cities, people across Pennsylvania are standing together against racism and I couldn’t be prouder.

We can all do better. We must all do better. Change starts now. #BlackLivesMatter

📷: Johnstown, PA",255,2020-06-29 16:00:01,TweetDeck,1735,285,GovernorTomWolf,1277632925257760769,,2978837542,False,https://t.co/YH3QGZNF85,en,June,Q2
"If you’re a Pennsylvania business owner affected by #COVID19, there are several financing programs available.
 
Keep checking back for new opportunities posted on this page:",221,2020-06-29 15:00:00,TweetDeck,36,15,GovernorTomWolf,1277617823255232518,,2978837542,False,https://t.co/guwGxzZY9k,en,June,Q2
"No Pennsylvanian should go hungry. Volunteers across the commonwealth have spent thousands of hours making sure families are fed during the COVID-19 pandemic.

If you or someone you know need help, resources are available: .",271,2020-06-29 14:00:00,TweetDeck,138,57,GovernorTomWolf,1277602722901000194,,2978837542,False,https://t.co/ZqVc2B2p6P,en,June,Q2
"Masks are required in Pennsylvania businesses. No mask = no service.

The importance of mask-wearing to reduce the spread of #COVID19 and protect people and businesses cannot be overstated.",213,2020-06-29 12:00:00,TweetDeck,6632,1894,GovernorTomWolf,1277572523908096001,,2978837542,False,https://t.co/XemRa6efbA,en,June,Q2
"This is an unprecedented time. If you are struggling with your mental health, help is available.
 
Information and resources: .",174,2020-06-29 01:00:00,TweetDeck,415,188,GovernorTomWolf,1277406429843009536,,2978837542,False,https://t.co/FWw7ofH0kw,en,June,Q2
"Pennsylvanians should wear masks when they leave their homes in order to help prevent the spread of COVID-19.
 
Masks are proving more effective than first thought against this virus because it spreads through respiratory droplets. #MaskUpPA",266,2020-06-28 17:00:00,TweetDeck,1405,409,GovernorTomWolf,1277285634902618112,,2978837542,False,https://t.co/UT3EL3YAgd,en,June,Q2
"Did you know? The U.S. Census Bureau has extended its deadline for the #2020Census to October 31.

Help build a stronger future for Pennsylvania. Fill out the census
 
Here's how: .",228,2020-06-26 19:00:01,TweetDeck,84,45,GovernorTomWolf,1276591059074551808,,2978837542,False,https://t.co/4Pk0EyDPCI,en,June,Q2
"Today 12 more counties moved from the yellow to green phase of #COVI19 reopening: Berks, Bucks, Chester, Delaware, Erie, Lackawanna, Lancaster, Lehigh, Montgomery, Northampton, Philadelphia, and Susquehanna.

Lebanon, the final remaining yellow county, will go green on July 3.",301,2020-06-26 17:00:01,TweetDeck,651,130,GovernorTomWolf,1276560860757057538,,2978837542,False,https://t.co/rOk1Q3whgE,en,June,Q2
See the full health and safety guidance for sports ⬇️,77,2020-06-26 16:35:05,Twitter Web App,21,10,GovernorTomWolf,1276554586480881667,2978837542.0,2978837542,False,https://t.co/8PgITiazTZ,en,June,Q2
"Pre-K to 12 School Sports:
 
👥 Gatherings must be limited to 250 people and the facility as a whole may not exceed 50% of total occupancy.
⛔️ No spectators allowed.",164,2020-06-26 16:35:05,Twitter Web App,51,14,GovernorTomWolf,1276554585486786562,2978837542.0,2978837542,False,,en,June,Q2
"Collegiate Sports:
 
👥 Gatherings must be limited to 250 people and the facility as a whole may not exceed 50% of total occupancy.
↔️ All spectators must practice social distancing.",181,2020-06-26 16:35:04,Twitter Web App,37,10,GovernorTomWolf,1276554584555753478,2978837542.0,2978837542,False,,en,June,Q2
"Professional Sports:
 
👥 Allowed to practice or play on-site with fewer than 250 people.
🛑 Attendance of spectators in or directly outside of the site or venue is discouraged.",175,2020-06-26 16:35:04,Twitter Web App,20,5,GovernorTomWolf,1276554583410708483,2978837542.0,2978837542,False,,en,June,Q2
"All Sports:
 
😷 Coaches/adult personnel should wear face coverings
🌡 Athletes must be screened/monitored for symptoms before &amp; during games &amp; practices
🧼 Sanitize shared equipment
🚫 Avoid sharing drinks
📝 Post safety plan online
 ℹ️ Follow @CDCgov + @PAHealthDept guidelines",282,2020-06-26 16:35:04,Twitter Web App,29,6,GovernorTomWolf,1276554582324322310,2978837542.0,2978837542,False,,en,June,Q2
