Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month
"If you’ve been to Vancouver but never visited the @PunjabiMarket, you’re missing out. Today marks their 50th anniversary, and I’d like to congratulate everyone who played a part in reaching this incredible milestone. I can’t wait to come back and visit you all again! #PM50",297,2020-05-31 23:02:25,Twitter for iPhone,2491,344,JustinTrudeau,1267229979449966594,False,https://t.co/YsWHvESqDh,en,May
"For decades, Michel Gauthier was a passionate advocate and fierce champion for the people of Roberval–Lac-Saint-Jean and Quebec. My thoughts are with his family, friends, and former colleagues as they mourn his passing.",219,2020-05-31 14:46:23,Twitter for iPhone,1222,126,JustinTrudeau,1267105145638268929,False,,en,May
"Thank you. To those who are working on the front lines and not letting anything stop them, and to those who are volunteering and helping those who need it most, thank you so much. In Montreal and across the country, your efforts are critical. #riennarretelentraide",288,2020-05-30 20:02:44,Twitter for iPhone,2121,280,JustinTrudeau,1266822370527936512,False,https://t.co/Rg8Rlf1GDa,en,May
"An estimated 1 in 385 Canadians live with MS. On this #WorldMSDay, whether you’re getting active or getting creative, @MSSocietyCanada wants to know how you’re showing your support and challenging MS. Learn more here and let’s #MakeMSMatter together:",298,2020-05-30 14:35:36,Twitter for iPhone,1280,310,JustinTrudeau,1266740044817203206,False,https://t.co/OJRjMwGRxq,en,May
"For more information on the new supports we announced today and the steps we’re taking to help Indigenous people get through this pandemic, click the link below:",185,2020-05-29 17:08:31,Twitter for iPhone,513,80,JustinTrudeau,1266416139476893701,False,https://t.co/c3wmTeA32E,en,May
"Today, we’re announcing more support for Indigenous peoples and communities across the country that will:
✔️ improve access to public health and mental health resources
✔️ help families pay for groceries and make ends meet
✔️ fund new shelters for women and girls fleeing violence",280,2020-05-29 17:08:30,Twitter for iPhone,3881,526,JustinTrudeau,1266416137916551173,False,,en,May
"I’m giving an update on the steps we’re taking to keep you safe from COVID-19, and announcing new funding to help Indigenous families and communities during this crisis. Tune in now for the details:",222,2020-05-29 14:32:09,Twitter for iPhone,831,134,JustinTrudeau,1266376789707747333,False,https://t.co/CswTQU28bh,en,May
"Every day, @UN peacekeepers lay the groundwork for true and lasting peace. They protect the most vulnerable, promote human rights, and are on the front lines in the fight against COVID-19. Today, we thank them for all they do and the sacrifices they make.",279,2020-05-29 13:01:45,Twitter for iPhone,1137,221,JustinTrudeau,1266354041950539777,False,https://t.co/vDVElzJTUt,en,May
"This evening, @cafreeland and I touched base with the premiers again. We talked about the need to take better care of the people who built our country, support jobs and businesses, and more. We’re focused on working together to help you and your family right now.",263,2020-05-29 03:04:11,Twitter for iPhone,3855,449,JustinTrudeau,1266203656371744768,False,,en,May
"We all have the same goal right now: ending this pandemic. And we know that ramping up the development and distribution of vaccines, testing, and treatment is the way to do it. That’s why we’re stepping up and supporting #GlobalGoalUnite in the fight against COVID-19.",292,2020-05-28 21:04:03,Twitter for iPhone,1509,310,JustinTrudeau,1266113025544785923,False,https://t.co/vss7R8a3IT,en,May
"The only way the global economy can recover, and the only way our own economy can bounce back, is by doing this work together. So that’s what we’ll do - and we’ll report back with concrete proposals to the world’s economic challenges by mid-July. There’s no time to lose.",271,2020-05-28 19:30:50,Twitter for iPhone,1175,131,JustinTrudeau,1266089567775526914,False,,en,May
"There’s no doubt this work is necessary for small island states and developing countries - but it’s important for Canada too. Because across our country, jobs and businesses depend on the health and stability of economies around the world.",239,2020-05-28 19:30:50,Twitter for iPhone,1041,106,JustinTrudeau,1266089566454366209,False,,en,May
"That’s why @AntonioGuterres, @AndrewHolnessJM, and I cohosted a virtual meeting today with leaders and organizations from around the world. We heard about current economic challenges, ideas for moving forward, and what more we can all do to help those who need it most.",269,2020-05-28 19:30:49,Twitter for iPhone,363,46,JustinTrudeau,1266089561953832961,False,,en,May
"All countries are being tested by the COVID-19 pandemic. Lives and livelihoods everywhere are being threatened by the virus and its impacts. In order to successfully rebuild our economies, we need to work together - and we need to think outside the box.",253,2020-05-28 19:30:48,Twitter for iPhone,5672,762,JustinTrudeau,1266089558569082882,False,,en,May
"For more information on this virtual meeting with world leaders and international organizations, focused on addressing economic challenges and sustainability, click here:",194,2020-05-28 13:02:47,Twitter for iPhone,294,60,JustinTrudeau,1265991912739213312,False,https://t.co/PiBRRstV7l,en,May
"We’re in a global health, economic, and social crisis. The best way to help our people and economies rebound is to work together. That’s why @AntonioGuterres, @AndrewHolnessJM, and I are hosting a meeting with leaders from around the world. Watch it live:",279,2020-05-28 12:16:59,Twitter for iPhone,1402,335,JustinTrudeau,1265980384153604096,False,https://t.co/phv92Fg1Q8,en,May
"COVID-19 is still a serious health threat. Keep two metres apart from others, wash your hands, and never leave home if you think you may be sick. And if you’re someplace where physical distancing isn’t possible, wear a non-medical mask - here’s more info:",279,2020-05-28 01:05:35,Twitter for iPhone,6979,1455,JustinTrudeau,1265811424879747074,False,https://t.co/2nGym9U2kV,en,May
I had a call with President @MoiseJovenel this morning about the COVID-19 situation and the need for international cooperation. He and I both look forward to discussing that more at the virtual event Canada’s hosting with the @UN and Jamaica tomorrow.,275,2020-05-27 21:43:51,Twitter for iPhone,599,90,JustinTrudeau,1265760654985748480,False,https://t.co/eWYoslNw6Z,en,May
"Are you between the ages of 15 and 30 and looking to put your skills to use? There are thousands of job opportunities available across the country right now, and more are being added - this is your chance! Take a look at the openings and apply today:",298,2020-05-27 20:02:18,Twitter for iPhone,1711,446,JustinTrudeau,1265735097405366274,False,https://t.co/uTjXneGWzS,en,May
"We’re focused on making sure everyone has the support they need to pull through. And today, I’m giving an update on the work we’re doing to help business owners and workers across the country. Tune in now for the latest:",244,2020-05-27 15:03:19,Twitter for iPhone,791,128,JustinTrudeau,1265659859145560064,False,https://t.co/6rAnhQ6R3y,en,May
"If you’re looking for work right now, there are thousands of jobs available in our agri-food sector and more than 44,000 openings in essential services. To see how you can contribute to Canada’s response to COVID-19, check out the Job Bank here:",269,2020-05-26 23:12:54,Twitter for iPhone,4406,1192,JustinTrudeau,1265420675394801664,False,https://t.co/3ODiMRfr38,en,May
"We’ve also signed a new contract for 10,000 ventilators that are being produced through a partnership between Dr. Art McDonald, a Canadian Nobel Laureate, and @VexosTeam. Deliveries will begin this summer, bringing our order total of made-in-Canada ventilators to 40,000.",271,2020-05-26 20:16:35,Twitter for iPhone,647,88,JustinTrudeau,1265376303852773378,False,,en,May
"Update on personal protective equipment: From masks to hospital gowns, we continue to ship items to front line workers. And to keep people safe and help slow the spread of COVID-19, we signed a contract with @GMCanada for @UniforTheUnion workers to produce 10 million face masks.",279,2020-05-26 20:16:34,Twitter for iPhone,1582,246,JustinTrudeau,1265376302141448192,False,,en,May
"So to advance concrete solutions and support people both at home and abroad, I am convening a virtual meeting with @AndrewHolnessJM and the @UN’s @AntonioGuterres this Thursday. Together with leaders from around the world, we will chart a path forward.",276,2020-05-26 17:17:38,Twitter Web App,962,194,JustinTrudeau,1265331269459750913,False,https://t.co/PAerbHyQ30,en,May
"More than 300 million people globally will be out of work, and more than 30 million people will be pushed into extreme poverty, because of COVID-19. As a country where people’s jobs depend on economies around the world, and as Canadians, we must do all that we can to help out.",277,2020-05-26 17:17:37,Twitter Web App,6680,1028,JustinTrudeau,1265331266796298240,False,,en,May
I’m giving an update on the steps we’re taking to keep you safe and make sure those on the front lines have the personal protective equipment they need. Watch live for the details:,204,2020-05-26 15:12:06,Twitter for iPhone,712,119,JustinTrudeau,1265299679060856837,False,https://t.co/I2p2V9uQRl,en,May
"In a world that’s more connected than ever, global coordination against COVID-19 is important. That’s what I spoke about with Chancellor Angela Merkel on our call today. Read a summary here:",214,2020-05-25 23:05:12,Twitter for iPhone,1122,229,JustinTrudeau,1265056351945973762,False,https://t.co/I98EdKdYPQ,en,May
I had a good call with @EmmanuelMacron again today - we updated each other on the progress we’re making in the fight against COVID-19 and agreed on the need for more international cooperation to fight the virus.,235,2020-05-25 22:04:38,Twitter for iPhone,1574,243,JustinTrudeau,1265041111179038720,False,https://t.co/GG9kP64mCn,en,May
"With this program, we’re making sure small business owners can get the help they need to recover and come back after the pandemic. For more on the Canada Emergency Commercial Rent Assistance program, click here:",235,2020-05-25 20:49:23,Twitter for iPhone,385,78,JustinTrudeau,1265022172424216580,False,https://t.co/POYF5m6i77,en,May
"Applications are now open for the Canada Emergency Commercial Rent Assistance program. So if you’re a property owner, you can now apply for support to help you reduce rent for your small business tenants by 75% for the months of April, May, and June.",250,2020-05-25 20:49:23,Twitter for iPhone,2215,428,JustinTrudeau,1265022171337895938,False,,en,May
I’m starting the week with an update on the Canada Emergency Commercial Rent Assistance and the work we’re doing to get you the support you need. Tune in now for the latest:,197,2020-05-25 15:22:21,Twitter for iPhone,797,132,JustinTrudeau,1264939872055431168,False,https://t.co/Tu7CZ0iDmd,en,May
"This week, we say thank you to the paramedics and communications officers who answer our calls for help and work hard to keep us safe. Thank you for being there when we need you the most.",235,2020-05-24 13:04:38,Twitter Media Studio,5687,829,JustinTrudeau,1264542824156012544,False,https://t.co/ucbSj1vCWT,en,May
"Today across the country and around the world, Muslims are celebrating Eid al-Fitr and marking the end of Ramadan. To all the Muslim Canadians who are carrying out traditions at home and getting together online, I’m wishing you the very best. Eid Mubarak!",303,2020-05-23 22:40:25,Twitter Media Studio,25960,6679,JustinTrudeau,1264325340836630529,False,https://t.co/wdg90Tokr8,en,May
"There’s nothing quite like an East Coast Kitchen Party! And while things haven’t exactly been easy lately, we’re going to get through it all together. So tune in tonight and enjoy the show - and remember you’re not alone. #SickNotWeak ➡️",285,2020-05-23 21:37:50,Twitter for iPhone,604,120,JustinTrudeau,1264309587408289792,False,https://t.co/jl8ZS7VZmk,en,May
"Just replied to some more #CanadaHomeworkHelp questions. I’m still looking through the questions - so if you have any, use the hashtag and I’ll see how my friends and I can help. And if you want to help answer some, please do! Let’s make sure our kids know we’re there for them.",278,2020-05-23 20:10:24,Twitter for iPhone,3348,509,JustinTrudeau,1264287585825886215,False,,en,May
@fireproofamy7 Hi Amy and Amy’s little brother! That’s an important question - let’s see if our Minister of Justice can help you out with a quick summary. @DavidLametti? #CanadaHomeworkHelp,189,2020-05-23 19:58:47,Twitter for iPhone,63,10,JustinTrudeau,1264284663582994440,False,,en,May
"@herbieCB Thanks for the question, Lucas and Liam - loved the video! It doesn’t seem like you need much advice from me. But know public speaking takes a lot of practice. And it’s okay to make mistakes. Just be confident, go slowly, and speak clearly. You’ve got this! #CanadaHomeworkHelp",287,2020-05-23 19:52:46,Twitter for iPhone,55,8,JustinTrudeau,1264283147249868806,False,,en,May
"We’re not out of the woods yet. COVID-19 remains a serious health threat. Even as the weather gets nicer, we need to follow public health rules - or we risk losing the progress we’ve made. So wash your hands, keep two metres apart from others, and protect our front line workers.",279,2020-05-23 17:33:33,Twitter for iPhone,12601,2827,JustinTrudeau,1264248113411358723,False,,en,May
"More than a century ago, passengers on board the Komagata Maru were turned away from Canada. Today, we remember the victims of this incident, reflect on the importance of inclusion and diversity, and vow to never repeat the mistakes of our past.",269,2020-05-23 15:55:50,Twitter for iPhone,1618,313,JustinTrudeau,1264223521045168128,False,https://t.co/xwSiP1PcZ0,en,May
"To all the students who are going to virtual prom tonight: Congratulations on everything you’ve accomplished, have fun, and enjoy this moment. #PromIsOn2020",204,2020-05-22 23:03:21,Twitter for iPhone,1432,211,JustinTrudeau,1263968724568158210,False,https://t.co/6rLxUmY3bg,en,May
"We’re also working with the provinces and territories to make sure the data they’re collecting is being shared - so we can track the spread of the virus, adapt our response as needed, and save lives. Because at the end of the day, we’re all working to keep you safe and healthy.",278,2020-05-22 21:59:43,Twitter for iPhone,1064,133,JustinTrudeau,1263952708303814658,False,,en,May
"We’ve also made federal resources available to help the provinces and territories with contact tracing. We’ve trained federal employees who can make 3,600 calls a day, 7 days a week. On top of that, Statistics Canada has 1,700 interviewers who can make up to 20,000 calls a day.",278,2020-05-22 21:59:43,Twitter for iPhone,1100,133,JustinTrudeau,1263952707079061504,False,,en,May
