Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
Father Peter’s contributions to our state through @BoysTown have positively impacted countless children and families. Susanne and I are thankful for his devotion to serving kids in need and honor the legacy he leaves today.,248,2020-06-30 17:42:47,Twitter Web App,56,10,GovRicketts,1278021176372146177,,2891165960,False,https://t.co/QPot2Vynow,en,June,Q2
NEW: A modified @NEStateFair will happen in 2020!,73,2020-06-30 15:37:37,Twitter Web App,51,7,GovRicketts,1277989677304250368,,2891165960,False,https://t.co/z3FeHWYuCf,en,June,Q2
Great visit with @FoxNews about Nebraska’s work to slow the spread of the virus and what we are doing to #GetNebraskaGrowing!,150,2020-06-27 17:48:51,Twitter for iPhone,53,10,GovRicketts,1276935538465964032,,2891165960,False,https://t.co/nZBkqReyST,en,June,Q2
Great night out with the family - thank you to the team at Butterfish for great food and service! #GetNebraskaGrowing,141,2020-06-27 01:47:35,Twitter for iPhone,286,11,GovRicketts,1276693629965385728,,2891165960,False,https://t.co/6MvvSAk9Ly,en,June,Q2
"I’m deeply grateful for my own father, and the example he has set for me. I encourage all Nebraskans to take time to celebrate their dads this weekend. #FathersDay",163,2020-06-21 20:11:37,Twitter for iPhone,15,2,GovRicketts,1274797141119172610,2891165960.0,2891165960,False,,en,June,Q2
"On Father’s Day 2020, I’d like to say thanks to all the men across Nebraska who devotedly care for their families each day.",123,2020-06-21 20:11:37,Twitter for iPhone,11,1,GovRicketts,1274797139156238338,2891165960.0,2891165960,False,,en,June,Q2
"Dedicated Dads build a child’s character and provide a sense of safety and belonging.

The State of Nebraska is a great place to live and raise a family because we have so many loving fathers who work hard for their families and communities.",241,2020-06-21 20:11:36,Twitter for iPhone,4,1,GovRicketts,1274797135008071680,2891165960.0,2891165960,False,,en,June,Q2
"Each year, Nebraskans join the nation in setting aside the third Sunday of June to thank and honor our fathers.

From steadying a toddler starting to walk to instructing a teen learning to drive, Dads are by our side giving support.",232,2020-06-21 20:11:34,Twitter for iPhone,47,3,GovRicketts,1274797129672900608,,2891165960,False,,en,June,Q2
"Juneteenth is the oldest known celebration of the ending of slavery in the United States and it is a celebration of freedom, justice, and equality for all Americans. #HappyJuneteenth2020",210,2020-06-19 18:16:14,Twitter Web App,117,23,GovRicketts,1274043326044483584,,2891165960,False,https://t.co/VtVG8xjIka,en,June,Q2
VEA AHORA como el Gobernador Ricketts provee una actualización sobre “Haz Crecer Nebraska”.,116,2020-06-19 18:06:54,Twitter for iPhone,4,2,GovRicketts,1274040977800429568,,2891165960,False,https://t.co/kS3aLYACDw,en,June,Q2
"Thank you, Officer Jeff Schwarz! 🇺🇸",60,2020-06-19 15:04:19,Twitter Web App,26,6,GovRicketts,1273995029237960704,,2891165960,False,https://t.co/52HpFUOAKM,en,June,Q2
"NEW: Nebraska now has the lowest unemployment rate in the nation. 

See the national rankings here:",123,2020-06-19 14:21:00,Twitter Web App,472,71,GovRicketts,1273984127658852357,,2891165960,False,https://t.co/fpUTQTDCk8,en,June,Q2
"Honored to join President @realDonaldTrump at the @WhiteHouse for a roundtable discussion on reopening America's small businesses. Thank you for all your support for Nebraska!

📷Office White House Photos by Shealah Craighead",248,2020-06-18 21:51:33,Twitter Web App,312,49,GovRicketts,1273735127324073986,,2891165960,False,https://t.co/MpTDMTj0H7,en,June,Q2
Caught up with @OfficialRFDTV at the @WhiteHouse before meeting with @realDonaldTrump.,110,2020-06-18 19:10:26,Twitter for iPhone,62,10,GovRicketts,1273694581499088896,,2891165960,False,https://t.co/txB8OY3TUy,en,June,Q2
"""When you’re out in public places, keep six feet of distance from other people.  Continue to wash your hands often, avoid large groups of people, and wear a mask when you go to the store.""",213,2020-06-18 18:09:22,Twitter Web App,88,12,GovRicketts,1273679212617052160,,2891165960,False,https://t.co/HoBAeAWAb3,en,June,Q2
Here's a short summary of the Phase III reopening changes:,82,2020-06-15 20:21:18,Twitter Web App,45,22,GovRicketts,1272625249369161728,2891165960.0,2891165960,False,https://t.co/5ZqzQafQRK,en,June,Q2
"On June 22nd, 89 counties move into Phase III of reopening and four counties move into Phase II. 

RT to help spread the word!",150,2020-06-15 20:20:11,Twitter Web App,110,61,GovRicketts,1272624970229825536,,2891165960,False,https://t.co/OkhTgTFhZX,en,June,Q2
WATCH NOW as Gov. Ricketts provides updates on the work the State is doing to #GetNebraskaGrowing:,123,2020-06-15 19:05:34,Twitter for iPhone,3,2,GovRicketts,1272606191965913088,,2891165960,False,https://t.co/0aKCrysfDe,en,June,Q2
"APPLY NOW: #GetNebraskaGrowing grant applications opened this morning. 

Details here:",112,2020-06-15 14:39:19,Twitter Web App,6,8,GovRicketts,1272539185879175169,,2891165960,False,https://t.co/NZstYaOdwm,en,June,Q2
"Small business owners and livestock producers who meet certain criteria will be able to apply for a $12,000 grant. 

Details here on the #GetNebraskaGrowing grant programs:",197,2020-06-12 20:19:15,Twitter Web App,4,4,GovRicketts,1271537572536291328,,2891165960,False,https://t.co/IHeS01l6Tm,en,June,Q2
WATCH NOW as Gov. Ricketts provides updates on the work the State is doing to get Nebraska growing with the Nebraska Department of Economic Development and the Nebraska Department of Agriculture:,220,2020-06-12 19:09:09,Twitter for iPhone,7,4,GovRicketts,1271519929829818369,,2891165960,False,https://t.co/yCBPYNbZ9u,en,June,Q2
WATCH as Gov. Ricketts declares June is Renewable Fuels Month in Nebraska,98,2020-06-11 22:08:27,Twitter Web App,8,1,GovRicketts,1271202662697054208,,2891165960,False,https://t.co/5Y2Dg736Gj,en,June,Q2
VEA AHORA como el Gobernador Ricketts provee una actualización sobre la respuesta del estado ante el #COVID19 y las formas en que los residentes de Nebraska pueden ayudar a prevenir la propagación del virus.,232,2020-06-11 20:12:59,Twitter for iPhone,2,4,GovRicketts,1271173604013735937,,2891165960,False,https://t.co/FZqztg49Ds,en,June,Q2
WATCH as Gov. Ricketts hosts a #GetNebraskaGrowing briefing:,84,2020-06-11 19:06:11,Twitter for iPhone,6,6,GovRicketts,1271156794933628929,,2891165960,False,https://t.co/pXwrjESVMG,en,June,Q2
It was an honor to help send off the @NENationalGuard Soldiers with the 105th History Team - thank you for your service!,144,2020-06-09 19:17:06,Twitter Web App,33,3,GovRicketts,1270434768354775041,,2891165960,False,https://t.co/RK1564Zc7X,en,June,Q2
Nebraska appreciates @POTUS’ decision to extend Title 32 for the @NENationalGuard’s #coronavirus work. They have been foundational to helping Nebraska slow the spread!,191,2020-06-08 18:39:43,Twitter Web App,23,3,GovRicketts,1270062969213370368,,2891165960,False,https://t.co/prHK0weQRT,en,June,Q2
"Out of respect for George Floyd’s memorial service in Minneapolis at 1:00pm CT, my office will not be hosting English or Spanish press briefings this afternoon. Next week’s press briefing schedule will be announced at a later time.",231,2020-06-04 15:00:38,Twitter Web App,78,16,GovRicketts,1268558283637489670,,2891165960,False,,en,June,Q2
WATCH: Gov. Ricketts and the City of Omaha address the media regarding the violence in the city over the weekend:,137,2020-06-01 20:48:46,Twitter for iPhone,10,6,GovRicketts,1267558731010707456,,2891165960,False,https://t.co/NG2MhbYolW,en,June,Q2
WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with the Nebraska Department of Health and Human Services:,161,2020-06-01 19:16:47,Twitter for iPhone,10,7,GovRicketts,1267535585385811969,,2891165960,False,https://t.co/gNaSfCr8vi,en,June,Q2
WATCH: @GovRicketts @Jean_Stothert @OmahaPolice address vandalism and criminal activity in Omaha over the weekend:,138,2020-05-31 19:03:47,Twitter for iPhone,11,4,GovRicketts,1267169926009073664,,2891165960,False,https://t.co/p0QQB5Srcf,en,May,Q2
"Here in Nebraska, we will continue to build strong lines of communication between our government agencies and communities of color.",131,2020-05-30 15:56:08,Twitter Web App,49,5,GovRicketts,1266760310951751685,2891165960.0,2891165960,False,,en,May,Q2
"I have been in direct communication with local officials in both Lincoln and Omaha, and the state will continue to support their work.",134,2020-05-30 15:56:07,Twitter Web App,41,3,GovRicketts,1266760310066745351,2891165960.0,2891165960,False,,en,May,Q2
I condemn the destruction of property in both Lincoln and Omaha.  This distracts from the memory of George Floyd and the grief and anguish being expressed in the wake of his death.,180,2020-05-30 15:56:07,Twitter Web App,57,4,GovRicketts,1266760308951076865,2891165960.0,2891165960,False,,en,May,Q2
Thank you to the significant majority of protestors who were peaceful last night.  Peaceful protest is the right way to exercise our First Amendment rights.  Thank you to the law enforcement who professionally managed the protest.,230,2020-05-30 15:56:06,Twitter Web App,60,6,GovRicketts,1266760305599754245,2891165960.0,2891165960,False,,en,May,Q2
Susanne and I send our deepest condolences to the Floyd family as we all grieve.,80,2020-05-30 15:56:06,Twitter Web App,27,2,GovRicketts,1266760304488218625,2891165960.0,2891165960,False,,en,May,Q2
"I have seen the video of former Officer Chauvin killing George Floyd, and I am appalled and angry.  Events like this break the trust between law enforcement and communities of color.  Justice must be served.",207,2020-05-30 15:56:06,Twitter Web App,275,37,GovRicketts,1266760303162818560,,2891165960,False,,en,May,Q2
WATCH as Gov. Ricketts and the Nebraska Department of Health and Human Services unveil new #coronavirus demographic data.,146,2020-05-29 22:25:17,Twitter Web App,5,1,GovRicketts,1266495857240793090,,2891165960,False,https://t.co/9yWhWRhJbq,en,May,Q2
WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with the Nebraska Department of Health and Human Services and the Nebraska Commission for the Deaf and Hard of Hearing:,222,2020-05-29 19:05:26,Twitter for iPhone,7,6,GovRicketts,1266445564453027840,,2891165960,False,https://t.co/kPQ7nnW49g,en,May,Q2
"""We truly believe fighting this virus is getting testing out there, getting more broadly available,"" Vance said.",137,2020-05-28 23:50:22,Twitter Web App,6,2,GovRicketts,1266154883297705985,,2891165960,False,https://t.co/lR3aodF993,en,May,Q2
WATCH as Gov. Ricketts and @USDA Under Secretary Greg Ibach highlight support for Nebraska's farmers and ranchers.,139,2020-05-28 22:34:33,Twitter Web App,7,2,GovRicketts,1266135803278876683,,2891165960,False,https://t.co/rxg0kD2YxN,en,May,Q2
VEA AHORA como el Gobernador Ricketts provee una actualización sobre la respuesta del estado ante el #COVID19 y las formas en que los residentes de Nebraska pueden ayudar a prevenir la propagación del virus:,231,2020-05-28 22:05:13,Twitter for iPhone,6,2,GovRicketts,1266128419806416897,,2891165960,False,https://t.co/JvyiODdF7G,en,May,Q2
WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with U.S. Department of Agriculture Under Secretary Greg Ibach and Visit Nebraska:,185,2020-05-28 19:01:41,Twitter for iPhone,3,6,GovRicketts,1266082232432812033,,2891165960,False,https://t.co/XF4DMi4lvT,en,May,Q2
"WATCH as Gov. Ricketts outlines a plan to deliver #coronavirus relief for families, ag producers, and small businesses.",145,2020-05-27 22:00:11,Twitter Web App,6,2,GovRicketts,1265764765235847168,,2891165960,False,https://t.co/vNcYUMNhg5,en,May,Q2
"WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with the Nebraska Department of Economic Development, the Nebraska Department of Health and Human Services, and the Nebraska National Guard:",243,2020-05-27 19:03:58,Twitter for iPhone,5,4,GovRicketts,1265720420730384386,,2891165960,False,https://t.co/9BBxoNydfq,en,May,Q2
".@HastingsTribune: “It helps us understand what the level of virus in the community is,” she said. “It helps people protect themselves, their families and their co-workers.”",198,2020-05-27 15:53:17,Twitter Web App,4,4,GovRicketts,1265672432020570113,,2891165960,False,https://t.co/9yvGFJDGxV,en,May,Q2
WATCH as Gov. Ricketts talks about how the Nebraska Department of Motor Vehicles is working to serve people as counties reopen.,152,2020-05-26 22:15:54,Twitter Web App,6,1,GovRicketts,1265406332800315392,,2891165960,False,https://t.co/TEr9XEJzmG,en,May,Q2
VEA AHORA como el Gobernador Ricketts provee una actualización sobre la respuesta del estado ante el #COVID19 y las formas en que los residentes de Nebraska pueden ayudar a prevenir la propagación del virus:,231,2020-05-26 22:04:26,Twitter for iPhone,2,1,GovRicketts,1265403448859779075,,2891165960,False,https://t.co/ksDyxR1z1A,en,May,Q2
WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with the Nebraska Department of Motor Vehicles:,150,2020-05-26 19:03:17,Twitter for iPhone,3,5,GovRicketts,1265357860491399168,,2891165960,False,https://t.co/KFS6vIfRTJ,en,May,Q2
"“All of us here at home will be keeping you in our thoughts and prayers as you deploy and wish you a safe return. And I’m confident with the work that we’re doing back here, that when you come back, we’ll be able to celebrate together.”",261,2020-05-26 14:41:24,Twitter Web App,31,10,GovRicketts,1265291953899528192,,2891165960,False,https://t.co/ORo6AvnpPs,en,May,Q2
"Susanne, the kids, and I wish everyone a fun and relaxing holiday weekend. Please practice physical distancing during your celebrations and be sure to drive safely if you plan to travel.",186,2020-05-25 13:45:41,Twitter Web App,12,2,GovRicketts,1264915543737487360,2891165960.0,2891165960,False,,en,May,Q2
"This year, we’ll commemorate Memorial Day differently than usual due to the coronavirus. I invite Nebraskans to watch our virtual observance at the State Capitol, starting at 8:00 a.m. on Memorial Day ().",227,2020-05-25 13:45:40,Twitter Web App,12,2,GovRicketts,1264915542219128833,2891165960.0,2891165960,False,https://t.co/GBECgNLCBn,en,May,Q2
"On #MemorialDay, we pause to remember the heroes who’ve made sacrifices to protect the freedoms we enjoy. Their memory lives on and won’t ever be forgotten.",156,2020-05-25 13:45:40,Twitter Web App,100,8,GovRicketts,1264915540801458176,,2891165960,False,,en,May,Q2
WATCH as Gov. Ricketts makes announcements regarding summer school and new training tools.,115,2020-05-22 22:13:00,Twitter Web App,6,2,GovRicketts,1263956053374402561,,2891165960,False,https://t.co/zknIJQp1gL,en,May,Q2
WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with the University of Nebraska Medical Center - UNMC and the Nebraska Department of Education:,198,2020-05-22 19:06:37,Twitter for iPhone,3,2,GovRicketts,1263909145935257604,,2891165960,False,https://t.co/98SA1C4upZ,en,May,Q2
TUNE IN: #Coronavirus statewide town hall on @NETNebraska now. Steam it live at .,128,2020-05-22 01:33:40,Twitter for iPhone,8,1,GovRicketts,1263644161548390400,,2891165960,False,https://t.co/1xIPCd3vCp,en,May,Q2
WATCH as Gov. Ricketts announces that #coronavirus restrictions will loosen in 89 Nebraska counties on June 1st.,138,2020-05-21 22:32:19,Twitter Web App,26,8,GovRicketts,1263598524786192384,,2891165960,False,https://t.co/5kRtWxrqiy,en,May,Q2
VEA AHORA como el Gobernador Ricketts provee una actualización sobre la respuesta del estado ante el #COVID19 y las formas en que los residentes de Nebraska pueden ayudar a prevenir la propagación del virus:,231,2020-05-21 22:20:33,Twitter for iPhone,3,1,GovRicketts,1263595561946501120,,2891165960,False,https://t.co/DmarAYOEfk,en,May,Q2
New report out from @CarnegieEndow about trade and Nebraska. Thanks to @YeutterUNL and the many Nebraskans who participated and provided feedback along the way ---&gt;,192,2020-05-21 21:33:49,Twitter Web App,8,4,GovRicketts,1263583804544872450,,2891165960,False,https://t.co/SE4m4kxDvQ,en,May,Q2
WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with AFAN:,113,2020-05-21 19:03:54,Twitter for iPhone,5,4,GovRicketts,1263546076709244929,,2891165960,False,https://t.co/8iEMoeke8w,en,May,Q2
WATCH as Gov. Ricketts declares May as Mental Health Awareness Month and announces new test sites for Test Nebraska.,142,2020-05-20 22:08:59,Twitter Web App,17,5,GovRicketts,1263230266358870017,,2891165960,False,https://t.co/EYESVotc66,en,May,Q2
WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with the Nebraska Department of Health and Human Services:,161,2020-05-20 19:02:05,Twitter for iPhone,5,4,GovRicketts,1263183231056326661,,2891165960,False,https://t.co/RaiqIN4enY,en,May,Q2
"This Friday, you'll have a chance to get out and help make a difference by supporting @MTKOServes so they can keep serving people in need.",162,2020-05-20 18:24:30,Twitter Web App,12,5,GovRicketts,1263173772137431043,,2891165960,False,https://t.co/zXE9laN9CZ,en,May,Q2
WATCH as Gov. Ricketts talks about the impact of #coronavirus on Nebraska's businesses.,113,2020-05-19 22:19:14,Twitter Web App,7,2,GovRicketts,1262870456669003785,,2891165960,False,https://t.co/WeaNik0tzt,en,May,Q2
VEA AHORA como el Gobernador Ricketts provee una actualización sobre la respuesta del estado ante el #COVID19 y las formas en que los residentes de Nebraska pueden ayudar a prevenir la propagación del virus:,231,2020-05-19 22:02:21,Twitter for iPhone,3,1,GovRicketts,1262866209059602432,,2891165960,False,https://t.co/G5yVmckz34,en,May,Q2
WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with the Nebraska Business Development Center:,149,2020-05-19 19:05:52,Twitter for iPhone,13,8,GovRicketts,1262821794362339336,,2891165960,False,https://t.co/yuXxhzUyzN,en,May,Q2
WATCH as Gov. Ricketts highlights #EMSWeek and announces new mobile testing sites.,108,2020-05-18 21:41:16,Twitter Web App,4,2,GovRicketts,1262498512765423621,,2891165960,False,https://t.co/JM10QywJEh,en,May,Q2
Successful turkey hunt with Roscoe! #2A,63,2020-05-18 21:10:09,Twitter for iPhone,161,4,GovRicketts,1262490681735548936,,2891165960,False,https://t.co/FIWk5d2dnt,en,May,Q2
WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response and highlights #EMSWeek:,127,2020-05-18 19:01:06,Twitter for iPhone,4,4,GovRicketts,1262458206808391683,,2891165960,False,https://t.co/6MOAWTXDUF,en,May,Q2
WATCH as Gov. Ricketts talks about how the State of Nebraska is helping long-term care facilities protect vulnerable Nebraskans.,154,2020-05-18 18:22:03,Twitter Web App,4,4,GovRicketts,1262448380233617410,,2891165960,False,https://t.co/9JixXTzFfN,en,May,Q2
"This Friday, you'll have a chance to get out and help make a difference by supporting @MTKOServes so they can keep serving people in need.",162,2020-05-18 17:00:59,Twitter Web App,12,7,GovRicketts,1262427978186862593,,2891165960,False,https://t.co/HTCzuvWJbn,en,May,Q2
"WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with the Nebraska Department of Health and Human Services, the Mid-America Council, Boy Scouts of America, and the Food Bank for the Heartland:",246,2020-05-15 19:06:35,Twitter for iPhone,7,5,GovRicketts,1261372421719887874,,2891165960,False,https://t.co/WHORKt8o0A,en,May,Q2
WATCH as Gov. Ricketts declares #NationalHospitalWeek and provides more information about contact tracing.,131,2020-05-14 22:20:17,Twitter Web App,5,4,GovRicketts,1261058779426304000,,2891165960,False,https://t.co/ENgT6dLvxM,en,May,Q2
VEA AHORA como el Gobernador Ricketts provee una actualización sobre la respuesta del estado ante el #COVID19 y las formas en que los residentes de Nebraska pueden ayudar a prevenir la propagación del virus:,231,2020-05-14 22:04:35,Twitter for iPhone,4,2,GovRicketts,1261054830816215040,,2891165960,False,https://t.co/d0uwUJQf50,en,May,Q2
WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with the Nebraska Department of Health and Human Services and the Nebraska Hospital Association:,199,2020-05-14 19:07:59,Twitter for iPhone,6,4,GovRicketts,1261010389426372609,,2891165960,False,https://t.co/SiQF060BdW,en,May,Q2
WATCH as Gov. Ricketts and First Lady Susanne Shore talk about needed support for food banks and and highlight #SkilledNursingCareWeek.,160,2020-05-13 22:41:56,Twitter Web App,6,3,GovRicketts,1260701840620093440,,2891165960,False,https://t.co/yCRkjXWfw7,en,May,Q2
WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with the First Lady and the Nebraska Healthcare Association:,163,2020-05-13 19:14:42,Twitter for iPhone,7,5,GovRicketts,1260649690946625536,,2891165960,False,https://t.co/N5uYCew1jG,en,May,Q2
"“This is our special way of honoring our healthcare professionals and neighbors for how they have responded and come together as Nebraskans during these unprecedented times,” Maj. Gen. Bohac, @NENationalGuard adjutant general, said. 

✈️ 🇺🇸 🏥",267,2020-05-13 14:35:56,Twitter Web App,11,5,GovRicketts,1260579537185898500,,2891165960,False,https://t.co/2SYn7KugYC,en,May,Q2
"Recently sat down with Bonita Omaha to talk about how Nebraska is slowing the spread of #coronavirus. 

Watch here ---&gt;",147,2020-05-13 14:34:54,Twitter Web App,1,1,GovRicketts,1260579278019866627,,2891165960,False,https://t.co/du2DBrqKFP,en,May,Q2
"WATCH: Gov. Ricketts provides an update on Test Nebraska, proclaims #NationalPoliceWeek to honor Nebraska's law enforcement officers.",159,2020-05-12 22:17:55,Twitter Web App,8,2,GovRicketts,1260333408460439555,,2891165960,False,https://t.co/bBkmDNvixQ,en,May,Q2
VEA AHORA como el Gobernador Ricketts provee una actualización sobre la respuesta del estado ante el #COVID19 y las formas en que los residentes de Nebraska pueden ayudar a prevenir la propagación del virus:,231,2020-05-12 22:04:46,Twitter for iPhone,4,3,GovRicketts,1260330099330744322,,2891165960,False,https://t.co/m7xBPCj1Qm,en,May,Q2
WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with the Nebraska State Patrol:,134,2020-05-12 19:02:59,Twitter for iPhone,11,7,GovRicketts,1260284353650794498,,2891165960,False,https://t.co/bcXnyGuYfw,en,May,Q2
WATCH as Gov. Ricketts announces that youth sports will begin reopening with baseball and softball on June 1st.,137,2020-05-11 22:38:50,Twitter Web App,59,7,GovRicketts,1259976284215676934,,2891165960,False,https://t.co/mE5kyQ2E4o,en,May,Q2
WATCH NOW as Gov. Ricketts provides an update on the state's #COVID19 response with the Nebraska Department of Education:,145,2020-05-11 19:04:05,Twitter for iPhone,13,8,GovRicketts,1259922241992765447,,2891165960,False,https://t.co/1DPEyRWQ1R,en,May,Q2
