Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
Via @dlnr: #HawaiiCOVID19 rules for commercial and recreational boating relaxed,104,2020-06-30 02:52:39,Twitter Web App,2,0,GovHawaii,1277797168468779008,,2916915026,False,https://t.co/hU92JlYLM8,en,June,Q2
"For more information about unemployment insurance and other labor issues please visit: .

See the latest Unemployment Insurance Information from the Department of Labor and Industrial Relations:",265,2020-06-25 23:17:28,Twitter Web App,0,0,GovHawaii,1276293461704994816,2916915026.0,2916915026,False,https://t.co/fqHU7nTLl5,en,June,Q2
"DLIR is working hard to process claims, so please be on the lookout for calls from numbers (833) 901-2272 and (833) 901-2275; it is the department trying to reach you to process your claim.",213,2020-06-25 23:17:27,Twitter Web App,1,0,GovHawaii,1276293459939221509,2916915026.0,2916915026,False,https://t.co/fGtuKyazPG,en,June,Q2
"• Incorrect deposit info supplied by claimants
• No weekly certifications filed by claimants
• Claim backdate issues
• Separation from work that requires investigation
• Claimants have filed multiple claims
• Failure to create a username &amp; pwd in the claimant online portal",301,2020-06-25 23:17:27,Twitter Web App,0,0,GovHawaii,1276293458194345984,2916915026.0,2916915026,False,https://t.co/F0boiCPoLq,en,June,Q2
"Ninety-three percent (93%) of the valid unemployment insurance claims have been processed, and the state’s paid out nearly $1.7B. For those who have not received their benefits, here are common reasons for the delays and denials:",253,2020-06-25 23:17:26,Twitter Web App,6,2,GovHawaii,1276293456130830336,,2916915026,False,https://t.co/7vWQXthtNh,en,June,Q2
"This will allow local shippers and businesses, especially those on the neighbor islands, to conduct business without worrying about a rate increase at this time. #HIGov",168,2020-06-25 23:06:42,Twitter Web App,6,0,GovHawaii,1276290754470481922,2916915026.0,2916915026,False,,en,June,Q2
"Our economy relies heavily on the movement of goods through our commercial harbors. As part of our economic recovery efforts, I’ve directed @DOTHawaii to defer scheduled tariff increases.",213,2020-06-25 23:06:42,Twitter Web App,6,1,GovHawaii,1276290752507604993,,2916915026,False,https://t.co/V8KVUj4s40,en,June,Q2
"If you have moved or will be moving, be sure to update your mailing address with your child’s school.

For questions, email hi.pebt@dhs.hawaii.gov. 
For more info, visit .

#hawaiidepartmentofhumanservices #ohananuistrong",244,2020-06-25 22:25:11,Twitter Web App,1,0,GovHawaii,1276280306824179712,2916915026.0,2916915026,False,https://t.co/Xaxhwpvtrn,en,June,Q2
"The P-EBT program provides resources that give families healthy food options for children during this public health and economic crisis. No need to apply, you will be receiving a letter with more details.",204,2020-06-25 22:25:11,Twitter Web App,0,0,GovHawaii,1276280305649770496,2916915026.0,2916915026,False,,en,June,Q2
The P-EBT (Pandemic Electronic Benefit Transfer) will provide temporary food purchasing assistance to households for students (K- 12th Grade) receiving free or reduced-price school meals in Hawaiʻi .,223,2020-06-25 22:25:11,Twitter Web App,0,2,GovHawaii,1276280303774908417,,2916915026,False,https://t.co/56K0t0IEKa,en,June,Q2
"Testing. Contact tracing. Isolation. Sentinel surveillance. How do they all work together to control the spread of #COVID19? “They’re all tools in a toolbox — part of the bigger effort to protect the community,” said Dr. Sarah Park. Continue reading:",274,2020-06-25 19:45:34,Twitter Web App,9,5,GovHawaii,1276240135563010050,,2916915026,False,https://t.co/v83hdCVjAO,en,June,Q2
Now is the time to work together to ensure that our local businesses can safely re-open to incoming travelers. #hawaiicovid19 #HIGov,132,2020-06-25 03:43:05,Twitter Web App,10,3,GovHawaii,1275997917321424896,2916915026.0,2916915026,False,,en,June,Q2
The health of our community remains our primary focus. This multi-layered pre-travel testing and screening process allows travelers an alternative to the 14-day travel quarantine in a way that protects the health and safety of our kama‘āina and visitors.,254,2020-06-25 03:43:04,Twitter Web App,11,2,GovHawaii,1275997915673096194,2916915026.0,2916915026,False,,en,June,Q2
State of Hawai'i to launch #COVID19 pre-travel testing program for out-of-state travelers August 1. Travelers will have the option to pre-test or quarantine.,182,2020-06-25 03:43:04,Twitter Web App,38,10,GovHawaii,1275997913982709760,,2916915026,False,https://t.co/x3aztljgFZ,en,June,Q2
"Starting Aug. 1, travelers to Hawaii can get a #COVID19 test prior to arrival in lieu of the he 14-day quarantine. WATCH the news conference here:",170,2020-06-25 02:36:32,Twitter for iPhone,80,31,GovHawaii,1275981172997160961,,2916915026,False,https://t.co/kpPLAXSEt5,en,June,Q2
Trans-pacific travel is the key to Hawaiʻi’s health. Now is the time to work together to ensure that our residents &amp; local businesses can safely reopen. We need to take personal responsibility. Wash your hands. Wear your mask. Avoid large gatherings. Stay home if you feel sick.,282,2020-06-25 00:40:47,Twitter for iPhone,18,5,GovHawaii,1275952040145895424,2916915026.0,2916915026,False,,en,June,Q2
A multi-layers health screening process is set in place to protect our health and safety - temperature checks and mandatory Travel and Health form to be filled out. #HawaiiCovid19,179,2020-06-25 00:40:27,Twitter for iPhone,14,2,GovHawaii,1275951958310793216,2916915026.0,2916915026,False,,en,June,Q2
