Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
Watch live:,35,2020-06-30 19:57:31,Twitter Web App,31,8,GovAndyBeshear,1278055082878275585,,1192549822865297409,False,https://t.co/apE9elaxTb,en,June,Q2
"Watch today's live update via  or . 

We'll see you at 4 p.m. EDT. #TeamKentucky",150,2020-06-30 17:41:36,Twitter Web App,67,11,GovAndyBeshear,1278020876949168131,,1192549822865297409,False,https://t.co/n7homY7tSv,en,June,Q2
Wearing a mask is the easiest thing you can do to protect those around you from #COVID19. Let's come together as #TeamKentucky and do what is needed to protect our neighbor. #WhyIWearAMask #TogetherKy,224,2020-06-30 15:40:29,Twitter Web App,470,87,GovAndyBeshear,1277990396430299138,,1192549822865297409,False,https://t.co/bjL2osz059,en,June,Q2
This executive order sends the right message about our compassion and our priorities.,133,2020-06-30 13:09:20,Twitter Web App,429,69,GovAndyBeshear,1277952358069272577,,1192549822865297409,False,https://t.co/SCqrNOQ2u3,en,June,Q2
"Together as #TeamKentucky, we can accomplish anything. 

#TogetherKy",92,2020-06-29 22:51:00,TweetDeck,394,35,GovAndyBeshear,1277736352176500736,,1192549822865297409,False,https://t.co/deRdmnFhtD,en,June,Q2
Gov. Andy Beshear on Monday updated Kentuckians on the state’s continued efforts to fight #COVID19.,147,2020-06-29 21:41:57,Twitter Web App,112,27,GovAndyBeshear,1277718977771376641,,1192549822865297409,False,https://t.co/FStYsg2DgH,en,June,Q2
"This week's live update will be tomorrow, Tuesday, June 30, at 4 p.m. It will include the latest on #COVID19, new steps we are taking to improve unemployment and positive changes taking place in the commonwealth. 

Let's get through this together, Kentucky. #TogetherKy",293,2020-06-29 19:10:36,Twitter Web App,183,29,GovAndyBeshear,1277680887275159553,,1192549822865297409,False,https://t.co/6kJx52vlJl,en,June,Q2
"The United States has the highest confirmed fatality count from #COVID19. In Kentucky, we've successfully flattened the curve, but now more than ever it's critical we double down, come together and do what it takes to beat this virus. 

 #Togetherky",272,2020-06-29 18:13:39,Twitter Web App,761,128,GovAndyBeshear,1277666557422903297,,1192549822865297409,False,https://t.co/N1Fzvxi2Lx,en,June,Q2
Gov. Andy Beshear on Sunday updated Kentuckians on the state’s continued efforts to fight #COVID19.,147,2020-06-28 21:46:00,Twitter Web App,132,22,GovAndyBeshear,1277357607796314112,,1192549822865297409,False,https://t.co/TVcCSs9och,en,June,Q2
"When we unite, we can do anything. We will get through this. We will get through this together. ^AB #TogetherKy",135,2020-06-28 21:08:17,Twitter for iPhone,837,62,GovAndyBeshear,1277348115939577856,,1192549822865297409,False,https://t.co/juXJxhwBK1,en,June,Q2
Gov. Andy Beshear's statement on the current fight against #COVID19 and the rising numbers across the U.S.,130,2020-06-28 18:22:31,Twitter Web App,202,47,GovAndyBeshear,1277306399308025861,,1192549822865297409,False,https://t.co/rRIq5wKIQF,en,June,Q2
"Plan to get a #COVID19 test at one of our locations across the commonwealth. It's key to continuing our reopening and defeating this virus. And remember, answer the call if contacted by one of our contact tracers.",237,2020-06-28 15:23:46,Twitter Web App,160,41,GovAndyBeshear,1277261416274235393,,1192549822865297409,False,https://t.co/hhYktxHKL3,en,June,Q2
Gov. Andy Beshear on Saturday updated Kentuckians on the commonwealth’s ongoing efforts to fight #COVID19.,154,2020-06-27 22:42:37,Twitter Web App,151,34,GovAndyBeshear,1277009465859092480,,1192549822865297409,False,https://t.co/pwBd0jmwKp,en,June,Q2
"Partnerships like these we've formed around Agritech highlight Kentucky's 21st century leadership and limitless potential. #TeamKentucky 

Read more:",173,2020-06-27 13:14:49,Twitter Web App,136,17,GovAndyBeshear,1276866577187684353,,1192549822865297409,False,https://t.co/GPkVtk8cdH,en,June,Q2
"Kentucky, you're continuing to do the right thing to help us flatten the curve. Keep it up. And continue to share your positive stories with #TeamKentucky.  We will get through this together.",215,2020-06-26 22:22:00,TweetDeck,618,68,GovAndyBeshear,1276641890734088194,,1192549822865297409,False,https://t.co/wC0LkAAlrs,en,June,Q2
Gov. Andy Beshear on Friday updated Kentuckians on the state’s battle against #COVID19.,135,2020-06-26 21:27:51,Twitter Web App,110,20,GovAndyBeshear,1276628263985709056,,1192549822865297409,False,https://t.co/BuNzK7jc9r,en,June,Q2
Gov. Andy Beshear has made the following appointments to Kentucky boards and commissions:,137,2020-06-26 21:22:51,Twitter Web App,46,5,GovAndyBeshear,1276627004524310539,,1192549822865297409,False,https://t.co/FmUuEe755l,en,June,Q2
".@LtGovColeman said it best this week; we are not only working to keep our children safe, we are also working to keep those who show up daily to clean the schools, drive students to and from, provide food and educate. #HealthyatSchool #TeamKentucky",272,2020-06-26 15:17:03,Twitter Web App,356,44,GovAndyBeshear,1276534948636299270,,1192549822865297409,False,https://t.co/CQJuNFoK6w,en,June,Q2
"As @StevenStackMD shared, we've identified numerous people in Kentucky that have returned from Myrtle Beach with #COVID19. This virus is still real. Please, wear a mask, socially distance and follow all guidance issued to protect yourself and others.",298,2020-06-26 11:47:09,Twitter Web App,382,129,GovAndyBeshear,1276482126171512835,,1192549822865297409,False,https://t.co/6FTHGYBho4,en,June,Q2
Gov. Andy Beshear on Thursday updated Kentuckians on the commonwealth’s ongoing efforts to fight #COVID19.,154,2020-06-25 22:51:07,Twitter Web App,132,27,GovAndyBeshear,1276286832779681798,,1192549822865297409,False,https://t.co/gBY86vgJwc,en,June,Q2
Porter Road to Add 83 Jobs at Princeton Meat Processing Facility. Read more:,124,2020-06-25 19:19:46,Twitter Web App,92,16,GovAndyBeshear,1276233641794961414,,1192549822865297409,False,https://t.co/zVqQ3Xov5h,en,June,Q2
We are moving to one live news conference a week. Tune in Tuesdays at 4 p.m. EDT to hear updates across the commonwealth. #COVID19 numbers in Kentucky will still be released daily via my social channels or .,254,2020-06-25 18:48:06,Twitter Web App,364,56,GovAndyBeshear,1276225674106343430,,1192549822865297409,False,https://t.co/8qrSMnTeMh,en,June,Q2
"Today’s announcement on Agritech is a result of years of preparation and international cooperation, and I couldn’t be more grateful for each of our partners who worked together to make it possible. 

Read more:",258,2020-06-24 23:13:57,Twitter Web App,245,40,GovAndyBeshear,1275930191437746182,,1192549822865297409,False,https://t.co/ofc6PLGi3Y,en,June,Q2
"Watch today's full #COVID19 update, including information on unemployment and the reopening of schools, at .",179,2020-06-24 22:00:22,Twitter Web App,76,9,GovAndyBeshear,1275911669974290435,,1192549822865297409,False,https://t.co/n7homY7tSv,en,June,Q2
Watch today's live #COVID19 update:,59,2020-06-24 19:57:34,Twitter Web App,40,12,GovAndyBeshear,1275880767403503616,,1192549822865297409,False,https://t.co/jjXpTbOSQl,en,June,Q2
"Tune in at 4 pm for our last live #COVID19 update for the week. @LtGovColeman will be joining us to share updates on #HealthyatSchool &amp; we will have information on unemployment.

COVID-19 numbers in Kentucky can be found daily at  or on my social channels.",307,2020-06-24 18:00:00,TweetDeck,66,15,GovAndyBeshear,1275851182380994561,,1192549822865297409,False,https://t.co/8qrSMnBDnH,en,June,Q2
International agreement signed; task forced created; Kentucky AgriTech launched.,128,2020-06-24 15:37:44,Twitter Web App,144,36,GovAndyBeshear,1275815378275512320,,1192549822865297409,False,https://t.co/2pfWKJXR0J,en,June,Q2
Watch live:,35,2020-06-24 15:31:17,Twitter Web App,23,5,GovAndyBeshear,1275813757365686273,,1192549822865297409,False,https://t.co/VVDo61wOZU,en,June,Q2
"Thank you to all of the Kentuckians who voted in our primary election and a special thank you to our poll workers who ensured a safe place for us to make our voices heard. This was a bipartisan effort to ensure Kentuckians had safe options to vote, and we saw an amazing turnout.",303,2020-06-24 14:46:13,Twitter Web App,843,92,GovAndyBeshear,1275802413241376769,,1192549822865297409,False,https://t.co/dYxjeF7h8A,en,June,Q2
13-year-old litigation settled; funds go to 54 rural hospitals.,111,2020-06-24 14:42:04,Twitter Web App,126,19,GovAndyBeshear,1275801368985559043,,1192549822865297409,False,https://t.co/wFb9nmC1tN,en,June,Q2
Today we will have two live updates at 11:30 am and 4 p.m. Watch via  or .,144,2020-06-24 13:30:49,Twitter Web App,85,20,GovAndyBeshear,1275783438956662791,,1192549822865297409,False,https://t.co/n7homY7tSv,en,June,Q2
Gov. Andy Beshear on Tuesday updated Kentuckians on the state’s actions to fight #COVID19.,138,2020-06-23 21:52:36,Twitter Web App,121,31,GovAndyBeshear,1275547327726596096,,1192549822865297409,False,https://t.co/3vguq6dhED,en,June,Q2
"Our next live #COVID19 update will be tomorrow, June 24, at 4 p.m. We will provide the numbers daily via  or via my social channels @GovAndyBeshear. #TeamKentucky #HealthyatWork #TogetherKy",212,2020-06-23 19:04:52,Twitter Web App,75,12,GovAndyBeshear,1275505116901183488,,1192549822865297409,False,https://t.co/HeaAohOXyE,en,June,Q2
"3. Adding more in-person services, including out in the counties",89,2020-06-23 18:04:51,Twitter Web App,198,25,GovAndyBeshear,1275490012365193219,1.1925498228652974e+18,1192549822865297409,False,https://t.co/GGRmeBAabg,en,June,Q2
"We are instituting 3 major changes to improve the unemployment claims processing system. 

1.Reorganizing the unemployment office &amp; moving it to the Labor Cabinet. 

2.Contracting with an outside vendor to train more claim processors, answer more public questions &amp; fix the system",288,2020-06-23 18:04:50,Twitter Web App,429,52,GovAndyBeshear,1275490011375448065,,1192549822865297409,False,,en,June,Q2
Polling locations:,42,2020-06-23 15:35:44,Twitter Web App,163,66,GovAndyBeshear,1275452486204063745,1.1925498228652974e+18,1192549822865297409,False,https://t.co/CUeQu8N3Uk,en,June,Q2
"Today is the primary election. For the first time ever we've allowed mail in voting &amp; no excuse early voting. In addition, 175,053 ex-offenders have had their voting rights restored. 

There is no excuse. Make your voice heard and cast your #vote today.",281,2020-06-23 15:35:43,Twitter Web App,2537,594,GovAndyBeshear,1275452484245262336,,1192549822865297409,False,https://t.co/WW6pWsSW0D,en,June,Q2
"Governor highlights rare day of no new reported deaths from #COVID19 in commonwealth.  

Visit  to watch the full update.",191,2020-06-22 22:16:36,Twitter Web App,543,86,GovAndyBeshear,1275190982682849280,,1192549822865297409,False,https://t.co/2yitPiu4tW,en,June,Q2
Watch today's live #COVID19 update:,59,2020-06-22 19:58:32,Twitter Web App,40,9,GovAndyBeshear,1275156233855647746,,1192549822865297409,False,https://t.co/n1wD5bkqQ8,en,June,Q2
Tune in today at 4 p.m. EDT for our live #COVID19 update in Kentucky. Watch via  or .,155,2020-06-22 17:22:00,TweetDeck,48,11,GovAndyBeshear,1275116841782915074,,1192549822865297409,False,https://t.co/n7homY7tSv,en,June,Q2
"Public health experts say contact tracing each positive #COVID19 case is crucial to continuing the safe reopening of our economy. On June 15, Mark Carter announced the hiring of 180 new tracers in the commonwealth. Visit  for more.",278,2020-06-22 16:15:00,TweetDeck,110,26,GovAndyBeshear,1275099980491972611,,1192549822865297409,False,https://t.co/8qrSMnBDnH,en,June,Q2
".@LtGovColeman shared the #TeamKentucky fund has helped 421 households with the total value of assistance given currently at $350,215. To apply, go to Community Action Partnerships’ website, . #TogetherKy",251,2020-06-22 15:25:23,Twitter Web App,80,17,GovAndyBeshear,1275087495823331329,,1192549822865297409,False,https://t.co/np0kNKZtnH,en,June,Q2
"Remember to turn your lights green and honor those Kentuckians lost to #COVID19. They are more than a number. They are grandparents, parents and friends. Let's honor them and lift their loved ones in prayer. #TogetherKy",243,2020-06-21 23:15:00,TweetDeck,901,100,GovAndyBeshear,1274843289183797248,,1192549822865297409,False,https://t.co/39w34esvfY,en,June,Q2
"As of 4 p.m. June 21, Gov. Beshear said there were at least 13,750 #COVID19 cases in Kentucky, 117 of which were newly reported.",176,2020-06-21 21:02:40,Twitter Web App,111,33,GovAndyBeshear,1274809987362172929,,1192549822865297409,False,https://t.co/C5MaL1gIZm,en,June,Q2
"This week we will have four new testing locations, in addition to those opportunities across the Commonwealth. Make plans now to be tested for #COVID19. Visit  for all locations and information.",241,2020-06-21 16:42:53,Twitter Web App,164,35,GovAndyBeshear,1274744609931956227,,1192549822865297409,False,https://t.co/8qrSMnTeMh,en,June,Q2
"As of 4 p.m. June 20, Gov. Beshear said there were at least 13,630 #COVID19 cases in Kentucky, 183 of which were newly reported Saturday. Read the full update:",207,2020-06-21 00:55:44,Twitter Web App,106,20,GovAndyBeshear,1274506252819841025,,1192549822865297409,False,https://t.co/SIWPQ5X7kf,en,June,Q2
"175,053 ex-offenders have regained voting eligibility since I signed an executive order restoring rights to those who have paid their debt. This was a priority of ours, it was the right thing to do, it was something driven by my faith &amp; belief that people deserve second chances.",283,2020-06-20 20:01:38,Twitter Web App,5099,516,GovAndyBeshear,1274432240622149633,,1192549822865297409,False,,en,June,Q2
As we are enjoying the summer months remember these key practices to ensure the continued safe reopening of our economy during #COVID19.,160,2020-06-20 14:03:50,Twitter Web App,288,78,GovAndyBeshear,1274342194996969472,,1192549822865297409,False,https://t.co/v4zpvpEtxH,en,June,Q2
Gov. Andy Beshear has made the following appointments to Kentucky boards and commissions.,137,2020-06-19 21:07:36,Twitter Web App,45,8,GovAndyBeshear,1274086452465459201,,1192549822865297409,False,https://t.co/jGxylq5PJl,en,June,Q2
"Gov. Andy Beshear provides update on #COVID19 and recognizes today, June 19, as Juneteenth National Freedom Day in Kentucky.",172,2020-06-19 21:05:09,Twitter Web App,101,12,GovAndyBeshear,1274085838394179585,,1192549822865297409,False,https://t.co/GxxAQzeN6o,en,June,Q2
"The U.S. Department of Education provides more than $120 billion in federal grants, loans &amp; work-study funds to students annually.  We want to make sure Kentuckians take advantage. Apply for FAFSA today.",231,2020-06-19 18:24:49,Twitter Web App,124,35,GovAndyBeshear,1274045487017070594,,1192549822865297409,False,https://t.co/xX3SwuHQlw,en,June,Q2
