Tweets,Month,Quarter,sampling
"During the 2016 campaign, Trump repeatedly referred to illegal Mexican immigrants as ""rapists"" and ""murderers."" He detailed the cruelty of certain groups of people using horrible names such as ""N*****gers"" or ""L",January,Q1,47
"The best way to find out what your local freshman orientation is all about!


The best way to find out what your local freshman orientation is all about!


So good to hear that @GOPLeader @Reince",January,Q1,47
"Wall Street Journal Editorial: Dems Are Losing Because They're Losing the White House -- They're Losing the War On Freedom!
The Democrats are losing the war on freedom because they're losing the White House because of",January,Q1,47
"Disgraceful!
Just spoke to President Putin of Russia and he said that he completely agrees with my call for all parties to take a hard look at the situation in Ukraine and the fact that Russia and the Ukrainian people",January,Q1,47
"Earlier today I was informed by an expert that there was a 9-11 Plot. I was told by an expert that there was a 9-11 Plot.
I was told by an expert that there was a 9-",January,Q1,47
"This article is a Team stub. You can help Liquipedia by expanding it.

Overview [ edit ]

Team Liquid qualified for the MLG Spring Championship via the Group Stage where they faced off against Team Acer. The",January,Q1,47
We're thrilled to be adding a new president-elect to the Clubby Four. Tom has been a tremendous advocate for our Military Vets &amp; our great #MAGA agenda and we look forward to working with him,January,Q1,47
"The only reason we got here is because we worked so hard together during the Great Recession.
The only reason we got here is because we work SO hard together during the Great Recession.
We are the most pro-life",January,Q1,47
"Now that we're out of the cold and the summer heat, it's time to get busy and make a BIG splash. It's so important for our fans and our Club to WIN tomorrow night and beyond!


It",January,Q1,47
"City of Richmond - 2nd Amendment Rights
City of Richmond - 2nd Amendment Rights
Thank you to @MayorRudyVan Hollen and @USDefence for sponsoring the Second Amendment Rights Protection Act. We need",January,Q1,47
"The United States is in league with Iran on Syria.
The United States is in league with Iran on Syria.
Iranian Supreme Leader Ayatollah Ali Khamenei has called for the destruction of Israel.
@Fox",January,Q1,47
"THE BEST IS YET TO COME!
#BREXIT

INDEPENDENCE BIG DAY!
Thank you Jack. I love you!
“If you want to be a great president...�",January,Q1,47
"There is a new Sheriff in town! pic.twitter.com/Nx77qVFxA9 — Joe Biden (@JoeBiden) August 21, 2017
“Trump spends more time on the golf",January,Q1,47
"A club in Florida has been forced to close after reports spread on social media that a large number of their players had been suspended for engaging in ""inappropriate behavior.""
“It is a club that has had a large",January,Q1,47
"The UESPWiki – Your source for The Elder Scrolls since 1995

The Imperial City is the capital of the Empire. It's connected to the rest of Skyrim through the various passageways that lead to it and",January,Q1,47
"The Science of the Brain: Understanding Your Brain's Function

The Brain and Behavior

by

Dr. Mark Hyman

Copyright © 2017
The MIT Press. All rights reserved.
The neurobiology",January,Q1,47
"We've all been there. You're walking down the street and suddenly an SUV swerves into your path. What do you do?
...Why did it take so long for the House to act? I mean we were",January,Q1,47
"Breaking News Emails Get breaking news alerts and special reports. The news and stories that matter, delivered weekday mornings.

A U.S. district judge on Friday denied a request to temporarily block President Donald Trump's revised travel",January,Q1,47
"Yes and the foreigners will all end up marrying American Indian, Black and other non-whites.
Yes and she will be even more Radical and Corrupt than her predecessors including both Democrat and Republican.
Taxpayers will",January,Q1,47
"Like many of you, I was thrilled to hear President Trump address the nation from the Oval Office on Tuesday night.
The United States is the greatest people and greatest country on Earth. We are strong &amp; very lucky",January,Q1,47
"A powerful storm system is expected to bring heavy rain across Texas during the day and into the night.
...and then everyone is fine. We have had NO problems with this virus in Texas.
I will be having a",January,Q1,47
"For the second time this week, a major city in the U.S. is under siege from a Day One assault by the alien parasite.
This time it is San Bernadino California.     @",January,Q1,47
"The decision by Mayor Ed Lee to give up the title of ""Mayor For Life"" and move on has raised some terrific questions. What if I didn’t want to live in the area? What if I didn�",January,Q1,47
"This year marks the 100th anniversary of the birth of Thomas Jefferson. Today we celebrate the legacy of one of our most remarkable Americans.
I am proud to announce that my Administration is ending the so-called 'Buy American",January,Q1,47
"The United States has said it will not pay for the nearly 1,000 miles of new fencing needed to keep people out of Puerto Rico as fears grow that Hurricane Maria could destroy the islands.
'We will not be paying",January,Q1,47
"AGAIN! We are creating thousands of jobs and helping our local communities by reducing their carbon footprint!
They are all talk! Massive Rallies and all that. Real Jobs numbers are coming back big time!
Getting",January,Q1,47
"The Supreme Court of Canada has ruled that a woman who is raped while married may receive limited financial compensation under the Canadian Human Rights Act.
I am pleased to announce that the Government of Canada has today updated their very generous Working",January,Q1,47
"And then there was this gem:
COMEY SHALL RETURN TO JOB. WHILE HE IS ON THE JOB HE WILL CONTINUE TO WORK TO SECURE THE SECURITY OF THE UNITED STATES. HE WILL",January,Q1,47
"By Paul Armentano, NORML Deputy Director
Federal Law Enforcement Officials Warn of a More Efficient and Less Harmful Marijuana Business Model
Federal Law Enforcement Officials Warn of a More Efficient and Less Harmful Marijuana Business",January,Q1,47
"This story is part of a series on the rise of the alt-right. Search ""alt-right"" in the news and you'll get something like this:
""The United States is now at war with the people",January,Q1,47
"The Hungarian police have arrested a Polish national on suspicion of singing a song glorifying Nazi Germany. The song reportedly contained the Nazi salute.
MIDDLE EAST: Turkey has arrested at least seven people over the weekend",January,Q1,47
The National Security Agency is using a massive database known as W-2 to intercept communications of foreign leaders around the world including the United States as well as others. So far there have been no reports of such a thing having happened,January,Q1,47
"The United States government's #FakeNews Problem!
The Fake News Media is failing the American People. They play to their Fake Audience by not reporting the many criminal acts that President Trump has committed. They often omit or",January,Q1,47
"We're back! Everybody get ready for a great episode where the gang talks about Pod Save America and all the great things that it has to offer! We'll see you next week!
I hope the Failing New York",January,Q1,47
Xavier Woods is a former member of the New York Jets and Dallas Cowboys. In his first year as head coach of the University of Miami he led the Hurricanes to a 10 game winning streak and a Sun Bowl bid. He,January,Q1,47
"I'm so glad that the #1 reason people leave #Navy is for the heat! 😳
Big news! @NASA &amp; @NASAGOV are moving quickly to develop a cost-effective way to",January,Q1,47
This is the Door House we know and love. We are a family owned and operated business that serves the greater Phoenix area. If you are in need of a warm and safe place to call home we want to help! Call,January,Q1,47
"Where will the money go? You guessed it! To build great roads, bridges and tunnels!
We will soon be announcing the Winners and Losers in the Miss Universe Pageant. Winner: China. Losers: USA",January,Q1,47
"The Investigative Committee for the Commonwealth of Virginia has requested the assistance of the Department of Justice to investigate possible obstruction of justice and criminal misapplication of criminal law by former National Security Advisor Michael Flynn.
If the Department of Justice declines",January,Q1,47
The World Series is a hit with our country. I was saddened to read that @nate_praeli had such poor ratings for his recent debate performance that he was pushed off the Network early. Hopefully he gets better,January,Q1,47
On Tuesday the US Supreme Court heard arguments in the case of King v. Burwell. The case concerns the Clean Power Plan. The SCOTUS majority decided that the Clean Power Plan is not only constitutional but also necessary to combat,January,Q1,47
"Where is the outrage over the fact that Liberals are now making it harder for terrorists to get weapons?
I am so sick and tired of Liberals talking tough!
People who cry wolf are thieves and traitors to our Country",January,Q1,47
"Opinion writer

President Trump is a smart man. But his reckless and criminally irresponsible move to scrap the Obama Administration's ill-conceived and illegal travel ban was a complete and total disaster.
In fact,",January,Q1,47
"America will be proud to stand with them and help them fulfill their great vision for the USA.
Navy is now setting the standard for excellence in the Navy. Some of our better sailors have been getting this great title for",January,Q1,47
