Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
"I'm grateful to see a bold and detailed plan like this from the House Select Committee on the @ClimateCrisis.
 
It is an important step toward the strong federal leadership we desperately need on #climate change.",238,2020-06-30 17:12:48,Twitter Web App,658,122,GovInslee,1278013629757943808,,1077214808,False,https://t.co/RdjT83I942,en,June,Q2
"Good news for reproductive health care across the country as @USSupremeCourt rules to uphold access to abortion in Louisiana. 

As long as I am governor, I will work to ensure that Washingtonians continue to have access to a range of safe and legal reproductive health services.",278,2020-06-29 18:35:55,Twitter Web App,2766,224,GovInslee,1277672160278884352,,1077214808,False,,en,June,Q2
".@PresFawnSharp writes a must-read piece about COVID today, smallpox of 250 years ago and, “the survival of the sovereignty of all tribes and the literal survival of their citizens.”",206,2020-06-29 17:04:06,Twitter Web App,269,86,GovInslee,1277649051933003776,,1077214808,False,https://t.co/HfXlWPh9ec,en,June,Q2
WATCH: I will be on @FaceTheNation this morning. Tune in.,57,2020-06-28 13:51:16,Twitter for iPhone,752,64,GovInslee,1277238136301449218,,1077214808,False,,en,June,Q2
"CA is electrifying their trucks. And that is the kind of bold action we need to defeat climate change. 

I am grateful to @GavinNewsom and @MaryNicholsCA for taking this major step.
 
Their leadership sets the stage for WA and other states to follow suit.",280,2020-06-27 00:29:41,Twitter Web App,1221,191,GovInslee,1276674023758295043,,1077214808,False,https://t.co/C7AtSlfhH5,en,June,Q2
I wish President Trump cared as much about living Americans as he does about dead Confederates.,119,2020-06-26 22:42:25,Twitter Web App,12191,2928,GovInslee,1276647029372940289,,1077214808,False,https://t.co/WGjOB9dQWo,en,June,Q2
WATCH: I’m about to join @wolfblitzer on @CNNSitRoom. Tune in.,62,2020-06-26 22:18:53,Twitter for iPhone,167,20,GovInslee,1276641106369757185,,1077214808,False,,en,June,Q2
"The Trump administration has many opportunities to serve the American people right now. 

Trying to take away health coverage during this pandemic is not one of them.",191,2020-06-26 21:00:20,Twitter Web App,906,201,GovInslee,1276621338199732225,,1077214808,False,https://t.co/70f3iiWT8n,en,June,Q2
"This virus is not going away on its own. We have to beat it. 

And face coverings are going to help us do it. 

Mask up.",144,2020-06-26 18:24:01,Twitter Web App,777,169,GovInslee,1276582002259451904,1077214808.0,1077214808,False,https://t.co/SH6WPMSa68,en,June,Q2
"If you see someone without a face covering, they may have a medical reason. 

Just make sure you’re still keeping at least 6 feet away at all times.",148,2020-06-26 18:24:01,Twitter Web App,516,74,GovInslee,1276582001554808832,1077214808.0,1077214808,False,,en,June,Q2
"When in public, it’s always a good idea to wear a facial covering. It’s now required if you are:
 
➡️ Indoors in public
➡️ Outdoors in public when you can’t maintain good physical distancing",214,2020-06-26 18:24:00,Twitter Web App,267,69,GovInslee,1276581998908211201,1077214808.0,1077214808,False,https://t.co/VwXb2ShHci,en,June,Q2
"As of today, facial coverings are mandatory in Washington state. 
 
Mask up. Let’s beat this virus. 
 
#MaskUpWA",136,2020-06-26 18:24:00,Twitter Web App,6193,1455,GovInslee,1276581996630880257,,1077214808,False,https://t.co/O3H3Y75c39,en,June,Q2
"The Justice in Policing Act takes crucial, substantive steps toward racial justice in law enforcement. I commend the House for their decisive action. 

We're committed to working with legislators and community members to take critical actions like these at the state level, too.",302,2020-06-26 01:04:04,Twitter Web App,305,50,GovInslee,1276320289048023040,,1077214808,False,https://t.co/m7jLEjv2yW,en,June,Q2
"My fellow governors and I are calling on federal leaders to invest in the expansion of internet access across America.

It is an essential element to our recovery from COVID-19, especially in rural communities.",234,2020-06-26 00:12:38,Twitter Web App,759,135,GovInslee,1276307343878180865,,1077214808,False,https://t.co/wT5EybSufU,en,June,Q2
"Couldn’t agree more. Thanks, General Mattis. 

#MaskUpWA",80,2020-06-25 23:32:25,Twitter for iPhone,1782,346,GovInslee,1276297225635676163,,1077214808,False,https://t.co/XWKUoz9ysT,en,June,Q2
"I talked with Spokane’s essential workers, health care leaders and elected officials about COVID-19 today. 

They were all committed to doing what it takes to stay safe and beat this virus. 

That starts with wearing a face covering. 
#MaskUpSpokane #MaskUpWA",283,2020-06-25 22:49:11,Twitter Web App,399,51,GovInslee,1276286343362957312,,1077214808,False,https://t.co/HZeGklogbB,en,June,Q2
"✅  100% renewable energy
✅  Zero waste
✅  Ice from recycled rain water
🚫 Natural gas

And yes - the zamboni is electric, too.",151,2020-06-25 21:33:15,Twitter for iPhone,503,66,GovInslee,1276267235531567104,1077214808.0,1077214808,False,https://t.co/ui4KlvXUBd,en,June,Q2
Nice.,29,2020-06-25 20:16:36,Twitter Web App,1492,132,GovInslee,1276247946695041025,,1077214808,False,https://t.co/T3snAQsJ3u,en,June,Q2
"It’s not every day we can save lives and help businesses reopen with a piece of fabric. But we can today.
 
Wear a face covering. Help beat this virus. 
 
#MaskUpWA",188,2020-06-25 19:44:14,Twitter Web App,2665,597,GovInslee,1276239800308084737,,1077214808,False,https://t.co/Qb1ovOYqWH,en,June,Q2
"New to facial coverings? @WADeptHealth has answers to some common myths and misconceptions. 

Bottom line: 
😷 Wearing a facial covering protects the people around you. 
🛑 That slows the spread. 
✅ And that’s how we beat this virus. 

#MaskUpWA",267,2020-06-25 18:47:15,Twitter for iPhone,587,166,GovInslee,1276225459928195072,,1077214808,False,https://t.co/QjOjLt4uep,en,June,Q2
"That's good news, but we are still concerned about the spread of COVID-19 in our state. 

➡️ Protect the people around you.
➡️ Help reopen our business.
😷 Wear a mask. 

#MaskUpWA",179,2020-06-24 22:52:02,Twitter Web App,444,48,GovInslee,1275924674971488257,1077214808.0,1077214808,False,,en,June,Q2
"Travelers from WA will NOT have to quarantine for 14 days when traveling to NY, NJ or CT. 

We do not meet the risk criteria and were added in error. Washington has been removed from the list.",216,2020-06-24 22:52:02,Twitter Web App,1524,303,GovInslee,1275924673859948544,,1077214808,False,https://t.co/ek7TvMuuDR,en,June,Q2
LIVE: Governor Inslee COVID-19 Press Conference,71,2020-06-24 22:03:05,Periscope,127,41,GovInslee,1275912355512119298,,1077214808,False,https://t.co/pxe2IllLVf,en,June,Q2
"WATCH: I'm giving an update on our state's response to COVID-19 at 3:00 PM. 

Tune in live:",139,2020-06-24 21:25:07,Twitter Web App,159,33,GovInslee,1275902799646044160,,1077214808,False,https://t.co/O1adl6IHqB,en,June,Q2
"Frontline workers need PPE to do their jobs safely. It is critical to our economic recovery. 

WA leaders are calling on President Trump to use the Defense Production Act and meet our PPE needs.
 
Thanks, @RepJayapal and @HerreraBeutler, for your bipartisan efforts on this.",298,2020-06-24 02:58:44,Twitter for iPhone,1828,410,GovInslee,1275624368542908423,,1077214808,False,https://t.co/myGzMP3OiZ,en,June,Q2
"This is about saving lives. It’s about reopening our businesses. And it’s about showing respect and care for one another.

Mask up, Washington. Let’s beat this virus. #MaskUpWA",176,2020-06-23 23:16:44,Twitter for iPhone,3125,509,GovInslee,1275568503609647104,1077214808.0,1077214808,False,,en,June,Q2
"Science is showing facial coverings can greatly reduce transmission rate. But they won’t save us on their own. 

We have to keep up our other efforts, especially physical distancing, if we want to beat this virus.",237,2020-06-23 23:16:43,Twitter for iPhone,1885,343,GovInslee,1275568499352428544,1077214808.0,1077214808,False,https://t.co/tpeKfqT6fb,en,June,Q2
"Facial coverings come in all shapes and sizes. Make it your own. 

Just make sure it’s on when you’re in public. 

For more info, check out @WADeptHealth’s guidelines:",215,2020-06-23 23:16:41,Twitter for iPhone,1089,208,GovInslee,1275568487822286848,1077214808.0,1077214808,False,https://t.co/g2ehRvm04t,en,June,Q2
