Tweets,Month,Quarter,sampling
"Friday, December 1, 2016 @ 8:00:00 AM

Thank you @RonaldReich for your strong leadership on Cybersecurity and we must continue to strengthen it. We have the most sophisticated Cyber Army in",January,Q1,1
"It was the biggest win for Democrats in California's General Election in a generation. We got the most progressive economy the biggest election the most Green Party candidates for Congress and the U.S. Senate.
Our Great Nation is",January,Q1,1
The Republican Party is a party that is at war with the people of Indiana. Our campaign is already up in 23 states and counting and we are on track to win all of them in November. We are doing what we were,January,Q1,1
"The cases of illegal immigrants who have been killed by the U.S. Border Patrol have risen to a record high.
...
....The Democrats and their media allies in both the Democrat Party and the Republican Party are in",January,Q1,1
"The IRS has warned that some political action committees might be breaking the law.
The letter was sent by Inspector General John Rothstein to the Treasury Department.
The letter was sent by Inspector General John Rothstein to the Treasury",January,Q1,1
"Tweet from @Biden_Campaign: ""President Trump is doing just fine on his own. He is handling this very well. He has my complete and total Endorsement."" Thank you @FrankLuntz!
",January,Q1,1
"May 20, 2017 8:00:00 AM
(AP) NAPLES, New Zealand — A Chinese submarine shot down a U.S. Navy surveillance aircraft Saturday in international waters off the U.S. Pacific",January,Q1,1
"Trump's long history of lying

A version of this post appeared on Michael Gerson's blog at www.geachgerson.com

The president of the United States is lying to the American people. He",January,Q1,1
"This article is about the NPC. For the Legion character, head here. For other uses, see Legion (disambiguation)
Did you hear that? @TeamTrump is now the largest political party in Iowa!",January,Q1,1
"The FBI is investigating reports that President Trump asked former FBI Director James Comey to end an investigation into former National Security Adviser Mike Flynn.
ABU DHABI // The White House
I am so happy that @NFL and",January,Q1,1
The Ohio Supreme Court has thrown out a $5 million wrongful death lawsuit brought by the late Michael Brown Sr. The Ohio Court of Appeals that reversed the lower court ruling affirmed that the State of Ohio had the legal authority to suspend,January,Q1,1
"The Trump administration is threatening to shut down the government down at the end of May if Congress doesn't approve a spending bill to keep the government open past the end of June.
JFK School Shooting Timeline
“President",January,Q1,1
