Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month
NOOO @AmericanIdol HOW DARE YOU with a cliffhanger! I DON’T NEED THIS EXTRA SKRESS‼️ Do ya’ll think @DillonJOfficial makes it?,126,2020-03-30 02:30:40,Twitter for iPhone,1990,204,katyperry,1244451951137316864,False,,en,March
"Your family, @margiemaysmusic, and we believe in you @ohJonnyWest. Time for you to believe in you too! #AmericanIdol @TheFray",149,2020-03-30 02:01:32,Twitter for iPhone,3968,373,katyperry,1244444618478870531,False,https://t.co/7zEj2547s6,en,March
What. A. Metamorphosis. @CoJustsam has grown before our very eyes but still continues to surprise us 😲😍 #AmericanIdol,117,2020-03-30 01:38:04,Twitter for iPhone,2932,241,katyperry,1244438712231981058,False,,en,March
EVERYONE WHEN @CoJustsam STARTED SINGING EN ESPAÑOL #AmericanIdol,89,2020-03-30 01:36:56,Twitter for iPhone,5847,546,katyperry,1244438430097887232,False,https://t.co/K6YNPiYulj,en,March
We’ll always believe in #AmberFiedler. She’s a fighter 🥊💪🏼 #AmericanIdol,72,2020-03-30 01:30:36,Twitter for iPhone,3108,216,katyperry,1244436833661906945,False,,en,March
All that WERK you put in from being in cover bands really gave you an edge performing in front of a crowd @faithbecnel. YOU 👏🏼 CAN’T 👏🏼 SKIP 👏🏼 THE 👏🏼 STEPS #AmericanIdol,170,2020-03-30 01:19:25,Twitter for iPhone,2177,182,katyperry,1244434018054987776,False,,en,March
". @JovinWebb might not have the biggest range but he’s got artistry, and that’s harder to find than a gymnastics note type hittin’ voice 👏🏼 Love seeing your fellow contestants love on you, too. #AmericanIdol #staystrongLouisiana  @RayLaMontagne",244,2020-03-30 01:15:37,Twitter for iPhone,1546,154,katyperry,1244433065390161921,False,,en,March
YOU WILL! And it’s gonna be expensive because: #babycat🤰🏼,81,2020-03-30 01:15:01,Twitter for iPhone,3814,391,katyperry,1244432913782829056,False,https://t.co/t3QqBxKdXZ,en,March
"Never seen @LukeBryanOnline react that way to a performance. Embrace the new, confident version of yourself that made the girls swoon @fronciscomartin! #AmericanIdol",189,2020-03-30 01:06:56,Twitter for iPhone,1697,165,katyperry,1244430876584194049,False,https://t.co/hbfg0VBjQ9,en,March
Get out of your head ❌🧠 and into your heart ✔️❤️ @louiskmusic. We want you to see what we see in you! #AmericanIdol @edsheeran,126,2020-03-30 00:59:46,Twitter for iPhone,2143,190,katyperry,1244429073457090561,False,,en,March
"#AmericanIdol might not have been your journey #CamrynLeighSmith, but I ain’t worried about you one bit. Keep following your heart ❤ and your faith ✝! @tashacobbs",162,2020-03-30 00:39:00,Twitter for iPhone,1976,194,katyperry,1244423846775492608,False,,en,March
"Don’t think I’ve ever seen @lionelrichie get that hyped during a performance, @singdewayne! Take that horse back to HOLLYWOOD! (And trust we are waiting for everyone’s LEWKS) #AmericanIdol @LilNasX",221,2020-03-30 00:29:42,Twitter for iPhone,5034,389,katyperry,1244421506651705344,False,https://t.co/UgF5zfnSjv,en,March
Ok seeing @singdewayne’s grandma going down that water slide is the #SMILE I needed today #AmericanIdol,127,2020-03-30 00:26:05,Twitter for iPhone,1943,215,katyperry,1244420599419559936,False,https://t.co/UkkPbo1o8q,en,March
So proud of #MakaylaBrownlee and seeing the incredible FIGHT she has 💪🏼🥊 17 family members + 1 boyfriend willing to hop on a plane for her shows just how incredible she is! #WeloveyouMakayla #AmericanIdol @IngridAndress,219,2020-03-30 00:19:42,Twitter for iPhone,1758,186,katyperry,1244418990547431424,False,,en,March
Dangit #MakaylaBrownlee makes me sound like my mom everytime she comes around! But I guess it's good practice? #Godgiveusthestrength 😳🤷🏼‍♀ #AmericanIdol,152,2020-03-30 00:17:20,Twitter for iPhone,2637,231,katyperry,1244418396847919105,False,,en,March
This is a new side of @nickmerico we haven’t seen before. Glad you took @lionelrichie’s tough love and took it to heart! #AmericanIdol @BrunoMars,169,2020-03-30 00:08:10,Twitter for iPhone,1636,196,katyperry,1244416088319774720,False,https://t.co/o0ozGtpLWx,en,March
Back to the Green Mile in beautiful green Hawaii! RT if you’ve ever picked lunch over work or is anyone else just constantly staring at their refrigerator these days? #ItMe #AmericanIdol,210,2020-03-30 00:02:33,Twitter for iPhone,2271,305,katyperry,1244414675996958720,False,https://t.co/BRNfCU4Jll,en,March
"Pre-quarantine ➡️ mid-quarantine 👍🏻♥️ Hope your stay-at-home plans tonight include joining me for a beautiful and breezy episode of #AmericanIdol, taped in heavenly Hawaii back in January and February 🏝 @ Aulani…",236,2020-03-29 21:19:13,Instagram,4381,545,katyperry,1244373571062902786,False,https://t.co/Sffl1Ka3ju,en,March
#FBF to #babycat’s 🤰🏼 first show on #InternationalWomensDay 🏏 Hope all my fans down under are safe and healthy and can’t wait to see you all again soon 💕,177,2020-03-27 23:10:30,Twitter for iPhone,17004,2327,katyperry,1243676802016374786,False,https://t.co/zcq1Jlkncc,en,March
when your car becomes your extra bedroom,40,2020-03-24 22:43:22,Twitter for iPhone,20512,1873,katyperry,1242582809450967041,False,,en,March
"In these trying times, I am so thankful for my precious little puppy Nugget 🥺 I love her so much I even made a shoe out of her, check it out 🤗 #ShoesdayTuesday @kpcollections",198,2020-03-24 21:05:39,Twitter for iPhone,5257,511,katyperry,1242558216707268608,False,https://t.co/wRxDieqlW0,en,March
Get urself someone who is as supportive of you as @margiemaysmusic is to @ohjonnywest. 💔 #AmericanIdol,102,2020-03-24 01:59:21,Twitter for iPhone,2302,224,katyperry,1242269744259977221,False,,en,March
feels like you’re learning how to meme during #quarentimes @LukeBryanOnline,99,2020-03-24 01:52:44,Twitter for iPhone,3731,327,katyperry,1242268077426757632,False,https://t.co/pvvbigcIdQ,en,March
This show really cuts down how much @lukebryanonline @lionelrichie and I fight each other when deliberating 🥊 #AmericanIdol,147,2020-03-24 01:42:32,Twitter for iPhone,1806,199,katyperry,1242265509418004480,False,https://t.co/ZWYoADsrJO,en,March
@LukeBryanOnline @LionelRichie,54,2020-03-24 01:35:12,Twitter for iPhone,346,47,katyperry,1242263665010561027,False,https://t.co/KpDKOVJhGl,en,March
"Oh you wanna play @CyniahElise, @GeenaFontanella, @yzthasinger, @oliviaximines_ #AmericanIdol",117,2020-03-24 01:28:01,Twitter for iPhone,2922,374,katyperry,1242261855583604737,False,https://t.co/Jz1MUbnkHX,en,March
I do and inspire us to stay on top of our game STILL #AmericanIdol,90,2020-03-24 01:24:13,Twitter for iPhone,1568,157,katyperry,1242260901241049088,False,https://t.co/QkDXmFg9gA,en,March
You gotta keep using music to help channel your emotions @louiskmusic! That’s what makes it a beaut…just like your mum! #AmericanIdol,133,2020-03-24 01:19:28,Twitter for iPhone,1613,164,katyperry,1242259707424690176,False,,en,March
. @louiskmusic’s mom is all of us right now #AmericanIdol @LewisCapaldi,95,2020-03-24 01:18:06,Twitter for iPhone,1791,177,katyperry,1242259363584020480,False,https://t.co/IC3tC3cpV9,en,March
"We’re proud of you, too, #DillonJames 💪🏼♥️ #AmericanIdol",56,2020-03-24 01:14:33,Twitter for iPhone,1624,147,katyperry,1242258467752009728,False,,en,March
That was the sweetest performance of ‘Rainbow’ #MakalylaBrownlee. So thrilled you were able to come back and sing for us and give us that perspective we need to be reminded of sometimes ♥️ #AmericanIdol @KaceyMusgraves,218,2020-03-24 01:09:16,Twitter for iPhone,2106,209,katyperry,1242257140166737921,False,,en,March
Convinced @iamlaurenmusic was lying when she said she learned ‘The Joker’ last night because she owned that one 👏🏼🌟 #AmericanIdol @brandicarlile,144,2020-03-24 01:07:24,Twitter for iPhone,1241,134,katyperry,1242256670371090432,False,,en,March
. @devonalexanderr put his foot on that one! 🦶⤵️ #AmericanIdol,86,2020-03-24 01:06:20,Twitter for iPhone,1069,116,katyperry,1242256401063276544,False,https://t.co/LvbgPblapo,en,March
#CamrynLeighSmith keeps bringing me to my feet! #AmericanIdol @ladygaga,71,2020-03-24 01:04:58,Twitter for iPhone,2439,301,katyperry,1242256056790552576,False,,en,March
"Nothing to be embarrassed about, #MakaylaBrownlee. We all handle stress differently❣️ #AmericanIdol",99,2020-03-24 01:02:18,Twitter for iPhone,1828,160,katyperry,1242255384808550400,False,,en,March
"More #HollywoodWeek advice: don’t try to be too extra, just be yourself! You’ll just freak out @lukebryanonline @lionelrichie and me 😳 #AmericanIdol",172,2020-03-24 01:00:35,Twitter for iPhone,2464,262,katyperry,1242254952690364416,False,https://t.co/CIR9NwQop1,en,March
The only thing SICK about @CoJustsam was that performance 🤘🏼 #AmericanIdol,74,2020-03-24 00:56:13,Twitter for iPhone,1279,133,katyperry,1242253853673664512,False,,en,March
"Hope @FBooneMusic continues to listen to @scarypoolparty’s advice…be yourself, you’re the only you ♥️ #AmericanIdol",139,2020-03-24 00:43:55,Twitter for iPhone,1256,151,katyperry,1242250756930940928,False,https://t.co/zEWT0XcT02,en,March
". @SophiaWackerman, @Sarah_Isen &amp; @katmusicoffic showing that sometimes you need to shine solo (but an incredible backing band always helps add that extra bit of sparkle✨🎹🥁🎸✨) #AmericanIdol",193,2020-03-24 00:40:54,Twitter for iPhone,1201,126,katyperry,1242249998542069761,False,,en,March
". @LaurenMascitti doesn’t just have the voice, but the songwriting chops to go with it! 🖊 #AmericanIdol",103,2020-03-24 00:36:29,Twitter for iPhone,1327,148,katyperry,1242248886724354048,False,,en,March
Ok but I am all about @LaurenMascitti’s Nana’s ICONIC lewk. Grandmas are the best ♥️🥺 #AmericanIdol,123,2020-03-24 00:35:59,Twitter for iPhone,1723,193,katyperry,1242248762459738113,False,https://t.co/EqWXQkjJnk,en,March
"…But more often than not, taking the risk doesn’t always help you 😬(even if we love you, we warned you!) #AmericanIdol",142,2020-03-24 00:31:41,Twitter for iPhone,2170,191,katyperry,1242247679515586560,False,https://t.co/fPxyfRNScy,en,March
". @ArthurGunn122 took a huge gamble and got a huge payoff…@lionelrichie in tears! And for those of you counting at home, that’s the fifth wow of the night #AmericanIdol",192,2020-03-24 00:25:48,Twitter for iPhone,1409,159,katyperry,1242246201266728961,False,https://t.co/l4mfl86UCh,en,March
#JebVonderbruegge with the spot-on @eltonofficial delivery #AmericanIdol,96,2020-03-24 00:24:27,Twitter for iPhone,1124,155,katyperry,1242245860353658880,False,https://t.co/kFRdrO1BWm,en,March
I consider it a compliment any time someone gets @LukeBryanOnline to say DAGGUM...well done @faithbecnel 🏅#AmericanIdol,119,2020-03-24 00:23:01,Twitter for iPhone,1281,142,katyperry,1242245498091622400,False,,en,March
". @perrin_york, you good as hell, girl #AmericanIdol @lizzo",83,2020-03-24 00:19:32,Twitter for iPhone,1316,153,katyperry,1242244622421614594,False,https://t.co/BuCijGCAcb,en,March
Doesn’t sound like you’ll need a parachute to get you through to the next round @jovinwebb...☝🏻 #AmericanIdol @ChrisStapleton,125,2020-03-24 00:17:55,Twitter for iPhone,1136,122,katyperry,1242244215502864384,False,,en,March
Please consider donating to MusiCares COVID-19 relief fund:,83,2020-03-24 00:16:32,Twitter for iPhone,905,169,katyperry,1242243866276708352,False,https://t.co/n4jQPuvCFx,en,March
"S/O to my MD @KrisPooley for putting together this amazing #AmericanIdol band. Can't stress the importance of musicians everywhere who constantly bring color and joy to the world, and who are struggling right now with all tours, gigs and gatherings cancelled.",259,2020-03-24 00:16:20,Twitter for iPhone,1788,160,katyperry,1242243816381284352,False,,en,March
". @genlinkowski got me saying 😱WOW😱 like 4 times during that performance. Love watching you grow, girl #AmericanIdol @shawnmendes",153,2020-03-24 00:09:43,Twitter for iPhone,1309,146,katyperry,1242242151276109825,False,https://t.co/FAIBD4RyCQ,en,March
👏🏼Standing ovation👏🏼 for @GabrielaKimmy and that top 10 voice #AmericanIdol,99,2020-03-24 00:07:10,Twitter for iPhone,1239,131,katyperry,1242241508654206976,False,https://t.co/hJ8grbghlu,en,March
The LEGEND himself @scarypoolparty bringing the wisdom and inspiration…and he was just in this same exact position a year ago! 🤗 #AmericanIdol,142,2020-03-24 00:04:53,Twitter for iPhone,1841,174,katyperry,1242240934223306753,False,,en,March
Last day of #HollywoodWeek aka solo round aka THINGS GET REAL REAL... well before they got even realer these past two weeks 🥺 #AmericanIdol,163,2020-03-24 00:03:20,Twitter for iPhone,1291,150,katyperry,1242240547353321472,False,https://t.co/uNIuTrQ5Am,en,March
"Tune in to the last episode of #HollywoodWeek tonight at 8/7c. ALSO sending a virtual hug to my fellow judges @LukeBryanOnline &amp; @lionelrichie and the contestants out there 🤗 miss you all and hope you’re staying healthy, safe and at home #AmericanIdol",279,2020-03-23 21:49:21,Twitter for iPhone,5782,652,katyperry,1242206828580048897,False,https://t.co/AT9nJJEBqq,en,March
What did you think of the duets? 🤔 Who was your favorite pairing? Your favorite couple? Your favorite bromance? The last episode of #HollywoodWeek is TOMORROW 😲Tune in to see who makes it through. #AmericanIdol,210,2020-03-23 02:15:22,Twitter for iPhone,2693,206,katyperry,1241911385430228992,False,,en,March
FLAWLESS in any language #Sheniel &amp; @CoJustsam #AmericanIdol @ShawnMendes,101,2020-03-23 02:06:09,Twitter for iPhone,1775,182,katyperry,1241909067242557440,False,https://t.co/masxdLf1yP,en,March
🤸🏻‍♂️Vocal gymnastics🤸🏻‍♂️ don’t always make for the BEST performance unfortunately @ItsRobTaylor &amp; @titoreymusic #AmericanIdol,131,2020-03-23 02:03:08,Twitter for iPhone,1409,139,katyperry,1241908308165816320,False,,en,March
Thought they were smart for rehearsing in a natural reverb space...then I saw the pink blanket under the urinals...oh hayllll no 😷 #NoGermsThenNoGermsNow @ItsRobTaylor @titoreymusic #AmericanIdol,219,2020-03-23 02:02:38,Twitter for iPhone,1801,187,katyperry,1241908179543310336,False,https://t.co/uVQ6uCupox,en,March
. @CyniahElise &amp; @MakaylaPhillips living up to that song and their duo name - 🌟 The Diva Show 🌟 #AmericanIdol,137,2020-03-23 01:33:39,Twitter for iPhone,2257,188,katyperry,1241900887762591749,False,https://t.co/7lCxknH8yz,en,March
"Yes @LukeBryanOnline, Orlando Bloom is WAY hot #AmericanIdol",84,2020-03-23 01:26:13,Twitter for iPhone,2878,293,katyperry,1241899015026823170,False,https://t.co/64n37KsY1e,en,March
Would you do a duet with your +1 like @katmusicoffic &amp; #SpaceCowboy and @margiemaysmusic &amp; @ohjonnywest? #AmericanIdol,126,2020-03-23 01:22:46,Twitter for iPhone,1073,131,katyperry,1241898146222882816,False,,en,March
Sometimes a few years of singing together still isn’t enough to get you both through 😕 @katmusicoffic &amp; #SpaceCowboy #AmericanIdol,134,2020-03-23 01:15:33,Twitter for iPhone,1627,153,katyperry,1241896330504458241,False,,en,March
This song is really speaking to my heart right now 😔♥️ #AmericanIdol,92,2020-03-23 01:13:56,Twitter for iPhone,7665,652,katyperry,1241895923711496192,False,https://t.co/uOXyJ80n5G,en,March
That took incredible strength @genlinkowski &amp; @iamtravisfinlay you took us on a journey with those vocals 🙌🏼 GREAT performance  #AmericanIdol,145,2020-03-23 01:09:06,Twitter for iPhone,1336,142,katyperry,1241894707317202945,False,,en,March
#AmericanIdol: where dreams come true and lifelong friendships are made on 3 hours of sleep 🤗😴 @faithbecnel @JovinWebb,118,2020-03-23 01:04:54,Twitter for iPhone,1246,141,katyperry,1241893651388616704,False,,en,March
. @Aliana_Jester + @yzthasinger = more chemistry than a laboratory! #AmericanIdol,105,2020-03-23 01:04:14,Twitter for iPhone,1544,192,katyperry,1241893482483965952,False,https://t.co/GeCOlSISmQ,en,March
"Rules Of The Stage:
-👍🏼 Practice makes perfect 
-🙅🏼‍♀️ Never give up on stage 
-🙅🏼‍♀️ Never leave the people on stage with you hanging 
#CourtneyTimmons #ZachDobbins #AmericanIdol",179,2020-03-23 00:54:04,Twitter for iPhone,2565,253,katyperry,1241890924822556672,False,,en,March
,47,2020-03-23 00:46:57,Twitter for iPhone,2947,262,katyperry,1241889136056795136,False,https://t.co/OD4czKeygB,en,March
Forget #MomsHome - #GrandmasHere #AmericanIdol,70,2020-03-23 00:41:17,Twitter for iPhone,1858,182,katyperry,1241887706361114624,False,https://t.co/apIGh5tbDe,en,March
That was very kind and big of #PeytonAldridge #AmericanIdol @Jason_Aldean @kellyclarkson,112,2020-03-23 00:36:11,Twitter for iPhone,1479,155,katyperry,1241886423881404417,False,https://t.co/p8IHLrU6AY,en,March
Where do you get your chicken wings? #AmericanIdol 🍗,52,2020-03-23 00:30:49,Twitter for iPhone,1394,167,katyperry,1241885075488124928,False,,en,March
". @MPC_TX &amp; #PeytonAldridge = proof that not only do you have to be compatible musically, but in work ethic too 😬 #AmericanIdol",155,2020-03-23 00:29:58,Twitter for iPhone,1814,177,katyperry,1241884860349726720,False,https://t.co/VzNTMicYwC,en,March
. @isapenamusic &amp; @oliviaximines_ gave us all the chill bumps with that performance. #AmericanIdol @Pink,132,2020-03-23 00:21:38,Twitter for iPhone,1300,158,katyperry,1241882765177446400,False,https://t.co/kvTq4qdzhp,en,March
From friendly rivals to a bromance. Here for it @LouisKnightMusic &amp; @fronciscomartin. Keep supporting each other and working on that confidence #AmericanIdol @thescript,196,2020-03-23 00:10:46,Twitter for iPhone,1391,165,katyperry,1241880028335312896,False,https://t.co/ozQAZyaVId,en,March
And this is exactly why we did this twist. Ya’ll were coming in a little TOO prepared for group rounds and we needed to SWITCH 👏🏼 IT 👏🏼 UP 👏🏼 #AmericanIdol,179,2020-03-23 00:04:53,Twitter for iPhone,1873,199,katyperry,1241878547104329729,False,https://t.co/wm82pYEWme,en,March
#HollywoodWeek day ✌🏼 Next curveball coming right up! (though not that I’m a fan of curveballs these days 😑) #AmericanIdol,146,2020-03-23 00:01:03,Twitter for iPhone,1744,198,katyperry,1241877585438466049,False,https://t.co/oZNDT5vjhV,en,March
"I don’t know about you, but I am so grateful for my dog at this moment 😩🐶 She and I are going to be watching @AmericanIdol together tonight, so cuddle up with your favorite pet, stuffed animal, pillow, or canned…",236,2020-03-22 21:07:16,Instagram,5688,562,katyperry,1241833849405014016,False,https://t.co/hRjPf7j0f6,en,March
sometimes the truth is hard to swallow #stayhome,72,2020-03-21 04:02:04,Twitter for iPhone,13968,3216,katyperry,1241213463516471297,False,https://t.co/QGkSECvhEL,en,March
thank God for dogs,18,2020-03-20 19:48:54,Twitter for iPhone,57194,10950,katyperry,1241089350625972224,False,,en,March
wHaT dAy Is It Even #stayhomeclub,57,2020-03-19 21:23:51,Instagram,5662,683,katyperry,1240750859400753152,False,https://t.co/UOQtqgwbMk,en,March
Vitamin C for your fashion diet #KatyPursey #StayHome #ShoesdayTuesday @kpcollections,109,2020-03-17 23:16:35,Twitter for iPhone,7309,726,katyperry,1240054453908070400,False,https://t.co/oPEQkRRrHt,en,March
"Tell me, did you like the new genre twist and are you looking forward to next week’s surprises? #AmericanIdol #HollywoodWeek",124,2020-03-17 02:05:03,Twitter for iPhone,2203,230,katyperry,1239734460280643585,False,,en,March
Telling people no is always so hard 😩 but I hope these kids see it as an opportunity for growth. Come back and prove us wrong! #AmericanIdol,140,2020-03-17 01:59:33,Twitter for iPhone,5057,338,katyperry,1239733079322705920,False,,en,March
Love seeing #DouglasKiker come out of his shell 🤗 Hope he continues to sing and grow because he has so much potential  #AmericanIdol,132,2020-03-17 01:58:00,Twitter for iPhone,2076,190,katyperry,1239732688598122498,False,,en,March
🎶AINT MY FAULT YOU STILL HAVING FLINTSTONE CHEWS🎶,73,2020-03-17 01:51:49,Twitter for iPhone,3119,280,katyperry,1239731129696976896,False,https://t.co/7xXCDgkTu7,en,March
". @JovinWebb’s performance was so real, I was sure he was actually going to make it rain 🌧 @edsheeran #AmericanIdol",115,2020-03-17 01:49:11,Twitter for iPhone,1596,156,katyperry,1239730467168899073,False,,en,March
"This one’s for ⭐️Naomi⭐️, too @SophiaWackerman #AmericanIdol",60,2020-03-17 01:47:57,Twitter for iPhone,1582,154,katyperry,1239730159755747328,False,,en,March
"3 weeks postpartum, you better rise #AmberFiedler 🌱 #AmericanIdol @andraday",75,2020-03-17 01:46:42,Twitter for iPhone,1732,163,katyperry,1239729845015216128,False,,en,March
". @LukeBryanOnline I thought that was going to go real south, but somehow it worked 🤷🏼‍♀️ Congrats, y’all! #AmericanIdol",144,2020-03-17 01:44:22,Twitter for iPhone,1654,167,katyperry,1239729255769968642,False,https://t.co/I3XtIT8IKQ,en,March
Classic @GraceLeermusic ♥️ 🎵 #AmericanIdol,42,2020-03-17 01:37:19,Twitter for iPhone,1446,147,katyperry,1239727483185856513,False,,en,March
"I can’t wait to hear the story you sound so ready to tell, Hannah @_TrebleSoul 🥺#AmericanIdol @mirandalambert",109,2020-03-17 01:35:28,Twitter for iPhone,1427,147,katyperry,1239727015306997761,False,,en,March
It’s okay to spread those wings solo @LaurenMascitti 🦅 #AmericanIdol,68,2020-03-17 01:32:15,Twitter for iPhone,1622,160,katyperry,1239726207131762694,False,,en,March
I’m going to need to see a birth certificate @GabrielaKimmy - 17 and pipes like that whoo #AmericanIdol @agreatbigworld @xtina,150,2020-03-17 01:24:41,Twitter for iPhone,2811,350,katyperry,1239724305132310528,False,https://t.co/CixjAH4Ulw,en,March
Looks like @lionelrichie’s tough love talk convinced @nickmerico to not ghost us this time 🙅🏼‍♀️👻 #AmericanIdol,111,2020-03-17 01:21:24,Twitter for iPhone,1529,151,katyperry,1239723475331207168,False,,en,March
"My immune system is brought to you by Vitamin C, Counter Attack, oil of oregano, celery juice, and bone broth (not pictured: @BraggLiveFoods apple cider vinegar) #AmericanIdol #HollywoodWeek",190,2020-03-17 01:18:07,Twitter for iPhone,2599,236,katyperry,1239722650160607232,False,,en,March
"Exactly, #RenPatrick, @DillonJOfficial #AmericanIdol @billyjoel",87,2020-03-17 01:10:48,Twitter for iPhone,2006,180,katyperry,1239720807330246656,False,https://t.co/OFLqdDQY6D,en,March
Look at all your peers giving you affirmation @ohjonnywest! You’re the one THEY’RE nervous about! 😝#AmericanIdol @LewisCapaldi,126,2020-03-17 01:06:53,Twitter for iPhone,1514,158,katyperry,1239719825468874752,False,,en,March
#AmericanIdol,61,2020-03-17 01:04:19,Twitter for iPhone,1315,140,katyperry,1239719175716651008,False,https://t.co/hZ0z9Z0Qdw,en,March
I’m sorry I did that #AmericanIdol,58,2020-03-17 00:55:06,Twitter for iPhone,6310,524,katyperry,1239716857440956417,False,https://t.co/y0o4KReaP2,en,March
. @theellenshow I think you need to get ready for @CoJustsam AND her grandma 🥺♥️ @arlissaxx #AmericanIdol,105,2020-03-17 00:50:42,Twitter for iPhone,1719,179,katyperry,1239715749939171328,False,,en,March
You know @lukebryanonlilne means something when he says DADGUM @MakaylaPhillips #ArianaDADGUMGrande @jenniferhudson #AmericanIdol,153,2020-03-17 00:46:22,Twitter for iPhone,2171,231,katyperry,1239714660502228992,False,https://t.co/rjSJdRJOIG,en,March
Go do your thing @CyniahElilse. @lukebryanonline could never challenge you! 🙅🏼‍♀️ #AmericanIdol @Adele,102,2020-03-17 00:43:50,Twitter for iPhone,1461,152,katyperry,1239714022842236929,False,,en,March
Got it right yet again @iamlaurenmusic 👍🏼 @kellyclarkson #AmericanIdol,70,2020-03-17 00:39:35,Twitter for iPhone,1458,156,katyperry,1239712954267787264,False,,en,March
The #ShannonStandard may actually just have been upped 🌟⤴️ @shan_gibbons @kodaline #AmericanIdol,96,2020-03-17 00:36:46,Twitter for iPhone,1364,158,katyperry,1239712243081601024,False,,en,March
"Amazing that you grew up not being able to listen to music, yet you can perform it like THAT @bilaalavazn @demilovato 😲 #AmericanIdol",133,2020-03-17 00:34:59,Twitter for iPhone,1771,177,katyperry,1239711793787719682,False,,en,March
Great minds... #AmericanIdol,52,2020-03-17 00:33:51,Twitter for iPhone,3915,311,katyperry,1239711511284576256,False,https://t.co/geH1yAOSQA,en,March
Dear #AmericanIdol producers - why did you think anyone outside of the three of us needed to hear about @lukebryanonline’s manscaping issues? I didn’t even want to hear it the first time! 🤢 Are we getting too close?? (Figuratively...of course...),270,2020-03-17 00:28:53,Twitter for iPhone,1764,165,katyperry,1239710261151322113,False,https://t.co/R0kFQJJZSX,en,March
"The outcasts, the misfits and the misunderstood are proud to be represented by you @ItsRobTaylor 🙋🏼‍♀ #AmericanIdol",115,2020-03-17 00:21:17,Twitter for iPhone,1756,155,katyperry,1239708348481556481,False,,en,March
Okurrr @genlinkowski showing everyone that you’ve been here before I see you 🙌🏼  #AmericanIdol @calumscott,106,2020-03-17 00:18:52,Twitter for iPhone,1440,145,katyperry,1239707741351841792,False,,en,March
"Always 😍heart eyes😍 for @louisknightmusic, but this competition isn’t going to let you just skate by on your @harrystyles vibes. Put some more SAUCE on it #AmericanIdol",192,2020-03-17 00:17:37,Twitter for iPhone,2857,290,katyperry,1239707427093622785,False,https://t.co/6LbgdjIwFC,en,March
"I know you will continue spreading your light, you have and continue to be an inspiration to so many... you are not your condition @MarnaMichele ✨ #AmericanIdol",160,2020-03-17 00:12:13,Twitter for iPhone,2111,200,katyperry,1239706065819729921,False,,en,March
. @Julia_Gargano YOU STAY. #AlyssaFair YOU STAY. @arthur_gunn Nama-YOU STAY 🙏🏼 #AmericanIdol,92,2020-03-17 00:10:43,Twitter for iPhone,1506,180,katyperry,1239705688844075008,False,,en,March
TIME TO FIGURE OUT WHO THE STARS ARE! 🌟 This is a #HollywoodWeek like you’ve never seen before #AmericanIdol,108,2020-03-17 00:00:41,Twitter for iPhone,2619,234,katyperry,1239703162694459392,False,,en,March
"Health is wealth! (now and during #HollywoodWeek)☝🏻Catch my tips, and all the twists, turns, and tears tonight at 8/7c on @abcnetwork 📺 #AmericanIdol",173,2020-03-16 22:01:43,Twitter for iPhone,4848,563,katyperry,1239673226696871936,False,https://t.co/GVHn6kWF3Y,en,March
"Yes TOMORROW! The start of #HollywoodWeek, and we are NOT overstating this drama! Which of your favs do you think will make it through? 🧐🥺#AmericanIdol",151,2020-03-16 02:30:48,Twitter for iPhone,3014,260,katyperry,1239378554376183810,False,,en,March
"I totally understand where you’re coming from #AmberFiedler. Your time will come, sending you all the ♥️ #AmericanIdol",142,2020-03-16 02:29:26,Twitter for iPhone,8946,793,katyperry,1239378208941682688,False,https://t.co/aZcF7j93CC,en,March
This season really has been filled with emotions. And @ryanseacrest crying memes. Is this the new #MichaelJordanCrying? #AmericanIdol,157,2020-03-16 02:24:19,Twitter for iPhone,2299,213,katyperry,1239376923370745856,False,https://t.co/RhLpajvzKZ,en,March
TFW when a water snake-catcher from the wheat capitol of the world surprises you with her tone and sincerity #MakaylaBrownlee #AmericanIdol @dixiechicks,176,2020-03-16 02:19:00,Twitter for iPhone,2708,264,katyperry,1239375583609368576,False,https://t.co/4AacqQ4FN4,en,March
"I appreciate your mullet 💁🏼‍♀️ and a good @LukeBryanOnline takedown #Nash, but I think you need s’more experience before we can put you through to #HollywoodWeek (can someone design a mullet emoji??)  #AmericanIdol",214,2020-03-16 01:41:50,Twitter for iPhone,2199,198,katyperry,1239366230831542273,False,,en,March
There's probably not someone that looks like you because YOU’RE supposed to be the one that looks like you @DemiRaeMoreno1 💁🏻‍♀ And I am not mad at that performance @noahcyrus 😍 #AmericanIdol,191,2020-03-16 01:34:29,Twitter for iPhone,2002,195,katyperry,1239364381017665542,False,,en,March
Keep it crisp. I’m on fire after that performance (but my body temp is 98.6 DONT WORRY) #JordanMoyes @brucespringsteen 🔥🔥🔥 #AmericanIdol,136,2020-03-16 01:28:34,Twitter for iPhone,1987,192,katyperry,1239362891041533952,False,,en,March
#Jahzan = @tonibraxton + @cher + @shakira singing @demilovato. A true golden ticket-winning equation #AmericanIdol ✔️,117,2020-03-16 01:21:54,Twitter for iPhone,2475,419,katyperry,1239361216125882368,False,,en,March
Did somebody say quick-change? #AmericanIdol,68,2020-03-16 01:18:24,Twitter for iPhone,11672,1191,katyperry,1239360332709027840,False,https://t.co/sQa02Jl80C,en,March
