Tweets,Month,Quarter,sampling
"Democrats are trying to get their next election on the hottest ticket in a long time. Can they do it?
I always knew the great people of Arizona are incredible! Thank you!
The Democrats always come back for more",January,Q1,30
"USA TODAY Sports

We've all been there before.
A man comes home from work with a hamburger and fries sandwich. He goes to work and when he comes back he has nothing left. What should have been",January,Q1,30
The federal government needs to catch up on the rapid growth in prescription drugs and medical device sales. The U.S. has the highest prescription drug consumption rate in the world. We are also number one in the developed world in,January,Q1,30
Pompey FC's Kieron Prince has completed his move to League One Wycombe Wanderers. The 20 year-old scored twice as the Canaries beat MK Dons 2-1. He will wear the number,January,Q1,30
"MOSCOW (Reuters) - Russia said on Tuesday it was willing to resume direct talks with the United States on its Syria policy if Washington would drop its support for Islamist rebels.
U.S. President Donald Trump",January,Q1,30
"The Constitutionality of the President Using the Military to Deny Entry of Dangerous Aliens

The citizens of the United States demand LEGAL status for their Border Patrol Agents! #MAGA
The Radical Left Do Nothing Democrats are",January,Q1,30
"The Mayor of Seattle is suggesting that the federal government cover the cost of the wall he wants built to keep out illegal aliens.
SOCIAL MEDIA SPEEDY 9:25 A.M. ET THIS MORNING",January,Q1,30
The Board of Education of the City of Syracuse has recently adopted a new policy that clearly states that any student who witnesses or participates in any sort of criminal act and/or act of civil disobedience will be arrested and prosecuted by the,January,Q1,30
"ACLU Files Lawsuit on SB 1062 California's controversial ""religious freedom"" bill is being challenged in federal court. The U.S. 6th Circuit Court of Appeals has now ruled that the law is unconstitutional. The",January,Q1,30
Dan Graziano is one of the most respected reporters in America. He is a recipient of the Presidential Citizens Against Corruption Award for his reporting on the Coronavirus and the Pandemic. Dan has also written critically on,January,Q1,30
"I'm not sure what you're talking about. Everybody knows who I am and what I stand for. Honestly I would be so proud to have you all here. Together we are stronger than ever before!
.@j",January,Q1,30
Our country has actually been in deep debt and has low growth for decades. By not increasing the debt limit Congress not only made ourselves look weak and weak but made our enemies look even stronger. They will NEVER be allowed to get,January,Q1,30
"The Air Force has just created an Airman Transition Team. This is a great initiative by Air Force to help those who may not have had one. They will help you find your place in the Air Force.
So good",January,Q1,30
"A young man from Mississippi was recently shot and killed by police. The protests are incredibly wrong and going nowhere. The President should move quickly and strongly condemn this attack on a peaceful citizen.
WOW! @CharlesFlory",January,Q1,30
"Chinatown in Portland, Ore. (KGW) The Portland Police Bureau needs to implement a new policy for dealing with the looters and rioters who destroy businesses and innocent lives in the area of the upcoming Presidential In",January,Q1,30
"Welcome to

The Good Doctor

We are so grateful to all of our wonderful Partners at:
SmithKline Beecham Aus Maritimes Molten Salt Copper (MSDCP).
We are honored",January,Q1,30
"It's been almost two weeks since the tragic shooting at Sandy Hook Elementary School in Connecticut, and with good reason. The carnage that could have been prevented has already occurred. Though we have done everything within our power to hold those",January,Q1,30
"Yes. I really mean it.
The greatest threat to America and the World is the Radical Islamic Terrorism that has recently struck again in the USA. It is a direct result of the Radical Islamic Terrorism that I have been dealing",January,Q1,30
"It's not going to be pretty in DC.
Somebody please tell the Fake News that #CasesMovedFromCasesMovedTrustedToHandleTrafficStatistics are due to Better Law Enforcement. They are",January,Q1,30
"Skip to comments.
Fake News Media: Trump Is 'Not Doing Fine' On Healthcare
Washington Examiner ^ | Jan 21 | 2017 | Alex Seitz-Wald
TOP SECRET MESSAGE: We are",January,Q1,30
"JACKSONVILLE, Fla. - A large shark was seen off Jacksonville Beach Saturday morning.
Nothing like a nice long swim in the ocean to make you question your sanity.
Wow! Biggest I've ever seen",January,Q1,30
"One of the most important questions of our time is: how did this happen?
Who is to blame?
I am so happy for the families of the 4 young men who have been tragically killed in the Line of Duty",January,Q1,30
"The age of terrorism. It is in our DNA. ISIS is on the run. The Senate &amp; House must pass a swift and historic funding bill ASAP. Our Country is Strong!
I was honored to be able",January,Q1,30
"Senator Bernie Sanders is up 3 points in New Hampshire. The Senator from Vermont is doing such a good job that he has now surpassed the #2 position that former Secretary of State Hillary Clinton held before closing the deal.
Thank",January,Q1,30
"A little over a month after the shocking murder of Officer Pierre H. White II, our thoughts and prayers go out to his family and friends.
....The City of Chicago is working closely with the FBI and Justice Department (",January,Q1,30
"THE VICTORY IS BECOMING A REAL WOMAN.


If you watched @FoxNews today you saw a disgrace!
A total and complete shutdown of women serving in the @Navy. They are",January,Q1,30
"Who better to represent you than the Texas Rangers ?? @RangersBaseball @TXBraves ??
I�m watching @FoxNews right now. They are disgusted at how poorly the @Navy did in the #",January,Q1,30
"The bumbling and incompetent Obama administration is now pushing for an Indefinite Detention without Charge in Guantanamo Bay, Cuba. This is a total travesty that must be stopped. The Obama Administration should be immediately forced to step",January,Q1,30
"In the aftermath of the Orlando shooting, President Trump tweeted that he wants to work with our great Governors and Police Leaders. They are doing a fantastic job. They are doing a very big job on the CoronaVirus front.",January,Q1,30
"Were you planning on eating at this restaurant? Yes No Unsure

Does this restaurant have a TV ? Yes No Unsure

Can a vegetarian person get a good meal at this restaurant? Yes No Unsure

Does this",January,Q1,30
"The City of Winnipeg is breaking its own rules by charging a utility company for a water main break that should have been free and to whom it was due.
Water Main Break in the area of 37th Ave. W.",January,Q1,30
"The San Francisco 49ers have agreed to terms on a one-year, $2.5 million contract with quarterback Colin Kaepernick, according to a league source.
Kaepernick, who suffered a season-ending ACL tear in",January,Q1,30
"The term ""Russian Roulette"" was coined by Russian officials to describe the 2016 presidential election. (@CNN) They knew full well what they were doing!
I think it is safe to say that the term ""Russian Rou",January,Q1,30
"The White House has announced that President Trump will meet with foreign leaders today as planned. He will be greeted warmly by leaders from the European Union, India, China, and more. Great meeting in the Great State of Wisconsin",January,Q1,30
"Victim of bigotry is nobody!
HAPPY Halloween!
I will be having a White House Press Conference today at 5:30 P.M. Thank you!
America has never been more proud to stand with",January,Q1,30
"The Des Moines Register reports:

President Trump is now the most popular president in Gallup history at 55%.

Funny how that works out!
I was so wrong and so badly lost!
Wow!
",January,Q1,30
"This article is about the episode. For the ship, see Nexus . For other uses of Nexus, see Nexus (disambiguation)
If you are reading this, you are one of the many Americans &amp;",January,Q1,30
"Hezbollah's paramilitary wing has released a statement saying it is in direct contact with Obama on the Iranian nuclear issue and that Obama takes their statements very seriously.
The U.S. is not at war with Iran. ",January,Q1,30
"A woman was shot and killed in her home in the 1200 block of North Vermont Avenue around 12:45 a.m. Tuesday, police said.
A man was in custody after police responded to reports of shots fired in",January,Q1,30
"This article first appeared at TomDispatch.

The United States is not doing enough to help those in Central America who are fleeing the drug trade. Over the last year more than 10,000 Central Americans have died crossing the",January,Q1,30
"CAMBRIDGE (CBS) — Governor Charlie Baker on Thursday said that the Legislature could pass a budget that would not reach a critical point until after the November election.
Baker made the comments after the House and",January,Q1,30
"Cause of death: Homicide
Cause of death: Homicide Age at death: 30
Cause of death: Suicide
Cause of death: Suicide
Cause of death: Suicide
Cause of death: Suicide
Cause of",January,Q1,30
"As the cost of living continues to rise, so too does the amount of money that drug dealers and other criminals are stealing from taxpayers. The Obama Administration is refusing to even acknowledge that this is happening.
The following is from",January,Q1,30
"He has long stood for equal rights for women and has aggressively worked to protect Social Security and Medicare for all Americans. He strongly supports the 2A and the very important issue of Voter Integrity. Thanks Joe!
Did you hear",January,Q1,30
Mike Pence Left The White House With A Bad Decade. He LOST The Election. He Was LOST AGAIN. HE SHOULD HAVE LOST A LESS IMPORTANT NUMBER. He LOST BIGLY.,January,Q1,30
"It is that time again: the annual State of the Union address. And to be honest, I never thought I'd be saying it again. But I am so glad I finally have!
The United States is one of",January,Q1,30
"It is not hard to see why Donald J. Trump is winning the Republican presidential nomination. He has strong economic ideas that will help workers and small businesses and he is a strong leader who will keep our Country SAFE!
",January,Q1,30
You don't have to be a rocket scientist to see that the Republicans are about to blow it again. They have totally blown it again and again and will continue to do so. They are now the party of nuclear holocaust,January,Q1,30
"Yes I have!
Dan Wiederer “@DanEWilder”
Great job being done by @WhiteHouse Press Corps on @POTUS decision to recognize Jerusalem as the capital of Israel. Great people",January,Q1,30
"The NYPD has arrested three more people in connection with the crippling hack that crippled the New York Stock Exchange on 4th of July weekend. All three suspects are Chinese nationals from Hong Kong with links to the Chinese Communist Party.
",January,Q1,30
"Legislation that would give local law enforcement officers greater powers of arrest is headed for a vote in the Wisconsin State Legislature.
Nineteen states and the District of Columbia have laws or court decisions allowing for the arrest of people",January,Q1,30
"May 14, 2017; Anaheim, CA, USA; Anaheim Ducks right wing Ryan Getzlaf (33) fires a shot against the Los Angeles Kings in the first period at Sleep Train Arena. The Ducks won 3-2",January,Q1,30
"The following is a transcript of a telephone interview I just did with Rep. Charlie Dent (R-Pa.).
CHUCK TODD, HOST: Nice to have you back.
Welcome back to the White House.",January,Q1,30
"The Supreme Court ruled unanimously on Tuesday that states cannot deny insurance coverage for birth control to women who have been raped or sexually assaulted.
The ruling is an important victory for millions of women across America.
The Republican Congress and",January,Q1,30
"We're still a few days away from the 2018 NFL Draft but here are 5 things you need to know heading into tomorrow's Top 100 picks.
T.Y. Hilton CB Ohio State -  Big Board Pick 
",January,Q1,30
"This article is from the archive of our partner .
The Obama campaign is blasting some of its GOP rivals for not staying on message this week. After all, Tim Scott was unable to deliver a fiery speech at the National Association",January,Q1,30
"The largest single loan to the USO was $9.5 million for the USS New Jersey in 2001. The loan was repaid in full by the Chinese government.
Obamacare is on track to cost the US economy over",January,Q1,30
"KUALA LUMPUR: A seven-year veteran of the Malaysian Police Force (MCF) has been arrested for the kidnap and murder of Dr Crusoe Loftus.
Crusoe Loftus was a loving",January,Q1,30
"The video will start in 8 Cancel

Get politics updates directly to your inbox Subscribe Thank you for subscribing We have more newsletters Show me See our privacy notice Could not subscribe, try again later Invalid Email
Video Loading Video Un",January,Q1,30
"Trump said that 'Vet Home Depot will be given a Rant-Ending GOVERNMENT BUILD!
A very bad and dangerous situation. But when will it end?
So true!
Great book",January,Q1,30
"The US military has killed an al-Qaeda affiliate leader in Yemen who the Pentagon said was plotting major attacks on the US homeland.
The US military said in a statement on Friday that it had killed a senior al-Qaeda",January,Q1,30
"People get burnt out, they quit their jobs, they move away, or they commit suicide. The same thing is happening to our Country. The Democrats are losing House and Senate seats all over the World. They are a joke",January,Q1,30
