Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
"Calling North Dakota’s young artists! In celebration of the 100th anniversary of the 19th Amendment, @FLOTUS is presenting a student art exhibit in honor of the women’s suffrage movement. Submissions are due by July 6! Details here:",280,2020-06-29 21:12:53,Twitter Web App,8,2,DougBurgum,1277711661265121280,,518700708,False,https://t.co/oAGDRz9R5h,en,June,Q2
"At this year’s Summit on Innovative Education, we’ll discuss the future of education in North Dakota, including how to create safe environments for students and educators to thrive when school starts again this fall. Register for your free ticket today!",277,2020-06-28 17:20:01,Twitter Web App,16,2,DougBurgum,1277290671259422730,,518700708,False,https://t.co/nMhUPamsKb,en,June,Q2
"It takes individual responsibility to protect the health of our communities and to fulfill our collective responsibility to safeguard our most vulnerable populations. By following #NDSmart guidelines, we can continue to save lives and livelihoods.

We’re #InThisTogetherND.",297,2020-06-26 20:29:52,Twitter Web App,12,0,DougBurgum,1276613673176502272,518700708.0,518700708,False,https://t.co/2oMvrIkUM6,en,June,Q2
"Widespread testing is essential to our ND Smart Restart. Thanks to the @NDDOH, @NDNationalGuard, local public health and private providers, drive-through testing events and static sites are widely available. Find your nearest provider here:",264,2020-06-26 20:29:52,Twitter Web App,6,0,DougBurgum,1276613671876096000,518700708.0,518700708,False,https://t.co/sthYYNc3zK,en,June,Q2
"Current active cases in North Dakota are less than half of what they were a month ago, which is a positive trend. Still, we must continue taking precautions to ensure we don’t lose the progress we’ve made.",229,2020-06-26 20:29:51,Twitter Web App,8,3,DougBurgum,1276613668323627014,518700708.0,518700708,False,https://t.co/16jyoZElrl,en,June,Q2
"As we approach one of the busiest travel weeks of the year, we all need to remember: the COVID-19 pandemic is not over.

While North Dakota is well-positioned to handle a potential surge in cases, it’s essential we follow #NDSmart guidelines to prevent such a surge. Thread:⤵️",276,2020-06-26 20:29:51,Twitter Web App,48,9,DougBurgum,1276613667199553537,,518700708,False,,en,June,Q2
".@CommerceND just announced $69 million in grant funding to help ND businesses!

The Economic Resiliency Grant Program will help ensure businesses are equipped to mitigate the spread of COVID-19 and keep workers and customers safe. Learn more:",267,2020-06-25 23:05:23,Twitter Web App,27,5,DougBurgum,1276290423267495937,,518700708,False,https://t.co/PgJYqwrCFr,en,June,Q2
The 2020 Governor's Summit on Innovative Education is less than a month away! Register for your free ticket today to join national and local leaders in a discussion on the future of education in North Dakota.,232,2020-06-24 19:58:42,Twitter Web App,13,5,DougBurgum,1275881053392121859,,518700708,False,https://t.co/mPmcr9Gqcl,en,June,Q2
"If your vehicle registration or driver's license expired on or after March 1, you have until August 31 to renew! Learn how to make your renewal appointment here:",185,2020-06-23 23:43:02,Twitter Web App,7,2,DougBurgum,1275575119344214016,,518700708,False,https://t.co/FohLutQK4M,en,June,Q2
"In recognition of the approximately 16,000 individuals working in long-term care facilities across North Dakota, today is Silver Linings Day! Thanks for the care and compassion you provide for the nearly 10,000 residents who count on you to help keep them healthy and safe.",297,2020-06-23 22:30:58,Twitter Web App,26,3,DougBurgum,1275556983026913281,,518700708,False,https://t.co/53hmFKUZko,en,June,Q2
Join us for this week's COVID-19 press briefing at 3:30 p.m. CT.,88,2020-06-23 20:23:01,Twitter Web App,5,8,DougBurgum,1275524784353423361,,518700708,False,https://t.co/HIMFSGBe7N,en,June,Q2
"Kathryn and I extend our deepest condolences and heartfelt prayers to the family and friends of Sister Thomas Welder, including the Benedictine Sisters and the entire University of Mary community. Our full statement:",264,2020-06-22 20:50:42,Twitter Web App,108,18,DougBurgum,1275169361817468930,,518700708,False,https://t.co/1yQczUXVBd,en,June,Q2
"Incredibly grateful for the blessing of being a dad to Joe, Jesse and Tom and for all that I learn from them each and every day. Happy Father's Day to dads of all ages!",192,2020-06-21 13:06:04,Twitter for iPhone,228,5,DougBurgum,1274690049070727168,,518700708,False,https://t.co/oVrNUiCL2T,en,June,Q2
Save the date! The 2020 Governor’s Summit on Innovative Education will now take place virtually on July 21. Registration information coming soon!,169,2020-06-19 19:54:36,Twitter Web App,37,17,DougBurgum,1274068083964022784,,518700708,False,https://t.co/b4KzBMpwxM,en,June,Q2
"The North Dakota Emergency Commission today voted unanimously to direct over $401M in federal funding to the state’s COVID-19 response &amp; recovery efforts, aimed at providing the greatest positive impact to ND citizens, businesses and governments. Details:",283,2020-06-18 21:08:01,Twitter Web App,14,3,DougBurgum,1273724170334089216,,518700708,False,https://t.co/JgNQf0K6sV,en,June,Q2
