Tweets,Month,Quarter,sampling
The last time Warren Buffett owned more than one stock was in 2010 when he held shares of Burlington Northern Santa Fe. Since then he has sold his stake in all three companies and is now only an investor in Berkshire Hathaway.,January,Q1,32
The player who is the most important player in the NFL today is not Tom Brady or Aaron Rodgers or Drew Brees. The player who is the most important player in the NFL today is not Tom Brady or Aaron Rodgers or Drew Brees,January,Q1,32
"You can get a great deal on this one at the time of writing. Check them out.
“Vladimir Putin is a strong leader and a great friend of the United States.” @SenTomC",January,Q1,32
"The Department of Justice confirmed on Wednesday that it is investigating whether President Trump obstructed justice in firing former FBI Director James Comey.
The Washington Examiner reported that Sessions met in December with Russian Ambassador Sergey Kislyak at the governor's mansion",January,Q1,32
"Thank you to all of the wonderful women and men who have reached out to me over the past few days. Through this outpouring of support and love I am constantly amazed at the outpouring of support for our campaign.
",January,Q1,32
"The Daily Caller is reporting that the Obama White House is considering moving the 2015 MLS All-Star Game from D.C. because of the huge crowds and excitement.
If true this would be a complete blow to the fans",January,Q1,32
The House voted 241 to 193 on a defense spending bill that includes $391 billion for rebuilding our military and our economy. The Senate is expected to soon take up the bill. Thank you to our Great Veterans &amp; Military,January,Q1,32
The Department of Justice has cleared the way for General Electric to resume operations in the State of Tennessee. The move comes on the heels of the successful FDA approval of a new drug [chemical name] called dextromethorph,January,Q1,32
"I'm glad you like my book. I just finished it and it was a winner!


Hope other @nytimes reporters are as well. They are Fake News!
I have ordered 2 new 4 burner gas st",January,Q1,32
"They're going to be talking about the incredible job our First Responders are doing to keep our communities safe!
They are going to be talking about the incredible job our First Responders are doing to keep our communities safe!",January,Q1,32
"The FBI is investigating a possible connection between the arrest last month of a suspected Russian spy and the arrest of two men on suspicion of running a massive tax-fraud scheme in Virginia.
This is a developing story and will",January,Q1,32
"The College Fix reports:

The liberal New York Times Editorial Board thinks it is OK for President Trump to fire James Comey because the former F.B.I. Director was saying that Hillary Clinton committed the greatest criminal act",January,Q1,32
"This is a rush transcript. Copy may not be in its final form.

AMY GOODMAN: Well, today President Trump signed an executive order that halts the U.S. refugee program for 120 days, suspends",January,Q1,32
