Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,isRT,tco,Language,Month
Every few years I know I’m gonna sit down and watch the two existing seasons of @Lodge49. And I will always wonder why why why why it wasn’t given more time. Perfect show.,195,2020-06-30 19:12:42,Twitter for iPhone,712,103,pattonoswalt,1278043805011197952,False,https://t.co/W1FBsexbgm,en,June
"If you can, please support @JDScholten for #IA4!!!",74,2020-06-30 17:52:17,Twitter Web App,517,107,pattonoswalt,1278023567263690757,False,https://t.co/W7Kn06WjX8,en,June
"Goodbye, Mr. Reiner. You went above and beyond and you were hilarious every second of the way. #RIPCarlReiner",133,2020-06-30 16:53:13,Twitter for iPhone,9725,388,pattonoswalt,1278008700754526208,False,https://t.co/ppwsDFcfNK,en,June
"At the Starfleet Spin Academy, this situation is known as the “Kayleigh McEnany Maru.”",110,2020-06-30 03:41:56,Twitter for iPhone,4569,500,pattonoswalt,1277809569498980352,False,https://t.co/ILTVvXnazw,en,June
Mr. Friedkin — thank you. THE FRENCH CONNECTION was one of her all-time faves.,102,2020-06-30 03:32:48,Twitter for iPhone,1776,38,pattonoswalt,1277807269644652546,False,https://t.co/tfpBGVereT,en,June
👇👇👇👇👇👇,30,2020-06-29 23:02:28,Twitter for iPhone,17914,2160,pattonoswalt,1277739237677207552,False,https://t.co/yqK6bZh1xR,en,June
"THE RAISINS. 
ARE STAYING. 
IN. 
THE POTATO SALAD.",74,2020-06-29 22:02:08,Twitter for iPhone,100943,10222,pattonoswalt,1277724055852834816,False,https://t.co/3mtuKZIiKP,en,June
"The #KavanaughKourt lost today, but the fight to make abortion safe and legal continues with @NARAL. Donate 👇👇",135,2020-06-29 20:50:17,Twitter for iPhone,1169,91,pattonoswalt,1277705972060786689,False,https://t.co/Ygw7nPyMj2,en,June
Ooo! @MeredthSalenger let’s watch this with Alice!,74,2020-06-29 17:53:04,Twitter for iPhone,1174,108,pattonoswalt,1277661376828239874,False,https://t.co/WAEitjKqHA,en,June
"The most important people at the #GoldenStateKiller hearing today are the survivors. All present, all staring directly at that zilch of a human being, and he can’t return their gaze. That’s what I’m focusing on.",235,2020-06-29 17:49:44,Twitter for iPhone,10957,1316,pattonoswalt,1277660538525253632,False,https://t.co/1lqZSIyt14,en,June
"❤️❤️❤️ Love you, Meredith. Just absolutely love you.",76,2020-06-28 21:44:13,Twitter for iPhone,3699,51,pattonoswalt,1277357159525699584,False,https://t.co/noaPalssFo,en,June
"Tonight on ⁦@HBO⁩, the first episode of #IllBeGoneInTheDark. If you can spare it, head over to ⁦@RAINN⁩ and make a donation. They do amazing work and could not be more crucial now.",204,2020-06-28 15:58:43,Twitter for iPhone,3192,382,pattonoswalt,1277270209544372224,False,https://t.co/nIl5U2b6Ae,en,June
👇👇👇👇👇👇,30,2020-06-27 17:49:12,Twitter for iPhone,3870,456,pattonoswalt,1276935625241792512,False,https://t.co/IAvmPpq2vc,en,June
👇👇👇👇👇,29,2020-06-27 17:48:32,Twitter for iPhone,1510,247,pattonoswalt,1276935458107228160,False,https://t.co/Pw0nlhFPws,en,June
blaine,30,2020-06-27 17:46:53,Twitter for iPhone,1539,49,pattonoswalt,1276935043722534912,False,https://t.co/F97dWFNRJG,en,June
#IllBeGoneInTheDark,43,2020-06-27 06:51:44,Twitter for iPhone,582,33,pattonoswalt,1276770172078981121,False,https://t.co/UM8DYspivB,en,June
"When seat belts were first introduced in 1968, there were idiots who insisted they “infringed on their freedoms” and would physically cut them out of their cars. We make fun of those people now. Can you guess who we’ll be making fun of in 2072?",244,2020-06-27 02:50:29,Twitter for iPhone,176120,34536,pattonoswalt,1276709457448165377,False,,en,June
He was also THE BEST note-giver on screenplays I’ve ever worked with. And the name “Stuart Cornfeld” is an anagram for “draft consulter.”,137,2020-06-27 02:45:49,Twitter for iPhone,456,12,pattonoswalt,1276708283378659329,False,,en,June
