Tweets,Month,Quarter,sampling
"Story highlights The House voted 241-198 to approve an extension of the debt ceiling

Washington (CNN) Republicans in the US Senate are expected to approve an increase in the nation's debt ceiling before the end of the week",January,Q1,35
"The Senate Intelligence Committee has interviewed former National Security Adviser Michael Flynn. The panel has also interviewed numerous other current and former White House officials. The committee has not released its findings.
Just got off the phone with my friend Paul",January,Q1,35
The process of choosing a new President of the United States is an important one that should not be politicized. However it is important to remember that the American people fully supported President Trump during his campaign. They fully supported him during,January,Q1,35
"This is a rush transcript. Copy may not be in its final form.

AMY GOODMAN: Well, we turn now to the latest revelations from the UK Independence Party. This is Jeremy Corbyn's speech to the party conference",January,Q1,35
"The only thing that can stop me is with you - I have nothing to lose!
Congratulations to @bobfornv on running a great race. I wasn’t even a candidate &amp; am glad to",January,Q1,35
Mike Bloomberg is now the most hated man in America. He is just another establishment politician who doesn’t have the guts or the balls to run for President. He is a puppet for the Democrats and their Super PACs!,January,Q1,35
"Unlimited Downloads for Free!
Give your business an instant boost and get 10% off your order! No code necessary.
A great way to promote your new book. I will select a selected celebrity to read from the",January,Q1,35
"Please enable Javascript to watch this

CLEVELAND, Ohio -- Cleveland Mayor Frank Jackson says he would like to see the statues of Thomas Jefferson and other leaders removed from city parks. Below is a photo of the Jefferson Statue",January,Q1,35
"The US Navy has been criticised after its newest aircraft carrier arrived in Singapore.
“Navy to build [the] USS Gerald R Ford in Texas.” @foxandfriends @MariaBartiromo
",January,Q1,35
"For the first time in our history we are getting serious about reducing the deficit.
.@GovMikeHuckabee’s statement yesterday that we must “cut Social Security and Medicare” is simply not true",January,Q1,35
"The SHARES Facebook Twitter Google Whatsapp Pinterest Print Mail Flipboard

The Koch Brothers have teamed up with Infowars to spread lies about me and my record. They are trying to distract from the horrible record they have made",January,Q1,35
"Seeing as the NFL season is only three weeks away and we are still in the very early stages of the season, it is important that we have a full understanding of the concussion problem in the NFL. I have asked for and",January,Q1,35
"Were the best of friends!
CHICAGO (AP) — The Latest on former Secret Service agent Brian Terry (all times local):
5:15 p.m.
The Secret Service says a former Secret",January,Q1,35
"Pressed by reporters about the fact that the Obama Administration has failed to prosecute Russian officials involved in the hacking and leaking of the 2016 Presidential Election the President went off on his enemies.
Pressed again by reporters about the fact",January,Q1,35
"The letter from the Senate Intelligence Committee to Attorney General Jeff Sessions has been released.
Thank you to Director Burr for your thorough and fair investigation. I appreciate your long and thorough cooperation with our @FBI &amp; the Department",January,Q1,35
The Court has now ordered that the Government release all of the documents required by the House for a full and fair accounting of the CIA's Detention and Interrogation Program. This is a critical step in the ongoing judicial review.,January,Q1,35
Bruce Boudreau does not think the Columbus Blue Jackets are a playoff team. He really doesn’t. The Jackets are in a awful spot. They have DeMar DeRozan and will likely retain him.,January,Q1,35
