Tweets,Month,Quarter,sampling
"PITTSBURGH -- Quarterback Ben Roethlisberger is scheduled to have surgery today on a torn meniscus in his left knee.
I told him months ago that he deserved better than to have a torn",January,Q1,2
"Senator Tim Scott, who lost to Donald Trump in the 2016 Presidential Election. Senator Tim Scott is a Conservative Republican from South Carolina. He is strong on Border Security and our Great Military and Vets. Tim has my Complete and",January,Q1,2
"Political analysts say Clinton will win Nevada. The polls are BS but the numbers are just that. The polls are rigged. She will win.
@CNN Polling Company Putting Crazy Nancy Pelosi in the Hall of Shame. The",January,Q1,2
"Trump Defends DACA Lawmakers: We Made the Decision to Defund and End this Damaging Program
HAPPY Mardi Gras!
The Hill must apologize to Robert Mueller!
Why did the Fake News Media",January,Q1,2
"For Immediate Release
Contact: Rep. Jan Schakowsky 202-225-3376 or Jeff Mason 202-225-5120
Dear Attorney General Loretta Lynch,
We are writing to urge you to press",January,Q1,2
"Alex Wong/Getty Images

President Donald Trump has done more than any president in the modern era to undermine the very institutions that he claims to champion. During his first few months in office, he has repeatedly undermined DOJ Deputy",January,Q1,2
"This is what a Donald J. Trump presidency would look like.
Doing very well in New Hampshire!
Thank you to the New England Patriots Football Club for all of your support. It means a lot!
Thank",January,Q1,2
"U.S. President Donald Trump was highly critical of Britain's Prime Minister Theresa May today as they spoke by phone.
The United States is strongly considering a military option against North Korea. Talks will be very difficult and complicated",January,Q1,2
The Board of Directors of the National Institutes of Health has approved the Agency for Healthcare Research and Quality (AHRQ) to continue to evaluate the feasibility of developing an oral contraceptive that is safe and effective for use in postpart,January,Q1,2
"It is impossible to overstate the importance of the greatest political victory in our nation's history. With it we have established a truly unprecedented path for us to TAKE BACK AMERICA!
We will be back. Thank you!",January,Q1,2
"The House voted 217-191 Wednesday to repeal and replace the Affordable Care Act.
It was an historic day for the American people. Thank you to everyone for all of the kind messages on my Twitter handle this morning. I",January,Q1,2
"Earlier this year, the Department of Homeland Security released their new ""State of the Union"" addresses. Although the speeches were well received by the American people they were a complete and total disaster. From the fact that President Obama didn",January,Q1,2
"Michael Moore is not happy with the Trump Administration for not doing more to help Egypt.
The Obama Administration was EXTREMELY HELPFUL with Egypt. A total WITCH HUNT! They had the BEST of both worlds",January,Q1,2
"For the past few weeks, I've been working on a report on the State of Israel. I'm delighted to say that the President has approved the draft. The text will be made available to Congress early next week. My",January,Q1,2
"The FBI has been investigating ties between Donald Trump's 2016 campaign and Russia for months. The FBI Director said on June 13 that no charges would be filed.
The Democrats have spent the last few days attacking my reputation on many",January,Q1,2
Yesterday I wrote about the amazing work done by the Oakland Police Department (OPD) and other law enforcement agencies including the FBI in tracking down and arresting Ramarley Graham and the many others who would have been victimized by his,January,Q1,2
"The Supreme Court has given us yet another reason to be VERY concerned about our very weak and overburdened Military. They must be beefed up or badly injured Soldiers will not be sorry.
Justice Ruth Bader Gins",January,Q1,2
"The former head of the National Security Agency has told how he 'tried to get him to shut up' and once pulled him aside to apologise.
Former NSA Director Admiral Michael Rogers has told how he 'tried to",January,Q1,2
"It is my great honor to join the Washington, D.C. area with many of my friends. With our armies strengthened and our ports open and our Nation moving forward I am truly honored to be with our American People.",January,Q1,2
"The world's most highly-intelligent virus


It is universally acknowledged that the World Health Organization's [WHO] predictions of the scale and consequences of the Ebola pandemic are extremely premature.


The pandemic itself",January,Q1,2
The most important thing you can do to protect your family and community is to NEVER drive alone at night. Drive with others only if you are comfortable with the companion and have passed a NHTSA trained driver test. All of,January,Q1,2
After over a year of effort and sacrifice we are proud to announce the launch of the Multinational Coalition to Defeat Terrorism. Led by the United States of America and the European Union this multinational coalition of more than 50 countries is committed,January,Q1,2
"This is an amazing time to be a woman and a American! #MAGA

Thank you to the first responders who have served our country since 9/11. I applaud and honor your work every day. This is",January,Q1,2
"The Rudd government has now announced that it will not be paying for dangerous new off shore wind farms in our states! We are strongly in favour of this technology and look forward to working with the Trump Administration!
.@Fox",January,Q1,2
"In the wake of the Orlando massacre, the Obama administration is promising to do more to protect the LGBT community. However, it seems as though the LGBT community is increasingly frustrated at the lack of action from the Obama Administration.
",January,Q1,2
"A young woman who drove at a 70 mph speed while her young son was in the passenger seat died in a head-on collision with a parked car in Lake County.
Dr. Mary Anne Franks, of Lakeville,",January,Q1,2
The U.S. has a long history of funding and supporting a process in Syria that the West knows very little about. How come the West is funding a process in Syria that the West can clearly see is illegal and that,January,Q1,2
"Sorry. That's not what this is about. Our communities are in much better hands right now.
Thank you.
Can you believe that the very same people that said that I would never get elected President of the United",January,Q1,2
There are about 3.5 million known disease-free adults in the US today. But we already have more than one million people with deadly life-defining diseases that must be treated. Millions of people with serious and terminal,January,Q1,2
"Markus ""Mookie"" Kapteyn is the #1 rated Prospect in the WHL! He helped the Everett Silvertips capture the Memorial Cup this past season scoring 6 goals with 12 points in just 12 games",January,Q1,2
"The IRS has announced that it will no longer be targeting conservative political groups. It has been a long time coming.
The IRS has just announced that they will not be targeting conservative groups. They should have notified me long ago",January,Q1,2
"The US Army is sending many more tanks and other heavy equipment to Egypt to fight the Islamic State of Iraq and the Levant. There is also talk that there may be some American troops on the ground in the coming months.
",January,Q1,2
"Report: U.S. to Ask China to Stop Torturing Freedom Fighter Bowe Bergdahl
President Trump has asked China to stop torturing an American fighter pilot. China has been very helpful!
Our Military is",January,Q1,2
"This is just one of the many reasons to vote for Mike Pence!


Wow!
It is not just Fake News!


This is just one of the many reasons to vote for Mike Pence!

.@",January,Q1,2
"The Federal Communications Commission is in the midst of its most dramatic and controversial effort yet to regulate the Internet.
I have directed the Federal Trade Commission to open an investigation into the Federal Communications Commission's (FCC) plan to",January,Q1,2
"The FBI is investigating a possible terrorist attack in the United States, FBI Director James Comey told the Senate on Tuesday.
""We have a high probability that the United States is a target of a terrorist attack.""
COMEY",January,Q1,2
"I'm a gay black man. I'm not going anywhere. You are going to see more of me. Thank you!
Thank you!
The Democrats decided it was a good time to officially declare war on the Black",January,Q1,2
