Tweets,Month,Quarter,sampling
"Speculation has long surrounded the fate of Sonja Altherr and her role in the devastating Super Bowl LI bomb scare.
At the request of the New York Times we are making this information public. It is the truth",January,Q1,12
"A massive police presence was out in full force in a shopping centre in Perth after fans of the Glasgow Rangers FC staged a 'punk rally' to protest the club's handling of the aftermath of the Scottish independence referendum.
Police",January,Q1,12
"Literally a few paragraphs down I wrote this:
The big story now is that the real Satoshi Nakamoto (not the guy with the big phony Bitcoin sign) actually lives in the United States! He is the real owner",January,Q1,12
"The White House on Tuesday tried to downplay the significance of the timing of the appointment of an outside prosecutor to look into the Trump campaign's links to Russia.
""There is no investigation into the Trump campaign. There is",January,Q1,12
"This is going to be a BIG week for the state of Florida.

We are still trying to figure out what happened to all those missing or unaccounted for people who left the state without telling us or our friends.",January,Q1,12
"In this photo taken Tuesday, Aug. 23, 2015, Republican presidential candidate Sen. Ted Cruz (Texas) chases after Democratic presidential candidate Sen. Bernie Sanders (Vt.) as they arrive for a news conference in the",January,Q1,12
"Join us for a live Q&A with team member Brad Stephens!


Join us for a live Q&A with team member Brad Stephens!


WOW! Thank you for all of the Tweets about the",January,Q1,12
"Trump Budget: $4.1 Trillion in Spending Not for the Middle Class
It is very important that we get this fully funded and executed. Lighthouses are coming along well.
Great news for Pennsylvania. The",January,Q1,12
I find it very interesting that the Obama Administration is going after the Republican Governors for doing exactly what the Democrats have been doing for years. They are cutting Social Security. They are stopping Medicare. They are making it harder to get,January,Q1,12
"The capital city of the United States is the capital city of the United States. It is also the capital of Canada.
The United States voted with Canada very narrowly to ratify the Paris Climate Accord. Congratulations President Trump!",January,Q1,12
"The other day someone asked me whether or not it is politically correct to ask a female lawyer if she thinks that Trump is mentally fit to serve as President. My answer would be a resounding ""YES!""
.@O",January,Q1,12
"There are a lot of things going on in the world right now that I don't understand. But there is one thing that I do: Donate whatever you can! @MikeGarcia2020
Be safe out there",January,Q1,12
"The Border Wall is not only a ridiculous idea, it is a total waste of money and time. The money saved would have gone to the Lost and Found instead of building a Wall. The money the U.S. is",January,Q1,12
"The Trump administration on Wednesday revoked the visas of at least 25 Vietnamese Americans because of their alleged ties to the communist regime.
Vietnam was a U.S. ally from the beginning and did everything it could to help",January,Q1,12
"And they say mein waget mein Schulden has never been so true!
WE ARE WITH YOU EVERY STEP OF THE WAY. WE ARE HERE FOR YOU MCCAIN. GOD BLESS EVERYONE!",January,Q1,12
"The Republican Party is in big trouble.
The Republican Party is in big trouble.
This is a big deal!
This is a big deal!
I love New Hampshire. It is a great Blue State. Love",January,Q1,12
"I get asked this question a lot. I thought I would put it up here.
""But what if things don't work out and we need a second term for Obama? What then? He is a weak leader and",January,Q1,12
"DETROIT - On a sunny Saturday afternoon in Michigan a few miles down the road from the Detroit Metro Airport a crowd gathered to watch the Detroit Pistons take on the Chicago Bulls.
Welcome to my new home state of",January,Q1,12
The first thing you need to know about the Greens is that they are not for peace or for the little guy. In fact the Greens have been at war with the USA for decades and have been getting away with it ever since,January,Q1,12
"The FBI's investigation into Russian interference in the 2016 election has led to the indictment of only one person in connection with that effort and the charges were brought only in connection with that investigation.
...
.@TeamCav",January,Q1,12
Wouldn't it be great if we could have a law that declares it impossible for anyone to be elected to public office who is gay or lesbian? That would be a historic victory for human dignity and respect for all people!,January,Q1,12
"The Kremlin has denied allegations that it ordered the murder of opposition leader Alexei Navalny.
On 28 June 2015 the head of the FSB security service Alexander Bortnikov wrote to his superior Sergei Ivanov that Mr Naval",January,Q1,12
"The finding that women who have abortions are more likely to be victims of violence than women who get pregnant from an unwanted rape would seem to suggest that abortion itself should be treated with extreme caution. However, the most recent figures from",January,Q1,12
"It's been an amazing year with my husband and great family in NJ. I just finished a very successful White House News Conference in which I announced that our #MAGA Agenda would be the highest Priority of my Presidency.
",January,Q1,12
"UPDATE: Mo Brooks' office has responded.
“These aren’t the images you’ll see on “Fox &amp; News” on Tuesday night.”   @Lindsey",January,Q1,12
