Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
Unbelievable.,37,2020-06-30 21:30:41,Twitter for iPhone,61,10,joshmatlow,1278078529561911298,,15844405,False,https://t.co/cvCPXu6c9e,en,June,Q2
It was my heartfelt pleasure working with Mayor @JohnTory on making recommendations to the province on improving the safety and care in Ontario’s Long-Term Care Homes. This is so deeply important.,220,2020-06-30 21:00:54,Twitter for iPhone,39,2,joshmatlow,1278071032679665664,,15844405,False,https://t.co/g2HbPCD2KV,en,June,Q2
@ArGhahremani I’d be very happy to. Please feel welcome to email me at councillor_matlow@toronto.ca with a number I can reach you at and I’ll give you a call the next couple of weeks.,183,2020-06-30 19:29:02,Twitter for iPad,2,0,joshmatlow,1278047915655811072,1218747542.0,15844405,False,,en,June,Q2
"City Council has supported my motion: . Premier @fordnation, we’re asking you to finally put the quality of life of our communities’ residents before the interests of the development industry.",215,2020-06-30 18:42:50,Twitter for iPhone,50,5,joshmatlow,1278036287795191808,15844405.0,15844405,False,https://t.co/e0Om2eyLmN,en,June,Q2
Thank you to my colleagues on council for supporting my motion to create a Mural in Frankel Lambert Park.,129,2020-06-30 18:16:43,Twitter for iPhone,7,1,joshmatlow,1278029715287224320,,15844405,False,https://t.co/Lb1BJhpgTz,en,June,Q2
I love my community. ❤️,47,2020-06-30 17:09:21,Twitter for iPhone,54,0,joshmatlow,1278012762703179778,,15844405,False,https://t.co/bYN5LIwdRA,en,June,Q2
@bowlingunicorns Wow! Thank you. I’m so touched.,48,2020-06-30 17:09:03,Twitter for iPhone,2,0,joshmatlow,1278012685192515585,707246837.0,15844405,False,,en,June,Q2
"@nnnathancarroll @kristynwongtam Thank you, Nathan.",51,2020-06-30 15:39:15,Twitter for iPhone,2,0,joshmatlow,1277990088174112770,496539484.0,15844405,False,,en,June,Q2
@Gnesh As you wish. I’d always be really happy to have a conversation.,70,2020-06-30 15:24:32,Twitter for iPhone,0,0,joshmatlow,1277986385065017345,21464618.0,15844405,False,,en,June,Q2
"@Gnesh I’d appreciate hearing your voice. It matters to me. If you’d email me at councillor_matlow@toronto.ca with a number I can reach you at, I’ll call you this week to have a conversation.",191,2020-06-30 15:03:37,Twitter for iPhone,1,0,joshmatlow,1277981122270396416,21464618.0,15844405,False,,en,June,Q2
