Tweets,Month,Quarter,sampling
"It is not easy being a mayor in New York City, but it is even harder when you are Mayor Bill de Blasio. For a mayor whose approval rating has never been higher it is hard to believe that he has done such",January,Q1,19
A federal grand jury in Washington is moving forward with its Russia investigation. What it doesn’t yet know is why either President Trump or the President of the United States hasn’t been charged. Perhaps they have now,January,Q1,19
"A year before it was revealed that former CIA Director John Brennan may have leaked highly classified information about the Islamic State (IS, formerly ISIS/ISIL) to the press, Brennan was publicly praising the terror organization.
On",January,Q1,19
"President Trump speaks at a rally in Cincinnati on Oct. 10. (Jabin Botsford/The Washington Post)

That's all folks! Thanks for all of your support!
“The only way to stop",January,Q1,19
The team at Celtic Cross provide quality Irish Craft beer for all! We have been in business for over 30 years and always have been. We have a loyal following that will always come back to us. We always have and always,January,Q1,19
"Thank you @SenJohnMcCain for your leadership on our #2A. Your tough on Crime, his High and you voted against the Patriot Act. You will NEVER have my complete!
“It's time for",January,Q1,19
"In this Oct. 29, 2011 file photo, New York City Mayor Michael Bloomberg speaks during a news conference in New York. Bloomberg has found himself in hot water for comments he made about the Federal Reserve and the economy. (",January,Q1,19
"The Trump administration has chosen to waive the travel ban on the mostly-Muslim Middle East nation of Yemen.
Yemen is a disaster area. Not good!
The issue is not which candidate will WIN, it is the",January,Q1,19
"The Browns signed former Washington Redskins running back Isaiah Crowell on Wednesday to a two-year contract worth $1.25 million. Crowell played for the Redskins from 2009-11 and rushed for 1,018 yards and 11",January,Q1,19
"Venezuelan President Nicolas Maduro has effectively declared war on the US - and the world - by ordering the mass execution of thousands of drug traffickers.
The US has been calling for months for the families of those executed by Maduro",January,Q1,19
"The Female Body Is Set To Be Saved!
The GOP House is now debating Bill HR6068 - Saving the Great American City - It Will End Sanctuary Cities (And Other Unsustainable Urban Contingencies)!
",January,Q1,19
"This is a draft document. Please review carefully.
The U.S. Congress must pass an Authorization for the Use of Military Force (AUMF). Today is National Defense Authorization Day. Our military and our economy are",January,Q1,19
The B.C. Liberals have finally decided that the Kinder Morgan pipeline will go through British Columbia. The Kinder Morgan Cos. pipeline was built to transport heavy crude oil from the tar sands in Alberta to ports in the USA.,January,Q1,19
"A Texas man who was shot and killed while trying to flee from authorities has been identified as 26-year-old Micah Xavier Johnson.
Johnson was with a group of 15 people that included a female police officer who was",January,Q1,19
"In the past week, a number of Republicans have announced they are not running for President in 2016. This is not surprising as they have all failed in their attempts to defeat the great man who just happens to be of Mexican heritage",January,Q1,19
"The Senate has voted to begin debate on the $19.9 Trillion Omnibus Spending Bill. As always there is NO cloture motion. We are moving along whole hog. Thank you!
...And this comes on",January,Q1,19
The brainchild of a Florida businessman whose name might make you want to vomit—and maybe even kill a few flies—it's called OpenAI! They're building the world's first general purpose machine-learning system that can,January,Q1,19
"Our vision for an exciting new era of collaboration and partnership between America's energy and defense industries.
Thank you @Ricoh for your great products and fantastic service to our Country. I look forward to working closely with you",January,Q1,19
"The US has suspended all visa-free travel between the US and Cuba for now in response to the country's recent actions, but it could all change as President Trump heads home soon.
Even though the United States has cut",January,Q1,19
"On Media Blog Archives Select Date… December, 2015 November, 2015 October, 2015 September, 2015 August, 2015 July, 2015 June, 2015 May, 2015 April, 2015 March, 2015 February, 2015 January, 2015
Some",January,Q1,19
"THE REAL AMERICAN GUNNOBOT!
LAW &amp; ORDER!
We have entered a new era as we move into the second term of the GREAT BARACK OBAMAGUN!
...And now",January,Q1,19
"It is almost impossible to believe that just two weeks ago Steve Mnuchin was being hailed as the next Hollywood superstar. He is a quick study..
“The total deficit for FY 2018 is $647 Billion.”",January,Q1,19
"The story of how President Trump defended one of our country's greatest heroes during an attempted coup against him is a truly amazing tale of American strength and American resilience!
Can you believe that the Fake &amp; Corrupt News",January,Q1,19
Mental health workers are now under increased public scrutiny after The Guardian revealed that some (including the NHS) staff were not taking mental health calls on their mobiles and that some phones were being used to hang up on people.,January,Q1,19
"We're all in this together.
Sister Cities United is a coalition of over 90 great local governments and faith based organizations leading the charge to Fight Poverty and Save Lives!
“The President of the United States is",January,Q1,19
"The Cauldron is a unique crafting station found in the northern part of the island. It is a very large furnace with a capacity of 3000 square meters. It is very advanced and works very well with other crafting stations.
",January,Q1,19
We are excited to announce that the U.S. Army National Guard has awarded a contract to Enders Contracting to build a new recruiting center and office in the New Mexico location of the Army National Guard Academy. This facility,January,Q1,19
"In their new book ""America the Beautiful: A Radical Reimagining of American Greatness,"" three-time Pulitzer Prize winning book authors Peter and David Brooks discuss how the very concept of America has been hijacked by a small but",January,Q1,19
If you are reading this and you are an American citizen or legal resident who has any business in the United States you are probably wondering what the hell is going on with Donald J. Trump. I can assure you that I am,January,Q1,19
"The Best is yet to Come!

We are excited to announce that the Court has ruled that Congress has the power to fund the Government for as long as it takes. This is great news for all Americans and we look",January,Q1,19
"UPDATE: It's official: I've been voted the winner of the 2014 Nobel Peace Prize. Thank you to @NorwayPulitzer for an unbelievable honor!
China is hacking our election infrastructure all over the world including",January,Q1,19
"The Guardian has just published an article titled ""The New 'War on Terror' Is about More than Terrorists. It is about the Cult of Terror."" In other words this is not about Radical Islam. It is about the",January,Q1,19
"The United States is not going to stop Iran until it gives up its nuclear weapons program. We are also not going to stop Iran because they killed 4 Americans in New York on Thursday. They will be dealt with appropriately!
",January,Q1,19
"In a move that will make Singapore look like a fickle, incompetent, and corrupting influence on the rest of the world, the Chinese Ministry of Foreign Affairs last night (22nd March) published a very long and very",January,Q1,19
"The House voted 209-178 to approve a continuing resolution that funds the Department of Homeland Security and Military Construction at the current levels through Jan. 20, 2015.
The Senate has not acted on the continuing resolution. We will",January,Q1,19
