Tweets,Month,Quarter,sampling
"The gunman who opened fire on a gay nightclub in Orlando, Florida on Sunday has been named as an Afghan-born immigrant who was previously deported five times to his native country of Sudan.
Afghan national Abdulrahman M",January,Q1,23
Comments from a top US official that Iran was too slow to stop it's programme of subverting the US made headlines around the world. This is the same Iranian regime that just overtook Iraq and started a proxy war in Syria,January,Q1,23
"The government's only real contribution to the economy since the global financial crisis has been to prop up an economy that is still struggling from the aftermath of the worst economic storm to hit our shores in decades.
@Opinion",January,Q1,23
"The FBI just admitted they made a massive mess of the Hillary Clinton email probe. In fact they were doing more harm than good. This is why we need a Special Prosecutor to bring justice to the people of our Country!
",January,Q1,23
You probably noticed that I haven't shared with you how much money the UNITED STATES is spending on our military. I have because it is so important to YOU. If we didn’t have the finest military in the world,January,Q1,23
"The B.C. NDP is calling on Premier Christy Clark to release the names of the 79 provincial and 500 municipal employees who were suspended or fired for their part in the B.C. Liberal corruption scandal.
https://",January,Q1,23
"The fabulous Sarah Chayes has just dropped this bombshell – China is planning to build the longest battery ever built in the USA.
This is great for America's grid companies and medical patients. China (and other countries)",January,Q1,23
"The Senate Intelligence Committee has asked the Department of Justice for documents related to the James Comey letter to Congress. Is the Senate going to get answers about whether or not the President obstructed justice by firing James Comey?
The Senate",January,Q1,23
"The Minister of Transportation has given the go ahead for the Metro Vancouver Area to adopt the Blue Chip sign.
March 19th 2017 was a historic day for the Metro Vancouver Area. On that day the first bus ever running under",January,Q1,23
"On the heels of the Senate's vote to confirm Neil Gorsuch to the United States Supreme Court, I am proud to announce that we've now moved past the 800-pound gorilla. We have reached over 500,000 voters through",January,Q1,23
"Honest questions are the real enemy of the people. And the best way to shut them down is to laugh at them!
What about the Fake News that said that I was going to open up Pandora's Box with the Im",January,Q1,23
"It would be nice to live in a country where it was not just politically correct but also morally wrong to criticize our enemies.
“The U.S. cannot allow the killing of its citizens to go unpunished",January,Q1,23
I'm not sure what is worse but the fact that the DNC and Hillary Clinton are still in office or that they continue to support and even give money to this man which by the way he also defeated in a landslide (I,January,Q1,23
"Ethan Miller/Getty Images

Conservatives may think they're winning the culture war, but they are losing the intellectual one.

At the center of this culture war is free speech.
Liberals seem to",January,Q1,23
"The New York Times editorial board gave Donald J. Trump a very very mixed review this week.
I think the Times totally gave Donald Trump a pass. He didn’t deserve it. He has been doing a lot",January,Q1,23
"This is a big deal!

Democrats are afraid that Vice President Mike Pence will bring back the Bush-Obama Amnesty that ended with the dangerous Radical New War on Terror.
Pence has been saying these things for years",January,Q1,23
"UNIVERSITY PARK, Pa. – Penn State University and the Broad Institute (www.broadinstitute.org) today announced a $2.6 million Innovation Hub to support the Broad Institute's work on the science of",January,Q1,23
The Bush family has spent $100m and counting to support the most left-wing candidate in the Democratic primary. Who is this guy? He's not even a Democrat he's a radical Socialist who wants to take your guns,January,Q1,23
"The Age of Romney
Romney has spent his entire career getting what he wants. That is why he will never be satisfied! He will never be satisfied until he gets his way.
He will never be President of the United",January,Q1,23
"The Department of Veterans Affairs (VA) has for years been one of the most corrupt entities in American Government. The following is from an article by my friend and colleague Mark Levin.
The mainstream media is sick with anger and",January,Q1,23
"The California State Senate on Wednesday narrowly approved legislation that would fix the Golden State's one-sided voter-ID law.
....I would ask the Secretary of State to immediately provide the Los Angeles County Clerk all of the Social",January,Q1,23
"SALT LAKE CITY — A federal appeals court has upheld a ruling that found Utah must allow transgender people to use the bathroom of their choice.
https://twitter.com/CPAC/status/713575477",January,Q1,23
The State Department is trying to kill the Trump/Pence illegal alien rapist downpayment for a young mom because…well she's…well…well…well…well…well…well…well…well…well…,January,Q1,23
"The New York Times Sunday Business Post:
Senator Bernie Sanders of Vermont on Saturday knocked the Federal Reserve for raising interest rates too soon and hinted that he might challenge them again should they slow down too often. ""We are a",January,Q1,23
"It was reported that the Senate Intelligence Committee Chairman Richard Burr (R-NC) had asked Attorney General Jeff Sessions to investigate whether there had been any contacts between Russia and the Trump campaign.
The CIA and FBI both told Senator",January,Q1,23
"These lyrics have been added by the auto parts company that makes these words. They are correct but they are not in the words that we used. The word ""right"" was changed from the word that best describes the situation we",January,Q1,23
"Luxembourg is to become the first country in the EU to be forced to pay back the EU budget it ponied up to in the name of tackling tax evasion.
The decision was taken by the European Court",January,Q1,23
The Obama administration did not get the brief it was seeking from the Department of Justice on the so-called 'sanctuary cities' and the President is taking action to end this dangerous policy that is killing our law enforcement officers.,January,Q1,23
"Our team is working around the clock to deliver the very best gaming experience possible.
Thank you for your continued support and patience. We will continue to provide the very best gaming experience possible.
Thanks to all at Verizon &",January,Q1,23
"The top Democrat on the Senate Intelligence Committee says the Trump campaign had direct communications with Russia before and after the 2016 election.
Sen. Mark Warner Mark Robert WarnerHillicon Valley: DOJ sues to blow whistle on for writing",January,Q1,23
"Under President Trump, America will soon have her very own Army!


As we head into the Memorial Day holiday weekend many Americans are feeling energized and full of life. This is a great time to support our amazing #",January,Q1,23
"A young man who sexually assaulted a young woman in New York City has been sentenced to 17 years in prison.
The young man who sexually assaulted a young woman in New York City has been sentenced to 17 years in prison.",January,Q1,23
"This is a rush transcript. Copy may not be in its final form.

AMY GOODMAN: We turn now to the grand jury decision not to prosecute the police officers who killed Michael Brown in Ferguson Missouri. The decision by",January,Q1,23
"The U.S. Supreme Court on Monday denied a request from Texas to quickly close a $1.8 billion budget gap with Washington.
The Texas Republican Senate had sought to close the budget hole for taxpayers by June 30",January,Q1,23
