Tweets,Month,Quarter,sampling
"The timing of this leak is very bad for AWST. They were all set to have a big night at the Emmy's. This doesn't bode well for them!
The Democrats picked a bad time to smear our",January,Q1,37
"The Houston Police Department is investigating the death of a man who apparently fell from the third floor window of an apartment building near NRG Stadium.
The victim was identified as Richard ""Dick"" Conrad III by his girlfriend.
",January,Q1,37
"The following blog post, unless otherwise noted, was written by a member of Gamasutra and has not been reviewed or endorsed by the developer.
Treyarch has just announced that they will be releasing the highly anticipated ",January,Q1,37
"Morning Joe Host Mika Brzezinski Gave The Democrats A 'Fair Shot' During The Trump Administration.
Fox News is in tatters. They gave up too much. Their History is not Great. Nobody knows what",January,Q1,37
"Eddie Jones has appointed former England internationals Mark Sampson and Chris Wild to his coaching team. Sampson was the Head Coach at Leicester and Wild was the Head Coach at Areva.
...
The most important",January,Q1,37
The National Hockey League is a business and the Pittsburgh Penguins are a great example of this. The Penguins are building a new arena in the beautiful Commonwealth Square that will be among the most expensive in the NHL. The taxpayers of Pennsylvania,January,Q1,37
"A.G. Bill Barr said Monday that it was his ""great honor"" to have served our Nation — and that he is proud that so many Americans are ""going strong.""
B.O.!
All American",January,Q1,37
"The Trump Effect is not dead. Here are 5 ways it is just beginning.
1. The MSM is Fake News . The Dems have now gone so far Left that even Fake Journalism like the Boston Bombing is not enough",January,Q1,37
"This is a comment I made to a friend recently about the growing popularity of the word ""faggot"" and how it is a racial slur. I find it offensive. Is someone going to point out to me that if",January,Q1,37
"If you're like us, you're probably feeling a little down right frustrated right now.
We're here to help!
We are with you!
Great news everyone!
We are with you all of the way",January,Q1,37
The only reason Congress is even debating the Fiscal Cliff is to gut the PATRIOT Act. If they did that they would be dead within a week. The PATRIOT Act is stronger than ever &amp; better than,January,Q1,37
Founded in 1955 by Dwight D. Eisenhower this highly respected company is widely regarded as one of the most successful and successful in the world. We have been with the U.S. military and National Guard for many years.,January,Q1,37
"There is no chance that Steve Bannon will be let go from the White House. He is a lowlife who should be shot. His career is over!
If a country is so totally run by and for the Establishment it",January,Q1,37
"This is not a joke.

Is this a joke?

Why would the media give this guy a break. He is really good!

Just sent out an alert to my fellow citizens in California who may",January,Q1,37
Summary: While the FBI and other agencies are still trying to make sense of the shocking terrorist attack in San Bernardino California a few weeks ago the Obama Administration went to great lengths to render the public completely ignorant about the details of the,January,Q1,37
"Dear Reader, As you can imagine, more people are reading The Jerusalem Post than ever before. Nevertheless, traditional business models are no longer sustainable and high-quality publications that are being forced to look to the web for their services",January,Q1,37
"Getty Images

The Falcons are desperate to get back to the field.

Coach Dan Quinn said after Sunday's win over the Lions that running back Devonta Freeman will play in Thursday night's home game against the",January,Q1,37
"Happy Birthday, Johnny Football!
The establishment are trying to figure out how the Democrat Party can possibly function with a massive and active Republican Party. The Dems are doing just fine. As long as the Republicans are out there fighting",January,Q1,37
"The only way to beat Trump is with us #MAGA!


So true. Thank you @SenWarren!


So true. Thank you @SenWarren!


Wow. This is a BIG deal.",January,Q1,37
The United States will not be cowed by China's brazen disregard for the United Nations Charter and for the rule of law. We will insist that China end its unlawful suppression of the independent press and criminal enterprise and that repressive regimes,January,Q1,37
"The United States has lost two warplanes that it had been using in Yemen to support Saudi Arabia bombing rebels who are fighting the Saudi-led coalition.
Yemenis say more than 750 people have been killed in what the",January,Q1,37
"We should all be so lucky!
I will never forget the first time I saw one. It was on one of those Saturday morning shows and we were talking about politics. The host asked me what I thought of this pic",January,Q1,37
"The Cleveland Indians have signed right-hander Nathan Eovaldi to a minor league contract, the team announced.
Eovaldi, 23, is 6-8 with a 4.93 earned-run average and 203 strikeouts",January,Q1,37
"Michael Moore in New Hampshire (@GOPon12) is a loser! He lied &amp; tried to make up facts on my film &amp; the American people. He lost big.
.@FoxNews is BAD",January,Q1,37
"SOUTH BEND, Ind. (AP) — A judge in Indiana has ruled that a law barring abortion after 20 weeks of pregnancy — the legal cutoff for most cases in the U.S. — is a violation",January,Q1,37
My husband and I just celebrated our 19th wedding anniversary. Today was a very special day. My husband and I are enjoying a great time in our home state of Utah. We are so blessed to have had so much support,January,Q1,37
"Thanks to hopefully the largest ever donation from a foreign government (US$5.9 billion), the University of Queensland has been awarded $5.8 million to help it keep pace with the rest of Australia's universities in a",January,Q1,37
"Really? They didn’t want your money?
WOW! Thank you!
Thank you!
Thank you!
Thank you!
This is the man that just compared me to the late great Senator Prescott",January,Q1,37
"The Secretary of Defense may release limited information relating to United States military operations overseas to allow the public to make an informed decision regarding U.S. military operations.
This is not the time to politicize an already challenging situation",January,Q1,37
"Pennsylvania law does not allow concealed carry permits to be issued to felons or people on the no-fly list. I was elected to end those abuses and I have.
No matter who you are or what you do",January,Q1,37
"In the wake of recent events in Charlottesville, Virginia, there has been a surge in hate crimes and violence against individuals on the political left. These incidents amount to a new low in the uncivilization of our great nation and",January,Q1,37
A new survey from the Public Religion Research Institute shows that supporters of Sen. Bernie Sanders Bernard (Bernie) SandersPoll: Gillum leads Trump by 5 points in Florida governor race Sanders calls on FBI to investigate Tyson testimony Sanders:,January,Q1,37
"It's only been five years since the Iraq War started, but it's already the biggest foreign military intervention in US history. In the meantime, President Trump has made US troops much bigger and more powerful than ever before. And",January,Q1,37
"Powerful strong winds are sweeping through the area.
Worst Hurricane to hit Texas in 145 years. Storm surge is over 100 feet. .@foxandfriends
The Democrats talked a good game on Election Day about standing",January,Q1,37
Governor Walker and I have made important investments in Wisconsin. These investments are paying off in the form of economic growth and job creation. The number of people working in Wisconsin has more than doubled since I took office. Millions of,January,Q1,37
"The FBI is investigating the leak of classified information to the media by the President of the United States. The United States strongly condemns this abuse of power. It is a crime!
The FBI and Department of Justice are looking at",January,Q1,37
I don't even know where to begin with this article. I mean honestly I am just speechless. If the mainstream media really want to cover this story they should not be following the Democrat line of stopping coverage when the Democrat,January,Q1,37
In the first week of January 2017 we saw the largest single-day increase in homicides in American history. More than 50 people die in the first 5 days of January than were killed all of 2016. The FBI and local law,January,Q1,37
"The son of a former FBI director is calling for an independent prosecutor in the Russia investigation.
""I am so sick and tired of Democrats putting out statements saying there is no case. There is a case. A man a",January,Q1,37
"The New York Times editorial board today blasted the Trump administration for not doing more to stop Iran from developing a nuclear weapons weapon.
""The United States cannot permit Iran to acquire a nuclear weapons capability. The international community must do",January,Q1,37
"Only a fool would vote for Jim Mattis because he is a boor who will destroy U.S. standing in the world. He rips up the Iran Deal!
Just released the personal and financial for each member of",January,Q1,37
"Meanwhile, the Obama Administration is using the IRS to punish Tea Party groups for not supporting the President's efforts to reform the nation's tax code.
A.G. Jeff Sessions recused himself from the Russia Case because he",January,Q1,37
