Tweets,Month,Quarter,sampling
"It's all about the party!
What a wonderful guy, what a great job he's doing for our Country. He is so smart!
What an incredible guy!
This picture was taken by a totally innocent person",January,Q1,29
"This is a rush transcript. Copy may not be in its final form.

AMY GOODMAN: As you head to the White House tomorrow for a White House news conference and more, we turn now to the Senate Judiciary Committee",January,Q1,29
"›› Obama's 'Boots on the Ground' Policy?
›› Obama Develops New Policy to Combat Drug Addiction and Violent Crime. Will it Work?
Biden will do more for the",January,Q1,29
I am proud to be joining Senator Cory Booker of New Jersey who is doing an incredible job for New Jersey. Yesterday he joined me in welcoming President Trump to New Jersey. We are doing a tremendous job on the border and keeping,January,Q1,29
"While Stephen Colbert was on The Late Show with Stephen Colbert this morning, President Trump and his White House team are being threatened with a lawsuit for spreading the word about the horrible crime in Minneapolis yesterday that was committed by a Somali immigrant",January,Q1,29
"After months of relative quiet, China's stockmarket has brought record-breaking wealth for a small country like China. YTD GDP in China is way up over last year when it was $26.6 Trillion. This",January,Q1,29
This is the message I want to send to all Americans. I have done more for the African American community in my life than any President or President candidate in history and that is with passion and action. Together we are going to,January,Q1,29
"In this post I want to provide some statistics about the problems that have been caused by the recent drought.


First I want to thank Gov. @SteveCalmes of Mississippi for his leadership on the Great Drought.",January,Q1,29
"In his new book, The China Hoax: How Economic Hardship Threatens Our Future, President Trump reveals the lies and distortions that got us into this mess in the first place.
What a terrible book. What",January,Q1,29
"Pursuant to the authority vested in me as President by the people of Wisconsin these numbers are a disgrace:

...Army Recruiting: 9,000 more than last year

Pennsylvania: The real winner!",January,Q1,29
"Become a Member today!
The Republican Party should not allow itself to be dominated by fringe elements, such as the Drudge Report, Fox News and others. Together we can defeat the great HealthCareCareCareCarecare",January,Q1,29
"In an interview with The Hollywood Reporter today, Netflix CEO Reed Hastings said he expects the company to break even in 2017 or 2018 as it continues to grow. He said he expects the company to be in the black by 2022.",January,Q1,29
"The Republican Party will not prevent any Democrat from winning the White House in 2016. The Democrats will not let that happen. If they did the Trump Presidency would be over long before it begins!
Congratulations to @FoxNews for",January,Q1,29
I have been following the story of the former Secretary of State Hillary Clinton for some time. She lied under oath to Congress many times about her private email server. She was very disloyal and had no business serving as Secretary of,January,Q1,29
"Opinion writer

(CNSNews.com) - The combined economic output of the United States and Canada would exceed that of Korea and Japan combined if China and India were to take the place of Japan as the",January,Q1,29
"I like the idea. I am interested in hearing the details.
Thank you!
Thank you!
Thank you!
Thank you!
Thank you!
Thank you!
THANK YOU!
THANK",January,Q1,29
"The Football Association has confirmed the suspension of England Under-21 defender Tom Heathcote for his red card in their 2-0 defeat to Mali.
Tom Heathcote, who has made 19 appearances for the England Under",January,Q1,29
"The UESPWiki – Your source for The Elder Scrolls since 1995

The Battle of Falkreath is one of the many bloody battles that occurred during the Third Era. The battle was fought for the sake of the Empire",January,Q1,29
"Vermont Sen. Bernie Sanders has won the endorsement of more than half of the Democratic National Committee.
“Sanders has been our party's Party's Party's Party's Party's all year long.” @",January,Q1,29
"The Pied Piper of Dallas has come home to roost.
Mr. Trump is making great progress in NRG Arena.
The Dallas Mavericks have acquired the rights to a National Basketball League player. Will be a great",January,Q1,29
