Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
WATCH LIVE: Governor Ron DeSantis Makes a Major Announcement in Juno Beach,98,2020-06-30 18:13:11,Periscope,541,130,GovRonDeSantis,1278028826765713408,,1058807868,False,https://t.co/yj68SafDa1,en,June,Q2
"Today I am making a major announcement in Juno Beach. Tune in at 2PM to the @floridachannel
 or .",120,2020-06-30 17:54:04,Twitter Web App,1065,264,GovRonDeSantis,1278024016389967872,,1058807868,False,https://t.co/vmF6ADSXqT,en,June,Q2
"As we move forward with our #SafeSmartStepbyStep Plan for Florida’s Recovery, I am confident we will overcome the adversities before us and emerge stronger than before. For more information on the Fiscal Year 2020-21 Budget, click here - .",286,2020-06-29 23:07:24,Twitter Web App,436,84,GovRonDeSantis,1277740479149494273,1058807868.0,1058807868,False,https://t.co/AVMnjoXLhj,en,June,Q2
"Despite the #COVID19 pandemic, Florida continues to maintain strong reserves in the 2020-21 budget, totaling $6.3 billion. This includes the $1 billion in vetoes as well as reversions of $781 million from FY 2019-20.",216,2020-06-29 23:07:23,Twitter Web App,599,91,GovRonDeSantis,1277740478105112576,1058807868.0,1058807868,False,,en,June,Q2
"The budget includes $6M to make FL’s correctional facilities safer, including $3M for security equipment. It also provides important funding for pay increases for correctional officers.",185,2020-06-29 23:05:20,Twitter Web App,385,62,GovRonDeSantis,1277739958497935360,1058807868.0,1058807868,False,,en,June,Q2
Florida's budget continues to make necessary investments in public safety. The budget includes $2.3M to implement the first Statewide Behavioral Threat Assessment strategy in the country and more than $8.1M to expand and enhance Florida’s crime databases.,279,2020-06-29 23:05:19,Twitter Web App,288,48,GovRonDeSantis,1277739957185056770,1058807868.0,1058807868,False,https://t.co/C2lJ6ED04f,en,June,Q2
We are committed to ensuring the legal rights of Florida’s elderly population are protected and included $8.7 million in funding to support the Office of Public and Professional Guardianship in the 2020-21 budget.,213,2020-06-29 23:03:28,Twitter Web App,217,39,GovRonDeSantis,1277739490719805440,1058807868.0,1058807868,False,,en,June,Q2
"The health and well-being of all Floridians is paramount. The state budget provides $117.6M in funding for children &amp; families who receive services through FL’s child welfare system, including $53M for major reforms to enhance accountability.",246,2020-06-29 23:03:28,Twitter Web App,116,19,GovRonDeSantis,1277739489734152197,1058807868.0,1058807868,False,,en,June,Q2
"We are mindful that 2020 is an election year and the budget provides $10 million for state-level election oversight activities, with a focus on cybersecurity enhancements to Florida’s election system.",200,2020-06-29 23:02:14,Twitter Web App,162,26,GovRonDeSantis,1277739179972210688,1058807868.0,1058807868,False,,en,June,Q2
"Florida's 2020-21 budget includes $1.3 billion in federal and state funding for communities to respond to, recover from, and mitigate against major disasters or emergencies.",197,2020-06-29 23:01:07,Twitter Web App,150,26,GovRonDeSantis,1277738897536155649,1058807868.0,1058807868,False,https://t.co/38mkkO1keT,en,June,Q2
"Despite #COVID19, we remain focused on investing in FL's transportation infrastructure:
✅$9.2B for the State Transportation Work Program
✅$2.5B for highway construction
✅$400.5M for aviation improvements
✅$885.5M for rail/transit projects 
✅$236.4M for safety initiatives",295,2020-06-29 23:00:07,Twitter Web App,157,28,GovRonDeSantis,1277738648679723011,1058807868.0,1058807868,False,https://t.co/o07G7G28lf,en,June,Q2
"The 2020-21 budget includes:
✅More than $322M for Everglades restoration 
✅$50M for springs restoration
✅$160M for targeted water quality improvements
✅$40M for alternative water supply
✅$25M to combat harmful algal blooms &amp; red tide
✅$100M for Florida Forever",264,2020-06-29 22:58:51,Twitter Web App,198,37,GovRonDeSantis,1277738330969513986,1058807868.0,1058807868,False,,en,June,Q2
"With this budget, we are more than halfway to our goal of securing $2.5 billion for Florida’s environment. For the second fiscal year in a row, we have secured more than $625 million for Everglades restoration &amp; the protection of water resources.",274,2020-06-29 22:58:00,Twitter Web App,190,37,GovRonDeSantis,1277738115189354496,1058807868.0,1058807868,False,https://t.co/TrtWtTsIow,en,June,Q2
I am proud that Florida's FY 2020-21 budget provides an increase of $18.9 million for Florida’s Historically Black Colleges and Universities.,165,2020-06-29 22:55:48,Twitter Web App,205,52,GovRonDeSantis,1277737561298022401,1058807868.0,1058807868,False,https://t.co/3xdAm8aohq,en,June,Q2
"To continue building on the success of Florida’s higher education system, the budget includes historic state operating funding for the Florida College System and State University System at $1.3 billion and $2.7 billion respectively. It does not include any tuition increases.",275,2020-06-29 22:53:50,Twitter Web App,177,36,GovRonDeSantis,1277737067993276423,1058807868.0,1058807868,False,,en,June,Q2
"Florida's K-12 education budget for the upcoming fiscal year includes record per student funding of $7,793, an increase of current year spending by $137 per student.",165,2020-06-29 22:52:46,Twitter Web App,194,38,GovRonDeSantis,1277736799545278464,1058807868.0,1058807868,False,,en,June,Q2
Last year I vowed to make 2020 the “Year of the Teacher” and I'm proud to follow through on that promise. The budget includes $500M to raise the minimum K-12 teacher salary into the nation's Top 5 &amp; increase salaries for veteran teachers &amp; other eligible personnel.,297,2020-06-29 22:51:53,Twitter Web App,249,41,GovRonDeSantis,1277736574919364609,1058807868.0,1058807868,False,https://t.co/ibsqBBHrA5,en,June,Q2
