Tweets,Month,Quarter,sampling,TweetsTokenized
"Kevin and Ken are back with the latest chapter in the long running saga of the Whitey Bulger Serial Killer. Free View in iTunes
This episode of ""Justice with Judge Jeanine"" we are joined by Richard Griffin of",January,Q1,11,"['kevin', 'ken', 'latest', 'chapter', 'running', 'saga', 'whitey', 'bulger', 'serial', 'killer', 'free', 'view', 'itunesthis', 'episode', 'justice', 'judge', 'jeanine', 'joined', 'richard', 'griffin']"
Both sides in the Ukraine Crisis need to give serious consideration to withdrawing their forces and their equipment quickly. The United States and our European allies need to get moving quickly in order to defeat this new threat. Neither side should make a,January,Q1,11,"['sides', 'ukraine', 'crisis', 'give', 'serious', 'consideration', 'withdrawing', 'forces', 'equipment', 'quickly', 'united', 'states', 'european', 'allies', 'moving', 'quickly', 'order', 'defeat', 'new', 'threat', 'neither', 'side']"
"Some of you will remember our guest last night who was distraught over the fact that President Trump was refusing to release his very important tax returns.
This was the guy who a year and a half ago was willing to go to",January,Q1,11,"['remember', 'guest', 'night', 'distraught', 'fact', 'president', 'trump', 'refusing', 'release', 'important', 'tax', 'returnsthis', 'guy', 'year', 'half', 'willing']"
"The Oregonian/OregonLive poll of Likely Democratic Primary Voters finds Bernie Sanders leading Hillary Clinton 49%-41% in an interesting reversal of fortune for the Democratic race after the former Secretary of State's disastrous debate performance.
FBI",January,Q1,11,"['oregonianoregonlive', 'poll', 'likely', 'democratic', 'primary', 'voters', 'finds', 'bernie', 'sanders', 'leading', 'hillary', 'clinton', '4941', 'interesting', 'reversal', 'fortune', 'democratic', 'race', 'former', 'secretary', 'states', 'disastrous', 'debate', 'performancefbi']"
"The Department of Justice (DOJ) is now claiming that the Trump campaign colluded with Russia during the 2016 election in order to win the support of the American people.
The DoJ statement is a complete and total betrayal",January,Q1,11,"['department', 'justice', 'doj', 'claiming', 'trump', 'campaign', 'colluded', 'russia', '2016', 'election', 'order', 'win', 'support', 'american', 'peoplethe', 'doj', 'statement', 'complete', 'betrayal']"
"The United States is prepared to use every tool at our disposal to assist Ukraine in its efforts to achieve peace and stability,"" State Department Spokeswoman Marie Harf said.
VIOLENCE AGAINST TRUMP SUPPORTER IN",January,Q1,11,"['united', 'states', 'prepared', 'use', 'tool', 'disposal', 'assist', 'ukraine', 'efforts', 'achieve', 'peace', 'stability', 'state', 'department', 'spokeswoman', 'marie', 'harf', 'saidviolence', 'trump', 'supporter']"
"The University of Oklahoma will become the first in the nation to offer a master's degree in terrorism studies through the Department of Homeland Security.
....

The Republican controlled House is now working on the CHEMICALS PR",January,Q1,11,"['university', 'oklahoma', 'become', 'nation', 'offer', 'masters', 'degree', 'terrorism', 'studies', 'department', 'homeland', 'securitythe', 'republican', 'controlled', 'house', 'working', 'chemicals', 'pr']"
"From Bulbapedia, the community-driven Pokémon encyclopedia.

These are the official names used by the Pokémon Company in Japan.

Japanese Name シサンダー  サザード English Name",January,Q1,11,"['bulbapedia', 'communitydriven', 'pokémon', 'encyclopediathese', 'official', 'names', 'used', 'pokémon', 'company', 'japanjapanese', 'name', 'english', 'name']"
"What is it?
The Testosterone Replacement Therapy (TRT) Trial is a clinical trial designed to evaluate the safety of the FDA-approved treatment of male pattern hair loss (MFNBL). The Trial is recruiting men",January,Q1,11,"['itthe', 'testosterone', 'replacement', 'therapy', 'trt', 'trial', 'clinical', 'trial', 'designed', 'evaluate', 'safety', 'fdaapproved', 'treatment', 'male', 'pattern', 'hair', 'loss', 'mfnbl', 'trial', 'recruiting', 'men']"
"In a recent interview with New York Times columnist Thomas Friedman, President Trump said of the U.S. trade deficit: ""If you look at the numbers, we have one of the greatest trade surpluses in the World",January,Q1,11,"['recent', 'interview', 'new', 'york', 'times', 'columnist', 'thomas', 'friedman', 'president', 'trump', 'trade', 'deficit', 'numbers', 'greatest', 'trade', 'surpluses', 'world']"
"President Trump has a history of attacking the media. He thinks they are crooked (they are), and that they do not give him what he wants. He knows full well that Fake News – including the totally biased &amp;",January,Q1,11,"['president', 'trump', 'history', 'attacking', 'media', 'thinks', 'crooked', 'give', 'wants', 'knows', 'full', 'fake', 'news', 'totally', 'biased']"
"Sign up to get the best of Philly, every day!
I am so proud of my Administration for the way we are handling the scandal with @NancyFederico &amp; @GovHuckabee. I",January,Q1,11,"['sign', 'best', 'philly', 'dayi', 'proud', 'administration', 'handling', 'scandal', '@nancyfederico', '@govhuckabee']"
"You can't have it both ways.


The Democrats are clearly trying to destroy Mueller and the great investigation they are conducting. They are also trying to save face by saying they had nothing to do with the decision to fire",January,Q1,11,"['cant', 'waysthe', 'democrats', 'clearly', 'trying', 'destroy', 'mueller', 'great', 'investigation', 'conducting', 'trying', 'save', 'face', 'saying', 'nothing', 'decision', 'fire']"
"This article is about a/an episode in Power Rangers history.

Power Rangers Dino Thunder!

The Power Rangers have always been about love, family and stopping crime. Today we celebrate the life of our friend and",January,Q1,11,"['article', 'aan', 'episode', 'power', 'rangers', 'historypower', 'rangers', 'dino', 'thunderthe', 'power', 'rangers', 'love', 'family', 'stopping', 'crime', 'celebrate', 'life', 'friend']"
"Republican presidential candidate Donald J. Trump speaks to reporters in the Roosevelt Room of the White House following a news conference on Capitol Hill in Washington, U.S., September 25, 2016. REUTERS/Jonathan Ernst

Republican presidential",January,Q1,11,"['republican', 'presidential', 'candidate', 'donald', 'j', 'trump', 'speaks', 'reporters', 'roosevelt', 'room', 'white', 'house', 'following', 'news', 'conference', 'capitol', 'hill', 'washington', 'september', '25', '2016', 'reutersjonathan', 'ernstrepublican', 'presidential']"
The United States House of Representatives has passed H.R. 4137. It protects children from predatory payday lenders by ending the ability of the Federal Deposit Insurance Corporation (FDIC) to step in and bail out companies that,January,Q1,11,"['united', 'states', 'house', 'representatives', 'passed', 'hr', '4137', 'protects', 'children', 'predatory', 'payday', 'lenders', 'ending', 'ability', 'federal', 'deposit', 'insurance', 'corporation', 'fdic', 'step', 'bail', 'companies']"
"The FBI and the Department of Justice are investigating whether any members of the Trump campaign colluded with Russia in the 2016 presidential election.
What a coincidence!
Thank you to @GovJohnLewis for a truly outstanding performance yesterday",January,Q1,11,"['fbi', 'department', 'justice', 'investigating', 'whether', 'members', 'trump', 'campaign', 'colluded', 'russia', '2016', 'presidential', 'electionwhat', 'coincidencethank', '@govjohnlewis', 'truly', 'outstanding', 'performance', 'yesterday']"
The Wounded Knee Foundation is proud to announce the nomination of Dr. Jennifer Lieberman-Bennett as Executive Director of the Wounded Knee Foundation. As Executive Director of the Wounded Knee Foundation Dr. Lieberman-,January,Q1,11,"['wounded', 'knee', 'foundation', 'proud', 'announce', 'nomination', 'dr', 'jennifer', 'liebermanbennett', 'executive', 'director', 'wounded', 'knee', 'foundation', 'executive', 'director', 'wounded', 'knee', 'foundation', 'dr', 'lieberman']"
"The federal government should immediately halt the abuses and crimes committed against the people of the United States.
The United States must now act quickly to eliminate the Impeachment Hoax.
This investigation must be quickly and thoroughly handled",January,Q1,11,"['federal', 'government', 'immediately', 'halt', 'abuses', 'crimes', 'committed', 'people', 'united', 'statesthe', 'united', 'states', 'act', 'quickly', 'eliminate', 'impeachment', 'hoaxthis', 'investigation', 'quickly', 'thoroughly', 'handled']"
"Mark Zuckerberg's wife Priscilla Chan is being investigated on allegations she has accepted money from a foreign government.
Mark Zuckerberg (and many others) feel that the United States should not be buying things from other countries. They",January,Q1,11,"['mark', 'zuckerbergs', 'wife', 'priscilla', 'chan', 'investigated', 'allegations', 'accepted', 'money', 'foreign', 'governmentmark', 'zuckerberg', 'feel', 'united', 'states', 'buying', 'countries']"
"Because I'm not the head of a country. I'm the head of an independent country. That means I'm above the law!
Nobody in their right mind would suggest that @FCC should be considering the idea of",January,Q1,11,"['head', 'country', 'head', 'independent', 'country', 'means', 'lawnobody', 'mind', 'suggest', '@fcc', 'considering', 'idea']"
"This is a rush transcript. Copy may not be in its final form.

AMY GOODMAN: As we continue our four-day celebration of LGBT History Month we turn now to another important milestone in the fight for civil and",January,Q1,11,"['rush', 'transcript', 'copy', 'may', 'final', 'formamy', 'goodman', 'continue', 'fourday', 'celebration', 'lgbt', 'history', 'month', 'turn', 'another', 'important', 'milestone', 'fight', 'civil']"
"Will the Senate do its job and vote on the Cybersecurity Enhancement Act of 2017? The American people strongly support our #CyberSecurityMatter and our strong approach to cyber threating.
We are working closely with other",January,Q1,11,"['senate', 'job', 'vote', 'cybersecurity', 'enhancement', 'act', '2017', 'american', 'people', 'strongly', 'support', '#cybersecuritymatter', 'strong', 'approach', 'cyber', 'threatingwe', 'working', 'closely']"
The first thing that struck me about President Trump was his nonchalance. He is not even trying to hide it. He is like a super human being. He can do virtually anything he sets his mind to. He is,January,Q1,11,"['thing', 'struck', 'president', 'trump', 'nonchalance', 'trying', 'hide', 'super', 'human', 'virtually', 'anything', 'sets', 'mind']"
"If you're not able to participate in the program because of medical reasons then please let me know and I will reschedule you for a later date. Thank you!

Thank you!

Wow! Thank you",January,Q1,11,"['able', 'participate', 'program', 'medical', 'reasons', 'please', 'reschedule', 'later', 'date', 'thank', 'youthank', 'youwow', 'thank']"
"I get asked this question all the time by many of our friends and supporters in Mexico. It is a fair question and one that we are now getting tons of. I will try to answer as best as I can.

",January,Q1,11,"['asked', 'question', 'friends', 'supporters', 'mexico', 'fair', 'question', 'tons', 'try', 'answer', 'best']"
"We are watching you. #MAGA

Thank you @DanEdving @SenThomTillis and @RepThomDobbs! #KA13
We are honored to have you as our friend and supporter",January,Q1,11,"['watching', '#magathank', '@danedving', '@senthomtillis', '@repthomdobbs', '#ka13we', 'honored', 'friend', 'supporter']"
"The Raiders have done an amazing job of building a strong foundation. Today I want to wish the family and friends of our great Jeff Davidson all of the very happy birthday. We love you Jeff!
The Raiders organization is an",January,Q1,11,"['raiders', 'amazing', 'job', 'building', 'strong', 'foundation', 'wish', 'family', 'friends', 'great', 'jeff', 'davidson', 'happy', 'birthday', 'love', 'jeffthe', 'raiders', 'organization']"
"The latest example of the corrupting influence of money in politics has gotten even uglier.
Reince Priebus is a failure. He fumbled the biggest political call in history. The Fake News doesn’t like",January,Q1,11,"['latest', 'example', 'corrupting', 'influence', 'money', 'politics', 'gotten', 'uglierreince', 'priebus', 'failure', 'fumbled', 'biggest', 'political', 'call', 'history', 'fake', 'news']"
