Tweets,Month,Quarter,sampling,TweetsTokenized
"Democrats are trying to get their next election on the hottest ticket in a long time. Can they do it?
I always knew the great people of Arizona are incredible! Thank you!
The Democrats always come back for more",January,Q1,30,"['democrats', 'trying', 'next', 'election', 'hottest', 'ticket', 'iti', 'great', 'people', 'arizona', 'incredible', 'thank', 'youthe', 'democrats']"
"USA TODAY Sports

We've all been there before.
A man comes home from work with a hamburger and fries sandwich. He goes to work and when he comes back he has nothing left. What should have been",January,Q1,30,"['usa', 'sportsweve', 'beforea', 'man', 'comes', 'home', 'work', 'hamburger', 'fries', 'sandwich', 'goes', 'work', 'comes', 'nothing', 'left']"
The federal government needs to catch up on the rapid growth in prescription drugs and medical device sales. The U.S. has the highest prescription drug consumption rate in the world. We are also number one in the developed world in,January,Q1,30,"['federal', 'government', 'needs', 'catch', 'rapid', 'growth', 'prescription', 'drugs', 'medical', 'device', 'sales', 'highest', 'prescription', 'drug', 'consumption', 'rate', 'world', 'number', 'developed', 'world']"
Pompey FC's Kieron Prince has completed his move to League One Wycombe Wanderers. The 20 year-old scored twice as the Canaries beat MK Dons 2-1. He will wear the number,January,Q1,30,"['pompey', 'fcs', 'kieron', 'prince', 'completed', 'move', 'league', 'wycombe', 'wanderers', '20', 'yearold', 'scored', 'twice', 'canaries', 'beat', 'mk', 'dons', '21', 'wear', 'number']"
"MOSCOW (Reuters) - Russia said on Tuesday it was willing to resume direct talks with the United States on its Syria policy if Washington would drop its support for Islamist rebels.
U.S. President Donald Trump",January,Q1,30,"['moscow', 'reuters', 'russia', 'tuesday', 'willing', 'resume', 'direct', 'talks', 'united', 'states', 'syria', 'policy', 'washington', 'drop', 'support', 'islamist', 'rebelsus', 'president', 'donald', 'trump']"
"The Constitutionality of the President Using the Military to Deny Entry of Dangerous Aliens

The citizens of the United States demand LEGAL status for their Border Patrol Agents! #MAGA
The Radical Left Do Nothing Democrats are",January,Q1,30,"['constitutionality', 'president', 'using', 'military', 'deny', 'entry', 'dangerous', 'aliensthe', 'citizens', 'united', 'states', 'demand', 'legal', 'status', 'border', 'patrol', 'agents', '#magathe', 'radical', 'left', 'nothing', 'democrats']"
"The Mayor of Seattle is suggesting that the federal government cover the cost of the wall he wants built to keep out illegal aliens.
SOCIAL MEDIA SPEEDY 9:25 A.M. ET THIS MORNING",January,Q1,30,"['mayor', 'seattle', 'suggesting', 'federal', 'government', 'cover', 'cost', 'wall', 'wants', 'built', 'illegal', 'alienssocial', 'media', 'speedy', '925', 'et', 'morning']"
The Board of Education of the City of Syracuse has recently adopted a new policy that clearly states that any student who witnesses or participates in any sort of criminal act and/or act of civil disobedience will be arrested and prosecuted by the,January,Q1,30,"['board', 'education', 'city', 'syracuse', 'recently', 'adopted', 'new', 'policy', 'clearly', 'states', 'student', 'witnesses', 'participates', 'sort', 'criminal', 'act', 'andor', 'act', 'civil', 'disobedience', 'arrested', 'prosecuted']"
"ACLU Files Lawsuit on SB 1062 California's controversial ""religious freedom"" bill is being challenged in federal court. The U.S. 6th Circuit Court of Appeals has now ruled that the law is unconstitutional. The",January,Q1,30,"['aclu', 'files', 'lawsuit', 'sb', '1062', 'californias', 'controversial', 'religious', 'freedom', 'bill', 'challenged', 'federal', 'court', '6th', 'circuit', 'court', 'appeals', 'ruled', 'law', 'unconstitutional']"
Dan Graziano is one of the most respected reporters in America. He is a recipient of the Presidential Citizens Against Corruption Award for his reporting on the Coronavirus and the Pandemic. Dan has also written critically on,January,Q1,30,"['dan', 'graziano', 'respected', 'reporters', 'america', 'recipient', 'presidential', 'citizens', 'corruption', 'award', 'reporting', 'coronavirus', 'pandemic', 'dan', 'written', 'critically']"
"I'm not sure what you're talking about. Everybody knows who I am and what I stand for. Honestly I would be so proud to have you all here. Together we are stronger than ever before!
.@j",January,Q1,30,"['talking', 'everybody', 'knows', 'stand', 'honestly', 'proud', 'together', 'stronger', 'before@j']"
Our country has actually been in deep debt and has low growth for decades. By not increasing the debt limit Congress not only made ourselves look weak and weak but made our enemies look even stronger. They will NEVER be allowed to get,January,Q1,30,"['country', 'actually', 'deep', 'debt', 'low', 'growth', 'decades', 'increasing', 'debt', 'limit', 'congress', 'weak', 'weak', 'enemies', 'stronger', 'allowed']"
"The Air Force has just created an Airman Transition Team. This is a great initiative by Air Force to help those who may not have had one. They will help you find your place in the Air Force.
So good",January,Q1,30,"['air', 'force', 'created', 'airman', 'transition', 'team', 'great', 'initiative', 'air', 'force', 'help', 'may', 'help', 'find', 'place', 'air', 'forceso', 'good']"
"A young man from Mississippi was recently shot and killed by police. The protests are incredibly wrong and going nowhere. The President should move quickly and strongly condemn this attack on a peaceful citizen.
WOW! @CharlesFlory",January,Q1,30,"['young', 'man', 'mississippi', 'recently', 'shot', 'killed', 'police', 'protests', 'incredibly', 'wrong', 'nowhere', 'president', 'move', 'quickly', 'strongly', 'condemn', 'attack', 'peaceful', 'citizenwow', '@charlesflory']"
"Chinatown in Portland, Ore. (KGW) The Portland Police Bureau needs to implement a new policy for dealing with the looters and rioters who destroy businesses and innocent lives in the area of the upcoming Presidential In",January,Q1,30,"['chinatown', 'portland', 'ore', 'kgw', 'portland', 'police', 'bureau', 'needs', 'implement', 'new', 'policy', 'dealing', 'looters', 'rioters', 'destroy', 'businesses', 'innocent', 'lives', 'area', 'upcoming', 'presidential']"
"Welcome to

The Good Doctor

We are so grateful to all of our wonderful Partners at:
SmithKline Beecham Aus Maritimes Molten Salt Copper (MSDCP).
We are honored",January,Q1,30,"['welcome', 'tothe', 'good', 'doctorwe', 'grateful', 'wonderful', 'partners', 'atsmithkline', 'beecham', 'aus', 'maritimes', 'molten', 'salt', 'copper', 'msdcpwe', 'honored']"
"It's been almost two weeks since the tragic shooting at Sandy Hook Elementary School in Connecticut, and with good reason. The carnage that could have been prevented has already occurred. Though we have done everything within our power to hold those",January,Q1,30,"['almost', 'weeks', 'tragic', 'shooting', 'sandy', 'hook', 'elementary', 'school', 'connecticut', 'good', 'reason', 'carnage', 'could', 'prevented', 'occurred', 'though', 'within', 'power', 'hold']"
"Yes. I really mean it.
The greatest threat to America and the World is the Radical Islamic Terrorism that has recently struck again in the USA. It is a direct result of the Radical Islamic Terrorism that I have been dealing",January,Q1,30,"['yes', 'mean', 'itthe', 'greatest', 'threat', 'america', 'world', 'radical', 'islamic', 'terrorism', 'recently', 'struck', 'usa', 'direct', 'result', 'radical', 'islamic', 'terrorism', 'dealing']"
"It's not going to be pretty in DC.
Somebody please tell the Fake News that #CasesMovedFromCasesMovedTrustedToHandleTrafficStatistics are due to Better Law Enforcement. They are",January,Q1,30,"['pretty', 'dcsomebody', 'please', 'tell', 'fake', 'news', '#casesmovedfromcasesmovedtrustedtohandletrafficstatistics', 'due', 'law', 'enforcement']"
"Skip to comments.
Fake News Media: Trump Is 'Not Doing Fine' On Healthcare
Washington Examiner ^ | Jan 21 | 2017 | Alex Seitz-Wald
TOP SECRET MESSAGE: We are",January,Q1,30,"['skip', 'commentsfake', 'news', 'media', 'trump', 'fine', 'healthcarewashington', 'examiner', 'jan', '21', '2017', 'alex', 'seitzwaldtop', 'secret', 'message']"
"JACKSONVILLE, Fla. - A large shark was seen off Jacksonville Beach Saturday morning.
Nothing like a nice long swim in the ocean to make you question your sanity.
Wow! Biggest I've ever seen",January,Q1,30,"['jacksonville', 'fla', 'large', 'shark', 'seen', 'jacksonville', 'beach', 'saturday', 'morningnothing', 'nice', 'swim', 'ocean', 'question', 'sanitywow', 'biggest', 'ive', 'seen']"
"One of the most important questions of our time is: how did this happen?
Who is to blame?
I am so happy for the families of the 4 young men who have been tragically killed in the Line of Duty",January,Q1,30,"['important', 'questions', 'happenwho', 'blamei', 'happy', 'families', '4', 'young', 'men', 'tragically', 'killed', 'line', 'duty']"
