Tweets,Month,Quarter,sampling,TweetsTokenized
"It's official: Donald Trump is the most-watched man on television.
The 45th President of the United States is the most-watched human being on earth!
Great news! @FoxNews is doing",January,Q1,49,"['official', 'donald', 'trump', 'mostwatched', 'man', 'televisionthe', '45th', 'president', 'united', 'states', 'mostwatched', 'human', 'earthgreat', 'news', '@foxnews']"
"Schiff: FBI should investigate Kavanaugh 'for the obstruction of justice'
The FBI should investigate for the obstruction of justice by John Dowd who leaked my 'extremely privileged' and 'confidential' information to the news media",January,Q1,49,"['schiff', 'fbi', 'investigate', 'kavanaugh', 'obstruction', 'justicethe', 'fbi', 'investigate', 'obstruction', 'justice', 'john', 'dowd', 'leaked', 'extremely', 'privileged', 'confidential', 'information', 'news', 'media']"
"St. Louis County Police are investigating a shooting that left a man dead and two others injured on the city's West Side.
BREAKING: St. Louis County Police have confirmed that one person has been shot and killed and",January,Q1,49,"['st', 'louis', 'county', 'police', 'investigating', 'shooting', 'left', 'man', 'dead', 'injured', 'citys', 'west', 'sidebreaking', 'st', 'louis', 'county', 'police', 'confirmed', 'person', 'shot', 'killed']"
"DETROIT -- The Detroit Tigers are hopeful they'll be able to add another outfielder in a trade before the All-Star break.
It's still very early in the offseason and there's a lot of moving parts",January,Q1,49,"['detroit', 'detroit', 'tigers', 'hopeful', 'theyll', 'able', 'add', 'another', 'outfielder', 'trade', 'allstar', 'breakits', 'still', 'early', 'offseason', 'theres', 'lot', 'moving', 'parts']"
"An Austrian judge has ordered Facebook CEO Mark Zuckerberg and Twitter to hand over their ""tens of thousands"" of illegal Russian ads.
On Friday the US District Court for the District of Columbia in Washington DC rejected Zuckerberg's motion",January,Q1,49,"['austrian', 'judge', 'ordered', 'facebook', 'ceo', 'mark', 'zuckerberg', 'twitter', 'hand', 'tens', 'thousands', 'illegal', 'russian', 'adson', 'friday', 'district', 'court', 'district', 'columbia', 'washington', 'dc', 'rejected', 'zuckerbergs', 'motion']"
"Ikea are cutting their workforce by 2.5 Million with Sweden. This is good for the USA but bad for the many Swedish factories that rely on these good paying jobs.
The 1% want to sell us more",January,Q1,49,"['ikea', 'cutting', 'workforce', '25', 'million', 'sweden', 'good', 'usa', 'bad', 'swedish', 'factories', 'rely', 'good', 'paying', 'jobsthe', '1', 'sell']"
Something I've noticed about my readership is that they seem to have a great deal of passion and energy for the cause of the environment. I always thought that passion and energy were contagious and that it would spread far and wide,January,Q1,49,"['something', 'ive', 'noticed', 'readership', 'seem', 'great', 'deal', 'passion', 'energy', 'cause', 'environment', 'thought', 'passion', 'energy', 'contagious', 'spread', 'wide']"
"Auction Location:

Universite de Genova, Genova, Italy

CEA-Advisory: Violations of the Sherman Antitrust Act and the Federal Trade Commission

THE BID RE",January,Q1,49,"['auction', 'locationuniversite', 'de', 'genova', 'genova', 'italyceaadvisory', 'violations', 'sherman', 'antitrust', 'act', 'federal', 'trade', 'commissionthe', 'bid']"
The President of the United States is obsessed with Russia. His son-in-law Jared Kushner is being investigated for possible illegal campaign contributions. The Fake News Media is working overtime to make President Trump look bad. He is not,January,Q1,49,"['president', 'united', 'states', 'obsessed', 'russia', 'soninlaw', 'jared', 'kushner', 'investigated', 'possible', 'illegal', 'campaign', 'contributions', 'fake', 'news', 'media', 'working', 'overtime', 'president', 'trump', 'bad']"
"How to Make a Great Black Bean Salad
I love a good Black Bean Salad! It's so easy to make and it tastes so good! My family loves it.
So proud of Stony Brook University! They just",January,Q1,49,"['great', 'black', 'bean', 'saladi', 'love', 'good', 'black', 'bean', 'salad', 'easy', 'tastes', 'good', 'family', 'loves', 'itso', 'proud', 'stony', 'brook', 'university']"
"Thank you for supporting the journalism that our community needs!
...Now we must see that the most vulnerable among us are helped to thrive and that we do not let fear and division divide us into opposing camps.
The most",January,Q1,49,"['thank', 'supporting', 'journalism', 'community', 'needsnow', 'vulnerable', 'among', 'helped', 'thrive', 'fear', 'division', 'divide', 'opposing', 'campsthe']"
"Thank you for supporting the journalism that our community needs!
REPUBLICAN NOMINEE JEFF FEE: ""@FoxNews @realDonaldTrump is doing a great job helping the very @nytimes that was all he",January,Q1,49,"['thank', 'supporting', 'journalism', 'community', 'needsrepublican', 'nominee', 'jeff', 'fee', '@foxnews', '@realdonaldtrump', 'great', 'job', 'helping', '@nytimes']"
The Senate is expected to approve a $1.1-trillion tax cut bill on Wednesday. The House is expected to vote on the bill on Thursday and send it to the President for his signature. Here are 5 things,January,Q1,49,"['senate', 'expected', 'approve', '11trillion', 'tax', 'cut', 'bill', 'wednesday', 'house', 'expected', 'vote', 'bill', 'thursday', 'send', 'president', 'signature', '5']"
