Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
"Representation matters at every level, and I'm proud that our government will now better reflect the diverse identities of RIers. Although Pride Month is coming to an end, our work to support our LGBTQIA+ neighbors continues.",249,2020-06-30 21:03:51,TweetDeck,364,71,GovRaimondo,1278071777860689921,,240778059,False,https://t.co/4nUMIsyLoW,en,June,Q2,"['representation', 'matters', 'level', 'proud', 'government', 'reflect', 'diverse', 'identities', 'riers', 'although', 'pride', 'month', 'coming', 'end', 'work', 'support', 'lgbtqia', 'neighbors', 'continues']"
"Today, I’m happy to share that all the indicators we’re watching tell us it’s safe to move into Phase 3 tomorrow. Given what we’ve learned about the picture of this virus across the country in recent days, we’ve made some changes to what this phase will look like.",288,2020-06-29 20:10:57,TweetDeck,327,99,GovRaimondo,1277696075374243845,,240778059,False,https://t.co/lAC0HehDP3,en,June,Q2,"['happy', 'share', 'indicators', 'watching', 'tell', 'safe', 'move', 'phase', '3', 'tomorrow', 'given', 'learned', 'picture', 'virus', 'across', 'country', 'recent', 'days', 'changes', 'phase']"
"Mayor Paul Gaines was a trailblazer who had an unforgettable impact on our state. We’ll remember his leadership, his commitment to education, and his kindness. My thoughts and prayers are with his loved ones at this difficult time.",255,2020-06-26 23:52:02,Twitter for iPhone,82,17,GovRaimondo,1276664548976623616,,240778059,False,https://t.co/tv0o7mi0cw,en,June,Q2,"['mayor', 'paul', 'gaines', 'trailblazer', 'unforgettable', 'impact', 'state', 'remember', 'leadership', 'commitment', 'education', 'kindness', 'thoughts', 'prayers', 'loved', 'ones', 'difficult']"
"If your child is under 2 years old, or age 4, 11 or 16, and needs a vaccine, or if they have missed a child well visit or lead screen during the last several months, please call their doctor and make an appointment to be seen before they return to school.",255,2020-06-26 20:34:41,TweetDeck,99,27,GovRaimondo,1276614885791739904,,240778059,False,,en,June,Q2,"['child', '2', 'old', 'age', '4', '11', '16', 'needs', 'vaccine', 'missed', 'child', 'visit', 'lead', 'screen', 'several', 'months', 'please', 'call', 'doctor', 'appointment', 'seen', 'return', 'school']"
"I was also able to visit The District in Providence. They’ve set up a beautiful outdoor dining section in a parking lot across the street, and prominently display screening information and reminders about mask wearing and social distancing throughout the restaurant.",290,2020-06-26 20:18:06,TweetDeck,48,7,GovRaimondo,1276610709636419584,240778059.0,240778059,False,https://t.co/uQx1lMunqg,en,June,Q2,"['able', 'visit', 'district', 'providence', 'theyve', 'set', 'beautiful', 'outdoor', 'dining', 'section', 'parking', 'lot', 'across', 'street', 'prominently', 'display', 'screening', 'information', 'reminders', 'mask', 'wearing', 'social', 'distancing', 'throughout', 'restaurant']"
"Chi Kitchen in Pawtucket makes the most amazing kimchi, and they have one of the cleanest, most organized businesses I’ve ever seen. They've posted reopening information throughout their facility, and everyone entering their building has to fill out a screening form.",291,2020-06-26 20:16:15,TweetDeck,67,9,GovRaimondo,1276610243938697219,240778059.0,240778059,False,https://t.co/WJLdoavSID,en,June,Q2,"['chi', 'kitchen', 'pawtucket', 'makes', 'amazing', 'kimchi', 'cleanest', 'organized', 'businesses', 'ive', 'seen', 'theyve', 'posted', 'reopening', 'information', 'throughout', 'facility', 'everyone', 'entering', 'building', 'fill', 'screening', 'form']"
"I also visited White Dog Distilling in Pawtucket. A few months ago, they were manufacturing hand sanitizer but have now transitioned back to their core business. They’ve expanded their outdoor dining into their parking lot and have set up a smooth curbside pickup operation.",298,2020-06-26 20:08:57,TweetDeck,26,1,GovRaimondo,1276608408033075203,240778059.0,240778059,False,https://t.co/pUDPP1Ykee,en,June,Q2,"['visited', 'white', 'dog', 'distilling', 'pawtucket', 'months', 'manufacturing', 'hand', 'sanitizer', 'transitioned', 'core', 'business', 'theyve', 'expanded', 'outdoor', 'dining', 'parking', 'lot', 'set', 'smooth', 'curbside', 'pickup', 'operation']"
"Before returning to the office, every employee has to complete a COVID-19 training program. They also created their own hand sanitizer bottling operation in their campus gym.",198,2020-06-26 20:06:41,TweetDeck,21,1,GovRaimondo,1276607837490286597,240778059.0,240778059,False,https://t.co/D0MBaNxkJm,en,June,Q2,"['returning', 'office', 'employee', 'complete', 'covid19', 'training', 'program', 'created', 'hand', 'sanitizer', 'bottling', 'operation', 'campus', 'gym']"
"At Citizens Bank’s HQ in Johnston, markers on the floor designate 6 feet to ensure social distancing. They’ve set up outdoor dining for employees to eat lunch, reorganized communal work stations, and provided employees with their own hand sanitizer and cleaning supplies.",271,2020-06-26 20:05:58,TweetDeck,15,1,GovRaimondo,1276607656455737347,240778059.0,240778059,False,,en,June,Q2,"['citizens', 'banks', 'hq', 'johnston', 'markers', 'floor', 'designate', '6', 'feet', 'ensure', 'social', 'distancing', 'theyve', 'set', 'outdoor', 'dining', 'employees', 'eat', 'lunch', 'reorganized', 'communal', 'work', 'stations', 'provided', 'employees', 'hand', 'sanitizer', 'cleaning', 'supplies']"
"Yesterday, I had the opportunity to visit some businesses that have gone above and beyond to follow our rules and innovate during this crisis. I’m always proud of RI's business community, and I can’t begin to tell you how impressed I was with the creativity I saw yesterday.",274,2020-06-26 19:59:50,Twitter for iPhone,127,6,GovRaimondo,1276606113551613957,,240778059,False,,en,June,Q2,"['yesterday', 'opportunity', 'visit', 'businesses', 'gone', 'beyond', 'follow', 'rules', 'innovate', 'crisis', 'proud', 'ris', 'business', 'community', 'cant', 'begin', 'tell', 'impressed', 'creativity', 'saw', 'yesterday']"
