Tweets,Month,Quarter,sampling,TweetsTokenized
"In honor of International Women's Day, I am pleased to announce that the United States will triple its funding for the International Women's March. The Women's March on Washington will draw more than 39.5 million people to the",January,Q1,42,"['honor', 'international', 'womens', 'pleased', 'announce', 'united', 'states', 'triple', 'funding', 'international', 'womens', 'march', 'womens', 'march', 'washington', 'draw', '395', 'million', 'people']"
"Most Popular
4 A Woman Can Never Be Lame-Killed and Uber Doesn't Want That for You!
The amazing thing about this whole situation is that the FBI Director was forced to admit that the Dem Party was",January,Q1,42,"['popular4', 'woman', 'lamekilled', 'uber', 'youthe', 'amazing', 'thing', 'whole', 'situation', 'fbi', 'director', 'forced', 'admit', 'dem', 'party']"
"""On behalf of the people of New Hampshire I want to welcome Gov. Hassan to our State!"" said former Gov. John Sununu. ""He is a true leader who has done an incredible job for New Hampshire.",January,Q1,42,"['behalf', 'people', 'new', 'hampshire', 'welcome', 'gov', 'hassan', 'state', 'former', 'gov', 'john', 'sununu', 'leader', 'incredible', 'job', 'new', 'hampshire']"
This weekend I'm having a fundraiser at the home of a very special friend in Hattiesburg Mississippi. He and his wife own and operate a very cool nail salon so this will be a GREAT evening for great friends and loved,January,Q1,42,"['weekend', 'fundraiser', 'home', 'special', 'friend', 'hattiesburg', 'mississippi', 'wife', 'operate', 'cool', 'nail', 'salon', 'great', 'evening', 'great', 'friends', 'loved']"
The 2015 NFL Draft was a huge success for the Buffalo Bills and there are a lot of reasons for that. First and foremost was the selection of Sammy Watkins who is a player that will definitely improve our offense and bring a little,January,Q1,42,"['2015', 'nfl', 'draft', 'huge', 'success', 'buffalo', 'bills', 'lot', 'reasons', 'foremost', 'selection', 'sammy', 'watkins', 'player', 'definitely', 'improve', 'offense', 'bring', 'little']"
"Mr. Speaker, thank you very much. We are with you every step of the way.
These are the people that ran our Country like no other in our history as they celebrated the election of our new President. The",January,Q1,42,"['mr', 'speaker', 'thank', 'step', 'waythese', 'people', 'ran', 'country', 'history', 'celebrated', 'election', 'new', 'president']"
"The former President of the United States is looking to stop the spread of Ebola in West Africa. He wants all Americans to buy their favorite brand of cigarettes.
According to the New York Times the New York State Legislature has passed",January,Q1,42,"['former', 'president', 'united', 'states', 'looking', 'stop', 'spread', 'ebola', 'west', 'africa', 'wants', 'americans', 'buy', 'favorite', 'brand', 'cigarettesaccording', 'new', 'york', 'times', 'new', 'york', 'state', 'legislature', 'passed']"
"The Head of the National Security Agency recently testified that the NSA has been collecting phone records from the US as far back as 2007. The exact date of this information is not known but it is clearly there.
Just a heads",January,Q1,42,"['head', 'national', 'security', 'agency', 'recently', 'testified', 'nsa', 'collecting', 'phone', 'records', '2007', 'exact', 'date', 'information', 'known', 'clearly', 'therejust', 'heads']"
"Photo by Brendan Smialowski/AFP/Getty Images

They said it was on the wane but the number of hospital beds showed no sign of abating. Statistics this week did nothing to make up for this nonsense",January,Q1,42,"['photo', 'brendan', 'smialowskiafpgetty', 'imagesthey', 'wane', 'number', 'hospital', 'beds', 'showed', 'sign', 'abating', 'statistics', 'week', 'nothing', 'nonsense']"
"The EPA is looking at ways to kill the rule to cut carbon dioxide from our atmosphere. The rule would have helped farmers and small businesses. Why does the Do Nothing Democrat do nothing. They want to hurt small business.
",January,Q1,42,"['epa', 'looking', 'ways', 'kill', 'rule', 'cut', 'carbon', 'dioxide', 'atmosphere', 'rule', 'helped', 'farmers', 'businesses', 'nothing', 'democrat', 'nothing', 'hurt', 'business']"
The United States should respond by imposing a no fly zone over Syria. It has not been done before. The no fly zone should cover most of Syria not just the hospitals &amp; laboratories of the Syrian opposition. Another mistake,January,Q1,42,"['united', 'states', 'respond', 'imposing', 'fly', 'zone', 'syria', 'fly', 'zone', 'cover', 'syria', 'hospitals', 'laboratories', 'syrian', 'opposition', 'another', 'mistake']"
This is an easy recipe that anyone can whip up. I like to add some cinnamon and cloves to the oats to give them that kick. I also like to add in a little bit of brown rice flour to thicken it,January,Q1,42,"['easy', 'recipe', 'anyone', 'whip', 'add', 'cinnamon', 'cloves', 'oats', 'give', 'kick', 'add', 'little', 'bit', 'brown', 'rice', 'flour', 'thicken']"
"The National Security Agency has been collecting and storing massive amounts of data on people around the world for years. And most Americans don't even know that is happening.
The NSA is now collecting and storing information on millions of people",January,Q1,42,"['national', 'security', 'agency', 'collecting', 'storing', 'massive', 'amounts', 'data', 'people', 'world', 'americans', 'happeningthe', 'nsa', 'collecting', 'storing', 'information', 'millions', 'people']"
