Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
"Hey all, note for transparency: yday I quote-tweeted someone noting that we pay interns a living wage.

It has since been brought to my attn that multiple survivors are speaking up about this individual. My heart breaks for them, and I am deleting the quote tweet in solidarity.",278,2020-06-27 22:44:12,Twitter for iPhone,59693,2561,aoc,1277009867358773249,,138203134,False,,en,June,Q2,"['hey', 'note', 'transparency', 'yday', 'quotetweeted', 'someone', 'noting', 'pay', 'interns', 'living', 'wageit', 'brought', 'attn', 'multiple', 'survivors', 'speaking', 'individual', 'heart', 'breaks', 'deleting', 'quote', 'tweet', 'solidarity']"
@JamaalBowmanNY 💜,17,2020-06-26 21:07:39,Twitter for iPhone,4535,86,aoc,1276623182393257984,1.1380768215331552e+18,138203134,False,,en,June,Q2,['@jamaalbowmanny']
"Two years ago today, I went from waitress and organizer to winning a Congressional primary while outspent 10-1.

Every day since I’ve tried to do right by working families &amp; the movement that made it happen. Corrupt interests haven’t had a good night’s sleep since😉

Thank you 💜",306,2020-06-26 18:36:34,Twitter for iPhone,364929,36138,aoc,1276585159844933632,,138203134,False,https://t.co/5Yv1jYDEB5,en,June,Q2,"['went', 'waitress', 'organizer', 'winning', 'congressional', 'primary', 'outspent', '101every', 'ive', 'tried', 'working', 'families', 'movement', 'corrupt', 'interests', 'havent', 'good', 'nights', 'sleep', 'sincethank']"
"Our team has been working with artists to reimagine communities into modern day, WPA-style Green New Deal posters.

So far we’ve got the Bronx, Queens, Detroit, Boston, Los Angeles, &amp; San Juan 🇵🇷

You can find them at",269,2020-06-26 02:31:21,Twitter for iPhone,28926,3703,aoc,1276342254077173760,,138203134,False,https://t.co/FChYMy3UrE,en,June,Q2,"['team', 'working', 'artists', 'reimagine', 'communities', 'modern', 'wpastyle', 'green', 'new', 'deal', 'postersso', 'bronx', 'queens', 'detroit', 'boston', 'los', 'angeles', 'san', 'juan', 'find']"
@AyannaPressley Thanks sis - love you and always so grateful for your friendship 💞,82,2020-06-25 02:21:17,Twitter for iPhone,8108,170,aoc,1275977335532138496,31013444.0,138203134,False,,en,June,Q2,"['@ayannapressley', 'thanks', 'sis', 'love', 'grateful', 'friendship']"
"Thank you for paving the way, @BLeeForCongress! 👑",73,2020-06-24 19:03:44,Twitter for iPhone,22196,1389,aoc,1275867221227601922,,138203134,False,https://t.co/svZW1INJ5C,en,June,Q2,"['thank', 'paving', '@bleeforcongress']"
@BernieSanders Thanks tío! ☺️,29,2020-06-24 05:40:02,Twitter for iPhone,81103,2280,aoc,1275664963160485890,216776631.0,138203134,False,,en,June,Q2,"['@berniesanders', 'thanks', 'tío']"
"Wall Street CEOs, from Goldman Sachs to Blackstone, poured in millions to defeat our grassroots campaign tonight.

But their money couldn’t buy a movement.

Thank you #NY14, and every person who pitched in for tonight’s victory.

Here’s to speaking truth to power.",288,2020-06-24 03:35:39,Twitter for iPhone,123744,18806,aoc,1275633659291136001,,138203134,False,https://t.co/g9aRV3Cu1B,en,June,Q2,"['wall', 'street', 'ceos', 'goldman', 'sachs', 'blackstone', 'poured', 'millions', 'defeat', 'grassroots', 'campaign', 'tonightbut', 'money', 'couldnt', 'buy', 'movementthank', '#ny14', 'person', 'pitched', 'tonights', 'victoryheres', 'speaking', 'truth', 'power']"
"When I won in 2018, many dismissed our victory as a “fluke.”

Our win was treated as an aberration, or bc my opponent “didn’t try.”

So from the start, tonight’s race was important to me.

Tonight we are proving that the people’s movement in NY isn’t an accident. It‘s a mandate.",279,2020-06-24 02:33:37,Twitter for iPhone,342297,33765,aoc,1275618050134474761,,138203134,False,,en,June,Q2,"['2018', 'dismissed', 'victory', 'flukeour', 'win', 'treated', 'aberration', 'bc', 'opponent', 'tryso', 'start', 'tonights', 'race', 'important', 'metonight', 'proving', 'peoples', 'movement', 'ny', 'isnt', 'accident', 'mandate']"
"#TeamAOC volunteers made over 56,000 calls to NY14 TODAY. As in ONE DAY.

That’s shattered all our previous one-day records.

For everyone who has put in time to support, volunteer, or contribute - I cannot thank you enough.",224,2020-06-24 01:31:04,Twitter for iPhone,44299,2762,aoc,1275602308328501248,,138203134,False,,en,June,Q2,"['#teamaoc', 'volunteers', '56000', 'calls', 'ny14', 'daythats', 'shattered', 'previous', 'oneday', 'recordsfor', 'everyone', 'put', 'support', 'volunteer', 'contribute', 'cannot', 'thank', 'enough']"
