Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
"I know this isn’t the graduation you expected, but to help celebrate here’s some advice:

Take care of yourself
Take chances
Take care of one another

Your passion, excitement &amp; hope for the future are going to chart a path forward

Can’t wait to see what you do

Congratulations!",308,2020-06-27 20:12:57,Twitter for iPhone,632,108,theJagmeetSingh,1276971803148259329,,253340075,False,https://t.co/xz2UzG3HmA,en,June,Q2,"['isnt', 'graduation', 'expected', 'help', 'celebrate', 'heres', 'advicetake', 'care', 'yourselftake', 'chancestake', 'care', 'anotheryour', 'passion', 'excitement', 'hope', 'future', 'chart', 'path', 'forwardcant', 'wait', 'docongratulations']"
"The violence perpetrated against Dafonte Miller is a painful example of police acting with impunity.

We need:

➡️systemic change

➡️overhaul of use of force

➡️full review of police spending

➡️emphasis on de-escalation

➡️investment in community programs instead of police",274,2020-06-27 14:27:42,Twitter for iPhone,2938,778,theJagmeetSingh,1276884919898251264,,253340075,False,,en,June,Q2,"['violence', 'perpetrated', 'dafonte', 'miller', 'painful', 'example', 'police', 'acting', 'impunitywe', 'needsystemic', 'changeoverhaul', 'use', 'forcefull', 'review', 'police', 'spendingemphasis', 'deescalationinvestment', 'community', 'programs', 'instead', 'police']"
"On behalf of an entire generation.

On behalf of an entire country.

On behalf of every kid that called themselves Vince Carter in a dunk contest in their driveway.

Thank you @mrvincecarter15 for all that you've done for the game of basketball in Canada. 🏀🍁",258,2020-06-25 19:24:56,Twitter for Android,998,114,theJagmeetSingh,1276234945078464514,,253340075,False,,en,June,Q2,"['behalf', 'entire', 'generationon', 'behalf', 'entire', 'countryon', 'behalf', 'kid', 'called', 'vince', 'carter', 'dunk', 'contest', 'drivewaythank', '@mrvincecarter15', 'youve', 'game', 'basketball', 'canada']"
"As Canada emerges as one of the countries with the worst record on #COVID19 deaths in long term care homes

I renew the call to remove profit from the care of our seniors

Our senior deserve better

#ThursdayThoughts",216,2020-06-25 14:21:26,Twitter for Android,3815,715,theJagmeetSingh,1276158563287732233,,253340075,False,,en,June,Q2,"['canada', 'emerges', 'countries', 'worst', 'record', '#covid19', 'deaths', 'term', 'care', 'homesi', 'renew', 'call', 'remove', 'profit', 'care', 'seniorsour', 'senior', 'deserve', 'better#thursdaythoughts']"
"Glad to see the charges against Chief Allan Adam dropped.

The attack on him never should have happened. 

It will take more than words from the PM to end systemic racism in all its forms.",212,2020-06-25 02:06:26,Twitter for iPhone,1403,223,theJagmeetSingh,1275973594640797696,,253340075,False,https://t.co/sDWOJ7qNlS,en,June,Q2,"['glad', 'charges', 'chief', 'allan', 'adam', 'droppedthe', 'attack', 'happened', 'take', 'words', 'end', 'systemic', 'racism', 'forms']"
"I know these are heavy times

There's a lot of pain

There's so much we need to do

Your compassion is why you care you so much

It can be overwhelming

So take a moment to give yourself some grace, some time to reflect and to recharge

It's ok to show yourself some compassion",277,2020-06-24 21:38:58,Twitter for Android,3753,829,theJagmeetSingh,1275906286723436544,,253340075,False,,en,June,Q2,"['heavy', 'timestheres', 'lot', 'paintheres', 'doyour', 'compassion', 'care', 'muchit', 'overwhelmingso', 'take', 'moment', 'give', 'grace', 'reflect', 'rechargeits', 'ok', 'show', 'compassion']"
"The federal government spends over $10 million/day on the RCMP

We need an immediate public &amp; transparent review of this budget

Instead of spending money on police we need more funding for healthcare workers to respond to healthcare crises",272,2020-06-24 16:15:08,Twitter for Android,3913,1614,theJagmeetSingh,1275824791547756553,,253340075,False,https://t.co/FoYXctzr6j,en,June,Q2,"['federal', 'government', 'spends', '10', 'millionday', 'rcmpwe', 'immediate', 'public', 'transparent', 'review', 'budgetinstead', 'spending', 'money', 'police', 'funding', 'healthcare', 'workers', 'respond', 'healthcare', 'crises']"
"The pain of terrorism cannot be erased.

35 years ago, a horrifying act of terror took the lives of the 329 people aboard Air India Flight 182.

Today, we remember those who were lost and honour their memory.

And we recommit ourselves to building a more peaceful world together.",279,2020-06-23 19:43:47,Twitter for iPhone,1407,195,theJagmeetSingh,1275514911515426817,,253340075,False,,en,June,Q2,"['pain', 'terrorism', 'cannot', 'erased35', 'horrifying', 'act', 'terror', 'took', 'lives', '329', 'people', 'aboard', 'air', 'india', 'flight', '182today', 'remember', 'lost', 'honour', 'memoryand', 'recommit', 'building', 'peaceful', 'world', 'together']"
"Ending systemic racism &amp; police brutality in policing services

Funding healthcare workers not police to respond to healthcare crises

Investing in affordable housing instead of riot gear, assault weapons and military grade vehicles for the police

#TuesdayThoughts",269,2020-06-23 14:15:37,Twitter for Android,5440,1472,theJagmeetSingh,1275432327129239561,,253340075,False,,en,June,Q2,"['ending', 'systemic', 'racism', 'police', 'brutality', 'policing', 'servicesfunding', 'healthcare', 'workers', 'police', 'respond', 'healthcare', 'crisesinvesting', 'affordable', 'housing', 'instead', 'riot', 'gear', 'assault', 'weapons', 'military', 'grade', 'vehicles', 'police#tuesdaythoughts']"
"It takes courage to call out racism.

It’s easy to want to fade away because you know there are those who will deny what you’re going through.  

I stand with Fabrice.",167,2020-06-23 00:46:11,Twitter for iPhone,709,94,theJagmeetSingh,1275228623780405248,253340075.0,253340075,False,,en,June,Q2,"['takes', 'courage', 'call', 'racismits', 'easy', 'fade', 'away', 'deny', 'stand', 'fabrice']"
