Tweets,Month,Quarter,sampling,TweetsTokenized
"The Extremely Important and Well-Researched ""Selfie of the Century"" was just released by the Obama Administration. It really is a masterpiece of sleaze. I cannot believe that the Obama Administration has not been",January,Q1,20,"['extremely', 'important', 'wellresearched', 'selfie', 'century', 'released', 'obama', 'administration', 'masterpiece', 'sleaze', 'cannot', 'believe', 'obama', 'administration']"
"The Minnesota Vikings and quarterback Teddy Bridgewater have reached a one-year contract extension through the 2017 season, the team announced today.
Bridgewater was the NFL's Offensive Player of the Year in 2016 and will receive a $",January,Q1,20,"['minnesota', 'vikings', 'quarterback', 'teddy', 'bridgewater', 'reached', 'oneyear', 'contract', 'extension', '2017', 'season', 'team', 'announced', 'todaybridgewater', 'nfls', 'offensive', 'player', 'year', '2016', 'receive']"
"SOUTHAMPTON, Mass. -- There were times during the Celtics' 105-94 victory over the Miami Heat Sunday when nobody could have predicted what Boston would do offensively. With Dwyane Wade out with a hamstring",January,Q1,20,"['southampton', 'mass', 'times', 'celtics', '10594', 'victory', 'miami', 'heat', 'sunday', 'nobody', 'could', 'predicted', 'boston', 'offensively', 'dwyane', 'wade', 'hamstring']"
St. Louis Rams Pro Bowler running back Todd Gurley suffered a broken foot in Sunday's loss to the Green Bay Packers and did not return to the game. He will likely miss a few weeks in order to heal up,January,Q1,20,"['st', 'louis', 'rams', 'pro', 'bowler', 'running', 'todd', 'gurley', 'suffered', 'broken', 'foot', 'sundays', 'loss', 'green', 'bay', 'packers', 'return', 'game', 'likely', 'miss', 'weeks', 'order', 'heal']"
"Now that the dust has settled from yesterday's presidential debate, I wanted to take a moment to recognize the many individuals and groups that made last night's event such a success. From the first person standing up to deliver the National",January,Q1,20,"['dust', 'settled', 'yesterdays', 'presidential', 'debate', 'wanted', 'take', 'moment', 'recognize', 'individuals', 'groups', 'nights', 'event', 'success', 'person', 'standing', 'deliver', 'national']"
"2016 was a historic year for the booming American automobile industry. In fact, it was pretty much the year the auto industry was started all over the world.
The Trillion Dollar Question
Exactly how big a Trillion Dollar",January,Q1,20,"['2016', 'historic', 'year', 'booming', 'american', 'automobile', 'industry', 'fact', 'pretty', 'year', 'auto', 'industry', 'started', 'worldthe', 'trillion', 'dollar', 'questionexactly', 'big', 'trillion', 'dollar']"
"Is there a special place in hell for Donald J. Trump?
The Democrat party is in total disarray. They are in complete chaos!
The Democrats have completely given up on the Black vote. For the first time",January,Q1,20,"['special', 'place', 'hell', 'donald', 'j', 'trumpthe', 'democrat', 'party', 'disarray', 'complete', 'chaosthe', 'democrats', 'completely', 'given', 'black', 'vote']"
It should be noted that the FBI Director who was fired by President Trump recently sent a letter to Congress in which he said that the FBI is doing a great [sic] job. However I must warn that a new Comey —,January,Q1,20,"['noted', 'fbi', 'director', 'fired', 'president', 'trump', 'recently', 'sent', 'letter', 'congress', 'fbi', 'great', 'sic', 'job', 'however', 'warn', 'new', 'comey']"
"Senator Bernie Sanders is now one of only four senators to vote against the Patriot Act. Other Senators have been very critical. No wonder Bernie is not doing well with the Democratic base!
At 11:00 AM on @Fox",January,Q1,20,"['senator', 'bernie', 'sanders', 'four', 'senators', 'vote', 'patriot', 'act', 'senators', 'critical', 'wonder', 'bernie', 'democratic', 'baseat', '1100', '@fox']"
"The Deputy Chief Executive Officer of Subway has resigned after being caught on a secretly recorded phone discussing how to help a convicted sex offender move around the country.
The illegal extortion was exposed by the Washington Examiner when they broke the story",January,Q1,20,"['deputy', 'chief', 'executive', 'officer', 'subway', 'resigned', 'caught', 'secretly', 'recorded', 'phone', 'discussing', 'help', 'convicted', 'sex', 'offender', 'move', 'countrythe', 'illegal', 'extortion', 'exposed', 'washington', 'examiner', 'broke', 'story']"
"If you are having difficulty accessing certain websites, please try again later. Thank you.
Thank you for your interest in the National Endowment for the Humanities. I look forward to continuing to work with you!
�",January,Q1,20,"['difficulty', 'accessing', 'certain', 'websites', 'please', 'try', 'later', 'thank', 'youthank', 'interest', 'national', 'endowment', 'humanities', 'forward', 'continuing', 'work']"
"Another House Republican has broken with the party and publicly stated that he does not support the GOP Obamacare replacement.
A very good man. Another sign that the Radical Left Do Nothing Democrats are NOT IN CONTROL. With them gone we",January,Q1,20,"['another', 'house', 'republican', 'broken', 'party', 'publicly', 'stated', 'support', 'gop', 'obamacare', 'replacementa', 'good', 'man', 'another', 'sign', 'radical', 'left', 'nothing', 'democrats', 'control', 'gone']"
"The Tragedy of the Commons

The Tragedy of the Commons

Dear Mr. President:
Thank you for your kind words on the terrible hate crime in Minneapolis. It is unacceptable that people of color",January,Q1,20,"['tragedy', 'commonsthe', 'tragedy', 'commonsdear', 'mr', 'presidentthank', 'kind', 'words', 'terrible', 'hate', 'crime', 'minneapolis', 'unacceptable', 'people', 'color']"
"http://tvtropes.org/pmwiki/pmwiki.php/Main/CrazyForTheCommonMan

Say what you will about President Trump, he is a great fighter for the common man.

That",January,Q1,20,"['httptvtropesorgpmwikipmwikiphpmaincrazyforthecommonmansay', 'president', 'trump', 'great', 'fighter', 'common', 'manthat']"
"A brief summary of what happened in the 2016 presidential race.

On August 19th 2016 the House voted 264 to 206 to gut the Impeachment Statute and place the Justice Department in charge of the Russia Hoax",January,Q1,20,"['brief', 'summary', 'happened', '2016', 'presidential', 'raceon', 'august', '19th', '2016', 'house', 'voted', '264', '206', 'gut', 'impeachment', 'statute', 'place', 'justice', 'department', 'charge', 'russia', 'hoax']"
"A new report by the Center for American Progress finds that President Trump's approval rating is at a historic high.


That means more Americans are participating in the political process than at any time in modern history.

“",January,Q1,20,"['new', 'report', 'center', 'american', 'progress', 'finds', 'president', 'trumps', 'approval', 'rating', 'historic', 'highthat', 'means', 'americans', 'participating', 'political', 'process', 'modern', 'history']"
The price of oil is at its lowest level in five years and is now below $57 a barrel. How does this happen? The answer is that OPEC and the U.S. — and many others around the world —,January,Q1,20,"['price', 'oil', 'lowest', 'level', 'five', '57', 'barrel', 'answer', 'opec', 'world']"
"There's a kernel of truth to the claim that we have to spend money to get economic growth. The last few years have been some of the best and most successful periods in U.S. economic history.
UNITED",January,Q1,20,"['theres', 'kernel', 'truth', 'claim', 'spend', 'money', 'economic', 'growth', 'best', 'successful', 'periods', 'economic', 'historyunited']"
"The Supreme Court of Canada has ruled that Canadian citizens can sue China if it is found to be committing human rights abuses. This is a huge victory for human rights in Canada.
A new poll by Moncton – which",January,Q1,20,"['supreme', 'court', 'canada', 'ruled', 'canadian', 'citizens', 'sue', 'china', 'found', 'committing', 'human', 'rights', 'abuses', 'huge', 'victory', 'human', 'rights', 'canadaa', 'new', 'poll', 'moncton']"
Congressman John Katko (D-PA) released the following statement on the tragic news that @WFTV Staffing Producer Jasmine DeBerry has passed away. Jasmine was a valued member of our WFTV Family,January,Q1,20,"['congressman', 'john', 'katko', 'dpa', 'released', 'following', 'statement', 'tragic', 'news', '@wftv', 'staffing', 'producer', 'jasmine', 'deberry', 'passed', 'away', 'jasmine', 'valued', 'member', 'wftv', 'family']"
In the last few years I have seen a rise in the number of people coming to me for help. Many of these folks do not even know who I am or what I can do for them. Many have never even heard,January,Q1,20,"['seen', 'rise', 'number', 'people', 'coming', 'help', 'folks', 'heard']"
"Dell XPS 13 with Touch Bar Review – Performance, Battery Life and Others
I was very happy to find that my very own Dell XPS 13 with Touch Bar has been selected for me to review. This is not",January,Q1,20,"['dell', 'xps', '13', 'touch', 'bar', 'review', 'performance', 'battery', 'life', 'othersi', 'happy', 'find', 'dell', 'xps', '13', 'touch', 'bar', 'selected', 'review']"
The second day of the first Congressional hearing of the year is on. It's not going to be easy for either the Director of National Intelligence or the Chairman of the House Intelligence Committee. It's going to be a long day,January,Q1,20,"['second', 'congressional', 'hearing', 'year', 'easy', 'either', 'director', 'national', 'intelligence', 'chairman', 'house', 'intelligence', 'committee']"
"The following is an interview that I conducted with Senator Lindsey Graham about the incredible progress being made by the American People on Healthcare.
I just had a very good conversation with my friend and Senator from South Carolina @Maria Cantwell",January,Q1,20,"['following', 'interview', 'conducted', 'senator', 'lindsey', 'graham', 'incredible', 'progress', 'american', 'people', 'healthcarei', 'good', 'conversation', 'friend', 'senator', 'south', 'carolina', '@maria', 'cantwell']"
