Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
Via @dlnr: #HawaiiCOVID19 rules for commercial and recreational boating relaxed,104,2020-06-30 02:52:39,Twitter Web App,2,0,GovHawaii,1277797168468779008,,2916915026,False,https://t.co/hU92JlYLM8,en,June,Q2,"['via', '@dlnr', '#hawaiicovid19', 'rules', 'commercial', 'recreational', 'boating', 'relaxed']"
"For more information about unemployment insurance and other labor issues please visit: .

See the latest Unemployment Insurance Information from the Department of Labor and Industrial Relations:",265,2020-06-25 23:17:28,Twitter Web App,0,0,GovHawaii,1276293461704994816,2916915026.0,2916915026,False,https://t.co/fqHU7nTLl5,en,June,Q2,"['information', 'unemployment', 'insurance', 'labor', 'issues', 'please', 'visit', 'latest', 'unemployment', 'insurance', 'information', 'department', 'labor', 'industrial', 'relations']"
"DLIR is working hard to process claims, so please be on the lookout for calls from numbers (833) 901-2272 and (833) 901-2275; it is the department trying to reach you to process your claim.",213,2020-06-25 23:17:27,Twitter Web App,1,0,GovHawaii,1276293459939221509,2916915026.0,2916915026,False,https://t.co/fGtuKyazPG,en,June,Q2,"['dlir', 'working', 'hard', 'process', 'claims', 'please', 'lookout', 'calls', 'numbers', '833', '9012272', '833', '9012275', 'department', 'trying', 'reach', 'process', 'claim']"
"• Incorrect deposit info supplied by claimants
• No weekly certifications filed by claimants
• Claim backdate issues
• Separation from work that requires investigation
• Claimants have filed multiple claims
• Failure to create a username &amp; pwd in the claimant online portal",301,2020-06-25 23:17:27,Twitter Web App,0,0,GovHawaii,1276293458194345984,2916915026.0,2916915026,False,https://t.co/F0boiCPoLq,en,June,Q2,"['incorrect', 'deposit', 'info', 'supplied', 'claimants', 'weekly', 'certifications', 'filed', 'claimants', 'claim', 'backdate', 'issues', 'separation', 'work', 'requires', 'investigation', 'claimants', 'filed', 'multiple', 'claims', 'failure', 'create', 'username', 'pwd', 'claimant', 'online', 'portal']"
"Ninety-three percent (93%) of the valid unemployment insurance claims have been processed, and the state’s paid out nearly $1.7B. For those who have not received their benefits, here are common reasons for the delays and denials:",253,2020-06-25 23:17:26,Twitter Web App,6,2,GovHawaii,1276293456130830336,,2916915026,False,https://t.co/7vWQXthtNh,en,June,Q2,"['ninetythree', 'percent', '93', 'valid', 'unemployment', 'insurance', 'claims', 'processed', 'states', 'paid', 'nearly', '17b', 'received', 'benefits', 'common', 'reasons', 'delays', 'denials']"
"This will allow local shippers and businesses, especially those on the neighbor islands, to conduct business without worrying about a rate increase at this time. #HIGov",168,2020-06-25 23:06:42,Twitter Web App,6,0,GovHawaii,1276290754470481922,2916915026.0,2916915026,False,,en,June,Q2,"['allow', 'local', 'shippers', 'businesses', 'especially', 'neighbor', 'islands', 'conduct', 'business', 'without', 'worrying', 'rate', 'increase', '#higov']"
"Our economy relies heavily on the movement of goods through our commercial harbors. As part of our economic recovery efforts, I’ve directed @DOTHawaii to defer scheduled tariff increases.",213,2020-06-25 23:06:42,Twitter Web App,6,1,GovHawaii,1276290752507604993,,2916915026,False,https://t.co/V8KVUj4s40,en,June,Q2,"['economy', 'relies', 'heavily', 'movement', 'goods', 'commercial', 'harbors', 'part', 'economic', 'recovery', 'efforts', 'ive', 'directed', '@dothawaii', 'defer', 'scheduled', 'tariff', 'increases']"
"If you have moved or will be moving, be sure to update your mailing address with your child’s school.

For questions, email hi.pebt@dhs.hawaii.gov. 
For more info, visit .

#hawaiidepartmentofhumanservices #ohananuistrong",244,2020-06-25 22:25:11,Twitter Web App,1,0,GovHawaii,1276280306824179712,2916915026.0,2916915026,False,https://t.co/Xaxhwpvtrn,en,June,Q2,"['moved', 'moving', 'update', 'mailing', 'address', 'childs', 'schoolfor', 'questions', 'email', 'hipebt@dhshawaiigov', 'info', 'visit', '#hawaiidepartmentofhumanservices', '#ohananuistrong']"
"The P-EBT program provides resources that give families healthy food options for children during this public health and economic crisis. No need to apply, you will be receiving a letter with more details.",204,2020-06-25 22:25:11,Twitter Web App,0,0,GovHawaii,1276280305649770496,2916915026.0,2916915026,False,,en,June,Q2,"['pebt', 'program', 'provides', 'resources', 'give', 'families', 'healthy', 'food', 'options', 'children', 'public', 'health', 'economic', 'crisis', 'apply', 'receiving', 'letter', 'details']"
The P-EBT (Pandemic Electronic Benefit Transfer) will provide temporary food purchasing assistance to households for students (K- 12th Grade) receiving free or reduced-price school meals in Hawaiʻi .,223,2020-06-25 22:25:11,Twitter Web App,0,2,GovHawaii,1276280303774908417,,2916915026,False,https://t.co/56K0t0IEKa,en,June,Q2,"['pebt', 'pandemic', 'electronic', 'benefit', 'transfer', 'provide', 'temporary', 'food', 'purchasing', 'assistance', 'households', 'students', 'k', '12th', 'grade', 'receiving', 'free', 'reducedprice', 'school', 'meals', 'hawaii']"
"Testing. Contact tracing. Isolation. Sentinel surveillance. How do they all work together to control the spread of #COVID19? “They’re all tools in a toolbox — part of the bigger effort to protect the community,” said Dr. Sarah Park. Continue reading:",274,2020-06-25 19:45:34,Twitter Web App,9,5,GovHawaii,1276240135563010050,,2916915026,False,https://t.co/v83hdCVjAO,en,June,Q2,"['testing', 'contact', 'tracing', 'isolation', 'sentinel', 'surveillance', 'work', 'together', 'control', 'spread', '#covid19', 'tools', 'toolbox', 'part', 'bigger', 'effort', 'protect', 'community', 'dr', 'sarah', 'park', 'continue', 'reading']"
Now is the time to work together to ensure that our local businesses can safely re-open to incoming travelers. #hawaiicovid19 #HIGov,132,2020-06-25 03:43:05,Twitter Web App,10,3,GovHawaii,1275997917321424896,2916915026.0,2916915026,False,,en,June,Q2,"['work', 'together', 'ensure', 'local', 'businesses', 'safely', 'reopen', 'incoming', 'travelers', '#hawaiicovid19', '#higov']"
The health of our community remains our primary focus. This multi-layered pre-travel testing and screening process allows travelers an alternative to the 14-day travel quarantine in a way that protects the health and safety of our kama‘āina and visitors.,254,2020-06-25 03:43:04,Twitter Web App,11,2,GovHawaii,1275997915673096194,2916915026.0,2916915026,False,,en,June,Q2,"['health', 'community', 'remains', 'primary', 'focus', 'multilayered', 'pretravel', 'testing', 'screening', 'process', 'allows', 'travelers', 'alternative', '14day', 'travel', 'quarantine', 'protects', 'health', 'safety', 'kamaāina', 'visitors']"
State of Hawai'i to launch #COVID19 pre-travel testing program for out-of-state travelers August 1. Travelers will have the option to pre-test or quarantine.,182,2020-06-25 03:43:04,Twitter Web App,38,10,GovHawaii,1275997913982709760,,2916915026,False,https://t.co/x3aztljgFZ,en,June,Q2,"['state', 'hawaii', 'launch', '#covid19', 'pretravel', 'testing', 'program', 'outofstate', 'travelers', 'august', '1', 'travelers', 'option', 'pretest', 'quarantine']"
"Starting Aug. 1, travelers to Hawaii can get a #COVID19 test prior to arrival in lieu of the he 14-day quarantine. WATCH the news conference here:",170,2020-06-25 02:36:32,Twitter for iPhone,80,31,GovHawaii,1275981172997160961,,2916915026,False,https://t.co/kpPLAXSEt5,en,June,Q2,"['starting', 'aug', '1', 'travelers', 'hawaii', '#covid19', 'test', 'prior', 'arrival', 'lieu', '14day', 'quarantine', 'watch', 'news', 'conference']"
Trans-pacific travel is the key to Hawaiʻi’s health. Now is the time to work together to ensure that our residents &amp; local businesses can safely reopen. We need to take personal responsibility. Wash your hands. Wear your mask. Avoid large gatherings. Stay home if you feel sick.,282,2020-06-25 00:40:47,Twitter for iPhone,18,5,GovHawaii,1275952040145895424,2916915026.0,2916915026,False,,en,June,Q2,"['transpacific', 'travel', 'key', 'hawaiis', 'health', 'work', 'together', 'ensure', 'residents', 'local', 'businesses', 'safely', 'reopen', 'take', 'personal', 'responsibility', 'wash', 'hands', 'wear', 'mask', 'avoid', 'large', 'gatherings', 'stay', 'home', 'feel', 'sick']"
A multi-layers health screening process is set in place to protect our health and safety - temperature checks and mandatory Travel and Health form to be filled out. #HawaiiCovid19,179,2020-06-25 00:40:27,Twitter for iPhone,14,2,GovHawaii,1275951958310793216,2916915026.0,2916915026,False,,en,June,Q2,"['multilayers', 'health', 'screening', 'process', 'set', 'place', 'protect', 'health', 'safety', 'temperature', 'checks', 'mandatory', 'travel', 'health', 'form', 'filled', '#hawaiicovid19']"
Pretesting for transpacific travel: those who have a valid negative #COVID19 test prior to arriving will NOT be subject to the 14-day quarantine. #HawaiiCovid19,160,2020-06-25 00:40:01,Twitter for iPhone,28,6,GovHawaii,1275951847031795712,2916915026.0,2916915026,False,,en,June,Q2,"['pretesting', 'transpacific', 'travel', 'valid', 'negative', '#covid19', 'test', 'prior', 'arriving', 'subject', '14day', 'quarantine', '#hawaiicovid19']"
"Announcing as of Aug 1, we will implement a pre-travel testing option for travelers to Hawaiʻi as an alternative to the 14-day travel quarantine. #HawaiiCovid19",184,2020-06-25 00:33:43,Twitter for iPhone,123,43,GovHawaii,1275950261605773314,,2916915026,False,https://t.co/3V5bu39tT3,en,June,Q2,"['announcing', 'aug', '1', 'implement', 'pretravel', 'testing', 'option', 'travelers', 'hawaii', 'alternative', '14day', 'travel', 'quarantine', '#hawaiicovid19']"
"I have approved Mayor Kirk Caldwell’s proposal to allow singing and/or playing of wind instruments at indoor and outdoor restaurants/bars, with some restrictions. Details:",195,2020-06-24 23:02:14,Twitter Web App,10,4,GovHawaii,1275927242585935872,,2916915026,False,https://t.co/rDBOrqO86t,en,June,Q2,"['approved', 'mayor', 'kirk', 'caldwells', 'proposal', 'allow', 'singing', 'andor', 'playing', 'wind', 'instruments', 'indoor', 'outdoor', 'restaurantsbars', 'restrictions', 'details']"
"I will be discussing transpacific travel this afternoon. Joining me will be:

- @LtGovJoshGreen
- @HawaiiSenate Senate President Ronald Kouchi
- @hihousedems Speaker Scott K. Saiki,
- @CountyofMaui  Mayor Michael P. Victorino
- @MayorKirkHNL
- @HIgov_Health Dr. Bruce Anderson",300,2020-06-24 21:09:38,Twitter Web App,22,9,GovHawaii,1275898905167687680,,2916915026,False,https://t.co/OaBw6IZi5Q,en,June,Q2,"['discussing', 'transpacific', 'travel', 'afternoon', 'joining', '@ltgovjoshgreen', '@hawaiisenate', 'senate', 'president', 'ronald', 'kouchi', '@hihousedems', 'speaker', 'scott', 'k', 'saiki', '@countyofmaui', 'mayor', 'michael', 'p', 'victorino', '@mayorkirkhnl', '@higov_health', 'dr', 'bruce', 'anderson']"
BEWARE: More warning about scammers pretending to be contact tracers:,94,2020-06-23 23:24:29,Twitter Web App,4,6,GovHawaii,1275570452790837248,,2916915026,False,https://t.co/iGKTjRcKDm,en,June,Q2,"['beware', 'warning', 'scammers', 'pretending', 'contact', 'tracers']"
This high-speed visualization illustrates airflow when breathing &amp; coughing using home-made masks. Wearing any face covering over your mouth &amp; nose is better than none at all. This protects others &amp; may also protect you. Do your part to slow the spread.,292,2020-06-23 19:03:34,Twitter Web App,10,5,GovHawaii,1275504788986138624,,2916915026,False,https://t.co/9uBhjNbteX,en,June,Q2,"['highspeed', 'visualization', 'illustrates', 'airflow', 'breathing', 'coughing', 'using', 'homemade', 'masks', 'wearing', 'face', 'covering', 'mouth', 'nose', 'none', 'protects', 'may', 'protect', 'part', 'slow', 'spread']"
#COVID19 Care Conversation with @ryankaleitsuji &amp; @yunjid happening now,99,2020-06-22 20:38:36,Twitter for iPhone,2,1,GovHawaii,1275166316823863296,,2916915026,False,https://t.co/WBDTvS5hPM,en,June,Q2,"['#covid19', 'care', 'conversation', '@ryankaleitsuji', '@yunjid', 'happening']"
"Today I issued a supplementary emergency proclamation for #Kauai, after heavy rains caused flooding and extensive damage on Mar. 27 and 28, 2020. This supplementary emergency proclamation is effective through Aug. 19, 2020",248,2020-06-21 05:11:13,Twitter Web App,10,1,GovHawaii,1274570547616083968,,2916915026,False,https://t.co/WZkTv4Z6Nc,en,June,Q2,"['issued', 'supplementary', 'emergency', 'proclamation', '#kauai', 'heavy', 'rains', 'caused', 'flooding', 'extensive', 'damage', 'mar', '27', '28', '2020', 'supplementary', 'emergency', 'proclamation', 'effective', 'aug', '19', '2020']"
It’s critically important that we slow the spread by continuing the safe practices that have become the new norm. The reopening of our communities &amp; our ability to remain open depend on how successful we are at preventing surges that could overwhelm our healthcare system.,276,2020-06-20 00:08:52,Twitter Web App,6,1,GovHawaii,1274132072408313862,2916915026.0,2916915026,False,,en,June,Q2,"['critically', 'important', 'slow', 'spread', 'continuing', 'safe', 'practices', 'become', 'new', 'norm', 'reopening', 'communities', 'ability', 'remain', 'depend', 'successful', 'preventing', 'surges', 'could', 'overwhelm', 'healthcare', 'system']"
"We're well-prepared to handle this level of new cases. We have good capacity for testing, contact tracing &amp; care w/in our hospitals &amp; healthcare facilities. The rise in cases is a clear sign that our contact tracing &amp; testing programs are working.",259,2020-06-20 00:08:52,Twitter Web App,5,0,GovHawaii,1274132071150043136,2916915026.0,2916915026,False,,en,June,Q2,"['wellprepared', 'handle', 'level', 'new', 'cases', 'good', 'capacity', 'testing', 'contact', 'tracing', 'care', 'win', 'hospitals', 'healthcare', 'facilities', 'rise', 'cases', 'clear', 'sign', 'contact', 'tracing', 'testing', 'programs', 'working']"
"Today’s spike in positive #COVID19 cases was anticipated as we began the process to re-open our community. It's still manageable, but we must cont. to be vigilant, esp. bc of the potential harm that the virus can cause to our most vulnerable populations.",278,2020-06-20 00:08:52,Twitter Web App,14,7,GovHawaii,1274132069602344961,,2916915026,False,https://t.co/sAA6rvZPbb,en,June,Q2,"['todays', 'spike', 'positive', '#covid19', 'cases', 'anticipated', 'began', 'process', 'reopen', 'community', 'still', 'manageable', 'cont', 'vigilant', 'esp', 'bc', 'potential', 'harm', 'virus', 'cause', 'vulnerable', 'populations']"
"Breene was a true dedicated public servant who worked tirelessly &amp; selflessly for the community he loved, even while fighting his illness. We worked together to make my hometown of Pearl City a better place. Dawn &amp; I offer our deepest condolences to Breene’s ‘ohana &amp; loved ones.",315,2020-06-19 23:19:55,Twitter Web App,16,4,GovHawaii,1274119750121959425,,2916915026,False,https://t.co/lFPHBPRXLG,en,June,Q2,"['breene', 'dedicated', 'public', 'servant', 'worked', 'tirelessly', 'selflessly', 'community', 'loved', 'fighting', 'illness', 'worked', 'together', 'hometown', 'pearl', 'city', 'place', 'dawn', 'offer', 'deepest', 'condolences', 'breenes', 'ohana', 'loved', 'ones']"
