Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
"At a time when cases are spiking in so many other parts of the country, we need to keep our guard up and not take these numbers for granted, now more than ever.",160,2020-06-30 20:03:55,Twitter Web App,473,52,govnedlamont,1278056693528760326,1.0762939037232332e+18,1076293903723233280,False,,en,June,Q2,"['cases', 'spiking', 'parts', 'country', 'guard', 'take', 'numbers', 'granted']"
"Today's metrics, with an all-time high in tests reported and all-time low in test positivity rate, reflect momentum in our testing strategy and discipline from the people of Connecticut to wear 😷, keep their distance, and follow safety guidelines.",271,2020-06-30 20:03:55,Twitter Web App,645,115,govnedlamont,1278056692484321280,,1076293903723233280,False,https://t.co/GPrAP3sT6I,en,June,Q2,"['todays', 'metrics', 'alltime', 'high', 'tests', 'reported', 'alltime', 'low', 'test', 'positivity', 'rate', 'reflect', 'momentum', 'testing', 'strategy', 'discipline', 'people', 'connecticut', 'wear', 'distance', 'follow', 'safety', 'guidelines']"
"Today's COVID-19 update in CT:

➡️21,416 tests were administered and 152 came back positive (0.7%)
➡️This is the largest day of testing and lowest rate of positivity to date
➡️Hospitalizations declined to 98
➡️There were 2 fatalities

For more data, visit",303,2020-06-30 20:02:05,Twitter Web App,447,94,govnedlamont,1278056231047921666,,1076293903723233280,False,https://t.co/FpgO8W27I0,en,June,Q2,"['todays', 'covid19', 'update', 'ct21416', 'tests', 'administered', '152', 'came', 'positive', '07this', 'largest', 'testing', 'lowest', 'rate', 'positivity', 'datehospitalizations', 'declined', '98there', '2', 'fatalitiesfor', 'data', 'visit']"
"- Arizona
- California
- Florida
- Georgia
- Iowa
- Idaho
- Louisiana
- Mississippi
- North Carolina
- Nevada
- South Carolina
- Tennessee
- Texas
- Utah

For more info on the travel advisory, check out this link: 

(2/2)",244,2020-06-30 14:38:41,Twitter Web App,151,50,govnedlamont,1277974844865261571,1.0762939037232332e+18,1076293903723233280,False,https://t.co/N3MEEUEhzO,en,June,Q2,"['arizona', 'california', 'florida', 'georgia', 'iowa', 'idaho', 'louisiana', 'mississippi', 'north', 'carolina', 'nevada', 'south', 'carolina', 'tennessee', 'texas', 'utahfor', 'info', 'travel', 'advisory', 'check', 'link', '22']"
"In coordination with our neighboring states, we've updated the list of states with high COVID-19 infection rates that are covered under our regional travel advisory.

As of today, there are currently 16 states that meet this criteria. They include:

- Alabama
- Arkansas

(1/2)",277,2020-06-30 14:38:41,Twitter Web App,272,92,govnedlamont,1277974843665731584,,1076293903723233280,False,,en,June,Q2,"['coordination', 'neighboring', 'states', 'updated', 'list', 'states', 'high', 'covid19', 'infection', 'rates', 'covered', 'regional', 'travel', 'advisoryas', 'currently', '16', 'states', 'meet', 'criteria', 'include', 'alabama', 'arkansas12']"
"As @teachcardona mentions, the @AmerAcadPeds supports key aspects of our education plan and “strongly advocates that all policy considerations for the coming school year should start with a goal of having students physically present in school.”",268,2020-06-30 01:23:19,Twitter for iPhone,60,7,govnedlamont,1277774686596759554,,1076293903723233280,False,https://t.co/nKnpOmY7n3,en,June,Q2,"['@teachcardona', 'mentions', '@ameracadpeds', 'supports', 'key', 'aspects', 'education', 'plan', 'strongly', 'advocates', 'policy', 'considerations', 'coming', 'school', 'year', 'start', 'goal', 'students', 'physically', 'present', 'school']"
"Connecticut has been a national leader when it comes to wearing a mask to help prevent the spread of COVID-we know the importance. One more reminder though--whether you listen to Freddy Mercury or the amazing Coach Auriemma, don't forget that ""if you have to ask, wear a mask.""",301,2020-06-29 23:09:48,Twitter for iPhone,569,87,govnedlamont,1277741083003363335,,1076293903723233280,False,https://t.co/tL2YL18iWc,en,June,Q2,"['connecticut', 'national', 'leader', 'comes', 'wearing', 'mask', 'help', 'prevent', 'spread', 'covidwe', 'importance', 'reminder', 'thoughwhether', 'listen', 'freddy', 'mercury', 'amazing', 'coach', 'auriemma', 'forget', 'ask', 'wear', 'mask']"
📺ICYMI: Watch today's news briefing with the latest updates on COVID-19,95,2020-06-29 22:08:17,Twitter Web App,23,4,govnedlamont,1277725602011738112,,1076293903723233280,False,https://t.co/Fi65jpihUP,en,June,Q2,"['icymi', 'watch', 'todays', 'news', 'briefing', 'latest', 'updates', 'covid19']"
"This is the first time since March 24, during the initial outbreak of the pandemic, that the total number of hospitalizations in Connecticut dipped below 100.

Hospitalizations in our state peaked on April 24 at 1,971 and have been steadily declining since.",257,2020-06-29 20:03:41,Twitter Web App,397,59,govnedlamont,1277694248435908608,1.0762939037232332e+18,1076293903723233280,False,,en,June,Q2,"['march', '24', 'initial', 'outbreak', 'pandemic', 'number', 'hospitalizations', 'connecticut', 'dipped', '100hospitalizations', 'state', 'peaked', 'april', '24', '1971', 'steadily', 'declining']"
"Today's COVID-19 update in Connecticut:

An additional 6,354 tests were performed, and 59 came back positive (0.93% of total).

Hospitalizations decreased to 99 (4 fewer since yesterday).

There were 4 COVID fatalities.

For more data, visit .",290,2020-06-29 20:03:41,Twitter Web App,316,88,govnedlamont,1277694245961265152,,1076293903723233280,False,https://t.co/FpgO8VKwjq,en,June,Q2,"['todays', 'covid19', 'update', 'connecticutan', 'additional', '6354', 'tests', 'performed', '59', 'came', 'positive', '093', 'totalhospitalizations', 'decreased', '99', '4', 'fewer', 'yesterdaythere', '4', 'covid', 'fatalitiesfor', 'data', 'visit']"
