Source,Tweets,Date,RTs,Favourites,isRT,id_str,tco,Language,Month,Quarter,TweetsTokenized
Twitter for iPhone,.@CNN doesn’t want to speak about their persecution of General Michael Flynn &amp; why they got the story so wrong. They along with others should pay a big price for what they have purposely done to this man &amp; his family. They won’t even cover the big breaking news about this scam!,2020-04-30 3:52,43003,147321,False,1.26e+18,,en,April,Q2,"['@cnn', 'speak', 'persecution', 'general', 'michael', 'flynn', 'story', 'wrong', 'along', 'pay', 'big', 'price', 'purposely', 'man', 'family', 'wont', 'cover', 'big', 'breaking', 'news', 'scam']"
Twitter for iPhone,Happy Birthday to three time Olympian and five term Congressman @JimRyun!,2020-04-30 0:52,7739,48702,False,1.26e+18,,en,April,Q2,"['happy', 'birthday', 'olympian', 'five', 'term', 'congressman', '@jimryun']"
Twitter for iPhone,No I think Amash would make a wonderful candidate especially since he is way behind in his district and has no chance of maintaining his Congressional seat. He almost always votes for the Do Nothing Dems anyway. I like him even more than Jill Stein!,2020-04-29 14:55,14918,61681,False,1.26e+18,https://t.co/V8kutnfvIj,en,April,Q2,"['think', 'amash', 'wonderful', 'candidate', 'especially', 'behind', 'district', 'chance', 'maintaining', 'congressional', 'seat', 'almost', 'votes', 'do_nothing', 'dems', 'anyway', 'jill', 'stein']"
Twitter for iPhone,THANK YOU @MarkLevinShow!,2020-04-29 14:42,22235,69405,False,1.26e+18,https://t.co/GJSNM0LUQH,en,April,Q2,"['thank', '@marklevinshow']"
Twitter for iPhone,At least they admit it. The Failing @nytimes &amp; @washingtonpost never correct their Fake Reporting!,2020-04-29 13:09,22881,73818,False,1.26e+18,https://t.co/3aUKA4826K,en,April,Q2,"['least', 'admit', 'failing', '@nytimes', '@washingtonpost', 'correct', 'fake', 'reporting']"
Twitter for iPhone,The only reason the U.S. has reported one million cases of CoronaVirus is that our Testing is sooo much better than any other country in the World. Other countries are way behind us in Testing and therefore show far fewer cases!,2020-04-29 4:23,42748,255133,False,1.26e+18,,en,April,Q2,"['reason', 'reported', 'million', 'cases', 'coronavirus', 'testing', 'sooo', 'country', 'world', 'countries', 'behind', 'testing', 'therefore', 'show', 'fewer', 'cases']"
Twitter for iPhone,THANK YOU MICHAEL! @bittyandbeaus,2020-04-29 2:39,17368,78378,False,1.26e+18,https://t.co/KVXVcdO79E,en,April,Q2,"['thank', 'michael', '@bittyandbeaus']"
Twitter for iPhone,Thank you @BlueAngels and @AFThunderbirds! #AmericaStrong,2020-04-28 14:43,12823,50261,False,1.26e+18,https://t.co/oZyFJBT90h,en,April,Q2,"['thank', '@blueangels', '@afthunderbirds', '#americastrong']"
Twitter for iPhone,But I love Diamond &amp; Silk and so do millions of people!,2020-04-28 13:57,24769,110265,False,1.26e+18,https://t.co/RBX9bmFIwH,en,April,Q2,"['love', 'diamond', 'silk', 'millions', 'people']"
Twitter for iPhone,Texas to open businesses in phases beginning Friday. Great job being done by @GregAbbott_TX,2020-04-28 13:42,26155,147285,False,1.26e+18,,en,April,Q2,"['texas', 'businesses', 'phases', 'beginning', 'friday', 'great', 'job', '@gregabbott_tx']"
Twitter for iPhone,Many States moving to SAFELY &amp; QUICKLY reopen!,2020-04-28 13:38,32855,213179,False,1.26e+18,,en,April,Q2,"['states', 'moving', 'safely', 'quickly', 'reopen']"
Twitter for iPhone,We are doing far more and better Testing than any other country in the world and yet the media does nothing but complain. No matter how good a job is done the same as with the Ventilators they will never say we are doing a great job they will only viciously gripe!,2020-04-28 12:06,38336,217969,False,1.26e+18,,en,April,Q2,"['testing', 'country', 'world', 'media', 'nothing', 'complain', 'matter', 'good', 'job', 'ventilators', 'great', 'job', 'viciously', 'gripe']"
Twitter for iPhone,Because Shifty is a crooked politician!,2020-04-28 2:54,29732,114035,False,1.25e+18,https://t.co/bYkaJmy4Yj,en,April,Q2,"['shifty', 'crooked', 'politician']"
Twitter for iPhone,I will be having a White House Press Conference today at 5:30 P.M. Thank you!,2020-04-27 20:58,16144,126906,False,1.25e+18,,en,April,Q2,"['white', 'house', 'press', 'conference', '530', 'thank']"
