Tweets,Month,Quarter,sampling,TweetsTokenized
JERUSALEM — A senior American official on Thursday accused the Syrian government of attacking a U.S. military plane with a missile that killed all four Americans on board and that the U.S. never knew it,January,Q1,50,"['jerusalem', 'senior', 'american', 'official', 'thursday', 'accused', 'syrian', 'government', 'attacking', 'military', 'plane', 'missile', 'killed', 'four', 'americans', 'board']"
"This article is from the archive of our partner .
The FBI has charged a 21-year-old California man with hacking into the email accounts of the Democratic National Committee and Hillary Clinton campaign chair John Podesta. The charge is",January,Q1,50,"['article', 'archive', 'partner', 'fbi', 'charged', '21yearold', 'california', 'man', 'hacking', 'email', 'accounts', 'democratic', 'national', 'committee', 'hillary', 'clinton', 'campaign', 'chair', 'john', 'podesta', 'charge']"
"I was speaking to a senator from North Carolina today who is very disappointed that the Obama Administration is trying to continue to allow coal companies to destroy the air we breathe and pollute our drinking water. HE SAID:
�",January,Q1,50,"['speaking', 'senator', 'north', 'carolina', 'disappointed', 'obama', 'administration', 'trying', 'continue', 'allow', 'coal', 'companies', 'destroy', 'air', 'breathe', 'pollute', 'drinking', 'water']"
"Why is that not the same as saying I am the enemy of the people?
They do the same thing they got away with last time with the Impeachment Hoax. The only difference is now they are using it",January,Q1,50,"['saying', 'enemy', 'peoplethey', 'thing', 'away', 'impeachment', 'hoax', 'difference', 'using']"
"A drone that was targeted by the FBI after it was shot down in Syria has been flown by someone on U.S. soil, a critical step in preventing such a thing from happening again.
Fox News Poll:
",January,Q1,50,"['drone', 'targeted', 'fbi', 'shot', 'syria', 'flown', 'someone', 'soil', 'critical', 'step', 'preventing', 'thing', 'happening', 'againfox', 'news', 'poll']"
This photo provided by the University of North Carolina-Chapel Hill shows an electron microscope image of a transistor that is about 100 times smaller than the one pictured. Credit: UC-CH/UNC-CH/Phys,January,Q1,50,"['photo', 'provided', 'university', 'north', 'carolinachapel', 'hill', 'shows', 'electron', 'microscope', 'image', 'transistor', '100', 'times', 'smaller', 'pictured', 'credit', 'ucchuncchphys']"
"A federal judge on Thursday allowed the release of about 4.5 million pages of Hillary Clinton's long-form birth certificate, ruling there was enough time to make sure the document accurately reflected her birth date and the time of day",January,Q1,50,"['federal', 'judge', 'thursday', 'allowed', 'release', '45', 'million', 'pages', 'hillary', 'clintons', 'longform', 'birth', 'certificate', 'ruling', 'enough', 'document', 'accurately', 'reflected', 'birth', 'date']"
It was business as usual in town this morning as Mayor Stephanie Rawlings-Blake and Sheriff John Hanlin met with the press to address the recent flooding in NYC and discuss the ongoing investigation into the shocking and cowardly terrorist attack in,January,Q1,50,"['business', 'usual', 'town', 'morning', 'mayor', 'stephanie', 'rawlingsblake', 'sheriff', 'john', 'hanlin', 'press', 'address', 'recent', 'flooding', 'nyc', 'discuss', 'ongoing', 'investigation', 'shocking', 'cowardly', 'terrorist', 'attack']"
"In what could be seen as a sign of how far the Trump administration is willing to go, it has been revealed that former CIA Director Michael Morell was on Trump's 'short list' to be the next Secretary of Defense",January,Q1,50,"['could', 'seen', 'sign', 'trump', 'administration', 'willing', 'revealed', 'former', 'cia', 'director', 'michael', 'morell', 'trumps', 'short', 'list', 'next', 'secretary', 'defense']"
"Michael Moore, the former conservative commentator who was forced to flee the U.S. after calling President Donald Trump a ""faker"" and an ""enabler,"" is now a CNN contributor.
....it was the",January,Q1,50,"['michael', 'moore', 'former', 'conservative', 'commentator', 'forced', 'flee', 'calling', 'president', 'donald', 'trump', 'faker', 'enabler', 'cnn', 'contributorit']"
UPDATE: The State of Arizona has asked for help from the FBI in their investigation. If you or someone you know is a victim of a crime please call 1-800-577-TIPS. The FBI is with us,January,Q1,50,"['update', 'state', 'arizona', 'asked', 'help', 'fbi', 'investigation', 'someone', 'victim', 'crime', 'please', 'call', '1800577tips', 'fbi']"
"The B.C. government warned residents to be prepared for possible flooding in and around Vancouver on Monday night and Tuesday morning.
I have done more on this subject than any Prime Minister in history. More than any Administration in",January,Q1,50,"['bc', 'government', 'warned', 'residents', 'prepared', 'possible', 'flooding', 'vancouver', 'monday', 'night', 'tuesday', 'morningi', 'subject', 'prime', 'minister', 'history', 'administration']"
"First look at the film 'Ex Machina' featuring brilliant brilliant American producer and writer W. Somerset Maugham!
This is a great picture of my great friend Matt Damon!
The world is in great hands with @",January,Q1,50,"['film', 'ex', 'machina', 'featuring', 'brilliant', 'brilliant', 'american', 'producer', 'writer', 'w', 'somerset', 'maughamthis', 'great', 'picture', 'great', 'friend', 'matt', 'damonthe', 'world', 'great', 'hands', '@']"
The living hell that is the Islamic State of Iraq and the Levant is a direct result of America's involvement in Iraq and Syria. It is time for the President of the United States to pull out of those countries immediately. That,January,Q1,50,"['living', 'hell', 'islamic', 'state', 'iraq', 'levant', 'direct', 'result', 'americas', 'involvement', 'iraq', 'syria', 'president', 'united', 'states', 'pull', 'countries', 'immediately']"
"The Justice Department on Wednesday announced a $15.4 million grant to Central Michigan University to address ""facilities related to sexual violence on campus.""
The grant will support the development of a 24 hour Crisis Line for consumers impacted",January,Q1,50,"['justice', 'department', 'wednesday', 'announced', '154', 'million', 'grant', 'central', 'michigan', 'university', 'address', 'facilities', 'related', 'sexual', 'violence', 'campusthe', 'grant', 'support', 'development', '24', 'hour', 'crisis', 'line', 'consumers', 'impacted']"
"For other uses of the word ""wrongly,"" see Wrongly

In a shocking development that will reverberate for years to come, it was confirmed today that former President Obama had classified information about ISIS on at least one",January,Q1,50,"['uses', 'word', 'wrongly', 'wronglyin', 'shocking', 'development', 'reverberate', 'confirmed', 'former', 'president', 'obama', 'classified', 'information', 'isis', 'least']"
