Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
"Wearing a mask to protect others shows strength, not weakness. 

Please continue to follow guidance from 
@healthvermont to help slow the spread. We’re still fighting this pandemic, and it takes all of us working together and caring for one another.",297,2020-06-30 19:36:52,Twitter Web App,193,62,GovPhilScott,1278049884105564161,,545107258,False,https://t.co/SeRCboqAq8,en,June,Q2,"['wearing', 'mask', 'protect', 'shows', 'strength', 'weakness', 'please', 'continue', 'follow', 'guidance', '@healthvermont', 'help', 'slow', 'spread', 'still', 'fighting', 'pandemic', 'takes', 'working', 'together', 'caring', 'another']"
"As the Northeast continues to see positive trends like Vermont, last week we expanded the number of states covered under our county-by-county quarantine-free travel policy, which allows direct travel from designated counties without a quarantine.",294,2020-06-29 17:54:37,Twitter Web App,53,11,GovPhilScott,1277661766470828033,,545107258,False,https://t.co/I3tTQb7z2J,en,June,Q2,"['northeast', 'continues', 'positive', 'trends', 'vermont', 'week', 'expanded', 'number', 'states', 'covered', 'countybycounty', 'quarantinefree', 'travel', 'policy', 'allows', 'direct', 'travel', 'designated', 'counties', 'without', 'quarantine']"
"Thank you to ⁦@vermont_united⁩ for sending a strong message of unity and community. 

We’re all in this together and that means we need to help each other — wearing masks, distancing, washing our hands and following ⁦@healthvermont⁩ guidelines.",268,2020-06-27 20:43:23,Twitter for iPhone,49,7,GovPhilScott,1276979461829865473,,545107258,False,https://t.co/2GjVS6hICu,en,June,Q2,"['thank', '@vermont_united', 'sending', 'strong', 'message', 'unity', 'community', 'together', 'means', 'help', 'wearing', 'masks', 'distancing', 'washing', 'hands', 'following', '@healthvermont', 'guidelines']"
It only takes 5 minutes!,73,2020-06-27 14:17:55,Twitter for iPhone,21,12,GovPhilScott,1276882456382246912,,545107258,False,https://t.co/IxcYhgncvF,en,June,Q2,"['takes', '5', 'minutes']"
"Vermont’s 7-day positivity rate of COVID-19 tests sits at 1.28% — among the lowest in the nation. 

There are also zero COVID-19 patients in ICUs in the entire state of Vermont. 

This is good news, but we must remain vigilant and continue following @healthvermont guidelines.",300,2020-06-26 15:32:36,Twitter for iPhone,258,62,GovPhilScott,1276538863981400064,,545107258,False,https://t.co/psYIagVj3A,en,June,Q2,"['vermonts', '7day', 'positivity', 'rate', 'covid19', 'tests', 'sits', '128', 'among', 'lowest', 'nation', 'zero', 'covid19', 'patients', 'icus', 'entire', 'state', 'vermont', 'good', 'news', 'remain', 'vigilant', 'continue', 'following', '@healthvermont', 'guidelines']"
"It was great to help introduce tonight’s concert in support of this effort to help Vermonters in need — while supporting our farmers and local food systems. 

You can watch talented artists like Dave Matthews, Grace Potter and many more live right now at",302,2020-06-26 01:25:47,Twitter for iPhone,25,1,GovPhilScott,1276325754108817409,,545107258,False,https://t.co/Kzbf02NwSo,en,June,Q2,"['great', 'help', 'introduce', 'tonights', 'concert', 'support', 'effort', 'help', 'vermonters', 'supporting', 'farmers', 'local', 'food', 'systems', 'watch', 'talented', 'artists', 'dave', 'matthews', 'grace', 'potter', 'live']"
"I know some are tired of hearing us repeat this, but we're still fighting a pandemic and we must continue taking precautions to slow the spread. Vermonters are good by nature and doing these simple things don't just protect you - they keep others safe.",302,2020-06-25 16:08:30,Twitter Web App,152,49,GovPhilScott,1276185510336253953,,545107258,False,https://t.co/VnKiv5xAbB,en,June,Q2,"['tired', 'hearing', 'repeat', 'still', 'fighting', 'pandemic', 'continue', 'taking', 'precautions', 'slow', 'spread', 'vermonters', 'good', 'nature', 'simple', 'protect', 'safe']"
"Wearing a mask to protect others shows strength, not weakness. 

Please continue to follow guidance from @healthvermont to help slow the spread. We’re still fighting this pandemic, and it takes all of us working together and caring for one another.",272,2020-06-24 19:27:52,Twitter for iPhone,133,40,GovPhilScott,1275873294974148614,,545107258,False,https://t.co/k6eSbr4WDr,en,June,Q2,"['wearing', 'mask', 'protect', 'shows', 'strength', 'weakness', 'please', 'continue', 'follow', 'guidance', '@healthvermont', 'help', 'slow', 'spread', 'still', 'fighting', 'pandemic', 'takes', 'working', 'together', 'caring', 'another']"
"The Census helps determine how much federal funding states receive for infrastructure projects, school lunch programs, disaster relief &amp; so much more. VT currently has one of the lowest response rates in the US. If you haven't responded, please do so ASAP. It only takes 10 min!",306,2020-06-24 14:29:56,Twitter Web App,39,31,GovPhilScott,1275798315637096448,,545107258,False,https://t.co/gh1w1YHlFm,en,June,Q2,"['census', 'helps', 'determine', 'federal', 'funding', 'states', 'receive', 'infrastructure', 'projects', 'school', 'lunch', 'programs', 'disaster', 'relief', 'vt', 'currently', 'lowest', 'response', 'rates', 'havent', 'responded', 'please', 'asap', 'takes', '10', 'min']"
"Effective July 1, we'll be increasing the maximum weekly benefit amount for Unemployment Insurance claimants, while cutting UI tax rates for employers. We will continue to pull every lever we can to help workers and employers recover from this pandemic.",302,2020-06-23 17:53:03,Twitter Web App,39,11,GovPhilScott,1275487045385891841,,545107258,False,https://t.co/9uozXx4fJf,en,June,Q2,"['effective', 'july', '1', 'increasing', 'maximum', 'weekly', 'benefit', 'amount', 'unemployment', 'insurance', 'claimants', 'cutting', 'ui', 'tax', 'rates', 'employers', 'continue', 'pull', 'lever', 'help', 'workers', 'employers', 'recover', 'pandemic']"
