Tweets,Month,Quarter,sampling,TweetsTokenized
"Twitter is an incredible tool for education. We are working hard to ensure that every student in America has the opportunity to learn with the strongest educational resources have ever existed.
President Trump is doing a great job on Manufacturing JOBS",January,Q1,8,"['twitter', 'incredible', 'tool', 'education', 'working', 'hard', 'ensure', 'student', 'america', 'opportunity', 'learn', 'strongest', 'educational', 'resources', 'existedpresident', 'trump', 'great', 'job', 'manufacturing', 'jobs']"
"The National Rifle Association said Tuesday that the State of Colorado doesn't have the legal authority to deny people the right to vote based on their sexual orientation.
'The State of Colorado does not have the legal authority to deny voters",January,Q1,8,"['national', 'rifle', 'association', 'tuesday', 'state', 'colorado', 'legal', 'authority', 'deny', 'people', 'vote', 'based', 'sexual', 'orientationthe', 'state', 'colorado', 'legal', 'authority', 'deny', 'voters']"
Ace Attorney 5 Review - 6 IMAGES Full Review Ace Attorney 5 Review - 6 IMAGES Full Review Ace Attorney 5 Review - 6 IMAGES Full Review Ace Attorney 5 Review - 6 IMAGES Full Review Ace Attorney 5 Review - 6 IMAGES Full,January,Q1,8,"['ace', 'attorney', '5', 'review', '6', 'images', 'full', 'review', 'ace', 'attorney', '5', 'review', '6', 'images', 'full', 'review', 'ace', 'attorney', '5', 'review', '6', 'images', 'full', 'review', 'ace', 'attorney', '5', 'review', '6', 'images', 'full', 'review', 'ace', 'attorney', '5', 'review', '6', 'images', 'full']"
"The United States has a long and proud history of standing up for freedom and justice around the world. That is reflected in our commitment to the people of South Sudan and throughout the world where we are strong.
Under my Administration",January,Q1,8,"['united', 'states', 'proud', 'history', 'standing', 'freedom', 'justice', 'world', 'reflected', 'commitment', 'people', 'south', 'sudan', 'throughout', 'world', 'strongunder', 'administration']"
"The Brady Campaign to Prevent Gun Violence has released the latest numbers from the National Instant Criminal Background Check System (NICS). The Brady Campaign found that from January 1, 2014 to February 28, 2016 there were 8.3 million",January,Q1,8,"['brady', 'campaign', 'prevent', 'gun', 'violence', 'released', 'latest', 'numbers', 'national', 'instant', 'criminal', 'background', 'check', 'system', 'nics', 'brady', 'campaign', 'found', 'january', '1', '2014', 'february', '28', '2016', '83', 'million']"
"Looking for news you can trust?

Subscribe to our free newsletters.


Remember when Republicans were all mad at the Obama White House for putting out a statement on the potential race to the Supreme Court Justice Scalia? Well",January,Q1,8,"['looking', 'news', 'trustsubscribe', 'free', 'newslettersremember', 'republicans', 'mad', 'obama', 'white', 'house', 'putting', 'statement', 'potential', 'race', 'supreme', 'court', 'justice', 'scalia']"
"The Department of Justice has decided to drop its investigation into former National Security Adviser Michael Flynn, overturning nearly two years of work by special counsel Robert Mueller.
The decision to drop the case against Flynn and to bring this case",January,Q1,8,"['department', 'justice', 'decided', 'drop', 'investigation', 'former', 'national', 'security', 'adviser', 'michael', 'flynn', 'overturning', 'nearly', 'work', 'special', 'counsel', 'robert', 'muellerthe', 'decision', 'drop', 'case', 'flynn', 'bring', 'case']"
"The Equal Employment Opportunity Commission (EEOC) has opened an investigation into the termination of a California woman for being pregnant.
An employee of a construction company in California is under investigation by the Equal Employment Opportunity Commission (EEOC",January,Q1,8,"['equal', 'employment', 'opportunity', 'commission', 'eeoc', 'opened', 'investigation', 'termination', 'california', 'woman', 'pregnantan', 'employee', 'construction', 'company', 'california', 'investigation', 'equal', 'employment', 'opportunity', 'commission', 'eeoc']"
It's not just the president who has been caught up in the Mueller investigation. The FBI itself has been caught up in some very serious and very illegal things. I hope people around the world are very careful who they talk to,January,Q1,8,"['president', 'caught', 'mueller', 'investigation', 'fbi', 'caught', 'serious', 'illegal', 'hope', 'people', 'world', 'careful', 'talk']"
"The expansion of the Trump International Hotel & Tower in Washington D.C. will be a disaster for the people of Washington D.C. — Tom Tancredo (@TomTancredo) August 14, 2017
Some",January,Q1,8,"['expansion', 'trump', 'international', 'hotel', 'tower', 'washington', 'dc', 'disaster', 'people', 'washington', 'dc', 'tom', 'tancredo', '@tomtancredo', 'august', '14', '2017some']"
