Tweets,Month,Quarter,sampling,TweetsTokenized
"Some interesting things have happened in the last few days I would like to take this opportunity to thank President Trump for your continued leadership and leadership on North Korea. We will prevail!
“The Federal Reserve should raise interest rates",January,Q1,40,"['interesting', 'happened', 'days', 'take', 'opportunity', 'thank', 'president', 'trump', 'continued', 'leadership', 'leadership', 'north', 'korea', 'prevailthe', 'federal', 'reserve', 'raise', 'interest', 'rates']"
"After being shut out in the Winter Olympics, Russia is looking to make it five straight Winter Olympics. They have decided to add a new dimension to the Games with a special event called the Stormtrooper Appreciation Day Parade.",January,Q1,40,"['shut', 'winter', 'olympics', 'russia', 'looking', 'five', 'straight', 'winter', 'olympics', 'decided', 'add', 'new', 'dimension', 'games', 'special', 'event', 'called', 'stormtrooper', 'appreciation', 'parade']"
Pulitzer Prize-winning journalist Seymour Hersh is reporting that the Obama Administration knew of the growing risk to the U.S. from North Korea as far back as 2010. He also says that U.S. Ambassador,January,Q1,40,"['pulitzer', 'prizewinning', 'journalist', 'seymour', 'hersh', 'reporting', 'obama', 'administration', 'growing', 'risk', 'north', 'korea', '2010', 'says', 'ambassador']"
"The FBI is asking Congress for an additional $7.6 billion to fight terrorism.
The Democratic Party has the courage to stand with the American people against the Radical Left &amp; their Radical Ideology. We are stronger",January,Q1,40,"['fbi', 'asking', 'congress', 'additional', '76', 'billion', 'fight', 'terrorismthe', 'democratic', 'party', 'courage', 'stand', 'american', 'people', 'radical', 'left', 'radical', 'ideology', 'stronger']"
The American people strongly oppose the PATRIOT Act. The ACLU has said it is 'unconstitutional' and that it has a duty to protect Americans. The Democrats are threatening to vote against the last big defense bill unless we,January,Q1,40,"['american', 'people', 'strongly', 'oppose', 'patriot', 'act', 'aclu', 'unconstitutional', 'duty', 'protect', 'americans', 'democrats', 'threatening', 'vote', 'big', 'defense', 'bill', 'unless']"
"Election 2016: Five things Americans want you to know about the economy

From the White House with your election results tonight!

This is a GREAT DAY for the AUTOMOTIVE INDUSTRY and the GREAT",January,Q1,40,"['election', '2016', 'five', 'americans', 'economyfrom', 'white', 'house', 'election', 'results', 'tonightthis', 'great', 'automotive', 'industry', 'great']"
The Texas Rangers have acquired minor league right fielder/outfielder Alex Singleton from the Cincinnati Reds in exchange for minor league pitcher Dylan Davis and cash considerations. Singleton is in his second year of professional baseball in the American,January,Q1,40,"['texas', 'rangers', 'acquired', 'minor', 'league', 'fielderoutfielder', 'alex', 'singleton', 'cincinnati', 'reds', 'exchange', 'minor', 'league', 'pitcher', 'dylan', 'davis', 'cash', 'considerations', 'singleton', 'second', 'year', 'professional', 'baseball', 'american']"
It is not just the US military that is suffering from the effects of the Evolving Arctic. As we noted earlier the Chinese Government also is struggling as are many others. Other than that the Chinese economy is really moving along and,January,Q1,40,"['military', 'suffering', 'effects', 'evolving', 'arctic', 'noted', 'earlier', 'chinese', 'government', 'struggling', 'chinese', 'economy', 'moving', 'along']"
"The most important thing the GOP does in 2018 is elect a Democratic Senator from California!
Today at 4:00 PM Eastern Time I will be signing the Duncan Hunter V.A. Bill. This is a great victory for",January,Q1,40,"['important', 'thing', 'gop', '2018', 'elect', 'democratic', 'senator', 'californiatoday', '400', 'eastern', 'signing', 'duncan', 'hunter', 'va', 'bill', 'great', 'victory']"
"The National Security Agency has tapped into the communications of the leaders of 15 countries that were targeted by the United States during the Trump administration, even as the Obama administration sharply restricted the agency's surveillance powers.
White House communications director",January,Q1,40,"['national', 'security', 'agency', 'tapped', 'communications', 'leaders', '15', 'countries', 'targeted', 'united', 'states', 'trump', 'administration', 'obama', 'administration', 'sharply', 'restricted', 'agencys', 'surveillance', 'powerswhite', 'house', 'communications', 'director']"
"The Library of Congress generally does not own rights to copyrighted works. Therefore all rights reserved.
Proud to announce that my Commission on Long Term Care Reform is the ONLY &amp; comprehensive Commission on this topic in government.",January,Q1,40,"['library', 'congress', 'generally', 'rights', 'copyrighted', 'works', 'therefore', 'rights', 'reservedproud', 'announce', 'commission', 'term', 'care', 'reform', 'comprehensive', 'commission', 'topic', 'government']"
The UK is considering introducing a 10% Business Rate for all companies in the country. This will help companies deal with the uncertainty created by the vote to leave the European Union. The business rate will be 10% and would apply,January,Q1,40,"['uk', 'considering', 'introducing', '10', 'business', 'rate', 'companies', 'country', 'help', 'companies', 'deal', 'uncertainty', 'created', 'vote', 'leave', 'european', 'union', 'business', 'rate', '10', 'apply']"
"The U.S. government has been caught violating international law by severely restricting the flow of humanitarian aid into Yemen. We must stop this and quickly resume unrestricted passage of humanitarian supplies.
I am calling on the nations of the",January,Q1,40,"['government', 'caught', 'violating', 'international', 'law', 'severely', 'restricting', 'flow', 'humanitarian', 'aid', 'yemen', 'stop', 'quickly', 'resume', 'unrestricted', 'passage', 'humanitarian', 'suppliesi', 'calling', 'nations']"
"Protecting your family

We are making it easier and more affordable for small businesses to thrive. President Trump is committed to working with Congress to continue to support small businesses and get us back on track.
...And the",January,Q1,40,"['protecting', 'familywe', 'making', 'easier', 'affordable', 'businesses', 'thrive', 'president', 'trump', 'committed', 'working', 'congress', 'continue', 'support', 'businesses', 'trackand']"
