Tweets,Month,Quarter,sampling,TweetsTokenized
"The Kurdistan Democratic Party (KDP) in Iraq has released a statement on the death of Fawzia al-Sadiq.
Fawzia al-Sadiq was a brave and fierce fighter for Freedom and against",January,Q1,43,"['kurdistan', 'democratic', 'party', 'kdp', 'iraq', 'released', 'statement', 'death', 'fawzia', 'alsadiqfawzia', 'alsadiq', 'brave', 'fierce', 'fighter', 'freedom']"
"It's been a tough few days for Republicans. They lost the House of Representatives. They're now in the Senate. And now they're in danger of losing both the Senate and House.
...In fact I only made",January,Q1,43,"['tough', 'days', 'republicans', 'lost', 'house', 'representatives', 'senate', 'danger', 'losing', 'senate', 'housein', 'fact']"
"Theresa May has been forced to defend her decision to launch the invasion of Iraq in a shocking admission that could see thousands dead.
Theresa May was forced to defend her decision to launch the invasion of Iraq in a shocking",January,Q1,43,"['theresa', 'may', 'forced', 'defend', 'decision', 'launch', 'invasion', 'iraq', 'shocking', 'admission', 'could', 'thousands', 'deadtheresa', 'may', 'forced', 'defend', 'decision', 'launch', 'invasion', 'iraq', 'shocking']"
"The White House said Tuesday it is continuing to monitor the violent protests in Charlottesville, Virginia, and that the President has asked for the full cooperation of local law enforcement.
""The President has asked for the full cooperation of local",January,Q1,43,"['white', 'house', 'tuesday', 'continuing', 'monitor', 'violent', 'protests', 'charlottesville', 'virginia', 'president', 'asked', 'full', 'cooperation', 'local', 'law', 'enforcementthe', 'president', 'asked', 'full', 'cooperation', 'local']"
The federal government will spend $61.5 million over five years to help Puerto Rico recover from Hurricanes Maria and Irma. The money will be divided into five funding streams to help the US territory recover. Here's what that means,January,Q1,43,"['federal', 'government', 'spend', '615', 'million', 'five', 'help', 'puerto', 'rico', 'recover', 'hurricanes', 'maria', 'irma', 'money', 'divided', 'five', 'funding', 'streams', 'help', 'territory', 'recover', 'heres', 'means']"
"There are many ways to feel about this. I love food. I love people. I love my wonderful family. However, I do not tolerate hate speech against any group of people on American soil.
The people that are",January,Q1,43,"['ways', 'feel', 'love', 'food', 'love', 'people', 'love', 'wonderful', 'family', 'however', 'tolerate', 'hate', 'speech', 'group', 'people', 'american', 'soilthe', 'people']"
"The Senate Intelligence Committee has confirmed for a second straight year its Attorney General nominee Brett Kavanaugh to be the next FBI Director.
With Brett Kavanaugh now confirmed for the FBI he has confirmed the future of the CIA head Mike Pompeo",January,Q1,43,"['senate', 'intelligence', 'committee', 'confirmed', 'second', 'straight', 'year', 'attorney', 'general', 'nominee', 'brett', 'kavanaugh', 'next', 'fbi', 'directorwith', 'brett', 'kavanaugh', 'confirmed', 'fbi', 'confirmed', 'future', 'cia', 'head', 'mike', 'pompeo']"
"The University of Notre Dame is considering a policy that would require students to stand for the national anthem before or after their classes.
“Pledging allegiance to a foreign king or emperor will not be tolerated.”",January,Q1,43,"['university', 'notre', 'dame', 'considering', 'policy', 'require', 'students', 'stand', 'national', 'anthem', 'classespledging', 'allegiance', 'foreign', 'king', 'emperor', 'tolerated']"
"The Canadian Press


OTTAWA -- The Liberal government wants to make it easier for children to access early childhood education.
§
“With the economy improving and inflation running at very low levels, I think it",January,Q1,43,"['canadian', 'pressottawa', 'liberal', 'government', 'wants', 'easier', 'children', 'access', 'early', 'childhood', 'educationwith', 'economy', 'improving', 'inflation', 'running', 'low', 'levels', 'think']"
"And the only way to beat them is with the best of them.
They are using our military to promote their agenda. They have spent more money on lobbying than all other countries combined. They are using every trick in the",January,Q1,43,"['beat', 'best', 'themthey', 'using', 'military', 'promote', 'agenda', 'spent', 'money', 'lobbying', 'countries', 'combined', 'using', 'trick']"
