kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_all,freq_all
state,14,dems,15,new_york,15,military,12,lamestream,16,good,19,win,81
country,14,good,15,democrat,14,do_nothing,12,work,16,senator,19,united,79
republicans,14,win,15,state,13,press,12,coronavirus,16,@usdot,19,party,77
united,13,history,14,support,13,left,12,second,16,state,18,hoax,77
china,13,states,14,bad,13,congressman,12,pennsylvania,16,republican,18,white,77
win,13,border,14,history,12,businesses,12,obamagate,15,media,18,working,77
economy,13,campaign,13,biden,12,american,12,election,15,history,17,vote,73
trade,13,do_nothing,13,bill,12,business,11,border,15,hard,17,amendment,73
radical,13,carolina,13,order,12,money,11,usa,15,border,17,border,72
another,13,nothing,12,families,12,@nytimes,11,democrats,15,jobs,16,hard,72
states,12,#2a,12,president,12,crime,11,republican,15,book,16,help,71
ukraine,12,working,12,workers,12,new,10,united,15,crime,16,federal,71
world,12,house,12,love,11,happy,10,political,15,dc,15,work,71
america,12,coronavirus,12,russia,11,nothing,10,ballots,15,court,15,world,69
high,12,bad,11,decision,11,enemy,10,crazy,15,help,15,radical,66
unfair,12,china,11,world,11,night,10,congressman,15,guard,15,congress,66
working,11,help,11,reserve,11,care,10,night,15,seattle,15,nothing,65
@foxandfriends,11,job,11,national,11,spoke,10,incredible,15,vote,15,second,65
record,11,tonight,11,nothing,11,america,10,federal,15,american,15,bad,65
nancy,11,witch,11,governor,11,new_york,10,mike,15,night,14,usa,65
trial,11,money,11,full,11,failing,9,love,14,nothing,14,dems,65
transcripts,11,usa,11,usa,11,story,9,left,14,supreme,13,bernie,65
chuck,11,wonderful,11,governors,11,hospitals,9,win,14,states,13,national,64
wrong,10,loves,10,endorsement,10,wanted,9,testing,14,world,13,crime,64
corrupt,10,debate,10,eastern,10,countries,9,proud,13,working,13,sleepy,62
good,10,scam,10,early,10,invisible,9,greatest,13,important,13,do_nothing,62
partisan,10,bloomberg,10,protect,10,radical,9,wisconsin,13,defund,13,mini,61
nothing,10,jobs,10,best,10,sources,9,together,12,corrupt,13,crazy,60
deal,10,record,10,vote,10,fighter,9,tonight,12,looters,13,congressman,60
case,10,everyone,10,americans,10,million,9,governor,12,tremendous,13,#maga,59
bernie,9,united,10,cut,10,governors,8,russia,12,sleepy,13,corrupt,59
john,9,corrupt,10,complete,10,trump,8,coming,12,election,13,incredible,58
zero,9,hampshire,10,important,10,working,8,congress,12,life,13,election,58
witnesses,9,south,10,nation,10,loves,8,democrat,12,#maga,12,russia,58
dollars,9,best,10,@foxnews,10,times,8,george,12,bad,12,biden,57
mike,9,american,10,trump,10,@cnn,8,totally,12,democrat,12,order,56
money,8,agenda,10,ventilators,10,morning,8,administration,12,governor,12,night,56
numbers,8,supports,10,race,9,world,8,white,12,jim,12,law,53
hard,8,#kag2020,9,prevail,9,wrong,8,lost,12,west,11,money,52
vote,8,senator,9,bloomberg,9,tremendous,8,america,12,bolton,11,jobs,52
totally,8,congratulations,9,low,9,#maga,8,caught,12,numbers,11,numbers,49
media,8,@cnn,9,safe,9,joe,8,guy,11,taxes,11,new_york,49
jobs,8,trial,9,situation,9,take,8,case,11,federal,11,testing,49
mini,8,polls,9,general,9,helping,7,republicans,11,russia,11,love,49
court,8,debates,9,ahead,9,especially,7,corrupt,11,coming,11,best,47
texas,8,judge,9,corrupt,9,late,7,twitter,11,oklahoma,11,senate,47
cryin,8,john,9,borders,9,wants,7,minneapolis,11,black,11,senator,47
witch,8,night,9,lives,9,needed,7,socalled,11,highly,10,lamestream,46
border,7,think,9,wonderful,9,sleepy,7,strongly,11,north,10,together,46
hunt,7,rally,9,possible,9,call,7,funding,11,new_york,10,totally,46
aid,7,countries,9,numbers,9,ratings,7,tiffany,11,china,10,police,45
wall,7,texas,9,act,9,ohio,7,dems,11,testing,10,republicans,45
soleimani,7,place,9,quickly,9,congress,7,cold,11,dems,10,governor,44
americans,7,phony,8,congress,9,democrat,7,@usdot,11,money,10,john,44
fact,7,hope,8,incredible,9,hes,7,important,11,area,10,political,43
complete,7,totally,8,businesses,8,vets,7,@greggjarrett,11,congratulations,10,important,43
future,7,running,8,soon,8,told,7,farmers,11,john,10,tonight,43
crazy,7,could,8,senator,8,government,7,crime,11,badly,10,court,43
pelosi,7,election,8,number,8,recently,7,supports,11,november,10,loves,43
endorsement,7,senate,8,china,8,worse,7,guard,11,justice,10,administration,42
political,7,honor,8,saved,8,530,7,trying,11,watch,10,conference,42
national,7,justice,8,msdnc,8,party,7,biden,11,act,10,government,42
killed,7,sanders,8,times,8,friend,6,@foxnews,11,run,9,@foxandfriends,41
hit,7,deal,8,enemy,8,republican,6,wrong,10,take,9,congratulations,41
iranian,7,economy,8,presidential,8,matter,6,businesses,10,wall,9,ventilators,41
question,7,stop,8,chinese,8,hospital,6,greatness,10,polls,9,wrong,41
