Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
"Rudolfo Anaya, perhaps better than any other author, truly captured what it means to be a New Mexican, what it means to be born here, grow up here and live here.",185,2020-06-30 19:42:02,Twitter Web App,334,73,GovMLG,1278051184306122752,,1070083706822438912,False,https://t.co/ufG37DhexI,en,June,Q2,"['rudolfo', 'anaya', 'perhaps', 'author', 'truly', 'captured', 'means', 'new', 'mexican', 'means', 'born', 'grow', 'live']"
"I'm deeply saddened to hear of the death of Rudolfo Anaya, one of New Mexico’s greatest artists.

While his passing is a great loss for New Mexico, his life &amp; his work was an incredible gift, not just to New Mexico but to the world. His words &amp; stories will be treasured forever.",311,2020-06-30 19:35:36,Twitter Web App,651,136,GovMLG,1278049568752414720,,1070083706822438912,False,https://t.co/RMtKhnfhoS,en,June,Q2,"['deeply', 'saddened', 'hear', 'death', 'rudolfo', 'anaya', 'new', 'mexicos', 'greatest', 'artistswhile', 'passing', 'great', 'loss', 'new', 'mexico', 'life', 'work', 'incredible', 'gift', 'new', 'mexico', 'world', 'words', 'stories', 'treasured', 'forever']"
"I was glad to sign HB 6 into law yesterday to support New Mexico taxpayers and businesses.

The financial pain caused by #COVID19 is real, and this legislation will help New Mexicans who through no fault of their own were unable to pay their taxes on time.",280,2020-06-30 16:25:27,Twitter Web App,103,15,GovMLG,1278001714604343296,,1070083706822438912,False,https://t.co/7xD3Op3d48,en,June,Q2,"['glad', 'sign', 'hb', '6', 'law', 'yesterday', 'support', 'new', 'mexico', 'taxpayers', 'businessesthe', 'financial', 'pain', 'caused', '#covid19', 'real', 'legislation', 'help', 'new', 'mexicans', 'fault', 'unable', 'pay', 'taxes']"
"I am proud to lead a New Mexico that recognizes every New Mexican as equal. Be you, be proud.

Happy #PrideMonth!",137,2020-06-30 15:40:10,Twitter Web App,187,23,GovMLG,1277990319263383552,1.0700837068224388e+18,1070083706822438912,False,https://t.co/yDNYAQpfVa,en,June,Q2,"['proud', 'lead', 'new', 'mexico', 'recognizes', 'new', 'mexican', 'equal', 'proudhappy', '#pridemonth']"
"- Cutting through discriminatory red tape to ensure trans New Mexicans can correctly represent their gender identity on official documents without burdensome requirements

- Ensuring that employees cannot be discriminated against due to their sexual orientation or gender identity",280,2020-06-30 15:40:10,Twitter Web App,114,12,GovMLG,1277990318189588481,1.0700837068224388e+18,1070083706822438912,False,,en,June,Q2,"['cutting', 'discriminatory', 'red', 'tape', 'ensure', 'trans', 'new', 'mexicans', 'correctly', 'represent', 'gender', 'identity', 'official', 'documents', 'without', 'burdensome', 'requirements', 'ensuring', 'employees', 'cannot', 'discriminated', 'due', 'sexual', 'orientation', 'gender', 'identity']"
"Since taking office, I am been immensely proud to sign critical legislation cementing protections &amp; gains for the LGBTQ+ community, including:

- The inclusion of the protection of sexual orientation &amp; gender identity in school bullying codes

- Access to gender-neutral bathrooms",288,2020-06-30 15:40:09,Twitter Web App,76,6,GovMLG,1277990316000243712,1.0700837068224388e+18,1070083706822438912,False,,en,June,Q2,"['taking', 'office', 'immensely', 'proud', 'sign', 'critical', 'legislation', 'cementing', 'protections', 'gains', 'lgbtq', 'community', 'inclusion', 'protection', 'sexual', 'orientation', 'gender', 'identity', 'school', 'bullying', 'codes', 'access', 'genderneutral', 'bathrooms']"
"As #PrideMonth draws to a close, it's important to me that every LGBTQ+ New Mexican knows that here in New Mexico, they are valued and protected.

My administration will always work to welcome and support those of all sexual orientations and gender identities.",260,2020-06-30 15:40:09,Twitter Web App,631,80,GovMLG,1277990313890508801,,1070083706822438912,False,,en,June,Q2,"['#pridemonth', 'draws', 'close', 'important', 'lgbtq', 'new', 'mexican', 'knows', 'new', 'mexico', 'valued', 'protectedmy', 'administration', 'work', 'welcome', 'support', 'sexual', 'orientations', 'gender', 'identities']"
"Today's #COVID19 update:

- 173 new COVID-19 cases, totaling 11,982 cases statewide

- One additional death, bringing the total to 493 deaths statewide

- 119 individuals currently hospitalized with COVID-19 statewide

More info here:",282,2020-06-29 22:18:41,Twitter Web App,128,42,GovMLG,1277728221547520000,,1070083706822438912,False,https://t.co/Q8aWwv2nax,en,June,Q2,"['todays', '#covid19', 'update', '173', 'new', 'covid19', 'cases', 'totaling', '11982', 'cases', 'statewide', 'additional', 'death', 'bringing', '493', 'deaths', 'statewide', '119', 'individuals', 'currently', 'hospitalized', 'covid19', 'statewidemore', 'info']"
"Thank you @SFCCNM and @WCKitchen for your incredible work serving 50,000 meals to New Mexicans in need! #AllTogetherNM",142,2020-06-29 17:54:05,Twitter Web App,466,71,GovMLG,1277661631535673344,,1070083706822438912,False,https://t.co/wCfoPKRlSp,en,June,Q2,"['thank', '@sfccnm', '@wckitchen', 'incredible', 'work', 'serving', '50000', 'meals', 'new', 'mexicans', '#alltogethernm']"
Access to abortion is access to health care. Period.,76,2020-06-29 15:40:18,Twitter for iPhone,2477,398,GovMLG,1277627965593972737,,1070083706822438912,False,https://t.co/2GgfaGKk2w,en,June,Q2,"['access', 'abortion', 'access', 'health', 'care', 'period']"
"Today's #COVID19 update:

- 192 new COVID-19 cases, totaling 11,809 cases statewide

- One additional death, bringing the total to 492 deaths statewide

- 114 individuals currently hospitalized with COVID-19 statewide

More info here:",282,2020-06-28 23:35:06,Twitter Web App,128,42,GovMLG,1277385062435090433,,1070083706822438912,False,https://t.co/cU4kD4xmdE,en,June,Q2,"['todays', '#covid19', 'update', '192', 'new', 'covid19', 'cases', 'totaling', '11809', 'cases', 'statewide', 'additional', 'death', 'bringing', '492', 'deaths', 'statewide', '114', 'individuals', 'currently', 'hospitalized', 'covid19', 'statewidemore', 'info']"
