Tweets,Month,Quarter,sampling,TweetsTokenized
"On February 14th 2015, at approximately 6:40 PM, the FBI and local law enforcement responded to reports of a shooting in the area of 107th Street and Division Avenue in Brooklyn. There were no reports of injuries.",January,Q1,14,"['february', '14th', '2015', 'approximately', '640', 'fbi', 'local', 'law', 'enforcement', 'responded', 'reports', 'shooting', 'area', '107th', 'street', 'division', 'avenue', 'brooklyn', 'reports', 'injuries']"
"Will the Four Horsemen of the Apocalypse be a Jew?
I was going to post this today. I thought it would be interesting. @GStephanopoulos   @FoxNews  Great job!
Late last",January,Q1,14,"['four', 'horsemen', 'apocalypse', 'jewi', 'post', 'thought', 'interesting', '@gstephanopoulos', '@foxnews', 'great', 'joblate']"
"In addition to his vast wealth and power, I know and respect many very wealthy people and organizations. I have given millions of dollars to their organizations.
....the establishment media is the enemy of the people. They want their",January,Q1,14,"['addition', 'vast', 'wealth', 'power', 'respect', 'wealthy', 'people', 'organizations', 'given', 'millions', 'dollars', 'organizationsthe', 'establishment', 'media', 'enemy', 'people']"
"Author Message

joshua

Senior Member


Member # 2265


USA

I work for the best Government in the world we have the BEST LAW ENFORCEMENT IN THE WORLD. But",January,Q1,14,"['author', 'messagejoshuasenior', 'membermember', '#', '2265usai', 'work', 'best', 'government', 'world', 'best', 'law', 'enforcement', 'world']"
"We are currently assessing the situation. Thank you for your understanding!
....I will be meeting with the leaders of the American Military and first Responders who have been devastated by Superstorm Florence to offer whatever help and resources they",January,Q1,14,"['currently', 'assessing', 'situation', 'thank', 'understandingi', 'meeting', 'leaders', 'american', 'military', 'responders', 'devastated', 'superstorm', 'florence', 'offer', 'whatever', 'help', 'resources']"
Yes! We are so excited to have @Ravens_Bengals great owner @JoeFlacco back with us after missing out on the playoffs the past 3 seasons. We believe in building great young players up through the,January,Q1,14,"['yes', 'excited', '@ravens_bengals', 'great', 'owner', '@joeflacco', 'missing', 'playoffs', 'past', '3', 'seasons', 'believe', 'building', 'great', 'young', 'players']"
"Thomas Jefferson once said that ""the local government is the branch of the government which is most susceptible to error and corruption."" The Federal Government is the branch of government which has the greatest responsibility to serve our Nation and the people of",January,Q1,14,"['thomas', 'jefferson', 'local', 'government', 'branch', 'government', 'susceptible', 'error', 'corruption', 'federal', 'government', 'branch', 'government', 'greatest', 'responsibility', 'serve', 'nation', 'people']"
"WHEN 'Mr. Trump' Mr. O'Brien was forced to apologize after revealing his wife's infidelities and philandering he was warned off the airwaves by his bosses


But now he has returned to",January,Q1,14,"['mr', 'trump', 'mr', 'obrien', 'forced', 'apologize', 'revealing', 'wifes', 'infidelities', 'philandering', 'warned', 'airwaves', 'bossesbut', 'returned']"
"The White House is preparing to release a classified report on its deadly violence against peaceful, law-abiding protestors in Minneapolis on July 5th. It is time that this criminal and cowardly administration is held accountable!
The people of",January,Q1,14,"['white', 'house', 'preparing', 'release', 'classified', 'report', 'deadly', 'violence', 'peaceful', 'lawabiding', 'protestors', 'minneapolis', 'july', '5th', 'criminal', 'cowardly', 'administration', 'held', 'accountablethe', 'people']"
"SEATTLE -- A federal judge on Friday blocked President Donald Trump from doing anything about the so-called ""sanctuary cities"" that refuse to cooperate with federal immigration authorities.
The opinion from U.S. District Judge James",January,Q1,14,"['seattle', 'federal', 'judge', 'friday', 'blocked', 'president', 'donald', 'trump', 'anything', 'socalled', 'sanctuary', 'cities', 'refuse', 'cooperate', 'federal', 'immigration', 'authoritiesthe', 'opinion', 'district', 'judge', 'james']"
Here's the thing about the IRS. They don’t give a **** about the 99% of Americans that they are supposed to be protecting. They are the biggest enabler of Corruption in America. They are a,January,Q1,14,"['heres', 'thing', 'irs', 'give', '99', 'americans', 'supposed', 'protecting', 'biggest', 'enabler', 'corruption', 'america']"
"Police were called to a home in the 14000 block of Loomis Drive shortly after 9:00 PM on Saturday, November 4th. A 36 year old male was pronounced deceased at the scene. This is a very",January,Q1,14,"['police', 'called', 'home', '14000', 'block', 'loomis', 'drive', 'shortly', '900', 'saturday', 'november', '4th', '36', 'year', 'old', 'male', 'pronounced', 'deceased', 'scene']"
