Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
"I’m virtually joining criminal justice advocates, legislators, and participants to celebrate one year of Clean Slate in PA.

Since this first-in-the-nation legislation took effect, 1 million PA’ians with minor criminal records and non-convictions have been given a second chance.",279,2020-06-30 18:36:45,Twitter Web App,519,60,GovernorTomWolf,1278034759097221120,,2978837542,False,,en,June,Q2,"['virtually', 'joining', 'criminal', 'justice', 'advocates', 'legislators', 'participants', 'celebrate', 'year', 'clean', 'slate', 'pasince', 'firstinthenation', 'legislation', 'took', 'effect', '1', 'million', 'paians', 'minor', 'criminal', 'records', 'nonconvictions', 'given', 'second', 'chance']"
"I signed this first-in-the nation legislation because a criminal record shouldn’t be a life sentence to poverty.
 
Learn more:",150,2020-06-30 15:55:41,Twitter Web App,133,18,GovernorTomWolf,1277994224798052352,2978837542.0,2978837542,False,https://t.co/VJQemK6JS0,en,June,Q2,"['signed', 'firstinthe', 'nation', 'legislation', 'criminal', 'record', 'shouldnt', 'life', 'sentence', 'poverty', 'learn']"
"It has been one year since Clean Slate went into effect in Pennsylvania.

Since then, it has helped more than 1 million Pennsylvanians like Marilyn.",172,2020-06-30 15:54:52,Twitter Media Studio,212,44,GovernorTomWolf,1277994018090221571,,2978837542,False,https://t.co/l0wIZzqw4s,en,June,Q2,"['year', 'clean', 'slate', 'went', 'effect', 'pennsylvaniasince', 'helped', '1', 'million', 'pennsylvanians', 'marilyn']"
"This #PrideMonth, we celebrated a historic nondiscrimination Supreme Court ruling and solemnly reflected on the lives lost to violence against the LGBTQ+ community.

The Pride flag over our Capitol is a reminder to all of us that the fight for equality continues in PA.",293,2020-06-30 14:00:02,TweetDeck,613,88,GovernorTomWolf,1277965117418663938,,2978837542,False,https://t.co/Ddwn9nZ6Fb,en,June,Q2,"['#pridemonth', 'celebrated', 'historic', 'nondiscrimination', 'supreme', 'court', 'ruling', 'solemnly', 'reflected', 'lives', 'lost', 'violence', 'lgbtq', 'communitythe', 'pride', 'flag', 'capitol', 'reminder', 'fight', 'equality', 'continues', 'pa']"
"#COVID19 cases are again on the rise across the U.S.
 
Wearing a mask in public tells people we come in contact with that we care about them and will take the steps necessary to protect them from #COVID19.

In Pennsylvania, masks are required in businesses.",281,2020-06-30 12:00:01,TweetDeck,2684,767,GovernorTomWolf,1277934915301056512,,2978837542,False,https://t.co/YV6uGP0ZX6,en,June,Q2,"['#covid19', 'cases', 'rise', 'across', 'wearing', 'mask', 'public', 'tells', 'people', 'contact', 'care', 'take', 'steps', 'necessary', 'protect', '#covid19in', 'pennsylvania', 'masks', 'required', 'businesses']"
"I thank health care professionals at @UPMC and across Pennsylvania for their tireless dedication to keeping Pennsylvanians healthy and safe.
 
Protect them in return: Wear a mask in public spaces.",196,2020-06-29 17:33:11,Twitter Web App,224,28,GovernorTomWolf,1277656372637769728,2978837542.0,2978837542,False,,en,June,Q2,"['thank', 'health', 'care', 'professionals', '@upmc', 'across', 'pennsylvania', 'tireless', 'dedication', 'keeping', 'pennsylvanians', 'healthy', 'safe', 'protect', 'return', 'wear', 'mask', 'public', 'spaces']"
"Today I’m with health experts at @UPMC Pinnacle Community Osteopathic Hospital in Harrisburg to talk about the importance of mask wearing in the fight against #COVID19.
 
With virus cases rising across the country, masks are crucial to keeping Pennsylvanians safe.",288,2020-06-29 17:33:11,Twitter Web App,422,46,GovernorTomWolf,1277656371031355395,,2978837542,False,https://t.co/4cwtQNZtqO,en,June,Q2,"['health', 'experts', '@upmc', 'pinnacle', 'community', 'osteopathic', 'hospital', 'harrisburg', 'talk', 'importance', 'mask', 'wearing', 'fight', '#covid19', 'virus', 'cases', 'rising', 'across', 'country', 'masks', 'crucial', 'keeping', 'pennsylvanians', 'safe']"
"From our small towns to our big cities, people across Pennsylvania are standing together against racism and I couldn’t be prouder.

We can all do better. We must all do better. Change starts now. #BlackLivesMatter

📷: Johnstown, PA",255,2020-06-29 16:00:01,TweetDeck,1735,285,GovernorTomWolf,1277632925257760769,,2978837542,False,https://t.co/YH3QGZNF85,en,June,Q2,"['towns', 'big', 'cities', 'people', 'across', 'pennsylvania', 'standing', 'together', 'racism', 'couldnt', 'prouderwe', 'change', 'starts', '#blacklivesmatter', 'johnstown', 'pa']"
"If you’re a Pennsylvania business owner affected by #COVID19, there are several financing programs available.
 
Keep checking back for new opportunities posted on this page:",221,2020-06-29 15:00:00,TweetDeck,36,15,GovernorTomWolf,1277617823255232518,,2978837542,False,https://t.co/guwGxzZY9k,en,June,Q2,"['pennsylvania', 'business', 'owner', 'affected', '#covid19', 'several', 'financing', 'programs', 'available', 'checking', 'new', 'opportunities', 'posted', 'page']"
"No Pennsylvanian should go hungry. Volunteers across the commonwealth have spent thousands of hours making sure families are fed during the COVID-19 pandemic.

If you or someone you know need help, resources are available: .",271,2020-06-29 14:00:00,TweetDeck,138,57,GovernorTomWolf,1277602722901000194,,2978837542,False,https://t.co/ZqVc2B2p6P,en,June,Q2,"['pennsylvanian', 'hungry', 'volunteers', 'across', 'commonwealth', 'spent', 'thousands', 'hours', 'making', 'families', 'fed', 'covid19', 'pandemicif', 'someone', 'help', 'resources', 'available']"
