Tweets,Month,Quarter,sampling,TweetsTokenized
"The United States has agreed to sell Japan more advanced anti-ballistic missile systems. The deal is worth between $1.5 billion and $2.5 billion per country.
The United States has agreed to sell Japan",January,Q1,9,"['united', 'states', 'agreed', 'sell', 'japan', 'advanced', 'antiballistic', 'missile', 'systems', 'deal', 'worth', '15', 'billion', '25', 'billion', 'per', 'countrythe', 'united', 'states', 'agreed', 'sell', 'japan']"
"It is not your imagination….

The media are making this all up….

Democrats are trying to make this look bad on me. It is not my doing. I was just asked to leave the rally because of",January,Q1,9,"['imaginationthe', 'media', 'making', 'updemocrats', 'trying', 'bad', 'asked', 'leave', 'rally']"
"When I heard the news that Senator Rand Paul had been diagnosed with a very serious brain tumor I knew that I had to do something.
....as soon as possible.....
....I will be travelling to Kentucky in addition to",January,Q1,9,"['heard', 'news', 'senator', 'rand', 'paul', 'diagnosed', 'serious', 'brain', 'tumor', 'somethingas', 'soon', 'possiblei', 'travelling', 'kentucky', 'addition']"
I just finished reading a new book by a retired senior U.S. Army intelligence officer named Mark Mazzetti. He is one of the top experts on Russia &amp; the Far Left in the U.S.,January,Q1,9,"['finished', 'reading', 'new', 'book', 'retired', 'senior', 'army', 'intelligence', 'officer', 'named', 'mark', 'mazzetti', 'top', 'experts', 'russia', 'left']"
"The Federal Trade Commission has dropped its investigation into one of the more famous consumer frauds in history.
Fraudulent online advertising was used to drive up the prices of nearly every major consumer product from cars to TVs to electronics",January,Q1,9,"['federal', 'trade', 'commission', 'dropped', 'investigation', 'famous', 'consumer', 'frauds', 'historyfraudulent', 'online', 'advertising', 'used', 'drive', 'prices', 'nearly', 'major', 'consumer', 'product', 'cars', 'tvs', 'electronics']"
"The Obama administration is paying a company $3.7 billion to keep from moving its factory in Indiana. What the hell happened to them?
The Obama administration is paying a company $3.7 billion to keep from moving",January,Q1,9,"['obama', 'administration', 'paying', 'company', '37', 'billion', 'moving', 'factory', 'indiana', 'hell', 'happened', 'themthe', 'obama', 'administration', 'paying', 'company', '37', 'billion', 'moving']"
"The events of the last few days have obviously shaken the faith of many Americans. I want to assure all Americans that we are fully aware of these events and are doing everything possible to assist in any way possible.
Just got",January,Q1,9,"['events', 'days', 'obviously', 'shaken', 'faith', 'americans', 'assure', 'americans', 'fully', 'aware', 'events', 'possible', 'assist', 'possiblejust']"
"In an interview with CNBC, President Donald J. Trump discusses his Administration's plan to quickly and completely regulate and then completely eliminate the very expensive and dangerous illegal online black market marketplace called the 'Dark Web.' This is a total",January,Q1,9,"['interview', 'cnbc', 'president', 'donald', 'j', 'trump', 'discusses', 'administrations', 'plan', 'quickly', 'completely', 'regulate', 'completely', 'eliminate', 'expensive', 'dangerous', 'illegal', 'online', 'black', 'market', 'marketplace', 'called', 'dark', 'web']"
"Theresa May has been accused of being 'weak' after she refused to condemn the Ku Klux Klan after they marched in the 70th annual National Prayer Breakfast.
Labor leader Tom Perez has called the appointment of so-called",January,Q1,9,"['theresa', 'may', 'accused', 'weak', 'refused', 'condemn', 'ku', 'klux', 'klan', 'marched', '70th', 'annual', 'national', 'prayer', 'breakfastlabor', 'leader', 'tom', 'perez', 'called', 'appointment', 'socalled']"
"A new law that would make it easier for police departments to use deadly force on the street is set to go before the Washington State Legislature this week.
Supporters are urging Governor Jay Inslee to sign the bill into law.",January,Q1,9,"['new', 'law', 'easier', 'police', 'departments', 'use', 'deadly', 'force', 'street', 'set', 'washington', 'state', 'legislature', 'weeksupporters', 'urging', 'governor', 'jay', 'inslee', 'sign', 'bill', 'law']"
"The news that former Secretary of State Hillary Clinton was chosen to be the 2016 Republican Nomination has gotten plenty of coverage, but there has been very little attention paid to the fact that she won't be the Republican nominee. This",January,Q1,9,"['news', 'former', 'secretary', 'state', 'hillary', 'clinton', 'chosen', '2016', 'republican', 'nomination', 'gotten', 'plenty', 'coverage', 'little', 'attention', 'paid', 'fact', 'wont', 'republican', 'nominee']"
"Chad is a very smart guy. He is a great addition to the Trump campaign. He will never let you down.
Failing New York City Mayor Bill de Blasio just approved more illegal dumping by his own cops than",January,Q1,9,"['chad', 'smart', 'guy', 'great', 'addition', 'trump', 'campaign', 'downfailing', 'new', 'york', 'city', 'mayor', 'bill', 'de', 'blasio', 'approved', 'illegal', 'dumping', 'cops']"
