Tweets,Month,Quarter,sampling,TweetsTokenized
"It's all about the party!
What a wonderful guy, what a great job he's doing for our Country. He is so smart!
What an incredible guy!
This picture was taken by a totally innocent person",January,Q1,29,"['partywhat', 'wonderful', 'guy', 'great', 'job', 'hes', 'country', 'smartwhat', 'incredible', 'guythis', 'picture', 'taken', 'totally', 'innocent', 'person']"
"This is a rush transcript. Copy may not be in its final form.

AMY GOODMAN: As you head to the White House tomorrow for a White House news conference and more, we turn now to the Senate Judiciary Committee",January,Q1,29,"['rush', 'transcript', 'copy', 'may', 'final', 'formamy', 'goodman', 'head', 'white', 'house', 'tomorrow', 'white', 'house', 'news', 'conference', 'turn', 'senate', 'judiciary', 'committee']"
"›› Obama's 'Boots on the Ground' Policy?
›› Obama Develops New Policy to Combat Drug Addiction and Violent Crime. Will it Work?
Biden will do more for the",January,Q1,29,"['obamas', 'boots', 'ground', 'policy', 'obama', 'develops', 'new', 'policy', 'combat', 'drug', 'addiction', 'violent', 'crime', 'workbiden']"
I am proud to be joining Senator Cory Booker of New Jersey who is doing an incredible job for New Jersey. Yesterday he joined me in welcoming President Trump to New Jersey. We are doing a tremendous job on the border and keeping,January,Q1,29,"['proud', 'joining', 'senator', 'cory', 'booker', 'new', 'jersey', 'incredible', 'job', 'new', 'jersey', 'yesterday', 'joined', 'welcoming', 'president', 'trump', 'new', 'jersey', 'tremendous', 'job', 'border', 'keeping']"
"While Stephen Colbert was on The Late Show with Stephen Colbert this morning, President Trump and his White House team are being threatened with a lawsuit for spreading the word about the horrible crime in Minneapolis yesterday that was committed by a Somali immigrant",January,Q1,29,"['stephen', 'colbert', 'late', 'show', 'stephen', 'colbert', 'morning', 'president', 'trump', 'white', 'house', 'team', 'threatened', 'lawsuit', 'spreading', 'word', 'horrible', 'crime', 'minneapolis', 'yesterday', 'committed', 'somali', 'immigrant']"
"After months of relative quiet, China's stockmarket has brought record-breaking wealth for a small country like China. YTD GDP in China is way up over last year when it was $26.6 Trillion. This",January,Q1,29,"['months', 'relative', 'quiet', 'chinas', 'stockmarket', 'brought', 'recordbreaking', 'wealth', 'country', 'china', 'ytd', 'gdp', 'china', 'year', '266', 'trillion']"
This is the message I want to send to all Americans. I have done more for the African American community in my life than any President or President candidate in history and that is with passion and action. Together we are going to,January,Q1,29,"['message', 'send', 'americans', 'african', 'american', 'community', 'life', 'president', 'president', 'candidate', 'history', 'passion', 'action', 'together']"
"In this post I want to provide some statistics about the problems that have been caused by the recent drought.


First I want to thank Gov. @SteveCalmes of Mississippi for his leadership on the Great Drought.",January,Q1,29,"['post', 'provide', 'statistics', 'problems', 'caused', 'recent', 'droughtfirst', 'thank', 'gov', '@stevecalmes', 'mississippi', 'leadership', 'great', 'drought']"
"In his new book, The China Hoax: How Economic Hardship Threatens Our Future, President Trump reveals the lies and distortions that got us into this mess in the first place.
What a terrible book. What",January,Q1,29,"['new', 'book', 'china', 'hoax', 'economic', 'hardship', 'threatens', 'future', 'president', 'trump', 'reveals', 'lies', 'distortions', 'mess', 'placewhat', 'terrible', 'book']"
"Pursuant to the authority vested in me as President by the people of Wisconsin these numbers are a disgrace:

...Army Recruiting: 9,000 more than last year

Pennsylvania: The real winner!",January,Q1,29,"['pursuant', 'authority', 'vested', 'president', 'people', 'wisconsin', 'numbers', 'disgracearmy', 'recruiting', '9000', 'yearpennsylvania', 'real', 'winner']"
