Tweets,Month,Quarter,sampling,TweetsTokenized
"The federal government is increasing the amount of money it is providing states for the construction of their Medicaid programs.
With Medicaid spending set to rise by 2.5% in 2019 and reaching $10.2 billion in FY18",January,Q1,38,"['federal', 'government', 'increasing', 'amount', 'money', 'providing', 'states', 'construction', 'medicaid', 'programswith', 'medicaid', 'spending', 'set', 'rise', '25', '2019', 'reaching', '102', 'billion', 'fy18']"
"The SAS and the Royal Air Force are to phase out their ageing Cold Weather gear after the snowfall made it unreliable.
A MOD spokesman said: ""The MOD is working closely with all the forces involved to phase out the",January,Q1,38,"['sas', 'royal', 'air', 'force', 'phase', 'ageing', 'cold', 'weather', 'gear', 'snowfall', 'unreliablea', 'mod', 'spokesman', 'mod', 'working', 'closely', 'forces', 'involved', 'phase']"
"For years, conservative pundits and leaders have been calling on Congress to pass the Paycheck Protection Enhancement Act (PPEIA). The bill would:
◦ Secure American families by providing $2.2B in additional funding",January,Q1,38,"['conservative', 'pundits', 'leaders', 'calling', 'congress', 'pass', 'paycheck', 'protection', 'enhancement', 'act', 'ppeia', 'bill', 'secure', 'american', 'families', 'providing', '22b', 'additional', 'funding']"
"The men and women of the Las Vegas Metropolitan Police Department are doing an exceptional job. They are doing an outstanding job keeping the people of Las Vegas safe. They are professionals who put the safety of all of us first.
",January,Q1,38,"['men', 'women', 'las', 'vegas', 'metropolitan', 'police', 'department', 'exceptional', 'job', 'outstanding', 'job', 'keeping', 'people', 'las', 'vegas', 'safe', 'professionals', 'put', 'safety']"
"The Republican Party is getting some bad news about the state of its presidential race.
It looks like we are now entering a third and final debate. The deadline for candidates to enter is today!
Shouldn�t the",January,Q1,38,"['republican', 'party', 'bad', 'news', 'state', 'presidential', 'raceit', 'looks', 'entering', 'third', 'final', 'debate', 'deadline', 'candidates', 'enter', 'todayshouldnt']"
"A man who ran over and killed a jogger in South Dakota is being hailed as a hero by police.
Trump supporter runs down in South Dakota. Suspect is in custody. — Sahil Kapur (@Sah",January,Q1,38,"['man', 'ran', 'killed', 'jogger', 'south', 'dakota', 'hailed', 'hero', 'policetrump', 'supporter', 'runs', 'south', 'dakota', 'suspect', 'custody', 'sahil', 'kapur', '@sah']"
"By

3:00 pm GMT on Tuesday September 25th 2016 your vote will decide the fate of one of mankind's most incredible inventions – the internet! Sign up today!
Thank you for all of your support!",January,Q1,38,"['by300', 'gmt', 'tuesday', 'september', '25th', '2016', 'vote', 'decide', 'fate', 'mankinds', 'incredible', 'inventions', 'internet', 'sign', 'todaythank', 'support']"
Election Day is just around the corner! We are now getting close to a crazy big number of provisional ballots being counted in the United States – from the huge number of people who did not vote in the 2016 Presidential Election who,January,Q1,38,"['election', 'corner', 'close', 'crazy', 'big', 'number', 'provisional', 'ballots', 'counted', 'united', 'states', 'huge', 'number', 'people', 'vote', '2016', 'presidential', 'election']"
Pete Carroll has been with the Seattle Seahawks since 2011 and is halfway through his second season in the NFL. He led the Seattle Seahawks to the Super Bowl in 2016. Pete has a passion for the Seattle Seahawks and has done,January,Q1,38,"['pete', 'carroll', 'seattle', 'seahawks', '2011', 'halfway', 'second', 'season', 'nfl', 'led', 'seattle', 'seahawks', 'super', 'bowl', '2016', 'pete', 'passion', 'seattle', 'seahawks']"
"What does it mean to be a great leader?
— @RepKevinBrady
The Democrats are trying to Ban Gun Owners from the Democratic National Convention. They have no idea what they are talking about!
Democrats are",January,Q1,38,"['mean', 'great', 'leader', '@repkevinbradythe', 'democrats', 'trying', 'ban', 'gun', 'owners', 'democratic', 'national', 'convention', 'idea', 'talking', 'aboutdemocrats']"
In the wake of the Orlando massacre and to further demonstrate our resolve to keep Americans safe we are increasing the federal minimum wage from $7.25 an hour to $15 an hour by 2021. More than any other nation and,January,Q1,38,"['wake', 'orlando', 'massacre', 'demonstrate', 'resolve', 'americans', 'safe', 'increasing', 'federal', 'minimum', 'wage', '725', 'hour', '15', 'hour', '2021', 'nation']"
"Even with the advent of the internet and cell phones, the FBI has been unable to completely eliminate the use of torture.
I agree 100%.
Big crowds were showing up today at the @FBIInDC to receive documents",January,Q1,38,"['advent', 'internet', 'cell', 'phones', 'fbi', 'unable', 'completely', 'eliminate', 'use', 'torturei', 'agree', '100big', 'crowds', 'showing', '@fbiindc', 'receive', 'documents']"
Both Hillary and I are committed to ending America's epidemic of prescription opioid abuse. That's why today I signed legislation that will provide critical resources to states that are tackling this crisis. The Federal government will also provide critical funding to,January,Q1,38,"['hillary', 'committed', 'ending', 'americas', 'epidemic', 'prescription', 'opioid', 'abuse', 'signed', 'legislation', 'provide', 'critical', 'resources', 'states', 'tackling', 'crisis', 'federal', 'government', 'provide', 'critical', 'funding']"
"SALT LAKE CITY -- Former FBI Director James Comey said that he didn't believe President Donald Trump and that Trump had a case against former national security adviser Susan Rice.
Comey said that he thought that Trump was going",January,Q1,38,"['salt', 'lake', 'city', 'former', 'fbi', 'director', 'james', 'comey', 'believe', 'president', 'donald', 'trump', 'trump', 'case', 'former', 'national', 'security', 'adviser', 'susan', 'ricecomey', 'thought', 'trump']"
"SUMMER IS OVER

I can hardly believe it is over again.
Do you think the Democrats and the Fake News want us to know that if we vote for Trump in November that we are condoning this?",January,Q1,38,"['summer', 'overi', 'hardly', 'believe', 'againdo', 'think', 'democrats', 'fake', 'news', 'vote', 'trump', 'november', 'condoning']"
"The Mummy Returns: The Complete First Season Blu-ray Review

The Mummy Returns: The Complete First Season

Reviewed by Dr. Mustafa Khogyani, DOQ
Tuesday, December 2, 2017",January,Q1,38,"['mummy', 'returns', 'complete', 'season', 'bluray', 'reviewthe', 'mummy', 'returns', 'complete', 'seasonreviewed', 'dr', 'mustafa', 'khogyani', 'doqtuesday', 'december', '2', '2017']"
"Thank you!
Governor @GavinNewsom is doing a great job for the great people of California! He is strong on Crime and the Border and will uphold the very strong Wall he built in San Diego. Gavin",January,Q1,38,"['thank', 'yougovernor', '@gavinnewsom', 'great', 'job', 'great', 'people', 'california', 'strong', 'crime', 'border', 'uphold', 'strong', 'wall', 'built', 'san', 'diego', 'gavin']"
"It is hard to believe that two months ago the first serious reports emerged of a substantial increase in the number of migrants trying to enter the UK through the Channel Tunnel.
In reality we are seeing the beginnings of the end times",January,Q1,38,"['hard', 'believe', 'months', 'serious', 'reports', 'emerged', 'substantial', 'increase', 'number', 'migrants', 'trying', 'enter', 'uk', 'channel', 'tunnelin', 'reality', 'seeing', 'beginnings', 'end', 'times']"
"The NSA is in a war on China. It is a war of choice. They are fighting a very expensive and destructive war on China.
THEY WERE RIGHT TO CHANGE THE POLICE INCH. JIM",January,Q1,38,"['nsa', 'war', 'china', 'war', 'choice', 'fighting', 'expensive', 'destructive', 'war', 'chinathey', 'change', 'police', 'inch', 'jim']"
"An Israeli soldier has died after being shot during a raid against a militant hideout in the occupied West Bank.
The soldier was part of an elite unit that killed an ""alleged"" senior Hamas leader just days after",January,Q1,38,"['israeli', 'soldier', 'died', 'shot', 'raid', 'militant', 'hideout', 'occupied', 'west', 'bankthe', 'soldier', 'part', 'elite', 'unit', 'killed', 'alleged', 'senior', 'hamas', 'leader', 'days']"
"Please enable Javascript to watch this.

INDIANAPOLIS -- With the number of Americans who are in poverty skyrocketing the Food Pantry has seen a massive increase in new donors under President Trump!
A",January,Q1,38,"['please', 'enable', 'javascript', 'watch', 'thisindianapolis', 'number', 'americans', 'poverty', 'skyrocketing', 'food', 'pantry', 'seen', 'massive', 'increase', 'new', 'donors', 'president', 'trumpa']"
"President Trump is not happy with how the House handled his recent Supreme Court Nomination!
Why did the House not give this horrible Dish the Respect it deserved. Once again they gave a broken system a major shake up and now",January,Q1,38,"['president', 'trump', 'happy', 'house', 'handled', 'recent', 'supreme', 'court', 'nominationwhy', 'house', 'give', 'horrible', 'dish', 'respect', 'deserved', 'gave', 'broken', 'system', 'major', 'shake']"
The United States is sending troops (it does) to fight a foreign war (it does). What we are doing with the Kurds is a TRAGEDY. The Peshmerga are terrorists and they are fighting to ous,January,Q1,38,"['united', 'states', 'sending', 'troops', 'fight', 'foreign', 'war', 'kurds', 'tragedy', 'peshmerga', 'terrorists', 'fighting', 'ous']"
"The United States Agency for International Development (USAID) has just released a report on the situation in the Democratic Republic of the Congo. The report is entitled ""Progress and Challenges."" Below are a few of the highlights:
",January,Q1,38,"['united', 'states', 'agency', 'international', 'development', 'usaid', 'released', 'report', 'situation', 'democratic', 'republic', 'congo', 'report', 'entitled', 'progress', 'challenges', 'highlights']"
"Just a little over two weeks remain until the 2017 NFL Draft. I am confident that the Philadelphia Eagles will take one of two players with their first overall selection.

I am honored to have been given this opportunity by the",January,Q1,38,"['little', 'weeks', 'remain', '2017', 'nfl', 'draft', 'confident', 'philadelphia', 'eagles', 'take', 'players', 'overall', 'selectioni', 'honored', 'given', 'opportunity']"
"I am happy to announce that I have been appointed the 14th President of the United States of America. I love you all dearly and will do whatever it takes to keep you safe!
“The media is a powerful",January,Q1,38,"['happy', 'announce', 'appointed', '14th', 'president', 'united', 'states', 'america', 'love', 'dearly', 'whatever', 'takes', 'safethe', 'media', 'powerful']"
"The National Football League and the NFL Players Association will work together to provide critical resources and support to the Department of Labor to help it continue its successful push to modernize the Temporary Assistance for Needy Families program.
Thank you",January,Q1,38,"['national', 'football', 'league', 'nfl', 'players', 'association', 'work', 'together', 'provide', 'critical', 'resources', 'support', 'department', 'labor', 'help', 'continue', 'successful', 'push', 'modernize', 'temporary', 'assistance', 'needy', 'families', 'programthank']"
