Tweets,Month,Quarter,sampling,TweetsTokenized
"We are a small family run business with incredible employees who love their neighbors!
I am very disappointed in Senator @RandPaul for abruptly canceling a town hall yesterday. I had a great time with him yesterday so why not",January,Q1,24,"['family', 'run', 'business', 'incredible', 'employees', 'love', 'neighborsi', 'disappointed', 'senator', '@randpaul', 'abruptly', 'canceling', 'town', 'hall', 'yesterday', 'great', 'yesterday']"
The other day I got a really cool drum set from my friend Jake from the Drumline Collective! The set is in great condition and Jake is super nice. He has a really cool sound and I am looking forward to hearing,January,Q1,24,"['cool', 'drum', 'set', 'friend', 'jake', 'drumline', 'collective', 'set', 'great', 'condition', 'jake', 'super', 'nice', 'cool', 'sound', 'looking', 'forward', 'hearing']"
"Only 2% of the total U.S. jobs are created in this country. We must revitalize our economy and create many high paying manufacturing jobs. Republicans will never let this happen!

We are now at 225",January,Q1,24,"['2', 'jobs', 'created', 'country', 'revitalize', 'economy', 'create', 'high', 'paying', 'manufacturing', 'jobs', 'republicans', 'happenwe', '225']"
"This is a conversation between a buttoned-down retired accountant and a cranky old man .
A buttoned-down retired accountant and a cranky old man have left the conversation.
A buttoned-down retired",January,Q1,24,"['conversation', 'buttoneddown', 'retired', 'accountant', 'cranky', 'old', 'man', 'buttoneddown', 'retired', 'accountant', 'cranky', 'old', 'man', 'left', 'conversationa', 'buttoneddown', 'retired']"
The United States has accepted a request from China regarding a computer virus threat that targeted the financial sector of the People's Republic. The threat was detected and promptly contained. The United States will continue to monitor the threat and work closely,January,Q1,24,"['united', 'states', 'accepted', 'request', 'china', 'regarding', 'computer', 'virus', 'threat', 'targeted', 'financial', 'sector', 'peoples', 'republic', 'threat', 'detected', 'promptly', 'contained', 'united', 'states', 'continue', 'monitor', 'threat', 'work', 'closely']"
"The White House is weighing an expanded role for the National Security Council (NSC), which has been criticized for being too small and lacking independence.
“We are looking at expanding the role of the National Security Council.",January,Q1,24,"['white', 'house', 'weighing', 'expanded', 'role', 'national', 'security', 'council', 'nsc', 'criticized', 'lacking', 'independencewe', 'looking', 'expanding', 'role', 'national', 'security', 'council']"
"Quote


Well anyone who has been following the situation closely knows that this is not meant to be a criticism of the Police Department. I am just wondering if you would consider this a good move by the Mayor to put together",January,Q1,24,"['quotewell', 'anyone', 'following', 'situation', 'closely', 'knows', 'meant', 'criticism', 'police', 'department', 'wondering', 'consider', 'good', 'move', 'mayor', 'put', 'together']"
"Having trouble viewing the video? Try disabling any ad blocking extensions currently running on your browser.
We all know that the Democrats people getting killed in the election were the Failing New Orleans area Democrats. This is what they said",January,Q1,24,"['trouble', 'viewing', 'video', 'try', 'disabling', 'ad', 'blocking', 'extensions', 'currently', 'running', 'browserwe', 'democrats', 'people', 'killed', 'election', 'failing', 'new', 'orleans', 'area', 'democrats']"
Virtually every major professional sports team in the USA has a terrible record when it comes to treating their players fairly and providing for their health. This is a national scandal and it is being allowed to fester by the mainstream,January,Q1,24,"['virtually', 'major', 'professional', 'sports', 'team', 'usa', 'terrible', 'record', 'comes', 'treating', 'players', 'fairly', 'providing', 'health', 'national', 'scandal', 'allowed', 'fester', 'mainstream']"
"The Minnesota Vikings have agreed to terms with tight end Kyle Rudolph on a one-year contract, it was announced today by the Vikings.
“Rudolph signed a one-year deal.” @AndrewF",January,Q1,24,"['minnesota', 'vikings', 'agreed', 'terms', 'tight', 'end', 'kyle', 'rudolph', 'oneyear', 'contract', 'announced', 'vikingsrudolph', 'signed', 'oneyear', 'deal', '@andrewf']"
"NOTICE: Activation key must be used on a valid and registered XBOX LIVE GOLD SERVER or later. Requires internet connection.
""He is a man of honor and integrity. I cannot recommend him highly enough!""",January,Q1,24,"['notice', 'activation', 'key', 'used', 'valid', 'registered', 'xbox', 'live', 'gold', 'server', 'later', 'requires', 'internet', 'connectionhe', 'man', 'honor', 'integrity', 'cannot', 'recommend', 'highly', 'enough']"
Yesterday I had the pleasure of traveling to Tokyo for the World Expo. While I was there I had the honor of meeting with Prime Minister Abe. We discussed the Z50 economic alliance and the huge potential for cooperation in the areas,January,Q1,24,"['yesterday', 'pleasure', 'traveling', 'tokyo', 'world', 'expo', 'honor', 'meeting', 'prime', 'minister', 'abe', 'discussed', 'z50', 'economic', 'alliance', 'huge', 'potential', 'cooperation', 'areas']"
"Another day, another Trump-Russia Scam!
So many coincidences!
When are the Republicans going to stop with their Dem Party Ruling Class Racket and get out of the way so that we can have a",January,Q1,24,"['another', 'another', 'trumprussia', 'scamso', 'coincidenceswhen', 'republicans', 'stop', 'dem', 'party', 'ruling', 'class', 'racket']"
After a difficult couple of weeks with the horrible weather we have been having I want to thank and wish to offer thanks to the American people for the tremendous job we are doing on Energy Jobs and the Economy. We are getting that,January,Q1,24,"['difficult', 'couple', 'weeks', 'horrible', 'weather', 'thank', 'wish', 'offer', 'thanks', 'american', 'people', 'tremendous', 'job', 'energy', 'jobs', 'economy']"
Feminists are out of control. They unleashed this vicious and dangerous lie about my husband. They tried to do it to their own husbands. They said he was a horrible husband to his many mistreated wives. Now they,January,Q1,24,"['feminists', 'control', 'unleashed', 'vicious', 'dangerous', 'lie', 'husband', 'tried', 'husbands', 'horrible', 'husband', 'mistreated', 'wives']"
"The Wreck Of America

On Monday November 14th 2017 @PeterJoltes along with his wife and family are leaving Washington D.C. for a short vacation in Florida. We are all so excited for them",January,Q1,24,"['wreck', 'americaon', 'monday', 'november', '14th', '2017', '@peterjoltes', 'along', 'wife', 'family', 'leaving', 'washington', 'dc', 'short', 'vacation', 'florida', 'excited']"
"The White House is calling for an immediate end to violence against women in the United States.
The violent and threatening behavior of a small number of individuals is completely unacceptable. As President I will not allow this to happen!
",January,Q1,24,"['white', 'house', 'calling', 'immediate', 'end', 'violence', 'women', 'united', 'statesthe', 'violent', 'threatening', 'behavior', 'number', 'individuals', 'completely', 'unacceptable', 'president', 'allow']"
"Get Manchester United FC updates directly to your inbox Subscribe Thank you for subscribing See our privacy notice Could not subscribe, try again later Invalid Email

The Manchester United attacking midfield duo of Anthony Martial and Ander Herrera have been ruled",January,Q1,24,"['manchester', 'united', 'fc', 'updates', 'directly', 'inbox', 'subscribe', 'thank', 'subscribing', 'privacy', 'notice', 'could', 'subscribe', 'try', 'later', 'invalid', 'emailthe', 'manchester', 'united', 'attacking', 'midfield', 'duo', 'anthony', 'martial', 'ander', 'herrera', 'ruled']"
"The FBI and the Department of Justice have a lot to answer for!
The democrats want to make Christmas a long and difficult process just like they have been doing for the last 14 years. No wonder they don’",January,Q1,24,"['fbi', 'department', 'justice', 'lot', 'answer', 'forthe', 'democrats', 'christmas', 'difficult', 'process', '14', 'wonder']"
"Help! My package has arrived! My match hit the nail on the head! Thank you soooo much Anonymous!

Congratulations to my beautiful friend @ptgriffith on her @WhiteHouse debut. You are going",January,Q1,24,"['help', 'package', 'arrived', 'match', 'hit', 'nail', 'head', 'thank', 'soooo', 'anonymouscongratulations', 'beautiful', 'friend', '@ptgriffith', '@whitehouse', 'debut']"
"The White House is denying reports that President Trump asked to be let out of the Oval Office.
The Fake News Media just said that I asked to be let out of the Oval Office. They made a phony story up just",January,Q1,24,"['white', 'house', 'denying', 'reports', 'president', 'trump', 'asked', 'oval', 'officethe', 'fake', 'news', 'media', 'asked', 'oval', 'office', 'phony', 'story']"
"The data is there.
Our country is in an economic and national security disaster. How did this happen?
We wasted $1.5 Trillion a year. We need to start over!
The Democrats are the",January,Q1,24,"['data', 'thereour', 'country', 'economic', 'national', 'security', 'disaster', 'happenwe', 'wasted', '15', 'trillion', 'year', 'start', 'overthe', 'democrats']"
"NEXT UP: NEW HAMPSHIRE!
GREAT NEWS! @lukewelch is doing really well in New Hampshire. He is strong and has my complete and total endorsement. He will WIN BIG!",January,Q1,24,"['next', 'new', 'hampshiregreat', 'news', '@lukewelch', 'new', 'hampshire', 'strong', 'complete', 'endorsement', 'win', 'big']"
ZTE is going to get its wish! The FCC has approved ZTE's $3.6B NextEra FTTN Broadband Plan. ZTE will provide high-speed 4G LTE Internet to many consumers,January,Q1,24,"['zte', 'wish', 'fcc', 'approved', 'ztes', '36b', 'nextera', 'fttn', 'broadband', 'plan', 'zte', 'provide', 'highspeed', '4g', 'lte', 'internet', 'consumers']"
"This article is from the archive of our partner .
Yesterday was a big one for the Obama campaign. The campaign spent over $2 million in the Des Moines Register and other early voting states. That is almost double what they",January,Q1,24,"['article', 'archive', 'partner', 'yesterday', 'big', 'obama', 'campaign', 'campaign', 'spent', '2', 'million', 'des', 'moines', 'register', 'early', 'voting', 'states', 'almost', 'double']"
"Such a bow was caught on film by @FoxNews. This is a great honor for Brad and we wish him all the best!
I think they are both making a big deal out of nothing. There is no collusion",January,Q1,24,"['bow', 'caught', 'film', '@foxnews', 'great', 'honor', 'brad', 'wish', 'besti', 'think', 'making', 'big', 'deal', 'nothing', 'collusion']"
"The federal government is spending nearly $35 million a month to repave the giant Las Vegas Strip. The money is being spent on highways, bridges, schools and hospitals that were not needed until far into the future.
.",January,Q1,24,"['federal', 'government', 'spending', 'nearly', '35', 'million', 'month', 'repave', 'giant', 'las', 'vegas', 'strip', 'money', 'spent', 'highways', 'bridges', 'schools', 'hospitals', 'needed', 'future']"
David Horowitz told Larry O that the Obama Justice Department approved of the Anonymous Guerrilla Muckraker that revealed the identity of the person behind the Seth Rich Murder. This person was finally brought to Justice who is now on trial,January,Q1,24,"['david', 'horowitz', 'told', 'larry', 'obama', 'justice', 'department', 'approved', 'anonymous', 'guerrilla', 'muckraker', 'revealed', 'identity', 'person', 'behind', 'seth', 'rich', 'murder', 'person', 'finally', 'brought', 'justice', 'trial']"
"The brazenness of his actions and the danger to the American people that he poses are beyond comprehension. If this man becomes our President he will be a total disaster for our Country.
I have given my all every day to",January,Q1,24,"['brazenness', 'actions', 'danger', 'american', 'people', 'poses', 'beyond', 'comprehension', 'man', 'becomes', 'president', 'disaster', 'countryi', 'given']"
"Moderate Republican Governor Signs Bill Expanding Medicaid To Nearly 2 Million Americans
...Appreciate the support ❤️
My Administration is working closely with Congress to pass a short-term continuing resolution to keep the Government open",January,Q1,24,"['moderate', 'republican', 'governor', 'signs', 'bill', 'expanding', 'medicaid', 'nearly', '2', 'million', 'americansappreciate', 'support', 'administration', 'working', 'closely', 'congress', 'pass', 'shortterm', 'continuing', 'resolution', 'government']"
"Join us for an evening of FUN with our friends at The Crocodile on Friday, October 16th at 7pm. Enjoy live music by Missy Elliott of Love and Rockets. Come join in the fun. Don't",January,Q1,24,"['join', 'evening', 'fun', 'friends', 'crocodile', 'friday', 'october', '16th', '7pm', 'enjoy', 'live', 'music', 'missy', 'elliott', 'love', 'rockets', 'join', 'fun']"
"Witch Hunt!
As I have stated before Hillary Clinton is a corrupt criminal who stole the Democratic nomination from Bernie Sanders. She is weak and evil and doing everything in her power to lose again in November. The only way",January,Q1,24,"['witch', 'huntas', 'stated', 'hillary', 'clinton', 'corrupt', 'criminal', 'stole', 'democratic', 'nomination', 'bernie', 'sanders', 'weak', 'evil', 'power', 'lose', 'november']"
"Edit Appearing in ""The Real-Time World"" on Thursday March 15th at 10:00 P.M. Eastern
The Federal Reserve is set to raise interest rates for the first time in almost a decade. If",January,Q1,24,"['edit', 'appearing', 'realtime', 'world', 'thursday', 'march', '15th', '1000', 'easternthe', 'federal', 'reserve', 'set', 'raise', 'interest', 'rates', 'almost', 'decade']"
"A federal judge this morning ordered a temporary halt on deportations of thousands of Central American families in an attempt to get humanitarian help to them.
President Trump on Wednesday evening ordered a temporary halt to deportations of families fleeing violence",January,Q1,24,"['federal', 'judge', 'morning', 'ordered', 'temporary', 'halt', 'deportations', 'thousands', 'central', 'american', 'families', 'attempt', 'humanitarian', 'help', 'thempresident', 'trump', 'wednesday', 'evening', 'ordered', 'temporary', 'halt', 'deportations', 'families', 'fleeing', 'violence']"
Virtually every other news organization in the country is reporting that the Donald J. Trump for President Campaign has agreed to pay all of the legal fees &amp; expenses related to former Miss Universe Alicia Machado. This is,January,Q1,24,"['virtually', 'news', 'organization', 'country', 'reporting', 'donald', 'j', 'trump', 'president', 'campaign', 'agreed', 'pay', 'legal', 'fees', 'expenses', 'related', 'former', 'miss', 'universe', 'alicia', 'machado']"
"Navy wants to recruit Polish sailors as part of new deal with Warsaw https://t.co/hi0TfbWURB


This is GREAT news for our Country!


The people of Virginia are amazing",January,Q1,24,"['navy', 'wants', 'recruit', 'polish', 'sailors', 'part', 'new', 'deal', 'warsaw', 'httpstcohi0tfbwurbthis', 'great', 'news', 'countrythe', 'people', 'virginia', 'amazing']"
"On this day in 1833, Thomas Jefferson wrote to James Madison, ""The times call for action. We must do more than talk… unless and until the people demand it of us.""
STOCKHOLM,",January,Q1,24,"['1833', 'thomas', 'jefferson', 'wrote', 'james', 'madison', 'times', 'call', 'action', 'talk', 'unless', 'people', 'demand', 'usstockholm']"
"The Sarasota County Sheriff's Office has identified a woman who they say was seriously injured after being hit by a vehicle while riding her bike in the 2100 block of West Englewood Drive on Saturday, July 20th. The",January,Q1,24,"['sarasota', 'county', 'sheriffs', 'office', 'identified', 'woman', 'seriously', 'injured', 'hit', 'vehicle', 'riding', 'bike', '2100', 'block', 'west', 'englewood', 'drive', 'saturday', 'july', '20th']"
"I have been working hard with our Federal Government to help keep the American people safe!
Our great Great Leader @WhiteHouse is doing a great job but he must be more forceful and decisive in carrying out his orders. He",January,Q1,24,"['working', 'hard', 'federal', 'government', 'help', 'american', 'people', 'safeour', 'great', 'great', 'leader', '@whitehouse', 'great', 'job', 'forceful', 'decisive', 'carrying', 'orders']"
"I am proud to announce that former Secretary of State Madeline Albright and her husband, former U.S. Senator and 2016 Democratic presidential candidate Madeline Albright have contributed $100,000 to the Democrats in 2016.",January,Q1,24,"['proud', 'announce', 'former', 'secretary', 'state', 'madeline', 'albright', 'husband', 'former', 'senator', '2016', 'democratic', 'presidential', 'candidate', 'madeline', 'albright', 'contributed', '100000', 'democrats', '2016']"
I am a Humanist with a passion to empower people to live better and happier lives. I believe in following your heart and following your dreams no matter what the cost. I believe in giving back to the community and helping those,January,Q1,24,"['humanist', 'passion', 'empower', 'people', 'live', 'happier', 'lives', 'believe', 'following', 'heart', 'following', 'dreams', 'matter', 'cost', 'believe', 'giving', 'community', 'helping']"
