Tweets,Month,Quarter,sampling,TweetsTokenized
"President Trump is doing everything in his power to aid Indiana and the U.S. in whatever way he can. He is working with Governor Pence and many others to help them.
While the Dems are busy petitioning the",January,Q1,18,"['president', 'trump', 'power', 'aid', 'indiana', 'whatever', 'working', 'governor', 'pence', 'help', 'themwhile', 'dems', 'busy', 'petitioning']"
"If this is your first time traveling to the hills of PA, you need to get to know this area. You wont be disappointed. If you have any questions i am here to help you and you will be glad you did",January,Q1,18,"['traveling', 'hills', 'pa', 'area', 'wont', 'disappointed', 'questions', 'help', 'glad']"
He is the voice of reason. He is the one who said that the New York Times is the enemy of the people of the United States. He is the voice of peace. He is the voice of conservatism. He is,January,Q1,18,"['voice', 'reason', 'new', 'york', 'times', 'enemy', 'people', 'united', 'states', 'voice', 'peace', 'voice', 'conservatism']"
"The Justices of the Supreme Court are the most corrupt, least ethical and most radical Left-leaning judges in American history. They are the real reason our Country needs an Supreme Court Justice who WILL STAND UP FOR LIBERTY",January,Q1,18,"['justices', 'supreme', 'court', 'corrupt', 'least', 'ethical', 'radical', 'leftleaning', 'judges', 'american', 'history', 'real', 'reason', 'country', 'needs', 'supreme', 'court', 'justice', 'stand', 'liberty']"
"The British navy has arrested a Syrian national who was believed to have tried to board a Malaysia Airlines flight bound for Beijing with explosives.
The 35-year-old was arrested at his home in Kent. He has been detained",January,Q1,18,"['british', 'navy', 'arrested', 'syrian', 'national', 'believed', 'tried', 'board', 'malaysia', 'airlines', 'flight', 'bound', 'beijing', 'explosivesthe', '35yearold', 'arrested', 'home', 'kent', 'detained']"
"We have a problem with fake news.
The Democrat Party has a problem...and it is bigger and much more sinister than you might think.
Fake News!
...The Fake News Media (FNN) of FOX",January,Q1,18,"['problem', 'fake', 'newsthe', 'democrat', 'party', 'problemand', 'bigger', 'sinister', 'might', 'thinkfake', 'newsthe', 'fake', 'news', 'media', 'fnn', 'fox']"
"The FBI is looking into new allegations of Russian interference in the 2016 U.S. Presidential Election.
There has never been in U.S. History been as much Information about a single Political figure or Event passed along in",January,Q1,18,"['fbi', 'looking', 'new', 'allegations', 'russian', 'interference', '2016', 'presidential', 'electionthere', 'history', 'information', 'single', 'political', 'figure', 'event', 'passed', 'along']"
"X-Men: Apocalypse Director: There's No Such Thing as a Good X-Men Film
I used to be a HUGE X-Men lover and even wrote about them for Bleeding Cool. Unfortunately they are far too",January,Q1,18,"['xmen', 'apocalypse', 'director', 'theres', 'thing', 'good', 'xmen', 'filmi', 'used', 'huge', 'xmen', 'lover', 'wrote', 'bleeding', 'cool', 'unfortunately']"
"HONOLULU — A day after the State Senate voted 43-3 in favor of a bill that would officially legalize medical marijuana in the state, Gov. Chris Gregoire delivered a statement to his fellow Florid",January,Q1,18,"['honolulu', 'state', 'senate', 'voted', '433', 'favor', 'bill', 'officially', 'legalize', 'medical', 'marijuana', 'state', 'gov', 'chris', 'gregoire', 'delivered', 'statement', 'fellow', 'florid']"
"BJP national spokesperson Nirmala Sitharaman had tweeted today that the 'terrorists' in UP are AAP workers and the government has to act.
BJP today issued a press release saying that the terrorists that shot",January,Q1,18,"['bjp', 'national', 'spokesperson', 'nirmala', 'sitharaman', 'tweeted', 'terrorists', 'aap', 'workers', 'government', 'actbjp', 'issued', 'press', 'release', 'saying', 'terrorists', 'shot']"
"Thank you so much to all of my students! You rock!
The Greatest Political Crime in American History by a sitting President!
This is an absolute disaster for the United States!
Great!
Great!
This",January,Q1,18,"['thank', 'students', 'rockthe', 'greatest', 'political', 'crime', 'american', 'history', 'sitting', 'presidentthis', 'absolute', 'disaster', 'united', 'statesgreatgreatthis']"
"Peyton Manning has been fined $25,000 by the National Football League for his role in the Ray Rice domestic violence incident.
Sign up for our morning news blast
I think it is a very sad situation for",January,Q1,18,"['peyton', 'manning', 'fined', '25000', 'national', 'football', 'league', 'role', 'ray', 'rice', 'domestic', 'violence', 'incidentsign', 'morning', 'news', 'blasti', 'think', 'sad', 'situation']"
"The U.S. Department of Justice announced today that it has opened a criminal investigation into Russia-linked hackers who stole information from the Democratic National Committee and Hillary Clinton's campaign chairman during the 2016 presidential election.
The Department",January,Q1,18,"['department', 'justice', 'announced', 'opened', 'criminal', 'investigation', 'russialinked', 'hackers', 'stole', 'information', 'democratic', 'national', 'committee', 'hillary', 'clintons', 'campaign', 'chairman', '2016', 'presidential', 'electionthe', 'department']"
"The US Anti-Doping Agency has launched an investigation into the urine samples of Chris Horner and others who were caught in a WADA banned substance test.
The US Anti-Doping Agency has launched an investigation into",January,Q1,18,"['antidoping', 'agency', 'launched', 'investigation', 'urine', 'samples', 'chris', 'horner', 'caught', 'wada', 'banned', 'substance', 'testthe', 'antidoping', 'agency', 'launched', 'investigation']"
