Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
WATCH LIVE: Governor Ron DeSantis Makes a Major Announcement in Juno Beach,98,2020-06-30 18:13:11,Periscope,541,130,GovRonDeSantis,1278028826765713408,,1058807868,False,https://t.co/yj68SafDa1,en,June,Q2,"['watch', 'live', 'governor', 'ron', 'desantis', 'makes', 'major', 'announcement', 'juno', 'beach']"
"Today I am making a major announcement in Juno Beach. Tune in at 2PM to the @floridachannel
 or .",120,2020-06-30 17:54:04,Twitter Web App,1065,264,GovRonDeSantis,1278024016389967872,,1058807868,False,https://t.co/vmF6ADSXqT,en,June,Q2,"['making', 'major', 'announcement', 'juno', 'beach', 'tune', '2pm', '@floridachannel']"
"As we move forward with our #SafeSmartStepbyStep Plan for Florida’s Recovery, I am confident we will overcome the adversities before us and emerge stronger than before. For more information on the Fiscal Year 2020-21 Budget, click here - .",286,2020-06-29 23:07:24,Twitter Web App,436,84,GovRonDeSantis,1277740479149494273,1058807868.0,1058807868,False,https://t.co/AVMnjoXLhj,en,June,Q2,"['move', 'forward', '#safesmartstepbystep', 'plan', 'floridas', 'recovery', 'confident', 'overcome', 'adversities', 'emerge', 'stronger', 'information', 'fiscal', 'year', '202021', 'budget', 'click']"
"Despite the #COVID19 pandemic, Florida continues to maintain strong reserves in the 2020-21 budget, totaling $6.3 billion. This includes the $1 billion in vetoes as well as reversions of $781 million from FY 2019-20.",216,2020-06-29 23:07:23,Twitter Web App,599,91,GovRonDeSantis,1277740478105112576,1058807868.0,1058807868,False,,en,June,Q2,"['despite', '#covid19', 'pandemic', 'florida', 'continues', 'maintain', 'strong', 'reserves', '202021', 'budget', 'totaling', '63', 'billion', 'includes', '1', 'billion', 'vetoes', 'reversions', '781', 'million', 'fy', '201920']"
"The budget includes $6M to make FL’s correctional facilities safer, including $3M for security equipment. It also provides important funding for pay increases for correctional officers.",185,2020-06-29 23:05:20,Twitter Web App,385,62,GovRonDeSantis,1277739958497935360,1058807868.0,1058807868,False,,en,June,Q2,"['budget', 'includes', '6m', 'fls', 'correctional', 'facilities', 'safer', '3m', 'security', 'equipment', 'provides', 'important', 'funding', 'pay', 'increases', 'correctional', 'officers']"
Florida's budget continues to make necessary investments in public safety. The budget includes $2.3M to implement the first Statewide Behavioral Threat Assessment strategy in the country and more than $8.1M to expand and enhance Florida’s crime databases.,279,2020-06-29 23:05:19,Twitter Web App,288,48,GovRonDeSantis,1277739957185056770,1058807868.0,1058807868,False,https://t.co/C2lJ6ED04f,en,June,Q2,"['floridas', 'budget', 'continues', 'necessary', 'investments', 'public', 'safety', 'budget', 'includes', '23m', 'implement', 'statewide', 'behavioral', 'threat', 'assessment', 'strategy', 'country', '81m', 'expand', 'enhance', 'floridas', 'crime', 'databases']"
We are committed to ensuring the legal rights of Florida’s elderly population are protected and included $8.7 million in funding to support the Office of Public and Professional Guardianship in the 2020-21 budget.,213,2020-06-29 23:03:28,Twitter Web App,217,39,GovRonDeSantis,1277739490719805440,1058807868.0,1058807868,False,,en,June,Q2,"['committed', 'ensuring', 'legal', 'rights', 'floridas', 'elderly', 'population', 'protected', 'included', '87', 'million', 'funding', 'support', 'office', 'public', 'professional', 'guardianship', '202021', 'budget']"
"The health and well-being of all Floridians is paramount. The state budget provides $117.6M in funding for children &amp; families who receive services through FL’s child welfare system, including $53M for major reforms to enhance accountability.",246,2020-06-29 23:03:28,Twitter Web App,116,19,GovRonDeSantis,1277739489734152197,1058807868.0,1058807868,False,,en,June,Q2,"['health', 'wellbeing', 'floridians', 'paramount', 'state', 'budget', 'provides', '1176m', 'funding', 'children', 'families', 'receive', 'services', 'fls', 'child', 'welfare', 'system', '53m', 'major', 'reforms', 'enhance', 'accountability']"
"We are mindful that 2020 is an election year and the budget provides $10 million for state-level election oversight activities, with a focus on cybersecurity enhancements to Florida’s election system.",200,2020-06-29 23:02:14,Twitter Web App,162,26,GovRonDeSantis,1277739179972210688,1058807868.0,1058807868,False,,en,June,Q2,"['mindful', '2020', 'election', 'year', 'budget', 'provides', '10', 'million', 'statelevel', 'election', 'oversight', 'activities', 'focus', 'cybersecurity', 'enhancements', 'floridas', 'election', 'system']"
"Florida's 2020-21 budget includes $1.3 billion in federal and state funding for communities to respond to, recover from, and mitigate against major disasters or emergencies.",197,2020-06-29 23:01:07,Twitter Web App,150,26,GovRonDeSantis,1277738897536155649,1058807868.0,1058807868,False,https://t.co/38mkkO1keT,en,June,Q2,"['floridas', '202021', 'budget', 'includes', '13', 'billion', 'federal', 'state', 'funding', 'communities', 'respond', 'recover', 'mitigate', 'major', 'disasters', 'emergencies']"
