Tweets,Month,Quarter,sampling,TweetsTokenized
"This pattern is available

MATERIAL INFO

80 yards / 46.4 m of fingering weight worsted weight in the volume of colors chart.

CENTER STYLE SHORT

Y",January,Q1,6,"['pattern', 'availablematerial', 'info80', 'yards', '464', 'fingering', 'weight', 'worsted', 'weight', 'volume', 'colors', 'chartcenter', 'style', 'shorty']"
"This is a transcript of the news conference that the President of the United States held today in response to the horrible tragedy in Charlottesville, Virginia.  The President was joined today by My Good friend Rep. Mark Meadows R-NC",January,Q1,6,"['transcript', 'news', 'conference', 'president', 'united', 'states', 'held', 'response', 'horrible', 'tragedy', 'charlottesville', 'virginia', 'president', 'joined', 'good', 'friend', 'rep', 'mark', 'meadows', 'rnc']"
"Right now, we have thousands of animals at our shelter in Mississippi. We are trying to find a way to house them all but unfortunately there is not enough space. Please help us save as many animals as possible. We are",January,Q1,6,"['thousands', 'animals', 'shelter', 'mississippi', 'trying', 'find', 'house', 'unfortunately', 'enough', 'space', 'please', 'help', 'save', 'animals', 'possible']"
"A Saudi Arabian court sentenced to death an American man it said killed his wife to protest the killing of protesters in the country.
Saudi Arabia sentences American to death for killing two Saudi police officers. The United States strongly condemns this",January,Q1,6,"['saudi', 'arabian', 'court', 'sentenced', 'death', 'american', 'man', 'killed', 'wife', 'protest', 'killing', 'protesters', 'countrysaudi', 'arabia', 'sentences', 'american', 'death', 'killing', 'saudi', 'police', 'officers', 'united', 'states', 'strongly', 'condemns']"
"The Washington Post reports that the Bernie Sanders campaign has taken legal action against Univision for what it calls ""hateful rhetoric.""
I know what it feels like to be accused of doing something horrible and then having to prove that",January,Q1,6,"['washington', 'post', 'reports', 'bernie', 'sanders', 'campaign', 'taken', 'legal', 'action', 'univision', 'calls', 'hateful', 'rhetorici', 'feels', 'accused', 'something', 'horrible', 'prove']"
"The Senate Judiciary Committee voted along party lines Thursday to not only investigate the Trump campaign's ties to Russia but to also look into whether there was any coordination between the Trump campaign and the Kremlin.
The Russian Ambassadors to the",January,Q1,6,"['senate', 'judiciary', 'committee', 'voted', 'along', 'party', 'lines', 'thursday', 'investigate', 'trump', 'campaigns', 'ties', 'russia', 'whether', 'coordination', 'trump', 'campaign', 'kremlinthe', 'russian', 'ambassadors']"
I was going through my old books and magazines and noticed a couple of items that I thought were interesting. Several of these items were NOT in any of my works. I now have several completed and will be publishing them. I,January,Q1,6,"['old', 'books', 'magazines', 'noticed', 'couple', 'items', 'thought', 'interesting', 'several', 'items', 'works', 'several', 'completed', 'publishing']"
"Coronavirus testing is being done at the U.S. Navy Base Guam. Thank you!
@DanAmbans35  @FoxNews  @FoxNews It's the Navy testing. We are taking care",January,Q1,6,"['coronavirus', 'testing', 'navy', 'base', 'guam', 'thank', 'you@danambans35', '@foxnews', '@foxnews', 'navy', 'testing', 'taking', 'care']"
"This article has been updated with comment from the FBI.

The Justice Department on Monday filed a civil forfeiture lawsuit against a New York City drug dealer who allegedly laundered drug profits.
The criminal case against Pablo Hernandez,",January,Q1,6,"['article', 'updated', 'comment', 'fbithe', 'justice', 'department', 'monday', 'filed', 'civil', 'forfeiture', 'lawsuit', 'new', 'york', 'city', 'drug', 'dealer', 'allegedly', 'laundered', 'drug', 'profitsthe', 'criminal', 'case', 'pablo', 'hernandez']"
A retired Marine tells Inside Edition that he knows of at least a dozen veterans who have been killed while serving our Nation. He says there will be many more to go and they have been waiting for years for justice. #D,January,Q1,6,"['retired', 'marine', 'tells', 'inside', 'edition', 'knows', 'least', 'dozen', 'veterans', 'killed', 'serving', 'nation', 'says', 'waiting', 'justice', '#d']"
It is my great honor to announce that the talented actor Ricky Gervais will be joining us tonight at 9:00 P.M. for a special one-hour special. We will discuss the aftermath of the Election results,January,Q1,6,"['great', 'honor', 'announce', 'talented', 'actor', 'ricky', 'gervais', 'joining', 'tonight', '900', 'special', 'onehour', 'special', 'discuss', 'aftermath', 'election', 'results']"
The Fort Worth Star-Telegram has a great story about the amazing work of the Dallas Rescue Squad and the local police on the scene of the busy and tragic accident in Fort Worth. Thank you to the Dallas Rescue Squad and,January,Q1,6,"['fort', 'worth', 'startelegram', 'great', 'story', 'amazing', 'work', 'dallas', 'rescue', 'squad', 'local', 'police', 'scene', 'busy', 'tragic', 'accident', 'fort', 'worth', 'thank', 'dallas', 'rescue', 'squad']"
"This is a simple and effective way to get to know your local NAACP. We want to know who you are and what you stand for. The more voices you have the better.
'It is not the judiciary that has",January,Q1,6,"['simple', 'effective', 'local', 'naacp', 'stand', 'voices', 'betterit', 'judiciary']"
The Bellagio offers one of the most spectacular and unique atmospheres in the world. It is one of the most visited and most treasured hotels in the world. It is also one of the most misunderstood. The very,January,Q1,6,"['bellagio', 'offers', 'spectacular', 'unique', 'atmospheres', 'world', 'visited', 'treasured', 'hotels', 'world', 'misunderstood']"
"Well, that was a surprise. What are the chances that the Fake News Media will now publish the Tax Returns of all of the Presidential Candidates (and maybe a few others) over the next year? Now that is called",January,Q1,6,"['surprise', 'chances', 'fake', 'news', 'media', 'publish', 'tax', 'returns', 'presidential', 'candidates', 'maybe', 'next', 'year', 'called']"
"The UESPWiki – Your source for The Elder Scrolls since 1995

This article is about the type of creature. For the location, see Castle Volkihar

Volkihar is a small island off the",January,Q1,6,"['uespwiki', 'source', 'elder', 'scrolls', '1995this', 'article', 'type', 'creature', 'location', 'castle', 'volkiharvolkihar', 'island']"
"Jiu-Jitsu and Submission Wrestling are literally the two most dangerous combat sports in the world!
I will NEVER let our great Nurses Maintain the Level of Service or Fearlessness that they are showing. Our Country",January,Q1,6,"['jiujitsu', 'submission', 'wrestling', 'literally', 'dangerous', 'combat', 'sports', 'worldi', 'great', 'nurses', 'maintain', 'level', 'service', 'fearlessness', 'showing', 'country']"
This week on the show we talk about the BIG NEWS in the NFL &amp; the State of the Union address where the President and President Obama are going to be delivering a speech about how great the USA is at home &,January,Q1,6,"['week', 'show', 'talk', 'big', 'news', 'nfl', 'state', 'union', 'address', 'president', 'president', 'obama', 'delivering', 'speech', 'great', 'usa', 'home']"
The National Rifle Association's top lawyer didn't mince words on Tuesday when he accused Sen. Chris Murphy Christopher (Chris) Christopher MurphyDems make slow and dangerous comeback in Senate races Election Countdown: Kavanaugh allegations put GOP in,January,Q1,6,"['national', 'rifle', 'associations', 'top', 'lawyer', 'mince', 'words', 'tuesday', 'accused', 'sen', 'chris', 'murphy', 'christopher', 'chris', 'christopher', 'murphydems', 'slow', 'dangerous', 'comeback', 'senate', 'races', 'election', 'countdown', 'kavanaugh', 'allegations', 'put', 'gop']"
Pete Buttigieg (@PeteButtigieg) is a Republican Candidate for Congress in a special election to replace retiring Senator Bob Casey. Pete ran for Congress in the 2nd Congressional District in 2018 and easily defeated,January,Q1,6,"['pete', 'buttigieg', '@petebuttigieg', 'republican', 'candidate', 'congress', 'special', 'election', 'replace', 'retiring', 'senator', 'bob', 'casey', 'pete', 'ran', 'congress', '2nd', 'congressional', 'district', '2018', 'easily', 'defeated']"
"The FDA has given the green light to Gilead Sciences to resume the controversial and often life-threatening Human Papillomavirus (HPV) testing in the United States.
These are the people who knowingly allowed",January,Q1,6,"['fda', 'given', 'green', 'light', 'gilead', 'sciences', 'resume', 'controversial', 'often', 'lifethreatening', 'human', 'papillomavirus', 'hpv', 'testing', 'united', 'statesthese', 'people', 'knowingly', 'allowed']"
"The UESPWiki – Your source for The Elder Scrolls since 1995

This article is about a location/object in ESO. For the quest, see The Forsworn Quest.

This article or section has",January,Q1,6,"['uespwiki', 'source', 'elder', 'scrolls', '1995this', 'article', 'locationobject', 'eso', 'quest', 'forsworn', 'questthis', 'article', 'section']"
"Federal Court to Hear Appeal on DACA Protections
Yesterday the United States Court of Appeals for the D.C. Circuit granted a stay on implementation of the Deferred Action for Childhood Arrivals (DACA) program. The",January,Q1,6,"['federal', 'court', 'hear', 'appeal', 'daca', 'protectionsyesterday', 'united', 'states', 'court', 'appeals', 'dc', 'circuit', 'granted', 'stay', 'implementation', 'deferred', 'action', 'childhood', 'arrivals', 'daca', 'program']"
I came home from work to find my package in the garage. Inside was an amazing black and white Star Trek shirt! Thank you SO SO much to my Secret Santa!<|endoftext|>What if the United States had an Anti-V,January,Q1,6,"['came', 'home', 'work', 'find', 'package', 'garage', 'inside', 'amazing', 'black', 'white', 'star', 'trek', 'shirt', 'thank', 'secret', 'santaendoftextwhat', 'united', 'states', 'antiv']"
"OVERLAND PARK, Kan. (BUSINESS WIRE)--EURomonitor International reports that full-year GDP growth of 2.0 percent is the highest since the recovery began in November 2008.
The Federal Reserve is",January,Q1,6,"['overland', 'park', 'kan', 'business', 'wireeuromonitor', 'international', 'reports', 'fullyear', 'gdp', 'growth', '20', 'percent', 'highest', 'recovery', 'began', 'november', '2008the', 'federal', 'reserve']"
"The Senate Intelligence Committee confirmed for a second time former National Security Adviser Michael Flynn as national security advisor today. Unfortunately President Trump is not happy about this. He released this statement today after the Senate confirmed Flynn for NSC:
",January,Q1,6,"['senate', 'intelligence', 'committee', 'confirmed', 'second', 'former', 'national', 'security', 'adviser', 'michael', 'flynn', 'national', 'security', 'advisor', 'unfortunately', 'president', 'trump', 'happy', 'released', 'statement', 'senate', 'confirmed', 'flynn', 'nsc']"
"NASHVILLE — A federal judge on Wednesday ruled that four Texas police officers will be back on the job by the end of March despite President Trump's order to end their paychecks.
Judge Amos Mazzant of the",January,Q1,6,"['nashville', 'federal', 'judge', 'wednesday', 'ruled', 'four', 'texas', 'police', 'officers', 'job', 'end', 'march', 'despite', 'president', 'trumps', 'order', 'end', 'paychecksjudge', 'amos', 'mazzant']"
"Many items can be obtained with the Lord's help through prayer, fasting and special devotion. We want to thank you for your constant prayer and devotion.
Just returned from the Middle East! We are working closely with the United",January,Q1,6,"['items', 'obtained', 'lords', 'help', 'prayer', 'fasting', 'special', 'devotion', 'thank', 'constant', 'prayer', 'devotionjust', 'returned', 'middle', 'east', 'working', 'closely', 'united']"
"FEDERALISTISM. The filibuster. The great elitist thing to do. But Democrats are using it to block the nomination of Neil Gorsuch. A filibuster to spare?!
The Lamestream Media is the problem",January,Q1,6,"['federalistism', 'filibuster', 'great', 'elitist', 'thing', 'democrats', 'using', 'block', 'nomination', 'neil', 'gorsuch', 'filibuster', 'sparethe', 'lamestream', 'media', 'problem']"
"In this Wednesday, Oct. 10, 2016 photo, Republican presidential nominee Donald Trump speaks during a campaign rally at the University of Nevada Las Vegas. (AP Photo/John Locher)

(CNSNews.com",January,Q1,6,"['wednesday', 'oct', '10', '2016', 'photo', 'republican', 'presidential', 'nominee', 'donald', 'trump', 'speaks', 'campaign', 'rally', 'university', 'nevada', 'las', 'vegas', 'ap', 'photojohn', 'lochercnsnewscom']"
One of the greatest guys I knew was easily the greatest guy on the planet. Matt was quick to respond to my most important calls. He was there for me no matter what and he will be there for you no matter what,January,Q1,6,"['greatest', 'guys', 'easily', 'greatest', 'guy', 'planet', 'matt', 'quick', 'respond', 'important', 'calls', 'matter', 'matter']"
"Congresswoman Jackie Speier (D-CA) is leading in the latest Rasmussen Reports national telephone and online survey.


Congresswoman Jackie Speier (D-CA) is leading in the latest Rasmussen Reports national telephone and",January,Q1,6,"['congresswoman', 'jackie', 'speier', 'dca', 'leading', 'latest', 'rasmussen', 'reports', 'national', 'telephone', 'online', 'surveycongresswoman', 'jackie', 'speier', 'dca', 'leading', 'latest', 'rasmussen', 'reports', 'national', 'telephone']"
"The United States has pulled all of its troops out of Iraq after nearly three years of war. American forces are there to stay. I want all of our Iraqi brothers and sisters to succeed. They deserve nothing less!
�",January,Q1,6,"['united', 'states', 'pulled', 'troops', 'iraq', 'nearly', 'war', 'american', 'forces', 'stay', 'iraqi', 'brothers', 'sisters', 'succeed', 'deserve', 'nothing', 'less']"
"SOUTH BEND, Ind. — The National Rifle Association on Thursday was slammed for showing up to a Kentucky rally with a sign that read ""Circumventing the MASSIVE Voluntary Compliance with the Law with",January,Q1,6,"['south', 'bend', 'ind', 'national', 'rifle', 'association', 'thursday', 'slammed', 'showing', 'kentucky', 'rally', 'sign', 'circumventing', 'massive', 'voluntary', 'compliance', 'law']"
I just spoke to @RepMikeJohnson (CA-10) and he is working hard to help our Great Vets. He and I share the same goal of Vets SAFE and HEALTHFUL. He is a,January,Q1,6,"['spoke', '@repmikejohnson', 'ca10', 'working', 'hard', 'help', 'great', 'vets', 'share', 'goal', 'vets', 'safe', 'healthful']"
"The new Daily Kos App is here!


Welcome to our brand new Daily Kos App!!!


With over 28 Million Downloads the Daily Kos App is the #1 Mobile App in the World and the #1 in the",January,Q1,6,"['new', 'daily', 'kos', 'app', 'herewelcome', 'brand', 'new', 'daily', 'kos', 'appwith', '28', 'million', 'downloads', 'daily', 'kos', 'app', '#1', 'mobile', 'app', 'world', '#1']"
