Tweets,Month,Quarter,sampling,TweetsTokenized
"The American people demand reform of our broken criminal justice system and we are on the verge of breaking new records in the number of people off the streets thanks to the tireless work of our local law enforcement.
I am proud",January,Q1,28,"['american', 'people', 'demand', 'reform', 'broken', 'criminal', 'justice', 'system', 'verge', 'breaking', 'new', 'records', 'number', 'people', 'streets', 'thanks', 'tireless', 'work', 'local', 'law', 'enforcementi', 'proud']"
"Now you can share!
SHARE


ADVERTISING

Now you can share!

SHARE

Now you can share!
Wow!
Congratulations to our new Governor Terry McAuliffe!
Wow!
",January,Q1,28,"['shareshareadvertisingnow', 'sharesharenow', 'sharewowcongratulations', 'new', 'governor', 'terry', 'mcauliffewow']"
The Department of Veterans Affairs (VA) has just announced that they are considering delaying or even cancelling the Life Extension Program (LEPP) until at least late 2018. This is totally unjustified as the majority of Americans are,January,Q1,28,"['department', 'veterans', 'affairs', 'va', 'announced', 'considering', 'delaying', 'cancelling', 'life', 'extension', 'program', 'lepp', 'least', 'late', '2018', 'totally', 'unjustified', 'majority', 'americans']"
The Nebraska Legislature has approved a $72.5 million increase for the Nebraska Guard and Reserves. This will greatly expand the Reserves and help us ensure that the men and women of our National Guard and Reserve are fully equipped,January,Q1,28,"['nebraska', 'legislature', 'approved', '725', 'million', 'increase', 'nebraska', 'guard', 'reserves', 'greatly', 'expand', 'reserves', 'help', 'ensure', 'men', 'women', 'national', 'guard', 'reserve', 'fully', 'equipped']"
"The Cleveland Browns are in the market for a left tackle.
RT @JeffNashNFL: Browns have signed right tackle Andy Levitre to a one-year contract. #Browns
RT @JoeKapp",January,Q1,28,"['cleveland', 'browns', 'market', 'left', 'tacklert', '@jeffnashnfl', 'browns', 'signed', 'tackle', 'andy', 'levitre', 'oneyear', 'contract', '#brownsrt', '@joekapp']"
"A high-speed train line from Quebec to New Brunswick is being considered as a viable alternative to the U.S. Central America High Speed Rail Line.
The high-speed train is being considered because of the low cost",January,Q1,28,"['highspeed', 'train', 'line', 'quebec', 'new', 'brunswick', 'considered', 'viable', 'alternative', 'central', 'america', 'high', 'speed', 'rail', 'linethe', 'highspeed', 'train', 'considered', 'low', 'cost']"
"Amazing graphics and awesome sound.
I would say that with the success of the painting I will put out another set of artwork. I am working on a great new book with the great artist Jeffery Smith.
I am",January,Q1,28,"['amazing', 'graphics', 'awesome', 'soundi', 'success', 'painting', 'put', 'another', 'set', 'artwork', 'working', 'great', 'new', 'book', 'great', 'artist', 'jeffery', 'smithi']"
"There are many ways to fight terrorism, but none as effective as the one we're using in Yemen. This week we launched the largest airlift in U.S. history to deliver humanitarian aid and support in the face of",January,Q1,28,"['ways', 'fight', 'terrorism', 'none', 'effective', 'using', 'yemen', 'week', 'launched', 'largest', 'airlift', 'history', 'deliver', 'humanitarian', 'aid', 'support', 'face']"
"Anarchist means a person who rejects authority and authority means the government and the financial system.
You are the most corrupt people on earth &amp; you are also the most incompetent. We are doing a GREAT job of",January,Q1,28,"['anarchist', 'means', 'person', 'rejects', 'authority', 'authority', 'means', 'government', 'financial', 'systemyou', 'corrupt', 'people', 'earth', 'incompetent', 'great', 'job']"
"Republican presidential candidate Donald Trump speaks at a campaign rally at the West Chester Community Center on October 30, 2015 in West Chester, New York. Trump won the New York primary easily. (Photo by Drew Angerer/Getty Images",January,Q1,28,"['republican', 'presidential', 'candidate', 'donald', 'trump', 'speaks', 'campaign', 'rally', 'west', 'chester', 'community', 'center', 'october', '30', '2015', 'west', 'chester', 'new', 'york', 'trump', 'new', 'york', 'primary', 'easily', 'photo', 'drew', 'angerergetty', 'images']"
"List of Victims

#1: Devin Nunes

#2: Susan Rice

#3: Chris Bolling

#4: James Comey

#5: Tom Donilon

#6:",January,Q1,28,"['list', 'victims#1', 'devin', 'nunes#2', 'susan', 'rice#3', 'chris', 'bolling#4', 'james', 'comey#5', 'tom', 'donilon#6']"
