Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
"The legislature has been deadlocked for days as it considers a new state flag. The argument over the 1894 flag has become as divisive as the flag itself and it’s time to end it.
If they send me a bill this weekend, I will sign it.",254,2020-06-27 14:23:59,Twitter for iPhone,3262,633,tatereeves,1276883982974627840,,259341329,False,https://t.co/bf3vyzuObt,en,June,Q2,"['legislature', 'deadlocked', 'days', 'considers', 'new', 'state', 'flag', 'argument', '1894', 'flag', 'become', 'divisive', 'flag', 'end', 'itif', 'send', 'bill', 'weekend', 'sign']"
Billy Mounger was a stalwart Mississippi Republican. Praying for his friends and family as they grieve his loss tonight.,120,2020-06-26 23:38:31,Twitter for iPhone,155,24,tatereeves,1276661147370995712,,259341329,False,,en,June,Q2,"['billy', 'mounger', 'stalwart', 'mississippi', 'republican', 'praying', 'friends', 'family', 'grieve', 'loss', 'tonight']"
"Coronavirus numbers improved slightly from yesterday, but they are not back under control. We are still at risk of overwhelming our hospital system if trends continue. 

Looking at other states who are facing similar issues, and working with Dr. Dobbs on next steps.",266,2020-06-26 16:13:01,Twitter for iPhone,177,35,tatereeves,1276549034828877832,,259341329,False,,en,June,Q2,"['coronavirus', 'numbers', 'improved', 'slightly', 'yesterday', 'control', 'still', 'risk', 'overwhelming', 'hospital', 'system', 'trends', 'continue', 'looking', 'states', 'facing', 'similar', 'issues', 'working', 'dr', 'dobbs', 'next', 'steps']"
Just had to veto our first bill. It was a decent idea—require ballots for voting to be filled out in ink. Then someone amended it to say you can fill it out with a pencil. That’s not allowed now! Seems like making ballots easy for someone to erase and rewrite is asking for fraud!,280,2020-06-25 22:26:12,Twitter for iPhone,518,67,tatereeves,1276280560994918400,,259341329,False,,en,June,Q2,"['veto', 'bill', 'decent', 'idearequire', 'ballots', 'voting', 'filled', 'ink', 'someone', 'amended', 'fill', 'pencil', 'allowed', 'seems', 'making', 'ballots', 'easy', 'someone', 'erase', 'rewrite', 'asking', 'fraud']"
"Dr. Dobbs will do a briefing at 5:00 PM (it will be streamed on the health department Facebook page.) He has my total support, and will do a great job communicating the risks we face. 

I’ll try to get on Facebook Live around 5:45 for a few minutes too. Stay safe and God bless.",302,2020-06-25 21:06:08,Twitter for iPhone,28,10,tatereeves,1276260412078596096,,259341329,False,https://t.co/mAvxMJYLji,en,June,Q2,"['dr', 'dobbs', 'briefing', '500', 'streamed', 'health', 'department', 'facebook', 'page', 'support', 'great', 'job', 'communicating', 'risks', 'face', 'try', 'facebook', 'live', '545', 'minutes', 'stay', 'safe', 'god', 'bless']"
"Please listen. We’ve been beating this drum for months. Dr. Dobbs is graphic in his warnings to us about where this heads. If people just follow current orders and aren’t reckless, we can beat this.

This message from almost two months ago applies doubly today:",285,2020-06-25 18:44:14,Twitter for iPhone,65,27,tatereeves,1276224699954073603,259341329.0,259341329,False,https://t.co/1AI0tVj6Mw,en,June,Q2,"['please', 'listen', 'beating', 'drum', 'months', 'dr', 'dobbs', 'graphic', 'warnings', 'heads', 'people', 'follow', 'current', 'orders', 'arent', 'reckless', 'beat', 'thisthis', 'message', 'almost', 'months', 'applies', 'doubly']"
"1,092 new COVID-19 cases today. They’re mostly in young people who may not get deathly ill—but could easily debilitate loved ones.

I don’t know how to be more clear: Coronavirus is not gone just because you give up. It can still overwhelm us.",243,2020-06-25 18:44:09,Twitter for iPhone,240,99,tatereeves,1276224678424649729,,259341329,False,,en,June,Q2,"['1092', 'new', 'covid19', 'cases', 'mostly', 'young', 'people', 'may', 'deathly', 'illbut', 'could', 'easily', 'debilitate', 'loved', 'onesi', 'clear', 'coronavirus', 'gone', 'give', 'still', 'overwhelm']"
We’re also five days from the start of the next fiscal year and the legislature has not set a budget. The CARES Act funds have not been settled. There will be 100 fires raging when this flag debate gets settled—trying to manage through them all. Stay safe and God bless.,270,2020-06-25 15:01:37,Twitter for iPad,41,7,tatereeves,1276168677587550209,259341329.0,259341329,False,,en,June,Q2,"['five', 'days', 'start', 'next', 'fiscal', 'year', 'legislature', 'set', 'budget', 'cares', 'act', 'funds', 'settled', '100', 'fires', 'raging', 'flag', 'debate', 'gets', 'settledtrying', 'manage', 'stay', 'safe', 'god', 'bless']"
"We’re closely tracking COVID numbers—they are rising. I know that everyone wants this to be behind us. It’s not. Please, please don’t give up the fight. Imagine the pain if someone you love has serious consequences from a disease you spread. That risk is real and present.",272,2020-06-25 15:01:37,Twitter for iPad,48,12,tatereeves,1276168676258000903,259341329.0,259341329,False,,en,June,Q2,"['closely', 'tracking', 'covid', 'numbersthey', 'rising', 'everyone', 'wants', 'behind', 'please', 'please', 'give', 'fight', 'imagine', 'pain', 'someone', 'love', 'serious', 'consequences', 'disease', 'spread', 'risk', 'real', 'present']"
We haven’t been able to have a briefing this week because I have to review and then sign or veto 146 bills from the legislature—only five days to do so! Massive effort that we have to get right. We’ll be back with y’all soon. Lots of important messages to share.,262,2020-06-25 15:01:36,Twitter for iPad,91,20,tatereeves,1276168674668351494,,259341329,False,,en,June,Q2,"['havent', 'able', 'briefing', 'week', 'review', 'sign', 'veto', '146', 'bills', 'legislatureonly', 'five', 'days', 'massive', 'effort', 'yall', 'soon', 'lots', 'important', 'messages', 'share']"
"4 Mississippi chartered banks were just ranked as one of ""The World's Best Banks in 2020!""

Making the list shows the true strength of the culture and leadership of these institutions, as well as the quality of customer and financial services they provide.",280,2020-06-24 14:26:26,Twitter for iPhone,127,24,tatereeves,1275797434690613248,,259341329,False,https://t.co/OPgnIcyGEg,en,June,Q2,"['4', 'mississippi', 'chartered', 'banks', 'ranked', 'worlds', 'best', 'banks', '2020making', 'list', 'shows', 'strength', 'culture', 'leadership', 'institutions', 'quality', 'customer', 'financial', 'services', 'provide']"
"Isiah Jamal Pierce of Laurel has been posthumously awarded the Carnegie Medal for an extraordinary display of heroism.

In 2018, Isiah died attempting to save a baby from a house fire. Join me in honoring this true American hero. 🇺🇸  via @carnegie_hero",275,2020-06-23 15:38:43,Twitter for iPhone,213,41,tatereeves,1275453236565037058,,259341329,False,https://t.co/IwkNpPtsIe,en,June,Q2,"['isiah', 'jamal', 'pierce', 'laurel', 'posthumously', 'awarded', 'carnegie', 'medal', 'extraordinary', 'display', 'heroismin', '2018', 'isiah', 'died', 'attempting', 'save', 'baby', 'house', 'fire', 'join', 'honoring', 'american', 'hero', 'via', '@carnegie_hero']"
"Over the weekend there has been a proposal floating amongst some in the legislature to create a second Mississippi flag. Let’s call it the “Separate but Equal” flag option. 

While well-intentioned I’m sure, it does not meet the threshold.",263,2020-06-22 15:42:34,Twitter for iPhone,595,123,tatereeves,1275091818787622918,,259341329,False,https://t.co/f2aOLgV75O,en,June,Q2,"['weekend', 'proposal', 'floating', 'amongst', 'legislature', 'create', 'second', 'mississippi', 'flag', 'lets', 'call', 'separate', 'equal', 'flag', 'option', 'wellintentioned', 'meet', 'threshold']"
"Today, we celebrate Juneteenth—the day we recognize the emancipation of slaves. We should always remember our history. We should confront it and work to improve. Today, we honor the people who have worked to make our country more free and just for all.",252,2020-06-19 16:15:56,Twitter for iPhone,499,75,tatereeves,1274013052766236678,,259341329,False,,en,June,Q2,"['celebrate', 'juneteenththe', 'recognize', 'emancipation', 'slaves', 'remember', 'history', 'confront', 'work', 'improve', 'honor', 'people', 'worked', 'country', 'free']"
"To lose a brave Mississippian the day after burying another is just horrific.

Sgt. Stephen Matory was a decorated soldier who served our country with honor and integrity. I join @nationalguardMS in grieving this tragic loss. Please join me in praying for him and his loved ones.",279,2020-06-19 03:30:10,Twitter for iPhone,207,35,tatereeves,1273820343061356551,,259341329,False,,en,June,Q2,"['lose', 'brave', 'mississippian', 'burying', 'another', 'horrificsgt', 'stephen', 'matory', 'decorated', 'soldier', 'served', 'country', 'honor', 'integrity', 'join', '@nationalguardms', 'grieving', 'tragic', 'loss', 'please', 'join', 'praying', 'loved', 'ones']"
Grateful for a President that truly cares about those of us in “flyover country!” Action—not words—to help men and women that have been forgotten too long. This will be a great project in the Mississippi Delta that will help a lot of Mississippi workers.,278,2020-06-18 23:43:13,Twitter for iPhone,382,69,tatereeves,1273763225545441283,,259341329,False,https://t.co/WfM1qJBiXq,en,June,Q2,"['grateful', 'president', 'truly', 'cares', 'flyover', 'country', 'actionnot', 'wordsto', 'help', 'men', 'women', 'forgotten', 'great', 'project', 'mississippi', 'delta', 'help', 'lot', 'mississippi', 'workers']"
"We cannot have our typical briefing today. I will be at the graveside service for Deputy Sheriff James Blair. We will have one tomorrow. God bless, Mississippi.",160,2020-06-17 15:30:58,Twitter for iPhone,275,31,tatereeves,1273276963038396422,,259341329,False,,en,June,Q2,"['cannot', 'typical', 'briefing', 'graveside', 'service', 'deputy', 'sheriff', 'james', 'blair', 'tomorrow', 'god', 'bless', 'mississippi']"
"Today we saw 489 new COVID-19 cases—a large number by any measure. I’m concerned that people are losing interest in the effort to keep each other safe. We are all tired and ready to be done, but the virus doesn’t care. Please be on your guard—small efforts have a big impact!",275,2020-06-17 15:06:03,Twitter for iPhone,893,277,tatereeves,1273270690435792896,,259341329,False,,en,June,Q2,"['saw', '489', 'new', 'covid19', 'casesa', 'large', 'number', 'measure', 'concerned', 'people', 'losing', 'interest', 'effort', 'safe', 'tired', 'ready', 'virus', 'care', 'please', 'guardsmall', 'efforts', 'big', 'impact']"
"In honor of his life and his courage he displayed every day on duty, tomorrow we are lowering all flags to half-staff to mourn the passing of Deputy Sheriff James H. Blair.

Please keep him and his loved ones in your prayers.",249,2020-06-17 00:31:33,Twitter for iPhone,429,69,tatereeves,1273050615187476486,,259341329,False,https://t.co/URrTzct8dP,en,June,Q2,"['honor', 'life', 'courage', 'displayed', 'duty', 'tomorrow', 'lowering', 'flags', 'halfstaff', 'mourn', 'passing', 'deputy', 'sheriff', 'james', 'h', 'blairplease', 'loved', 'ones', 'prayers']"
Please join me in praying for the family of Simpson County Deputy Sheriff James Blair who just lost his life in the line of duty.,153,2020-06-13 13:46:25,Twitter for iPhone,1320,212,tatereeves,1271801099461308416,,259341329,False,https://t.co/1hUKI20USz,en,June,Q2,"['please', 'join', 'praying', 'family', 'simpson', 'county', 'deputy', 'sheriff', 'james', 'blair', 'lost', 'life', 'line', 'duty']"
"Medgar Evers was a pioneer of the civil rights movement. He was assassinated by a white supremacist in Jackson, Mississippi on this day in 1963. Today, we honor his memory. It is a painful part of our history, but I am proud to live in a state that produces great men like Medgar.",304,2020-06-12 18:45:47,Twitter for iPhone,639,100,tatereeves,1271514049382137858,,259341329,False,https://t.co/vJipAXYDxv,en,June,Q2,"['medgar', 'evers', 'pioneer', 'civil', 'rights', 'movement', 'assassinated', 'white', 'supremacist', 'jackson', 'mississippi', '1963', 'honor', 'memory', 'painful', 'part', 'history', 'proud', 'live', 'state', 'produces', 'great', 'men', 'medgar']"
".@firstladyofms and I were honored to meet with Mississippi's newest legend, @todd_tilghman!

His win on @NBCTheVoice was truly inspiring and the lift we all needed during these trying times. #MississippiStrong",234,2020-06-11 23:13:27,Twitter for iPhone,405,34,tatereeves,1271219023083159552,,259341329,False,https://t.co/gX5TTgNpFV,en,June,Q2,"['@firstladyofms', 'honored', 'meet', 'mississippis', 'newest', 'legend', '@todd_tilghmanhis', 'win', '@nbcthevoice', 'truly', 'inspiring', 'lift', 'needed', 'trying', 'times', '#mississippistrong']"
Big news tomorrow—but need until tomorrow to finalize it. We’ll do a briefing then to discuss it and another one on Friday. Stay safe and God bless! Don’t let your guard down on COVID-19.,187,2020-06-09 15:20:07,Twitter for iPhone,331,42,tatereeves,1270375126903783424,,259341329,False,,en,June,Q2,"['big', 'news', 'tomorrowbut', 'tomorrow', 'finalize', 'briefing', 'discuss', 'another', 'friday', 'stay', 'safe', 'god', 'bless', 'guard', 'covid19']"
"I’ll be traveling tomorrow when we would typically do our prayers on Facebook Live. Let’s plan on going to God in prayer together at 5:00 PM! God bless, Mississippi! 

“I am with you and will watch over you wherever you go...” Genesis 28:15",240,2020-06-07 03:49:41,Twitter for iPhone,220,25,tatereeves,1269476598023098368,,259341329,False,,en,June,Q2,"['traveling', 'tomorrow', 'typically', 'prayers', 'facebook', 'live', 'lets', 'plan', 'god', 'prayer', 'together', '500', 'god', 'bless', 'mississippi', 'watch', 'wherever', 'genesis', '2815']"
"“The eyes of the world are upon you...” - Gen. Dwight D. Eisenhower

76 years ago, brave American and Allied heroes stormed the beaches of Normandy to liberate Europe and protect our world from evil. Today, we honor and remember the Greatest Generation for their sacrifices. #DDay",304,2020-06-06 17:13:59,Twitter for iPhone,267,53,tatereeves,1269316618879893504,,259341329,False,https://t.co/EIPGFTeMWb,en,June,Q2,"['eyes', 'world', 'upon', 'gen', 'dwight', 'eisenhower76', 'brave', 'american', 'allied', 'heroes', 'stormed', 'beaches', 'normandy', 'liberate', 'europe', 'protect', 'world', 'evil', 'honor', 'remember', 'greatest', 'generation', 'sacrifices', '#dday']"
"I want you to be able to express your pain and anger in a way that is as safe as possible. I heard about the protest in Jackson tomorrow, and asked MEMA to get COVID-19 masks together for anybody who needs one. Highway Patrol will get them to protestors. Stay safe and God bless!",279,2020-06-05 15:43:44,Twitter for iPhone,569,77,tatereeves,1268931520485560321,,259341329,False,,en,June,Q2,"['able', 'express', 'pain', 'anger', 'safe', 'possible', 'heard', 'protest', 'jackson', 'tomorrow', 'asked', 'mema', 'covid19', 'masks', 'together', 'anybody', 'needs', 'highway', 'patrol', 'protestors', 'stay', 'safe', 'god', 'bless']"
Can we take a moment to appreciate the unprecedented White House support for states battling COVID? The President extended Title 32 orders for our National Guard—massive. We could not have done rapid testing of all nursing homes without it! Thank you @realDonaldTrump and @VP!,276,2020-06-04 14:43:23,Twitter for iPhone,275,35,tatereeves,1268553945649217546,,259341329,False,,en,June,Q2,"['take', 'moment', 'appreciate', 'unprecedented', 'white', 'house', 'support', 'states', 'battling', 'covid', 'president', 'extended', 'title', '32', 'orders', 'national', 'guardmassive', 'could', 'rapid', 'testing', 'nursing', 'homes', 'without', 'thank', '@realdonaldtrump', '@vp']"
"George Floyd’s memorial service will be carried on TV this afternoon. I don’t want to interrupt that with our briefing. I’ll be on the coast tomorrow—meeting with emergency operators as we enter hurricane season. We’ll have a press conference there! God bless, Mississippi.",273,2020-06-04 14:32:06,Twitter for iPhone,313,61,tatereeves,1268551104675090440,,259341329,False,,en,June,Q2,"['george', 'floyds', 'memorial', 'service', 'carried', 'tv', 'afternoon', 'interrupt', 'briefing', 'coast', 'tomorrowmeeting', 'emergency', 'operators', 'enter', 'hurricane', 'season', 'press', 'conference', 'god', 'bless', 'mississippi']"
"Have questions about what the Safe Return order means for you, your loved ones, or your business? Check out our FAQs for answers to many of your questions➡️

Stay safe, Mississippi! #SafeReturn",216,2020-06-03 16:16:39,Twitter for iPhone,50,22,tatereeves,1268215028941021185,,259341329,False,https://t.co/26t9aAih88,en,June,Q2,"['questions', 'safe', 'return', 'order', 'means', 'loved', 'ones', 'business', 'check', 'faqs', 'answers', 'questionsstay', 'safe', 'mississippi', '#safereturn']"
News on the DMV tomorrow at our 2:30 briefing.,46,2020-06-02 20:32:53,Twitter for iPhone,86,24,tatereeves,1267917123986259968,,259341329,False,,en,June,Q2,"['news', 'dmv', 'tomorrow', '230', 'briefing']"
Busy afternoon—look forward to briefing everyone tomorrow at the normal time! Stay safe and God bless!,102,2020-06-02 15:29:50,Twitter for iPhone,77,17,tatereeves,1267840858809864192,,259341329,False,,en,June,Q2,"['busy', 'afternoonlook', 'forward', 'briefing', 'everyone', 'tomorrow', 'normal', 'stay', 'safe', 'god', 'bless']"
"Today, we are entering the final stage of safely reopening Mississippi with a #SafeReturn!

While we reopen our economy and get people back to work, the fight is not over. We must all continue to do our part to combat #COVID19. Stay safe, Mississippi! #StayHealthyMS",290,2020-06-01 15:25:10,Twitter for iPhone,174,64,tatereeves,1267477295578656768,,259341329,False,https://t.co/POLHsNGjKg,en,June,Q2,"['entering', 'final', 'stage', 'safely', 'reopening', 'mississippi', '#safereturnwhile', 'reopen', 'economy', 'people', 'work', 'fight', 'continue', 'part', 'combat', '#covid19', 'stay', 'safe', 'mississippi', '#stayhealthyms']"
"“Whoever sows injustice will reap calamity, and the rod of his fury will fail.” Proverbs 22:8",93,2020-05-31 17:51:49,Twitter for iPad,309,51,tatereeves,1267151815113674755,,259341329,False,,en,May,Q2,"['whoever', 'sows', 'injustice', 'reap', 'calamity', 'rod', 'fury', 'fail', 'proverbs', '228']"
