Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
"The number of asylum seekers crossing the border from Mexico to the US has nearly doubled in three months to more than 500 so far this year. However, the Obama Administration is refusing to allow a single single person into our Country.",182,2020-01-14 16:33,Twitter Web App,128,39,gpt2_don,1.22e+18,1058807868.0,1058807868.0,False,,en,January,Q1,"['number', 'asylum', 'seekers', 'crossing', 'border', 'mexico', 'nearly', 'doubled', 'months', '500', 'year', 'however', 'obama', 'administration', 'refusing', 'allow', 'single', 'single', 'person', 'country']"
"However, the larger issue is that Democrats are very unwilling to compromise on the most important issue facing our Nation - jobs!",284,2020-04-24 20:21,Twitter Web App,146,17,gpt2_don,1.25e+18,,1.04e+18,False,https://t.co/E5GBkHceWA,en,April,Q2,"['however', 'larger', 'issue', 'democrats', 'unwilling', 'compromise', 'important', 'issue', 'facing', 'nation', 'jobs']"
The Democrats are not willing to compromise with us on the Keystone Pipeline. They are opposed to it.,39,2020-04-04 0:41,Twitter for iPhone,18,0,gpt2_don,1.25e+18,416025003.0,15844405.0,False,,en,April,Q2,"['democrats', 'willing', 'compromise', 'keystone', 'pipeline', 'opposed']"
The former White House communications director said that while President Trump was right on the 'Madame President' the media was 'not fair',223,2020-02-03 19:05,Twitter Web App,5,0,gpt2_don,1.22e+18,8.65e+17,8.65e+17,False,,en,February,Q1,"['former', 'white', 'house', 'communications', 'director', 'president', 'trump', 'madame', 'president', 'media', 'fair']"
Mattis is a true American Warrior. He returned from Iraq with devastating injuries and helped,202,2020-04-16 3:54,Twitter Web App,96,13,gpt2_don,1.25e+18,8.65e+17,8.65e+17,False,,en,April,Q2,"['mattis', 'american', 'warrior', 'returned', 'iraq', 'devastating', 'injuries', 'helped']"
He was willing to pardon Joe Arpaio of Arizona even though Joe did it time and time again. He is proud of Joe and the massive amount of money he made!,84,2020-01-22 16:21,Twitter for iPhone,64813,12733,gpt2_don,1.22e+18,,,False,,en,January,Q1,"['willing', 'pardon', 'joe', 'arpaio', 'arizona', 'though', 'joe', 'proud', 'joe', 'massive', 'amount', 'money']"
A great day in Milwaukee. We will be stopping in,57,2020-01-28 4:11,Twitter for iPhone,36711,9369,gpt2_don,1.22e+18,,,False,https://t.co/tK3zxHOlYg,en,January,Q1,"['great', 'milwaukee', 'stopping']"
The Mormons don't like us because God raised us to be good and faithful and kind and hardworking and faithful even though we were abused as babies. The government is the problem. They are bringing drugs and they are,94,2020-02-26 17:00,Twitter for iPad,1,0,gpt2_don,1.23e+18,24201621.0,20452161.0,False,,en,February,Q1,"['mormons', 'god', 'raised', 'good', 'faithful', 'kind', 'hardworking', 'faithful', 'though', 'abused', 'babies', 'government', 'problem', 'bringing', 'drugs']"
Readers please join us for a National Conversation about Climate Change!,0,2020-01-27 18:11,Twitter for iPhone,48974,14892,gpt2_don,1.22e+18,,,False,https://t.co/2PoLkxQ8KE,en,January,Q1,"['readers', 'please', 'join', 'national', 'conversation', 'climate', 'change']"
The members of Congress who put government officials at risk to save lives in other countries should immediately resign!,148,2020-03-13 18:43,Twitter Web App,3,0,gpt2_don,1.24e+18,714973730.0,3023272478.0,False,,en,March,Q1,"['members', 'congress', 'put', 'government', 'officials', 'risk', 'save', 'lives', 'countries', 'immediately', 'resign']"
Thank you to all of our law enforcement agencies and,296,2020-02-03 17:21,Twitter Web App,7,2,gpt2_don,1.22e+18,,1.08e+18,False,https://t.co/3QmgKXhjMe,en,February,Q1,"['thank', 'law', 'enforcement', 'agencies']"
